coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP06,I15,AT	104.32 	104.48 	104.68 	105.99 	105.72 	105.52 	105.92 	106.01 	106.42 	106.87 	106.55 	106.54 
CP06,I15,BE	102.88 	102.94 	103.02 	103.95 	104.15 	104.21 	104.08 	104.10 	104.16 	104.27 	104.35 	104.38 
CP06,I15,BG	100.25 	100.31 	100.26 	100.28 	100.40 	100.31 	100.33 	100.33 	100.45 	100.41 	100.52 	100.57 
CP06,I15,CH	98.90 	98.88 	98.88 	98.20 	98.10 	97.71 	97.62 	97.51 	97.61 	98.32 	98.32 	98.24 
CP06,I15,CY	102.39 	102.39 	102.38 	102.30 	102.30 	102.18 	102.18 	102.26 	101.66 	102.07 	102.07 	102.07 
CP06,I15,CZ	107.5 	107.4 	107.2 	108.0 	108.2 	108.8 	109.5 	110.2 	110.6 	110.9 	111.2 	110.9 
CP06,I15,DE	103.3 	103.3 	103.3 	103.5 	103.6 	103.8 	104.0 	104.1 	104.2 	104.3 	104.4 	104.5 
CP06,I15,DK	101.0 	101.0 	100.8 	100.1 	100.5 	100.9 	101.3 	101.1 	101.2 	101.1 	101.1 	100.9 
CP06,I15,EA	102.01 	101.98 	102.06 	102.26 	102.40 	102.44 	102.65 	102.71 	102.79 	102.84 	102.63 	102.81 
CP06,I15,EA18	102.00 	101.97 	102.04 	102.25 	102.39 	102.43 	102.64 	102.69 	102.78 	102.83 	102.62 	102.80 
CP06,I15,EA19	102.01 	101.98 	102.06 	102.26 	102.40 	102.44 	102.65 	102.71 	102.79 	102.84 	102.63 	102.81 
CP06,I15,EE	103.15 	102.98 	103.21 	105.51 	106.38 	106.60 	107.75 	107.73 	108.09 	108.23 	108.41 	107.84 
CP06,I15,EL	99.57 	99.56 	99.57 	99.91 	99.92 	99.45 	99.80 	99.78 	99.80 	99.80 	100.24 	100.29 
CP06,I15,ES	101.12 	101.03 	101.08 	101.12 	101.09 	101.17 	101.27 	101.54 	101.59 	101.48 	101.31 	101.36 
CP06,I15,EU	102.22 	102.24 	102.30 	102.54 	102.70 	102.75 	103.03 	103.13 	103.22 	103.26 	103.16 r	103.31 
CP06,I15,EU28	102.22 	102.24 	102.30 	102.54 	102.70 	102.75 	103.03 	103.13 	103.22 	103.26 	103.16 r	103.31 
CP06,I15,FI	107.49 	107.49 	107.61 	107.69 	107.76 	107.78 	112.35 	112.32 	112.43 	110.89 	110.67 	110.82 
CP06,I15,FR	99.99 	99.69 	99.94 	99.95 	100.27 	100.12 	100.06 	99.95 	100.11 	100.20 	99.00 	99.72 
CP06,I15,HR	105.90 	105.96 	105.94 	105.97 	106.02 	107.23 	107.32 	107.44 	107.46 	107.47 	107.50 	107.57 
CP06,I15,HU	106.44 	106.80 	107.10 	107.51 	107.96 	108.35 	108.84 	108.98 	109.19 	109.44 	109.62 	109.68 
CP06,I15,IE	101.6 	101.6 	101.6 	101.3 	101.7 	101.8 	101.8 	101.9 	101.9 	101.9 	101.9 	101.9 
CP06,I15,IS	103.11 	103.51 	103.54 	103.72 	103.75 	104.49 	104.94 	104.95 	104.75 	105.47 	105.50 	103.58 
CP06,I15,IT	101.9 	101.9 	101.9 	101.9 	102.1 	102.2 	102.2 	102.3 	102.4 	102.3 	102.4 	102.4 
CP06,I15,LT	103.67 	104.38 	104.63 	103.60 	103.70 	103.87 	104.86 	105.51 	105.41 	105.42 	105.33 	105.69 
CP06,I15,LU	101.30 	101.30 	101.33 	100.49 	100.66 	100.51 	100.48 	100.71 	100.42 	100.44 	101.25 	101.25 
CP06,I15,LV	106.83 	106.71 	106.58 	107.74 	108.09 	108.67 	108.72 	109.43 	109.05 	109.20 	109.86 	109.59 
CP06,I15,MK	100.93 d	101.20 d	101.58 d	100.77 d	100.94 d	100.58 d	100.73 d	101.77 d	102.05 d	102.23 d	102.39 d	102.03 d
CP06,I15,MT	104.70 	104.69 	104.95 	105.07 	105.15 	105.00 	104.95 	104.58 	104.61 	104.74 	104.90 	104.99 
CP06,I15,NL	98.30 	98.70 	98.97 	99.61 	99.64 	99.58 	99.93 	99.45 	99.71 	99.83 	99.94 	99.69 
CP06,I15,NO	103.8 	104.1 	104.1 	104.1 	105.0 	105.2 	105.0 	105.4 	105.2 	106.1 	106.0 	105.8 
CP06,I15,PL	100.6 	100.7 	100.8 	101.2 	101.5 	101.3 	101.5 	102.0 	102.1 	102.1 	102.3 	102.8 
CP06,I15,PT	100.24 	100.28 	100.32 	100.24 	100.51 	100.63 	100.75 	100.76 	100.90 	101.00 	101.03 	101.20 
CP06,I15,RO	100.92 	100.95 	101.04 	101.20 	101.40 	101.52 	101.65 	101.73 	101.82 	101.86 	101.95 	102.09 
CP06,I15,RS	105.3 d	105.3 d	105.3 d	105.5 d	105.4 d	105.9 d	106.0 d	106.4 d	106.3 d	106.4 d	106.5 d	106.9 d
CP06,I15,SE	100.55 	101.34 	101.18 	100.87 	101.34 	101.00 	101.31 	102.23 	101.94 	101.24 	101.26 	100.11 
CP06,I15,SI	101.28 	101.24 	101.25 	101.12 	101.29 	103.22 	103.08 	103.01 	102.96 	103.08 	102.92 	102.89 
CP06,I15,SK	104.50 	104.45 	104.42 	104.96 	105.25 	105.55 	105.74 	105.86 	106.07 	106.24 	106.25 	106.08 
CP06,I15,TR	125.14 d	125.40 d	125.69 d	128.73 d	132.04 d	134.55 d	135.16 d	135.63 d	136.77 d	138.41 d	139.62 d	142.84 d
CP06,I15,UK	105.4 	105.5 	105.6 	106.2 	106.3 	106.4 	107.5 	107.4 	107.6 	107.7 	108.0 	: 
CP06,I15,US	106.44 d	106.54 d	106.70 d	107.46 d	107.87 d	108.14 d	108.17 d	108.38 d	108.64 d	108.44 d	108.23 d	108.18 d
CP06,PCH_M1,AT	0.6 	0.2 	0.2 	1.3 	-0.3 	-0.2 	0.4 	0.1 	0.4 	0.4 	-0.3 	0.0 
CP06,PCH_M1,BE	0.1 	0.1 	0.1 	0.9 	0.2 	0.1 	-0.1 	0.0 	0.1 	0.1 	0.1 	0.0 
CP06,PCH_M1,BG	0.0 	0.1 	0.0 	0.0 	0.1 	-0.1 	0.0 	0.0 	0.1 	0.0 	0.1 	0.0 
CP06,PCH_M1,CH	0.0 	0.0 	0.0 	-0.7 	-0.1 	-0.4 	-0.1 	-0.1 	0.1 	0.7 	0.0 	-0.1 
CP06,PCH_M1,CY	0.0 	0.0 	0.0 	-0.1 	0.0 	-0.1 	0.0 	0.1 	-0.6 	0.4 	0.0 	0.0 
CP06,PCH_M1,CZ	-0.4 	-0.1 	-0.2 	0.7 	0.2 	0.6 	0.6 	0.6 	0.4 	0.3 	0.3 	-0.3 
CP06,PCH_M1,DE	0.0 	0.0 	0.0 	0.2 	0.1 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 
CP06,PCH_M1,DK	1.0 	0.0 	-0.2 	-0.7 	0.4 	0.4 	0.4 	-0.2 	0.1 	-0.1 	0.0 	-0.2 
CP06,PCH_M1,EA	0.1 	0.0 	0.1 	0.2 	0.1 	0.0 	0.2 	0.1 	0.1 	0.0 	-0.2 	0.2 
CP06,PCH_M1,EA18	0.1 	0.0 	0.1 	0.2 	0.1 	0.0 	0.2 	0.0 	0.1 	0.0 	-0.2 	0.2 
CP06,PCH_M1,EA19	0.1 	0.0 	0.1 	0.2 	0.1 	0.0 	0.2 	0.1 	0.1 	0.0 	-0.2 	0.2 
CP06,PCH_M1,EE	0.7 	-0.2 	0.2 	2.2 	0.8 	0.2 	1.1 	0.0 	0.3 	0.1 	0.2 	-0.5 
CP06,PCH_M1,EL	0.6 	0.0 	0.0 	0.3 	0.0 	-0.5 	0.4 	0.0 	0.0 	0.0 	0.4 	0.0 
CP06,PCH_M1,ES	-0.1 	-0.1 	0.0 	0.0 	0.0 	0.1 	0.1 	0.3 	0.0 	-0.1 	-0.2 	0.0 
CP06,PCH_M1,EU	0.1 	0.0 	0.1 	0.2 	0.2 	0.0 	0.3 	0.1 	0.1 	0.0 	-0.1 	0.1 
CP06,PCH_M1,EU28	0.1 	0.0 	0.1 	0.2 	0.2 	0.0 	0.3 	0.1 	0.1 	0.0 	-0.1 	0.1 
CP06,PCH_M1,FI	-2.5 	0.0 	0.1 	0.1 	0.1 	0.0 	4.2 	0.0 	0.1 	-1.4 	-0.2 	0.1 
CP06,PCH_M1,FR	0.6 	-0.3 	0.3 	0.0 	0.3 	-0.1 	-0.1 	-0.1 	0.2 	0.1 	-1.2 	0.7 
CP06,PCH_M1,HR	0.1 	0.1 	0.0 	0.0 	0.0 	1.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.1 
CP06,PCH_M1,HU	-0.1 	0.3 	0.3 	0.4 	0.4 	0.4 	0.5 	0.1 	0.2 	0.2 	0.2 	0.1 
CP06,PCH_M1,IE	0.0 	0.0 	0.0 	-0.3 	0.4 	0.1 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 
CP06,PCH_M1,IS	0.6 	0.4 	0.0 	0.2 	0.0 	0.7 	0.4 	0.0 	-0.2 	0.7 	0.0 	-1.8 
CP06,PCH_M1,IT	0.0 	0.0 	0.0 	0.0 	0.2 	0.1 	0.0 	0.1 	0.1 	-0.1 	0.1 	0.0 
CP06,PCH_M1,LT	0.5 	0.7 	0.2 	-1.0 	0.1 	0.2 	1.0 	0.6 	-0.1 	0.0 	-0.1 	0.3 
CP06,PCH_M1,LU	-0.3 	0.0 	0.0 	-0.8 	0.2 	-0.1 	0.0 	0.2 	-0.3 	0.0 	0.8 	0.0 
CP06,PCH_M1,LV	0.1 	-0.1 	-0.1 	1.1 	0.3 	0.5 	0.0 	0.7 	-0.3 	0.1 	0.6 	-0.2 
CP06,PCH_M1,MK	0.4 d	0.3 d	0.4 d	-0.8 d	0.2 d	-0.4 d	0.1 d	1.0 d	0.3 d	0.2 d	0.2 d	-0.4 d
CP06,PCH_M1,MT	0.0 	0.0 	0.2 	0.1 	0.1 	-0.1 	0.0 	-0.4 	0.0 	0.1 	0.2 	0.1 
CP06,PCH_M1,NL	-0.2 	0.4 	0.3 	0.6 	0.0 	-0.1 	0.4 	-0.5 	0.3 	0.1 	0.1 	-0.3 
CP06,PCH_M1,NO	0.1 	0.3 	0.0 	0.0 	0.9 	0.2 	-0.2 	0.4 	-0.2 	0.9 	-0.1 	-0.2 
CP06,PCH_M1,PL	0.0 	0.1 	0.1 	0.4 	0.3 	-0.2 	0.2 	0.5 	0.1 	0.0 	0.2 	0.5 
CP06,PCH_M1,PT	0.2 	0.0 	0.0 	-0.1 	0.3 	0.1 	0.1 	0.0 	0.1 	0.1 	0.0 	0.2 
CP06,PCH_M1,RO	0.1 	0.0 	0.1 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.0 	0.1 	0.1 
CP06,PCH_M1,RS	0.6 d	0.0 d	0.0 d	0.2 d	-0.1 d	0.5 d	0.1 d	0.4 d	-0.1 d	0.1 d	0.1 d	0.4 d
CP06,PCH_M1,SE	-0.3 	0.8 	-0.2 	-0.3 	0.5 	-0.3 	0.3 	0.9 	-0.3 	-0.7 	0.0 	-1.1 
CP06,PCH_M1,SI	0.3 	0.0 	0.0 	-0.1 	0.2 	1.9 	-0.1 	-0.1 	0.0 	0.1 	-0.2 	0.0 
CP06,PCH_M1,SK	0.4 	0.0 	0.0 	0.5 	0.3 	0.3 	0.2 	0.1 	0.2 	0.2 	0.0 	-0.2 
CP06,PCH_M1,TR	0.5 d	0.2 d	0.2 d	2.4 d	2.6 d	1.9 d	0.5 d	0.3 d	0.8 d	1.2 d	0.9 d	2.3 d
CP06,PCH_M1,UK	0.0 	0.0 	0.1 	0.6 	0.1 	0.1 	1.0 	0.0 	0.2 	0.1 	0.3 	: 
CP06,PCH_M1,US	0.2 d	0.1 d	0.2 d	0.7 d	0.4 d	0.3 d	0.0 d	0.2 d	0.2 d	-0.2 d	-0.2 d	0.0 d
CP06,PCH_M12,AT	1.9 	2.4 	2.4 	2.8 	2.3 	2.1 	1.5 	1.6 	1.9 	3.0 	2.8 	2.7 
CP06,PCH_M12,BE	2.0 	2.0 	2.1 	2.7 	2.3 	2.3 	1.9 	1.6 	1.5 	1.6 	1.6 	1.6 
CP06,PCH_M12,BG	0.3 	0.4 	0.4 	0.3 	0.3 	0.2 	0.2 	0.1 	0.2 	0.2 	0.3 	0.3 
CP06,PCH_M12,CH	-0.3 	-0.3 	-0.3 	-0.9 	-1.0 	-1.4 	-1.5 	-1.6 	-1.5 	-0.8 	-0.6 	-0.7 
CP06,PCH_M12,CY	0.9 	0.9 	0.8 	0.8 	0.8 	0.7 	0.4 	0.5 	-0.1 	0.1 	-0.3 	-0.3 
CP06,PCH_M12,CZ	3.9 	4.6 	4.3 	4.0 	3.7 	3.5 	3.5 	3.5 	3.4 	3.4 	3.4 	2.8 
CP06,PCH_M12,DE	1.5 	1.6 	1.5 	1.2 	1.1 	1.0 	1.1 	1.1 	1.1 	1.1 	1.1 	1.2 
CP06,PCH_M12,DK	0.4 	0.5 	0.7 	0.0 	0.5 	0.5 	0.8 	0.7 	1.2 	1.1 	1.2 	0.9 
CP06,PCH_M12,EA	1.0 	1.0 	1.0 	1.0 	0.9 	0.8 	0.8 	0.8 	0.7 	0.8 	0.9 	0.9 
CP06,PCH_M12,EA18	1.0 	1.0 	1.0 	1.0 	0.9 	0.8 	0.8 	0.7 	0.7 	0.8 	0.9 	0.9 
