stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
IMP,SITC2_4,WRL_REST,PCH_M12_NSA,EA19	9.6 	21.7 	13.4 	-0.9 	4.1 	7.2 	-7.5 	9.8 	-4.9 	8.6 	10.1 	1.4 
IMP,SITC2_4,WRL_REST,PCH_M12_NSA,EU28	6.3 	23.2 	10.1 	-2.1 	3.9 	4.2 	-9.2 	8.5 	-7.6 	9.1 	10.7 	5.3 
IMP,SITC2_4,WRL_REST,PCH_M1_SA,EA19	1.9 	5.6 	-2.2 	-2.7 	-0.6 	4.7 	-6.1 	4.6 	-1.4 	3.5 	-0.2 	-4.7 
IMP,SITC2_4,WRL_REST,PCH_M1_SA,EU28	1.4 	6.9 	-2.5 	-1.9 	-0.6 	4.7 	-5.8 	4.3 	-2.2 	5.9 	-0.7 	-3.2 
IMP,SITC2_4,WRL_REST,TVAL_SA,EA19	7007.7 	7397.7 	7238.1 	7041.5 	6997.7 	7328.7 	6884.9 	7198.5 	7094.7 	7344.4 	7332.8 	6989.8 
IMP,SITC2_4,WRL_REST,TVAL_SA,EU28	6396.1 	6838.3 	6667.6 	6541.8 	6502.2 	6809.0 	6416.5 	6690.1 	6545.4 	6931.7 	6884.4 	6661.6 
