coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
TOT_X_NRG_FOOD_NP,I15,AT	104.71 	104.76 	105.50 	104.27 	104.61 	105.76 	105.87 	105.70 	105.68 	105.00 	105.01 r	106.30 
TOT_X_NRG_FOOD_NP,I15,BE	104.12 	104.03 	104.53 	102.92 	105.04 	105.04 	105.35 	105.51 	105.64 	104.64 	106.33 	105.69 
TOT_X_NRG_FOOD_NP,I15,BG	99.88 	100.00 	100.71 	100.78 	100.91 	100.89 	101.10 	101.13 	101.70 	102.91 	103.30 	102.42 
TOT_X_NRG_FOOD_NP,I15,CH	100.27 e	99.93 	100.25 e	99.48 e	99.86 	100.26 e	100.37 e	100.47 	100.33 e	100.74 e	100.77 	100.66 e
TOT_X_NRG_FOOD_NP,I15,CY	100.03 	98.61 	98.57 	96.36 	97.37 	98.28 	99.20 	100.27 	101.20 	100.89 	101.77 	100.60 
TOT_X_NRG_FOOD_NP,I15,CZ	104.5 	104.6 	104.5 	105.0 	105.0 	105.1 	105.5 	105.7 	105.9 	106.5 	106.5 	105.8 
TOT_X_NRG_FOOD_NP,I15,DE	102.9 	103.1 	103.9 	102.7 	103.3 	103.9 	103.5 	103.8 	103.9 	104.5 	104.5 	104.5 
TOT_X_NRG_FOOD_NP,I15,DK	101.9 	101.4 	101.1 	100.6 	101.5 	101.4 	102.0 	102.0 	101.8 	102.9 	102.3 	102.0 
TOT_X_NRG_FOOD_NP,I15,EA	102.42 	102.33 	102.74 	101.36 	101.66 	103.00 	103.27 	103.51 	103.58 	103.15 	103.29 r	103.62 
TOT_X_NRG_FOOD_NP,I15,EA18	102.40 	102.31 	102.72 	101.34 	101.64 	102.98 	103.25 	103.49 	103.56 	103.12 	103.27 r	103.60 
TOT_X_NRG_FOOD_NP,I15,EA19	102.42 	102.33 	102.74 	101.36 	101.66 	103.00 	103.27 	103.51 	103.58 	103.15 	103.29 r	103.62 
TOT_X_NRG_FOOD_NP,I15,EE	105.99 	105.94 	105.38 	104.98 	106.08 	106.17 	106.90 	107.56 	108.25 	108.22 	109.28 	108.91 
TOT_X_NRG_FOOD_NP,I15,EL	102.32 	101.11 	101.50 	99.85 	99.91 	101.47 	102.45 	102.39 	103.36 	101.59 	101.29 	102.80 
TOT_X_NRG_FOOD_NP,I15,ES	102.39 	102.61 	102.59 	100.57 	100.86 	102.78 	103.54 	103.99 	104.02 	102.49 	102.49 	103.02 
TOT_X_NRG_FOOD_NP,I15,EU	102.65 	102.65 	103.01 	101.92 	102.22 	103.20 	103.52 	103.74 	103.79 	103.52 	103.73 r	103.96 
TOT_X_NRG_FOOD_NP,I15,EU28	102.65 	102.65 	103.01 	101.92 	102.22 	103.20 	103.52 	103.74 	103.79 	103.52 	103.73 r	103.96 
TOT_X_NRG_FOOD_NP,I15,FI	101.54 	101.59 	101.63 	101.18 	101.63 	101.94 	102.28 	102.10 	102.23 	102.08 	102.08 	102.24 
TOT_X_NRG_FOOD_NP,I15,FR	101.31 	101.28 	101.66 	100.98 	101.00 	102.41 	102.56 	102.75 	102.72 	102.51 	103.14 	102.63 
TOT_X_NRG_FOOD_NP,I15,HR	102.33 	102.11 	101.55 	101.07 	100.90 	101.56 	102.39 	102.39 	103.20 	103.64 	103.67 	103.34 
TOT_X_NRG_FOOD_NP,I15,HU	104.24 	104.33 	104.53 	104.58 	104.68 	104.77 	105.33 	105.56 	105.84 	106.23 	106.28 	106.45 
TOT_X_NRG_FOOD_NP,I15,IE	100.5 	100.3 	100.1 	99.3 	100.4 	100.9 	100.7 	101.1 	101.1 	101.5 	101.7 	101.3 
TOT_X_NRG_FOOD_NP,I15,IS	99.43 	97.34 	98.82 	97.56 	97.83 	98.66 	98.49 	98.78 	101.15 	102.90 	102.28 	99.36 
TOT_X_NRG_FOOD_NP,I15,IT	102.1 	101.8 	102.1 	99.8 	99.4 	102.2 	103.0 	103.1 	103.3 	101.4 	101.2 	103.2 
TOT_X_NRG_FOOD_NP,I15,LT	107.19 	107.18 	107.01 	106.50 	106.46 	107.14 	107.85 	108.21 	108.50 	108.07 	107.96 	108.55 
TOT_X_NRG_FOOD_NP,I15,LU	103.40 	103.07 	103.13 	101.66 	103.44 	103.58 	103.69 	103.86 	103.95 	102.84 	104.54 	104.66 
TOT_X_NRG_FOOD_NP,I15,LV	104.51 	104.32 	104.09 	103.65 	103.86 	105.54 	105.92 	106.20 	106.79 	105.87 	106.25 	106.73 
TOT_X_NRG_FOOD_NP,I15,MK	104.45 d	104.70 d	104.85 d	104.51 d	104.56 d	104.70 d	104.69 d	105.32 d	105.52 d	106.03 d	106.58 d	105.86 d
