unit,co_nco,na_item,finpos,sector,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,NCO,F3,LIAB,S11,AT	7788.5 	6892.1 	12000.6 	12560.6 	15202.6 	17508.1 	15798.5 	15025.2 	18501.3 	21557.8 	19043.6 	20331.7 	22714.1 	22481.5 	28713.0 	30404.2 	34600.9 	38824.7 	41548.8 	42486.3 	42702.4 	45177.8 	41524.2 
MIO_NAC,NCO,F3,LIAB,S11,BE	7306.3 	9189.8 	9804.3 	7529.3 	8098.4 	10059.6 	10287.4 	10019.9 	11335.8 	13607.7 	10760.3 	12095.1 	14748.3 	15466.0 	44681.2 	45217.8 	49073.7 	58137.3 	56265.2 	49151.8 	54893.0 	66611.7 	64734.1 
MIO_NAC,NCO,F3,LIAB,S11,BG	4.0 	29.0 	0.0 	11.0 	26.0 	358.0 	272.0 	517.0 	404.0 	437.0 	566.0 	2101.0 	1517.0 	2660.0 	2212.0 	2649.0 	1612.0 	1611.0 	3119.0 	2957.0 	2899.0 	4065.0 	4295.0 
MIO_NAC,NCO,F3,LIAB,S11,CY	34.3 	33.7 	35.5 	33.7 	60.4 	111.0 	97.8 	63.6 	82.4 	12.0 	23.1 	22.9 	11.0 	10.3 	20.1 	17.1 	147.4 	45.6 	127.9 	115.0 	1.0 	84.9 	99.7 
MIO_NAC,NCO,F3,LIAB,S11,CZ	65655.0 	92235.0 	93085.0 	94098.0 	117712.0 	122546.0 	125431.0 	134984.0 	136810.0 	132143.0 	118525.0 	133647.0 	146766.0 	170190.0 	212834.0 	279633.0 	257186.0 	259182.0 	321337.0 	356669.0 	322607.0 	330201.0 	355743.0 
MIO_NAC,NCO,F3,LIAB,S11,DE	56765.0 	52207.0 	48322.0 	46233.0 	43811.0 	52634.0 	62759.0 	70521.0 	98959.0 	103408.0 	106640.0 	108892.0 	118635.0 	131215.0 	128991.0 	134846.0 	110722.0 	130876.0 	138893.0 	150886.0 	156789.0 	183815.0 	210567.0 
MIO_NAC,NCO,F3,LIAB,S11,DK	64105.0 	79348.0 	93578.0 	90476.0 	90201.0 	94048.0 	101051.0 	101638.0 	100754.0 	111843.0 	125614.0 	114120.0 	98459.0 	87227.0 	111687.0 	120323.0 	133507.0 	167318.0 	172793.0 	178515.0 	176962.0 	196220.0 	194358.0 
MIO_NAC,NCO,F3,LIAB,S11,EE	64.5 	142.9 	275.6 	298.2 	257.4 	157.6 	188.4 	483.1 	305.2 	316.6 	473.7 	433.3 	501.2 	741.7 	666.4 	696.4 	907.7 	1325.2 	1298.6 	1430.4 	1515.5 	1457.9 	1387.3 
MIO_NAC,NCO,F3,LIAB,S11,EL	839.3 	966.1 	1187.9 	1473.7 	1096.6 	4832.3 	5007.0 	4996.4 	5728.0 	8485.3 	11629.8 	15550.3 	20415.2 	29217.9 	27651.3 	6237.5 	2847.4 	1882.5 	418.7 	419.2 	402.9 	527.8 	700.0 
MIO_NAC,NCO,F3,LIAB,S11,ES	21660.0 	20746.0 	19992.0 	18620.0 	20706.0 	15920.0 	15731.0 	12904.0 	11936.0 	11797.0 	11036.0 	11907.0 	12747.0 	13714.0 	14430.0 	13335.0 	13883.0 	17297.0 	20465.0 	21853.0 	25673.0 	30320.0 	36029.0 
