currency,bop_item,sector10,sectpart,stk_flow,partner,geo\time	1995Q4 	1996Q1 	1996Q2 	1996Q3 	1996Q4 	1997Q1 	1997Q2 	1997Q3 	1997Q4 	1998Q1 	1998Q2 	1998Q3 	1998Q4 	1999Q1 	1999Q2 	1999Q3 	1999Q4 	2000Q1 	2000Q2 	2000Q3 	2000Q4 	2001Q1 	2001Q2 	2001Q3 	2001Q4 	2002Q1 	2002Q2 	2002Q3 	2002Q4 	2003Q1 	2003Q2 	2003Q3 	2003Q4 	2004Q1 	2004Q2 	2004Q3 	2004Q4 	2005Q1 	2005Q2 	2005Q3 	2005Q4 	2006Q1 	2006Q2 	2006Q3 	2006Q4 	2007Q1 	2007Q2 	2007Q3 	2007Q4 	2008Q1 	2008Q2 	2008Q3 	2008Q4 	2009Q1 	2009Q2 	2009Q3 	2009Q4 	2010Q1 	2010Q2 	2010Q3 	2010Q4 	2011Q1 	2011Q2 	2011Q3 	2011Q4 	2012Q1 	2012Q2 	2012Q3 	2012Q4 	2013Q1 	2013Q2 	2013Q3 	2013Q4 	2014Q1 	2014Q2 	2014Q3 	2014Q4 	2015Q1 	2015Q2 	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92691.0 	96700.0 	103117.0 	99279.0 	106229.0 	111471.0 	119136.0 	116790.0 	125572.0 	126544.0 	128677.0 	133636.0 	132493.0 	127636.0 	130571.0 	129552.0 	137697.0 	143751.0 	142231.0 	139716.0 	154086.0 	156088.0 	163344.0 	157374.0 	175802.0 	189454.0 	193109.0 	193655.0 	204804.0 	205606.0 	214485.0 	235888.0 	245173.0 	265491.0 	266046.0 	269602.0 	294453.0 	314477.0 	315313.0 	306837.0 	307190.0 	305228.0 	305388.0 	287225.0 	302295.0 	312839.0 	292266.0 	275265.0 	295783.0 	296304.0 	299037.0 	300966.0 	303384.0 	308542.0 	306739.0 	298963.0 	303875.0 	308457.0 	303706.0 	291789.0 	287755.0 	295738.0 	288224.0 	277664.0 	284151.0 	274696.0 	272265.0 	263068.0 	273061.0 	264765.0 	256708.0 	246732.0 	261064.0 	262700.0 	259748.0 	249548.0 	263467.0 	263274.0 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	492137.1 	511286.9 	520535.5 	537718.5 	532172.9 	521459.5 	529782.9 	586896.6 	613562.4 	650632.8 	644328.6 	671805.7 	719108.0 	739382.0 	765934.0 	632922.0 	621508.0 	590797.0 	576601.0 	569271.0 	554298.0 	602122.0 	561650.0 	563703.0 	549035.0 	559251.0 	623535.0 	591606.0 	575767.0 	592823.0 	591358.0 	551849.0 	564163.0 	553105.0 	575415.0 	464193.0 	469623.0 	479944.0 	478454.0 	468128.0 	548717.0 	510764.0 	504764.0 	475172.0 	514735.0 	529569.0 	506828.0 	510038.0 	507705.0 	484529.0 	460389.0 	449307.0 	439374.0 	443249.0 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9583.0 	10448.5 	10912.9 	10169.7 	10451.3 	10326.3 	8701.3 	9029.6 	8560.8 	8094.3 	7176.0 	7223.8 	6758.1 	7190.5 	7588.9 	7446.8 	9143.1 	8642.2 	9060.7 	9316.8 	9959.1 	10896.9 	11148.9 	12936.2 	13792.2 	12792.3 	12560.7 	12481.5 	12042.4 	10185.4 	11484.4 	10909.8 	11848.2 	11542.6 	11719.0 	12085.8 	12891.8 	12644.3 	12348.2 	12466.8 	13131.6 	13602.8 	14531.2 	15757.1 	14729.3 	15405.6 	14761.8 	14676.6 	13381.0 	15047.7 	14200.0 	14748.8 	15523.7 	18067.4 	17390.2 	19475.9 	19492.3 	18554.3 	18613.2 	18851.4 	18293.4 	20073.4 	21405.5 	21414.8 	21891.9 	21230.9 	21507.2 	22291.3 	22622.9 	24877.2 	23599.0 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47529.0 	46097.0 	50057.0 	54516.0 	61660.0 	62299.0 	60652.0 	57028.0 	58548.0 	72767.0 	60766.0 	53071.0 	55451.0 	59101.0 	62191.0 	60042.0 	64517.0 	66185.0 	66311.0 	62632.0 	64396.0 	60274.0 	57129.0 	58536.0 	55957.0 	55074.0 	53871.0 	53564.0 	54878.0 	53609.0 	52913.0 	50379.0 	47955.0 	48143.0 	50366.0 	53552.0 	54861.0 	53204.0 	51894.0 	50621.0 	49157.0 	48957.0 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,CZ	379699.0 	: 	: 	: 	446139.0 	: 	: 	: 	638158.0 	: 	: 	: 	650948.0 	: 	: 	: 	757066.0 	736188.0 	723347.0 	771442.0 	736904.0 	769980.0 	804212.0 	779092.0 	778436.0 	632528.0 	572306.0 	537351.0 	515356.0 	443172.0 	426926.0 	434174.0 	419090.0 	528508.0 	569496.0 	558717.0 	513963.0 	534648.0 	588278.0 	599978.0 	634692.0 	610394.0 	621122.0 	616840.0 	638431.0 	609798.0 	686285.0 	636765.0 	676321.0 	717395.0 	804511.0 	816164.0 	778551.0 	753386.0 	740696.0 	693405.0 	757926.0 	758280.0 	875788.0 	812783.0 	844350.0 	831543.0 	822105.0 	894176.0 	925748.0 	960107.0 	1024308.0 	983953.0 	986921.0 	1049973.0 	1093268.0 	1083246.0 	1124326.0 	1187031.0 	1209847.0 	1199396.0 	1198326.0 	1246586.0 	1206427.0 	1210925.0 	1131916.0 	1166677.0 	1234528.0 	1199175.0 	1190038.0 	1222786.0 	1184948.0 	1215751.0 	1192171.0 	1215967.0 	1245665.0 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1066153.0 	: 	: 	: 	1170722.0 	: 	: 	: 	1316435.0 	: 	: 	: 	1385419.0 	: 	: 	: 	1499699.0 	1562802.0 	1540136.0 	1610719.0 	1618012.0 	1718117.0 	1778092.0 	1817064.0 	1779440.0 	1872211.0 	1918670.0 	1945061.0 	1998292.0 	2070041.0 	2187691.0 	2274206.0 	2289253.0 	2391307.0 	2385650.0 	2505159.0 	2406777.0 	2364336.0 	2372434.0 	2277741.0 	2263017.0 	2318590.0 	2452058.0 	2457579.0 	2458018.0 	2414938.0 	2455131.0 	2656009.0 	2598181.0 	2761794.0 	2885847.0 	2854624.0 	2604127.0 	2570927.0 	2550864.0 	2491354.0 	2421323.0 	2445388.0 	2496861.0 	2559132.0 	2535125.0 	2747385.0 	2661598.0 	2693211.0 	2601275.0 	2645669.0 	2765037.0 	2758819.0 	2782475.0 	2929899.0 	2891623.0 	2878181.0 	2853513.0 	2912179.0 	2981469.0 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	730074.0 	744113.0 	755182.0 	787969.0 	804577.0 	823271.0 	888697.0 	907108.0 	971815.0 	1034165.0 	1125672.0 	1142789.0 	1170313.0 	1252391.0 	1221108.0 	1186819.0 	1179201.0 	1077496.0 	1031639.0 	1000396.0 	1086684.0 	1062880.0 	1161098.0 	1083292.0 	1064567.0 	1012471.0 	1057147.0 	1028203.0 	1102342.0 	1152734.0 	1096462.0 	1016163.0 	1158522.0 	1059620.0 	1054495.0 	1161299.0 	1147529.0 	1112187.0 	1076506.0 	1113102.0 	1150584.0 	1097694.0 	1125935.0 	1127024.0 	1194507.0 	1237877.0 	1279721.0 	1289823.0 	1446725.0 	1333310.0 	1366072.0 	1450472.0 	1361452.0 	1311458.0 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1848.0 	2159.4 	2021.5 	2451.3 	3201.4 	2862.1 	3003.5 	3349.6 	3666.8 	3558.4 	3036.2 	3372.9 	3770.0 	4278.8 	4277.4 	4946.9 	5118.0 	5073.0 	5039.0 	5326.0 	4893.0 	4293.0 	4244.0 	4498.0 	4629.0 	4452.0 	4958.0 	5362.0 	7528.0 	8357.0 	9410.0 	9680.0 	9950.1 	10507.5 	10746.2 	11220.5 	10671.5 	11311.6 	11046.0 	10995.2 	11785.4 	11904.3 	12003.8 	12268.5 	12627.7 	13234.8 	12372.3 	12901.4 	11878.0 	11587.8 	11109.6 	11120.9 	10844.3 	10107.8 	9945.3 	10290.8 	9549.0 	10422.3 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48945.0 	53172.0 	55624.0 	56459.0 	52477.0 	63156.0 	65128.0 	60756.0 	58738.0 	60407.0 	57807.0 	64141.0 	65275.0 	75932.0 	74539.0 	76271.0 	82187.0 	86049.0 	89823.0 	100333.0 	110434.0 	116475.0 	123801.0 	126893.0 	131002.0 	141392.0 	145604.0 	133956.0 	121872.0 	117843.0 	128136.0 	129011.0 	125911.0 	113352.0 	117457.0 	108878.0 	106736.0 	88634.0 	87856.0 	87452.0 	84592.0 	82365.0 	78554.0 	74931.0 	75992.0 	89620.0 	98441.0 	95380.0 	91903.0 	90209.0 	86873.0 	80417.0 	76244.0 	73792.0 	70358.0 	67809.0 	64752.0 	62555.0 	57273.0 
MIO_NAC,FA__O__F,S1,S1,A_LE,WRL_REST,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	154939.0 	150066.0 	150464.0 	164950.0 	163720.0 	159472.0 	179421.0 	185245.0 	188143.0 	179485.0 	174456.0 	174601.0 	190895.0 	194860.0 	198787.0 	205303.0 	200937.0 	203394.0 	196544.0 	206381.0 	215719.0 	233221.0 	231996.0 	238046.0 	249636.0 	263750.0 	260335.0 	271407.0 	298151.0 	317231.0 	320544.0 	336113.0 	371084.0 	382099.0 	373795.0 	358302.0 	358452.0 	389257.0 	388443.0 	356587.0 	338458.0 	333926.0 	329735.0 	333698.0 	324835.0 	336772.0 	322691.0 	335752.0 	338714.0 	342909.0 	345806.0 	355162.0 	372957.0 	404786.0 	373581.0 	405599.0 	402805.0 	396078.0 	370674.0 	377559.0 	382071.0 	407891.0 	409459.0 	399964.0 	417786.0 	409096.0 	419591.0 	422250.0 	420760.0 	439283.0 	439833.0 	443369.0 	458157.0 	451662.0 	449348.0 	469750.0 	473703.0 	499500.0 
