na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,TOTAL,PCH_Q1_SCA,FR	0.3 	0.3 	0.7 	-0.2 	0.2 	0.5 	0.8 	0.6 	0.7 	0.8 	0.2 	0.2 
B1G,TOTAL,PCH_Q1_SCA,HR	0.6 	0.5 	1.3 	0.7 	0.7 	1.2 	-0.1 	0.5 	0.7 	0.2 	0.6 	0.8 
B1G,TOTAL,PCH_Q1_SCA,HU	0.7 	0.8 	-0.2 	1.2 	0.6 	0.9 	1.3 	1.1 	1.1 	1.3 	1.2 	1.0 
B1G,TOTAL,PCH_Q1_SCA,IE	2.8 	-0.3 	2.6 	0.6 	-0.9 	8.5 	-2.5 	0.5 	5.3 	1.1 	-1.9 	3.2 
B1G,TOTAL,PCH_Q1_SCA,IT	0.3 	0.3 	0.3 	0.2 	0.3 	0.5 	0.5 	0.3 	0.3 	0.3 	0.3 	0.2 
B1G,TOTAL,PCH_Q1_SCA,LT	0.7 	0.1 	0.3 	0.7 	1.1 	1.4 	1.1 	0.8 	0.6 	1.3 	1.0 	0.9 
B1G,TOTAL,PCH_Q1_SCA,LU	0.5 	1.8 	-0.9 	2.9 	0.0 	-1.0 	0.9 	0.2 	0.5 	1.9 	0.5 	-0.1 
B1G,TOTAL,PCH_Q1_SCA,LV	0.7 	-0.5 	-0.2 	0.2 	0.5 	1.4 	2.1 	1.2 	1.3 	0.6 	1.0 	0.9 
B1G,TOTAL,PCH_Q1_SCA,NL	0.5 	0.2 	0.9 p	0.0 p	0.8 p	0.7 p	0.8 p	0.9 p	0.6 p	0.8 p	0.7 p	0.9 p
B1G,TOTAL,PCH_Q1_SCA,NO	1.2 	-1.1 	0.7 	-0.2 	-0.8 	1.9 	0.2 	0.9 	0.7 	0.1 	0.3 	0.4 
B1G,TOTAL,PCH_Q1_SCA,PL	1.4 	0.9 	0.3 	0.4 	0.9 	1.4 	1.3 	0.9 	0.9 	1.0 	1.2 	1.2 
B1G,TOTAL,PCH_Q1_SCA,PT	0.1 	0.4 	0.3 	0.3 	0.6 	0.9 	1.0 	-0.1 	0.6 	0.7 	0.4 	0.2 
B1G,TOTAL,PCH_Q1_SCA,RO	3.1 	0.4 	2.4 p	1.3 p	0.2 p	0.8 p	3.3 p	1.7 p	1.5 p	-0.5 p	1.2 p	1.1 p
B1G,TOTAL,PCH_Q1_SCA,SE	1.6 	1.0 	0.0 	0.2 	0.4 	0.6 	0.4 	1.1 	0.5 	0.7 	0.6 	0.8 
B1G,TOTAL,PCH_Q1_SCA,SI	0.5 	0.6 	0.8 	0.9 	1.6 	0.6 	1.9 	1.4 	1.0 	2.1 	0.2 	1.1 
B1G,TOTAL,PCH_Q1_SCA,UK	0.3 	0.5 	0.3 	0.4 	0.6 	0.9 	0.4 	0.3 	0.3 	0.4 	0.1 	0.4 
B1G,TOTAL,PCH_Q4_NSA,AL	2.5 	2.7 	3.7 p	2.9 p	2.4 p	3.9 p	3.9 p	4.6 p	3.6 p	3.5 p	4.7 p	4.7 p
B1G,TOTAL,PCH_Q4_NSA,AT	1.4 	1.1 	2.4 	2.2 	1.3 	2.0 	3.3 	2.3 	2.5 	2.5 	3.9 	2.9 
B1G,TOTAL,PCH_Q4_NSA,BE	1.4 	1.4 	1.0 	1.3 	1.2 	1.1 	1.6 	1.5 	1.5 	2.0 	1.4 	1.4 
B1G,TOTAL,PCH_Q4_NSA,BG	4.2 	1.2 	3.5 	3.2 	3.0 	4.0 	5.2 	4.2 	3.7 	3.9 	3.3 p	2.9 p
B1G,TOTAL,PCH_Q4_NSA,CH	1.3 	0.7 	1.4 	2.4 	1.6 	0.9 	1.3 	1.1 	1.7 	2.6 	2.9 	3.3 
B1G,TOTAL,PCH_Q4_NSA,CY	2.0 	3.5 	3.9 	4.6 	4.8 	5.9 	4.4 	4.4 	4.6 	3.6 	3.9 	3.9 
B1G,TOTAL,PCH_Q4_NSA,CZ	4.7 	4.6 	3.1 	3.4 	1.4 	1.7 	3.6 	3.5 	4.9 	4.6 	3.3 	2.8 
B1G,TOTAL,PCH_Q4_NSA,DE	1.5 	1.8 	1.8 	3.8 	1.9 	1.5 	3.5 	0.7 	2.3 	2.3 	1.5 	2.4 
B1G,TOTAL,PCH_Q4_NSA,DK	0.8 	0.1 	0.2 	2.0 	1.7 	2.9 	5.3 	1.7 	1.0 	1.2 	-2.0 	1.4 
B1G,TOTAL,PCH_Q4_NSA,EA	1.8 	2.1 	1.7 	2.5 	1.5 	1.7 	2.6 	1.8 	2.6 	2.5 	2.2 	2.4 
B1G,TOTAL,PCH_Q4_NSA,EA19	1.8 	2.1 	1.7 	2.5 	1.5 	1.7 	2.6 	1.8 	2.6 	2.5 	2.2 	2.4 
B1G,TOTAL,PCH_Q4_NSA,EE	1.4 	1.2 	2.6 	2.7 	3.4 	4.0 	6.1 	6.1 	4.9 	5.5 	3.0 	4.0 
B1G,TOTAL,PCH_Q4_NSA,EL	-2.1 p	0.8 p	-1.2 p	-1.4 p	-0.4 p	-2.0 p	0.8 p	1.1 p	2.0 p	1.6 p	2.1 p	2.5 p
B1G,TOTAL,PCH_Q4_NSA,ES	3.4 	3.4 	3.5 p	3.4 p	3.1 p	2.1 p	2.6 p	3.2 p	2.7 p	3.2 p	2.7 p	2.7 p
B1G,TOTAL,PCH_Q4_NSA,EU28	2.2 	2.3 	1.9 	2.4 	1.6 	2.0 	2.6 	2.0 	2.7 	2.4 	2.4 	2.4 
B1G,TOTAL,PCH_Q4_NSA,FI	-0.1 	0.6 	1.5 	2.5 	2.5 	2.4 	4.8 	2.7 	2.2 	2.4 	2.3 	2.5 
B1G,TOTAL,PCH_Q4_NSA,FR	0.3 	0.9 	1.2 	1.5 	0.7 	1.0 	1.3 	1.6 	2.6 	2.7 	2.2 	1.8 
B1G,TOTAL,PCH_Q4_NSA,HR	3.1 	2.6 	3.4 	3.2 	3.4 	4.0 	2.5 	2.3 	2.5 	1.3 	1.9 	2.3 
B1G,TOTAL,PCH_Q4_NSA,HU	2.8 	3.7 	1.5 	3.2 	2.6 	2.4 	4.6 	3.4 	4.1 	4.4 	4.4 	5.0 
B1G,TOTAL,PCH_Q4_NSA,IE	25.8 	27.8 	2.6 	4.7 	1.9 	14.0 	2.8 	4.7 	13.7 	5.5 	4.1 	7.8 
B1G,TOTAL,PCH_Q4_NSA,IT	0.8 	1.4 	1.4 	1.5 	0.9 	0.8 	2.3 	1.3 	1.2 	1.2 	1.1 	1.5 
B1G,TOTAL,PCH_Q4_NSA,LT	2.2 	2.5 	2.1 	1.6 	1.9 	3.8 	4.6 	4.5 	3.7 	3.8 	3.7 	3.8 
B1G,TOTAL,PCH_Q4_NSA,LU	3.2 	2.6 	1.0 	4.2 	3.8 	1.0 	2.8 	0.0 	0.5 	3.4 	3.2 	2.9 
B1G,TOTAL,PCH_Q4_NSA,LV	3.1 	2.4 	2.0 	1.6 	0.0 	2.3 	4.6 	4.4 	5.7 	4.7 	3.3 	4.9 
B1G,TOTAL,PCH_Q4_NSA,MK	4.7 	7.2 	3.7 p	2.8 p	2.6 p	3.4 p	-0.1 e	-1.5 e	0.2 e	1.3 e	0.1 e	3.1 e
B1G,TOTAL,PCH_Q4_NSA,NL	2.2 	1.3 	2.0 p	2.2 p	1.9 p	1.8 p	2.9 p	2.8 p	2.8 p	2.8 p	2.7 p	3.2 p
B1G,TOTAL,PCH_Q4_NSA,NO	3.0 	0.5 	0.8 	2.9 	-1.3 	1.9 	4.4 	-1.2 	2.8 	1.4 	-0.7 	3.4 
B1G,TOTAL,PCH_Q4_NSA,PL	3.6 	5.2 	3.5 	3.5 	1.9 	2.9 	5.0 	3.8 	5.1 	3.9 	4.2 	4.7 
B1G,TOTAL,PCH_Q4_NSA,PT	1.8 	2.0 	1.5 	1.3 	1.6 	2.1 	3.0 	2.3 	2.3 	2.1 	1.5 	1.9 
B1G,TOTAL,PCH_Q4_NSA,RO	3.7 	3.8 	4.6 p	6.6 p	4.8 p	4.8 p	5.9 p	6.4 p	9.2 p	6.1 p	3.6 p	3.3 p
B1G,TOTAL,PCH_Q4_NSA,RS	2.5 	1.5 	4.4 	2.1 	3.3 	3.0 	0.9 p	1.6 p	2.3 p	2.4 p	5.3 p	5.1 p
B1G,TOTAL,PCH_Q4_NSA,SE	4.9 	4.9 	2.8 	3.9 	1.7 	1.8 	3.0 	1.2 	2.3 	2.2 	2.3 	3.1 
B1G,TOTAL,PCH_Q4_NSA,SI	2.2 	2.9 	2.3 	3.3 	3.5 	3.2 	5.1 	4.7 	4.4 	6.7 	4.3 	4.0 
B1G,TOTAL,PCH_Q4_NSA,SK	3.4 	4.2 	2.9 	4.2 	3.3 	3.7 	3.2 	3.3 	3.0 	3.1 	3.0 	4.0 
B1G,TOTAL,PCH_Q4_NSA,TR	5.6 	7.1 	4.9 	5.0 	-1.1 	4.2 	5.8 	5.5 	11.8 	8.0 	7.4 	5.3 
B1G,TOTAL,PCH_Q4_NSA,UK	2.8 	2.0 	2.2 	1.4 	1.3 	2.5 	1.5 	2.3 	2.3 	1.8 	3.3 	1.5 
