currency,partner,sector10,sectpart,stk_flow,bop_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,AT	: 	: 	: 	: 	26197.0 	35367.0 	41571.0 	45015.0 	47038.0 	57407.0 	139824.0 	164186.0 	212803.0 	213608.0 	233554.0 	221410.0 	225851.0 	237903.0 	243606.0 	259124.0 	259432.0 	231755.0 	246543.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	405343.0 	469652.0 	532964.0 	679979.0 	726078.0 	815057.0 	895546.0 	915216.0 	864464.0 	914311.0 	938860.0 	934717.0 	874148.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,BG	: 	: 	: 	: 	: 	5725.6 	6623.4 	7831.2 	10001.6 	15445.9 	23584.0 	35502.9 	51834.7 	63685.3 	68913.7 	67512.2 	70872.0 	73957.0 	73343.9 	78085.7 	82940.3 	85257.4 	87191.8 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	133339.0 	132912.0 	149261.0 	138142.0 	168860.0 	156706.0 	149553.0 	186285.0 	197688.0 	199202.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,CZ	195526.0 	234301.0 	319820.0 	429168.0 	631505.0 	818412.0 	982335.0 	1165529.0 	1161784.0 	1336654.0 	1598019.0 	1808461.0 	2231573.0 	2427010.0 	2602012.0 	2777288.0 	2807203.0 	3032340.0 	3172270.0 	3333754.0 	3482807.0 	3739636.0 	3951539.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,DE	: 	: 	: 	: 	336428.0 	564772.0 	558382.0 	621413.0 	653626.0 	651260.0 	689294.0 	782004.0 	847049.0 	817149.0 	841576.0 	905941.0 	967633.0 	1097435.0 	1159710.0 	1210192.0 	1278008.0 	1328141.0 	1380015.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	734378.0 	751602.0 	819751.0 	803234.0 	805556.0 	787524.0 	810678.0 	826480.0 	805696.0 	987070.0 	1015769.0 	1164006.0 	1167146.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,EE	: 	: 	: 	: 	: 	2976.3 	3765.4 	4287.9 	5918.8 	7847.8 	10150.1 	10203.6 	12181.1 	12741.0 	12603.0 	13976.0 	14986.0 	16890.0 	18710.4 	20807.5 	20215.7 	21427.2 	22553.7 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,EL	: 	: 	: 	: 	: 	: 	: 	: 	18263.0 	21491.0 	25529.0 	32134.0 	37425.0 	29080.0 	32890.0 	31267.0 	25266.0 	22064.0 	21717.0 	21064.0 	26082.0 	27488.0 	31231.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,ES	: 	: 	: 	: 	140807.0 	194438.0 	236457.0 	283642.0 	322805.0 	363950.0 	389571.0 	426691.0 	482671.0 	503399.0 	528849.0 	545473.0 	551939.0 	554010.0 	578717.0 	610025.0 	635963.0 	673658.0 	683427.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,FI	: 	: 	: 	: 	26222.7 	38845.1 	39227.9 	43629.0 	53316.3 	58192.1 	66993.3 	71783.4 	86623.9 	98613.2 	91819.3 	102339.0 	99691.7 	103872.0 	95167.3 	107662.9 	121144.0 	116991.0 	123119.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__D__F,FR	: 	: 	: 	: 	253546.0 	303518.0 	351282.0 	378402.0 	423148.0 	480033.0 	546519.0 	617642.0 	676796.0 	682023.0 	716585.0 	759440.0 	827840.0 	846543.0 	875166.0 	903977.0 	965674.0 	1013712.0 	1065700.0 
