indic_bt,nace_r2,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
TOVT,G47,I2015_SCA,ES	105.5 p	106.7 p	106.2 p	106.7 p	106.9 p	107.3 p	107.3 p	107.7 p	108.3 p	108.2 p	108.7 p	: 
TOVT,G47,I2015_SCA,EU28	106.6 	108.7 	107.9 	108.0 	108.2 	108.6 	109.1 	110.2 	110.6 	110.2 	110.5 	: 
TOVT,G47,I2015_SCA,FI	103.0 	104.7 	103.4 	105.0 	104.7 	104.9 	103.8 	107.1 	104.5 	105.7 	105.0 	: 
TOVT,G47,I2015_SCA,FR	106.1 	110.2 	108.3 	108.1 	108.8 	110.6 	108.8 	110.3 	111.3 	110.8 	110.1 	: 
TOVT,G47,I2015_SCA,HR	106.0 	107.4 	107.2 	109.0 	107.7 	108.6 	109.7 	113.3 	110.8 	111.4 	: c	: 
TOVT,G47,I2015_SCA,HU	115.5 ps	116.7 ps	117.0 ps	118.8 ps	118.9 ps	120.4 ps	120.6 ps	123.0 ps	123.5 ps	124.0 ps	125.8 ps	: 
TOVT,G47,I2015_SCA,IE	104.9 	107.5 	104.9 	105.9 	105.8 	102.3 	105.9 	107.0 	107.7 	107.4 	107.9 	: 
TOVT,G47,I2015_SCA,IT	100.8 	101.6 	101.3 	101.1 	101.4 	101.3 	100.8 	102.1 	102.3 	102.2 	102.5 	: 
TOVT,G47,I2015_SCA,LT	116.9 	119.8 	121.0 	122.4 	121.1 	122.2 	123.7 	126.5 	126.3 	127.6 	127.8 	: 
TOVT,G47,I2015_SCA,LU	35.2 s	35.8 s	35.5 s	36.0 s	35.8 s	36.4 ps	36.1 ps	36.6 ps	36.8 ps	36.9 ps	37.0 ps	: 
TOVT,G47,I2015_SCA,LV	110.1 	112.3 	112.9 	114.6 	112.3 	114.9 	113.4 	117.2 	116.7 	116.8 	115.7 	: 
TOVT,G47,I2015_SCA,ME	110.4 	110.9 	116.0 	112.5 	112.5 	112.5 	113.8 	114.3 	114.8 	112.0 	113.6 	: 
TOVT,G47,I2015_SCA,MK	106.8 ps	112.5 ps	109.9 ps	115.6 ps	111.0 ps	112.9 ps	118.0 ps	120.4 ps	119.9 ps	118.3 ps	121.8 ps	: 
TOVT,G47,I2015_SCA,MT	112.0 p	111.4 p	113.1 p	113.1 p	113.0 p	112.7 p	112.1 p	112.5 p	112.5 p	111.9 p	112.4 p	: 
TOVT,G47,I2015_SCA,NL	106.5 ps	109.3 ps	107.6 ps	109.1 ps	108.0 ps	107.5 ps	110.4 ps	110.0 ps	110.0 ps	111.3 ps	110.6 ps	: 
TOVT,G47,I2015_SCA,NO	105.2 s	107.5 s	106.8 s	106.6 s	107.0 s	107.4 s	108.1 s	109.8 s	107.3 s	108.3 s	109.1 s	: 
TOVT,G47,I2015_SCA,PL	113.4 	116.5 	115.7 	116.6 	117.6 	117.4 	119.3 	121.2 	121.5 	122.0 p	121.6 p	: 
TOVT,G47,I2015_SCA,PT	107.6 	111.5 	111.4 	111.6 	110.6 	112.6 	109.6 	115.3 	114.0 	112.6 	114.2 	: 
TOVT,G47,I2015_SCA,RO	128.6 	130.3 	133.1 	132.3 	129.2 	131.2 	135.3 	137.7 	138.9 	137.9 	137.5 p	: 
TOVT,G47,I2015_SCA,RS	117.1 	118.1 	119.8 	120.8 	118.2 	120.5 	121.3 	123.8 	123.7 	124.7 p	126.7 p	: 
TOVT,G47,I2015_SCA,SE	106.0 s	107.6 s	106.8 s	106.3 s	106.4 s	107.7 s	109.0 s	109.5 s	107.6 s	107.8 ps	108.9 ps	: 
TOVT,G47,I2015_SCA,SI	112.7 	116.0 	114.7 	114.0 	114.4 	115.7 	113.8 	118.4 	119.8 	118.7 	119.9 	: 
TOVT,G47,I2015_SCA,SK	111.3 s	112.4 s	113.4 s	112.8 s	113.3 s	114.6 s	114.5 s	115.5 s	115.3 s	116.6 ps	116.8 ps	: 
TOVT,G47,I2015_SCA,TR	135.7 	138.5 	141.6 	144.6 	144.4 	147.1 	151.0 	152.1 	155.1 	158.1 	162.0 	: 
TOVT,G47,I2015_SCA,UK	109.4 p	110.4 p	110.1 p	109.9 p	110.9 p	110.0 p	111.5 p	113.5 p	113.2 p	114.0 p	114.9 p	114.1 p
TOVT,G47,PCH_M12_CA,AT	0.8 p	4.9 p	2.1 p	2.8 p	2.0 p	2.7 p	3.6 p	2.7 p	1.8 p	1.9 p	3.4 p	: 
TOVT,G47,PCH_M12_CA,BE	-1.6 p	1.8 p	-1.0 p	0.3 p	2.1 p	2.2 p	-0.8 p	1.1 p	3.0 p	-0.6 p	1.8 p	: 
TOVT,G47,PCH_M12_CA,BG	3.9 	5.1 	5.2 	5.4 	4.3 	3.5 	6.0 	8.7 	10.1 	9.4 	9.4 p	: 
TOVT,G47,PCH_M12_CA,CH	-1.8 p	0.9 p	2.4 p	0.3 p	0.0 p	-0.6 p	3.0 p	1.0 p	1.0 p	-0.2 p	1.1 p	: 
TOVT,G47,PCH_M12_CA,CY	5.0 	5.8 	3.3 	6.2 	4.9 	7.6 	2.9 	5.6 	7.2 	4.4 	: c	: 
TOVT,G47,PCH_M12_CA,CZ	5.9 p	9.2 p	8.3 p	9.0 p	6.7 p	5.2 p	5.6 p	6.5 p	5.2 p	5.7 p	5.9 p	: 
TOVT,G47,PCH_M12_CA,DE	2.3 p	5.7 p	4.0 p	4.2 p	2.3 p	1.2 p	5.5 p	2.5 p	3.3 p	2.3 p	2.9 p	: 
TOVT,G47,PCH_M12_CA,DK	-0.9 	1.4 	1.8 	-1.0 	-0.2 	0.7 	-0.2 	3.3 	2.5 	0.7 	1.8 	: 
TOVT,G47,PCH_M12_CA,EA19	1.4 	5.1 	3.1 	2.5 	2.3 	2.4 	2.8 	3.2 	3.6 	2.7 	3.7 	: 
TOVT,G47,PCH_M12_CA,EE	6.2 	5.1 	7.4 	3.6 	6.1 	5.4 	1.6 	6.1 	3.3 	4.9 	6.4 	: 
TOVT,G47,PCH_M12_CA,EL	-0.7 	-1.5 	2.0 	0.2 	-0.8 	1.2 	1.0 	4.9 	3.2 	4.0 p	: c	: 
TOVT,G47,PCH_M12_CA,ES	0.0 p	4.4 p	1.0 p	1.9 p	2.7 p	2.6 p	1.0 p	2.2 p	3.3 p	2.1 p	3.3 p	: 
TOVT,G47,PCH_M12_CA,EU28	2.3 	5.1 	4.0 	3.2 	2.8 	3.3 	3.0 	4.4 	4.4 	3.9 	4.4 	: 
TOVT,G47,PCH_M12_CA,FI	1.5 	2.8 	4.5 	3.5 	2.5 	3.6 	1.1 	5.8 	1.7 	2.7 	1.6 	: 
TOVT,G47,PCH_M12_CA,FR	1.8 	7.0 	4.6 	3.0 	3.8 	5.3 	3.4 	4.8 	5.6 	4.3 	5.5 	: 
TOVT,G47,PCH_M12_CA,HR	3.6 	6.4 	3.9 	6.0 	0.2 	2.7 	6.2 	11.2 	3.7 	4.5 	: c	: 
TOVT,G47,PCH_M12_CA,HU	9.4 p	9.6 p	8.6 p	9.5 p	8.0 p	9.0 p	8.1 p	11.0 p	10.3 p	10.0 p	11.4 p	: 
TOVT,G47,PCH_M12_CA,IE	3.9 	5.9 	-0.4 	-1.8 	-2.5 	-4.6 	-3.1 	-1.5 	2.2 	0.5 	1.8 	: 
TOVT,G47,PCH_M12_CA,IT	-0.4 	2.7 	1.2 	-1.4 	-0.1 	0.0 	-1.3 	1.5 	1.5 	1.8 	2.9 	: 
TOVT,G47,PCH_M12_CA,LT	6.1 	9.6 	9.5 	8.5 	5.7 	7.3 	8.1 	10.6 	11.2 	12.1 	11.3 	: 
TOVT,G47,PCH_M12_CA,LU	2.8 	8.3 	4.5 	5.3 	2.3 	6.3 p	1.1 p	5.1 p	7.1 p	6.1 p	6.1 p	: 
TOVT,G47,PCH_M12_CA,LV	7.0 	8.1 	9.0 	7.8 	5.1 	7.8 	4.5 	8.9 	8.7 	8.4 	5.6 	: 
TOVT,G47,PCH_M12_CA,ME	5.2 	5.6 	7.2 	6.0 	4.7 	4.3 	6.1 	6.0 	: 	: 	: 	: 
TOVT,G47,PCH_M12_CA,MK	-1.4 ps	1.4 ps	1.2 ps	10.6 ps	5.9 ps	6.0 ps	10.8 ps	10.8 ps	: 	: 	: 	: 
TOVT,G47,PCH_M12_CA,MT	6.4 p	3.0 p	9.2 p	8.0 p	6.8 p	4.6 p	1.1 p	1.7 p	1.3 p	-1.5 p	0.4 p	: 
TOVT,G47,PCH_M12_CA,NL	1.8 p	5.4 p	3.6 p	3.9 p	3.0 p	1.7 p	5.7 p	4.3 p	3.7 p	4.8 p	4.1 p	: 
TOVT,G47,PCH_M12_CA,NO	0.3 	3.5 	4.1 	2.4 	1.9 	2.0 	3.6 	4.4 	0.8 	1.9 	3.6 	: 
TOVT,G47,PCH_M12_CA,PL	7.6 	9.9 	9.5 	5.9 	7.4 	6.4 	8.5 	10.1 	9.8 	9.7 p	8.8 p	: 
TOVT,G47,PCH_M12_CA,PT	2.9 	7.3 	5.9 	5.8 	4.4 	5.0 	1.7 	7.1 	5.6 	4.1 	5.3 	: 
TOVT,G47,PCH_M12_CA,RO	14.6 	15.4 	18.3 	16.7 	9.0 	9.5 	12.8 	14.2 	16.1 	12.1 	8.6 p	: 
TOVT,G47,PCH_M12_CA,RS	7.0 	7.4 	6.6 	7.4 	3.0 	4.4 	5.1 	6.5 	4.8 	7.0 p	9.6 p	: 
TOVT,G47,PCH_M12_CA,SE	2.0 	3.2 	3.4 	1.2 	1.0 	4.0 	5.2 	5.8 	2.4 	1.7 p	3.8 p	: 
TOVT,G47,PCH_M12_CA,SI	3.7 	7.3 	4.7 	1.0 	0.2 	2.7 	1.6 	7.8 	9.8 	6.5 	8.8 	: 
TOVT,G47,PCH_M12_CA,SK	8.6 	9.5 	8.8 	7.3 	7.1 	7.9 	5.9 	6.6 	4.4 	7.3 p	5.9 p	: 
TOVT,G47,PCH_M12_CA,TR	17.8 	17.5 	21.4 	22.3 	18.4 	18.3 	21.3 	20.0 	21.8 	20.8 	20.3 	: 
TOVT,G47,PCH_M12_CA,UK	3.4 p	3.4 p	4.7 p	4.6 p	3.3 p	5.5 p	0.9 p	6.3 p	5.1 p	5.9 p	5.5 p	4.7 p
TOVT,G47,PCH_M1_SCA,AT	-1.5 p	2.7 p	-2.0 p	1.0 p	-0.8 p	2.3 p	-0.2 p	-0.4 p	0.1 p	-0.4 p	0.8 p	: 
TOVT,G47,PCH_M1_SCA,BE	-3.0 p	3.9 p	-0.8 p	-1.1 p	1.6 p	0.6 p	-3.5 p	4.4 p	1.2 p	-5.4 p	2.5 p	: 
TOVT,G47,PCH_M1_SCA,BG	0.5 	0.5 	0.4 	0.1 	-0.1 	1.3 	1.7 	1.4 	0.6 	0.7 	0.8 p	: 
TOVT,G47,PCH_M1_SCA,CH	-0.7 p	1.9 p	-0.6 p	-0.2 p	0.3 p	0.3 p	0.4 p	-0.7 p	0.4 p	-1.3 p	0.2 p	: 
TOVT,G47,PCH_M1_SCA,CY	0.0 	1.2 	-1.6 	2.0 	0.9 	1.3 	-1.8 	2.0 	1.0 	-2.1 	: c	: 
TOVT,G47,PCH_M1_SCA,CZ	-1.7 p	3.6 p	-1.1 p	1.6 p	-0.3 p	0.0 p	0.0 p	1.3 p	-0.3 p	0.0 p	0.6 p	: 
TOVT,G47,PCH_M1_SCA,DE	-0.6 p	2.1 p	-0.9 p	0.1 p	-0.5 p	0.5 p	2.2 p	-1.2 p	1.5 p	-1.5 p	0.1 p	: 
TOVT,G47,PCH_M1_SCA,DK	-0.9 	1.2 	-0.4 	-0.7 	0.3 	0.6 	-0.2 	1.4 	-0.4 	-0.6 	0.5 	: 
TOVT,G47,PCH_M1_SCA,EA19	-0.9 	2.3 	-0.9 	0.1 	0.1 	0.6 	0.2 	0.7 	0.6 	-0.7 	0.2 	: 
TOVT,G47,PCH_M1_SCA,EE	0.4 s	0.8 s	1.4 s	-1.7 s	1.9 s	0.6 s	-2.3 s	3.3 s	-1.4 s	0.9 s	1.2 s	: 
TOVT,G47,PCH_M1_SCA,EL	0.4 p	-0.5 p	1.6 p	-0.5 p	1.6 p	-1.1 p	1.0 p	0.9 p	0.3 p	1.7 p	: c	: 
TOVT,G47,PCH_M1_SCA,ES	-0.5 p	1.1 p	-0.5 p	0.5 p	0.2 p	0.4 p	0.0 p	0.4 p	0.6 p	-0.1 p	0.5 p	: 
TOVT,G47,PCH_M1_SCA,EU28	-0.4 	2.0 	-0.7 	0.1 	0.2 	0.4 	0.5 	1.0 	0.4 	-0.4 	0.3 	: 
TOVT,G47,PCH_M1_SCA,FI	-0.5 	1.7 	-1.2 	1.5 	-0.3 	0.2 	-1.0 	3.2 	-2.4 	1.1 	-0.7 	: 
TOVT,G47,PCH_M1_SCA,FR	-1.7 	3.9 	-1.7 	-0.2 	0.6 	1.7 	-1.6 	1.4 	0.9 	-0.4 	-0.6 	: 
TOVT,G47,PCH_M1_SCA,HR	-0.2 	1.3 	-0.2 	1.7 	-1.2 	0.8 	1.0 	3.3 	-2.2 	0.5 	: c	: 
TOVT,G47,PCH_M1_SCA,HU	0.5 ps	1.0 ps	0.3 ps	1.5 ps	0.1 ps	1.3 ps	0.2 ps	2.0 ps	0.4 ps	0.4 ps	1.5 ps	: 
TOVT,G47,PCH_M1_SCA,IE	0.6 	2.5 	-2.4 	1.0 	-0.1 	-3.3 	3.5 	1.0 	0.7 	-0.3 	0.5 	: 
TOVT,G47,PCH_M1_SCA,IT	-0.2 	0.8 	-0.3 	-0.2 	0.3 	-0.1 	-0.5 	1.3 	0.2 	-0.1 	0.3 	: 
TOVT,G47,PCH_M1_SCA,LT	0.6 	2.5 	1.0 	1.2 	-1.1 	0.9 	1.2 	2.3 	-0.2 	1.0 	0.2 	: 
TOVT,G47,PCH_M1_SCA,LU	-0.6 s	1.7 s	-0.8 s	1.4 s	-0.6 s	1.7 ps	-0.8 ps	1.4 ps	0.5 ps	0.3 ps	0.3 ps	: 
TOVT,G47,PCH_M1_SCA,LV	0.7 	2.0 	0.5 	1.5 	-2.0 	2.3 	-1.3 	3.4 	-0.4 	0.1 	-0.9 	: 
TOVT,G47,PCH_M1_SCA,ME	0.2 	0.5 	4.5 	-3.1 	0.1 	0.1 	1.5 	0.3 	: 	: 	: 	: 
TOVT,G47,PCH_M1_SCA,MK	-0.7 ps	5.3 ps	-2.3 ps	5.2 ps	-4.0 ps	1.7 ps	4.5 ps	2.0 ps	: 	: 	: 	: 
TOVT,G47,PCH_M1_SCA,MT	-0.7 p	-0.5 p	1.5 p	0.0 p	-0.1 p	-0.3 p	-0.5 p	0.4 p	0.0 p	-0.5 p	0.4 p	: 
TOVT,G47,PCH_M1_SCA,NL	-0.5 ps	2.6 ps	-1.6 ps	1.4 ps	-1.0 ps	-0.5 ps	2.7 ps	-0.4 ps	0.0 ps	1.2 ps	-0.6 ps	: 
TOVT,G47,PCH_M1_SCA,NO	0.0 s	2.2 s	-0.7 s	-0.2 s	0.4 s	0.4 s	0.7 s	1.6 s	-2.3 s	0.9 s	0.7 s	: 
TOVT,G47,PCH_M1_SCA,PL	0.5 	2.7 	-0.7 	0.8 	0.9 	-0.2 	1.6 	1.6 	0.2 	0.4 p	-0.3 p	: 
TOVT,G47,PCH_M1_SCA,PT	-1.4 	3.6 	-0.1 	0.2 	-0.9 	1.8 	-2.7 	5.2 	-1.1 	-1.2 	1.4 	: 
TOVT,G47,PCH_M1_SCA,RO	0.4 	1.3 	2.1 	-0.6 	-2.3 	1.5 	3.1 	1.8 	0.9 	-0.7 	-0.3 p	: 
TOVT,G47,PCH_M1_SCA,RS	0.9 	0.9 	1.4 	0.8 	-2.2 	1.9 	0.7 	2.1 	-0.1 	0.8 p	1.6 p	: 
TOVT,G47,PCH_M1_SCA,SE	0.3 s	1.5 s	-0.7 s	-0.5 s	0.1 s	1.2 s	1.2 s	0.5 s	-1.7 s	0.2 ps	1.0 ps	: 
TOVT,G47,PCH_M1_SCA,SI	1.0 	2.9 	-1.1 	-0.6 	0.4 	1.1 	-1.6 	4.0 	1.2 	-0.9 	1.0 	: 
TOVT,G47,PCH_M1_SCA,SK	0.7 s	1.0 s	0.9 s	-0.5 s	0.4 s	1.1 s	-0.1 s	0.9 s	-0.2 s	1.1 ps	0.2 ps	: 
TOVT,G47,PCH_M1_SCA,TR	0.6 	2.1 	2.2 	2.1 	-0.1 	1.9 	2.7 	0.7 	2.0 	1.9 	2.5 	: 
TOVT,G47,PCH_M1_SCA,UK	0.4 p	0.9 p	-0.3 p	-0.2 p	0.9 p	-0.8 p	1.4 p	1.8 p	-0.3 p	0.7 p	0.8 p	-0.7 p
