unit,co_nco,sector,finpos,na_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,NCO,S12,LIAB,F,AT	479107.6 	516240.6 	550546.7 	607681.5 	688613.9 	757465.9 	793898.4 	798297.1 	857899.0 	952876.0 	1167563.9 	1280383.7 	1420781.1 	1575738.2 	1543904.0 	1514665.3 	1537010.7 	1543115.1 	1493546.2 	1481380.6 	1479500.8 	1440426.2 	1466702.4 
MIO_NAC,NCO,S12,LIAB,F,BE	768618.0 	842465.1 	914168.2 	1057538.9 	1138733.6 	1165626.0 	1252307.0 	1233922.6 	1370512.9 	1552181.1 	1805074.8 	2008667.9 	2298836.1 	2197637.9 	2204691.0 	2168326.6 	2285631.7 	2169220.9 	2188507.7 	2260373.4 	2321308.5 	2376566.8 	2392255.3 
MIO_NAC,NCO,S12,LIAB,F,BG	1662.0 	4729.0 	15321.0 	16235.0 	19195.0 	24656.0 	26274.0 	28360.0 	34617.0 	47280.0 	63463.0 	96430.0 	124696.0 	123667.0 	125274.0 	118468.0 	124924.0 	137672.0 	143539.0 	151616.0 	161054.0 	179022.0 	180951.0 
MIO_NAC,NCO,S12,LIAB,F,CY	20960.0 	24542.1 	26328.3 	29894.1 	45887.9 	39915.8 	43112.1 	44221.6 	49420.1 	59404.9 	79677.4 	103167.0 	131195.5 	282906.5 	315923.9 	342510.7 	321597.2 	342130.1 	289887.7 	279329.4 	310203.8 	315935.4 	308731.6 
MIO_NAC,NCO,S12,LIAB,F,CZ	2371865.0 	2604134.0 	3076839.0 	3284825.0 	3475069.0 	3615015.0 	3642886.0 	3968800.0 	4143183.0 	4380564.0 	4860864.0 	5031704.0 	5810385.0 	6157737.0 	6312649.0 	6516094.0 	6794617.0 	7147743.0 	7963007.0 	8374722.0 	9051263.0 	10524787.0 	12935162.0 
MIO_NAC,NCO,S12,LIAB,F,DE	5587088.0 	6153642.0 	6947572.0 	7835449.0 	8756128.0 	9447006.0 	9960084.0 	10059778.0 	10375666.0 	10784318.0 	11467918.0 	12018961.0 	13005662.0 	13603537.0 	12740353.0 	12604990.0 	12968900.0 	13398237.0 	12561910.0 	13137296.0 	13520236.0 	14204845.0 	14774825.0 
MIO_NAC,NCO,S12,LIAB,F,DK	3559665.0 	4010753.0 	4781187.0 	5526080.0 	6128685.0 	6723539.0 	6809226.0 	6806614.0 	7336827.0 	7909143.0 	9926349.0 	11110058.0 	12241227.0 	12236022.0 	12924706.0 	14179420.0 	14409675.0 	14775965.0 	15040150.0 	16140443.0 	15959785.0 	16661314.0 	17336328.0 
MIO_NAC,NCO,S12,LIAB,F,EE	1640.7 	2729.1 	4941.2 	4763.6 	5816.6 	8237.5 	9319.1 	11580.8 	13137.4 	17660.8 	21792.4 	25072.0 	32007.7 	33370.9 	30755.9 	28010.3 	27965.7 	30896.6 	34121.1 	38608.6 	41945.2 	44834.4 	49167.9 
MIO_NAC,NCO,S12,LIAB,F,EL	129973.4 	144823.2 	161847.3 	189045.2 	273172.3 	268238.3 	270836.7 	271232.7 	296651.2 	322026.7 	376705.2 	430670.3 	526433.2 	549507.5 	605067.1 	656118.6 	631959.1 	616701.1 	508214.0 	466659.9 	538248.3 	448993.5 	391003.5 
MIO_NAC,NCO,S12,LIAB,F,ES	975029.0 	1086050.0 	1241121.0 	1390064.0 	1558454.0 	1684841.0 	1812176.0 	1911523.0 	2233275.0 	2596432.0 	3252269.0 	3903603.0 	4558453.0 	4733935.0 	4916111.0 	4827731.0 	4972402.0 	5114934.0 	4556067.0 	4539233.0 	4482552.0 	4516377.0 	4695994.0 
MIO_NAC,NCO,S12,LIAB,F,FI	152556.0 	151578.0 	170175.0 	178383.0 	207012.0 	215088.0 	236775.0 	246834.0 	281216.0 	319044.0 	363464.0 	406939.0 	448537.0 	523685.0 	564326.0 	676740.0 	871477.0 	859641.0 	760129.0 	830335.0 	841660.0 	874085.0 	840730.0 
MIO_NAC,NCO,S12,LIAB,F,FR	3840755.0 	4094824.0 	4500763.0 	4754063.0 	5455298.0 	5818645.0 	6096248.0 	6174087.0 	6595711.0 	7245557.0 	8331705.0 	9606077.0 	10840091.0 	11065312.0 	10998887.0 	11388577.0 	12179133.0 	12353518.0 	12413707.0 	13103562.0 	13388907.0 	13990973.0 	14591497.0 
MIO_NAC,NCO,S12,LIAB,F,HR	: 	: 	: 	: 	: 	: 	206209.1 	254615.1 	304568.8 	348725.4 	394385.7 	498061.8 	615372.7 	565636.2 	590947.3 	611780.5 	623869.3 	631525.9 	649428.3 	654054.0 	666799.5 	688894.7 	716023.7 
MIO_NAC,NCO,S12,LIAB,F,HU	9422076.0 	10277541.0 	11896934.0 	13782909.0 	17425830.0 	23244290.0 	28827953.0 	29758512.0 	33414544.0 	36149573.0 	48819350.0 	57553129.0 	71150432.0 	89730583.0 	91421972.0 	91180798.0 	96887939.0 	91227110.0 	90020485.0 	97601558.0 	98002963.0 	116953002.0 	107613150.0 
MIO_NAC,NCO,S12,LIAB,F,IE	: 	: 	: 	: 	: 	: 	1077442.0 	1190200.0 	1458020.0 	1751386.0 	2366540.0 	2877439.0 	3154780.0 	3358865.0 	3471735.0 	3691722.0 	3607447.0 	3542735.0 	3611739.0 	4317763.0 	4732176.0 	4805403.0 	5012561.0 
MIO_NAC,NCO,S12,LIAB,F,IT	1645260.0 	1798448.0 	2109797.0 	2522188.0 	2869028.0 	3213779.0 	3117855.0 	3223973.0 	3600367.0 	3861461.0 	4327479.0 	4779539.0 	4808198.0 	4735581.0 	4976946.0 	5184784.0 	5450460.0 	5846061.0 	5686570.0 	5720573.0 	5795409.0 	5988952.0 	6244714.0 
MIO_NAC,NCO,S12,LIAB,F,LT	3125.5 	3371.2 	4214.9 	5382.3 	5447.2 	6075.5 	7179.9 	8345.5 	10813.8 	13526.1 	20102.1 	26698.1 	35833.2 	37492.7 	35877.1 	35895.2 	36598.5 	36328.4 	35824.4 	41613.6 	44530.1 	51937.4 	59227.6 
MIO_NAC,NCO,S12,LIAB,F,LU	: 	: 	: 	: 	1790516.3 	2086995.9 	2340393.4 	2440966.4 	2881792.3 	3311605.5 	4293637.4 	4981807.5 	5689789.1 	5297824.1 	5656241.1 	6396879.5 	7095835.3 	8174150.8 	9018954.4 	12262295.6 	14386535.5 	15031755.5 	14772832.9 
MIO_NAC,NCO,S12,LIAB,F,LV	1888.0 	2610.0 	3603.0 	3707.0 	4222.0 	5600.0 	6743.0 	8405.0 	10450.0 	14181.1 	19854.9 	29303.5 	40065.0 	43669.8 	39659.1 	39536.4 	37903.6 	39875.6 	41956.1 	46314.6 	51959.0 	54982.0 	58313.0 
MIO_NAC,NCO,S12,LIAB,F,MT	7211.5 e	8411.3 e	9869.5 e	12881.9 e	15843.2 e	17163.7 e	17111.7 e	19828.1 e	22820.3 e	42778.5 	72251.2 	98471.1 	141806.5 	160550.1 	167530.7 	188323.8 	209016.7 	221699.1 	225138.5 	239535.2 	242725.2 	251967.4 	263863.1 
MIO_NAC,NCO,S12,LIAB,F,NL	2029664.0 	2246159.0 	2550166.0 	2923780.0 	3274494.0 	3561429.0 	3779687.0 	3943344.0 	4148284.0 	4442392.0 	5119524.0 	5734144.0 	6547022.0 	6716963.0 	7282428.0 	7635569.0 	8361232.0 	8777345.0 	8735769.0 	9158485.0 	9504297.0 	10072382.0 	10274916.0 p
MIO_NAC,NCO,S12,LIAB,F,PL	187259.0 	247761.0 	327411.6 	449288.9 	545807.8 	596323.9 	675327.2 	685087.2 	793335.0 	919579.0 	1102801.0 	1372840.0 	1625229.0 	1735191.0 	1890637.0 	2148301.0 	2251923.0 	2492477.0 	2676757.0 	2696016.0 	2761300.0 	3011186.0 	3200300.0 
MIO_NAC,NCO,S12,LIAB,F,PT	196173.4 	228996.2 	278618.7 	323067.8 	384210.7 	427217.1 	463549.3 	477517.3 	530321.8 	564477.6 	624601.5 	711036.5 	783594.3 	818444.7 	891105.7 	993723.8 	948903.5 	920876.4 	871566.7 	805980.9 	792830.4 	790304.6 	804285.7 
MIO_NAC,NCO,S12,LIAB,F,RO	8520.5 e	9998.9 e	14343.7 e	18562.3 	25982.6 	34175.7 	52316.3 	74709.3 	95619.1 	155749.7 	228605.3 	309342.6 	418491.8 	476992.4 	553326.4 	581084.6 	607584.9 	634292.4 	639179.4 	647769.3 	674048.7 	720242.3 	778443.8 
MIO_NAC,NCO,S12,LIAB,F,SE	4541274.0 	4884519.0 	5596048.0 	6365826.0 	7079177.0 	8114965.0 	8267547.0 	8384145.0 	9093493.0 	10167032.0 	11933172.0 	13067653.0 	14309023.0 	16028473.0 	16582888.0 	17027972.0 	17500967.0 	18456564.0 	20141197.0 	22758209.0 	23308100.0 	25478532.0 	27222717.0 
MIO_NAC,NCO,S12,LIAB,F,SI	8278.0 	10221.0 	12756.0 	14657.0 	17040.0 	20170.0 	25408.0 	31585.0 	35554.0 	39641.0 	46658.0 	53078.0 	68240.0 	72748.0 	78338.0 	75678.0 	74747.0 	74212.0 	66581.0 	66457.0 	64008.0 	66072.0 	69443.0 
MIO_NAC,NCO,S12,LIAB,F,SK	39768.1 	43089.0 	44905.4 	46173.3 	49099.4 	51185.4 	55878.1 	56042.8 	59684.6 	64232.3 	76072.3 	69848.0 	87819.9 	97052.4 	92500.3 	93992.1 	94316.6 	95021.6 	96677.4 	105042.2 	116429.4 	126278.2 	148886.9 
MIO_NAC,NCO,S12,LIAB,F,UK	3859055.0 	4232315.0 	5010886.0 	5530800.0 	5850473.0 	6690942.0 	7074848.0 	7281454.0 	8222851.0 	10624916.0 	12397159.0 	13763028.0 	16111131.0 	23634014.0 	19617738.0 	21058516.0 	23256276.0 	22434412.0 	20712536.0 	21714700.0 	19860412.0 	22192968.0 	21843028.0 
MIO_NAC,NCO,S12,LIAB,F1,AT	195.1 	204.9 	221.8 	215.6 	244.4 	250.7 	255.1 	232.1 	210.9 	204.0 	216.6 	204.4 	192.3 	197.8 	1890.2 	2009.3 	2060.5 	2024.0 	1941.7 	2070.4 	2210.0 	2213.1 	2062.1 
MIO_NAC,NCO,S12,LIAB,F1,BE	526.0 	553.6 	599.2 	584.5 	662.4 	679.4 	691.2 	629.0 	571.6 	553.0 	587.1 	554.0 	521.2 	536.1 	4706.4 	5003.0 	5130.5 	5039.7 	4834.8 	5155.2 	5502.8 	5510.5 	5134.4 
MIO_NAC,NCO,S12,LIAB,F1,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	129.8 	141.0 	165.0 	134.4 	127.1 	130.8 	129.6 	67.3 	58.8 
MIO_NAC,NCO,S12,LIAB,F1,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22467.0 	22530.0 	23884.0 	22849.0 	23903.0 	25811.0 	26839.0 	26807.0 	23600.0 
MIO_NAC,NCO,S12,LIAB,F1,DE	1319.0 	1382.0 	1499.0 	1457.0 	1653.0 	1695.0 	1725.0 	1570.0 	1426.0 	1380.0 	1465.0 	1382.0 	1300.0 	1338.0 	13127.0 	13955.0 	14311.0 	14058.0 	13486.0 	14380.0 	15349.0 	15371.0 	14322.0 
MIO_NAC,NCO,S12,LIAB,F1,DK	880.0 	997.0 	2291.0 	2208.0 	2536.0 	528.0 	2354.0 	730.0 	481.0 	243.0 	705.0 	1933.0 	1696.0 	1696.0 	12330.0 	13166.0 	12895.0 	12770.0 	12238.0 	12613.0 	0.0 	0.0 	0.0 
MIO_NAC,NCO,S12,LIAB,F1,EE	0.2 	0.1 	0.0 	0.1 	1.4 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	67.5 	72.1 	73.6 	72.3 	69.3 	73.9 	78.9 	79.0 	73.7 
MIO_NAC,NCO,S12,LIAB,F1,EL	0.0 	0.0 	116.0 	124.0 	141.0 	146.0 	148.0 	134.0 	122.0 	118.0 	125.0 	118.0 	111.0 	114.0 	851.0 	905.0 	928.0 	912.0 	875.0 	933.0 	0.0 	0.0 	0.0 
MIO_NAC,NCO,S12,LIAB,F1,ES	324.0 	338.0 	368.0 	360.0 	408.0 	418.0 	426.0 	387.0 	352.0 	341.0 	362.0 	341.0 	321.0 	330.0 	3078.0 	3272.0 	3355.0 	3296.0 	3162.0 	3372.0 	3599.0 	3604.0 	3358.0 
MIO_NAC,NCO,S12,LIAB,F1,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	163.0 	153.0 	158.0 	1295.0 	1377.0 	1412.0 	1387.0 	1330.0 	1418.0 	1514.0 	1516.0 	1413.0 
MIO_NAC,NCO,S12,LIAB,F1,FR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	11032.0 	11727.0 	12026.0 	11813.0 	11333.0 	12084.0 	12899.0 	12917.0 	12035.0 
MIO_NAC,NCO,S12,LIAB,F1,HR	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2419.5 	2629.8 	2711.0 	2648.3 	2581.2 	2767.8 	2937.0 	2941.3 	2727.3 
MIO_NAC,NCO,S12,LIAB,F1,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	291131.0 	318455.0 	365044.0 	337513.0 	329215.0 	371993.0 	393996.0 	390188.0 	364855.0 
MIO_NAC,NCO,S12,LIAB,F1,IE	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
MIO_NAC,NCO,S12,LIAB,F1,IT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	7348.0 	7911.0 	8370.0 	8387.0 	7809.0 
MIO_NAC,NCO,S12,LIAB,F1,LT	21.0 	11.8 	12.5 	18.7 	5.1 	1.6 	21.3 	51.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	150.1 	159.2 	163.8 	159.8 	154.3 	163.6 	174.8 	175.0 	163.1 
MIO_NAC,NCO,S12,LIAB,F1,LU	: 	: 	: 	: 	23.1 	23.7 	24.2 	22.0 	20.0 	19.3 	20.5 	19.4 	18.2 	18.7 	268.5 	285.4 	292.7 	287.5 	275.8 	294.0 	313.9 	314.3 	292.9 
MIO_NAC,NCO,S12,LIAB,F1,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	0.0 
MIO_NAC,NCO,S12,LIAB,F1,MT	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 e	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
MIO_NAC,NCO,S12,LIAB,F1,NL	574.0 	604.0 	655.0 	639.0 	724.0 	742.0 	755.0 	687.0 	625.0 	604.0 	642.0 	605.0 	569.0 	586.0 	5265.0 	5597.0 	5738.0 	5636.0 	5407.0 	5767.0 	6156.0 	6165.0 	5744.0 p
MIO_NAC,NCO,S12,LIAB,F1,PL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	5841.0 	5992.0 	6842.0 	6218.0 	6045.0 	6623.0 	7057.0 	7399.0 	6478.0 
MIO_NAC,NCO,S12,LIAB,F1,PT	59.2 	59.8 	65.9 	64.0 	72.8 	74.7 	76.0 	69.1 	62.8 	61.0 	64.8 	61.3 	57.6 	59.0 	878.3 	933.8 	957.3 	940.2 	902.0 	961.7 	1026.6 	1028.3 	958.9 
MIO_NAC,NCO,S12,LIAB,F1,RO	0.0 e	0.0 e	0.0 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	296.3 	332.2 	4534.6 	4910.0 	5050.0 	5088.8 	4923.2 	5258.9 	5662.8 	5698.7 	5455.8 
MIO_NAC,NCO,S12,LIAB,F1,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	23275.0 	23754.0 	22505.0 	22269.0 	25506.0 	26312.0 	27550.0 	26305.0 
MIO_NAC,NCO,S12,LIAB,F1,SI	20.0 	22.0 	24.0 	24.0 	29.0 	31.0 	33.0 	32.0 	30.0 	29.0 	31.0 	29.0 	27.0 	28.0 	235.0 	250.0 	256.0 	252.0 	241.0 	257.0 	275.0 	275.0 	257.0 
MIO_NAC,NCO,S12,LIAB,F1,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 
MIO_NAC,NCO,S12,LIAB,F1,UK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
MIO_NAC,NCO,S12,LIAB,F2,AT	282859.0 	297282.5 	305470.8 	335340.6 	370650.7 	390843.9 	408901.4 	390273.1 	412793.0 	454379.0 	516143.6 	540773.9 	599899.0 	744500.2 	681488.3 	648586.3 	696279.1 	680755.2 	646589.4 	629026.1 	639095.5 	643372.3 	674646.6 
MIO_NAC,NCO,S12,LIAB,F2,BE	445542.6 	489834.4 	520391.9 	526627.8 	580785.1 	540757.2 	590424.7 	599955.1 	664350.4 	753623.2 	907931.9 	972322.9 	1113481.7 	1053032.2 	915826.0 	884897.1 	951793.7 	866248.8 	813677.9 	826733.7 	838991.0 	897373.8 	945656.7 
MIO_NAC,NCO,S12,LIAB,F2,BG	863.0 	2368.0 	8885.0 	9573.0 	11259.0 	13649.0 	16493.0 	19324.0 	22918.0 	30143.0 	38165.0 	48963.0 	67171.0 	74817.0 	74735.0 	76042.0 	79206.0 	88813.0 	91231.0 	95523.0 	105762.0 	117710.0 	117069.0 
MIO_NAC,NCO,S12,LIAB,F2,CY	17242.1 	18920.3 	19730.6 	22467.1 	24169.8 	23675.3 	28234.3 	31366.9 	34788.5 	39093.5 	52761.3 	61689.3 	78139.8 	109472.8 	134083.8 	128221.4 	125477.5 	122920.4 	85047.2 	78927.5 	77965.8 	75846.7 	73580.8 
MIO_NAC,NCO,S12,LIAB,F2,CZ	1716753.0 	1841293.0 	2129706.0 	2228469.0 	2337864.0 	2437372.0 	2509288.0 	2740283.0 	2789562.0 	2893886.0 	3226361.0 	3302278.0 	3711944.0 	3929848.0 	4041194.0 	4088461.0 	4291170.0 	4403346.0 	4957262.0 	5058421.0 	5509042.0 	6460425.0 	8583650.0 
MIO_NAC,NCO,S12,LIAB,F2,DE	2957245.0 	3220689.0 	3488121.0 	3815759.0 	4073217.0 	4318497.0 	4470777.0 	4517722.0 	4563331.0 	4712623.0 	4902108.0 	5115487.0 	5569613.0 	5955860.0 	5615539.0 	5707015.0 	5881853.0 	6079950.0 	5761592.0 	5783411.0 	6053882.0 	6567808.0 	7031457.0 
MIO_NAC,NCO,S12,LIAB,F2,DK	984049.0 	1087932.0 	1228463.0 	1325161.0 	1372772.0 	1477821.0 	1569642.0 	1710348.0 	1866858.0 	1985622.0 	2371233.0 	2616875.0 	3136483.0 	3540717.0 	3159852.0 	3136795.0 	3101362.0 	3173986.0 	3080089.0 	3019141.0 	2666077.0 	2709368.0 	2890339.0 
MIO_NAC,NCO,S12,LIAB,F2,EE	987.4 	1332.9 	1987.4 	2060.1 	2524.8 	3228.2 	3632.7 	4220.4 	4941.3 	6302.1 	8369.9 	11110.6 	17877.3 	20220.7 	20183.4 	18101.8 	18865.7 	20148.6 	20515.2 	23742.3 	26163.7 	27470.6 	29121.4 
MIO_NAC,NCO,S12,LIAB,F2,EL	103582.7 	114592.9 	119358.0 	128170.3 	146697.0 	165434.2 	182739.8 	200513.0 	209588.9 	221545.6 	256127.5 	292758.5 	367266.8 	466436.2 	503208.8 	573449.9 	512034.0 	417304.9 	410351.0 	388386.8 	353563.0 	335612.4 	296284.3 
MIO_NAC,NCO,S12,LIAB,F2,ES	712495.0 	746797.0 	792053.0 	836881.0 	914893.0 	1000422.0 	1081937.0 	1160893.0 	1283448.0 	1399872.0 	1715222.0 	1958056.0 	2333086.0 	2678617.0 	2715111.0 	2703523.0 	2847811.0 	2982096.0 	2534911.0 	2440637.0 	2463007.0 	2540861.0 	2662011.0 
MIO_NAC,NCO,S12,LIAB,F2,FI	65770.0 	64633.0 	84221.0 	83768.0 	96870.0 	100588.0 	121371.0 	123715.0 	126242.0 	134931.0 	145414.0 	156981.0 	178089.0 	213510.0 	240928.0 	296813.0 	407587.0 	420850.0 	346460.0 	345679.0 	348244.0 	377914.0 	422137.0 
MIO_NAC,NCO,S12,LIAB,F2,FR	1847997.0 	1959057.0 	2100665.0 	2188696.0 	2393046.0 	2405096.0 	2518721.0 	2685703.0 	2773733.0 	3034505.0 	3379371.0 	3692664.0 	4369001.0 	4791251.0 	4571260.0 	4584284.0 	5120188.0 	5122163.0 	4990438.0 	5208735.0 	5468635.0 	5684022.0 	6186010.0 
MIO_NAC,NCO,S12,LIAB,F2,HR	: 	: 	: 	: 	: 	: 	155334.3 	185938.4 	225700.2 	252857.9 	288620.7 	332596.6 	360079.4 	373189.1 	392306.8 	401713.1 	416198.6 	407966.5 	422303.6 	416782.2 	419651.3 	418609.2 	441147.2 
MIO_NAC,NCO,S12,LIAB,F2,HU	4969234.0 	5717591.0 	6610935.0 	7408088.0 	8902653.0 	9843155.0 	10478984.0 	10896722.0 	12293743.0 	13702977.0 	16539099.0 	18868627.0 	20889723.0 	25773240.0 	25578601.0 	26455935.0 	28324344.0 	25390787.0 	24972445.0 	32485365.0 	31682436.0 	31443146.0 	32951162.0 
MIO_NAC,NCO,S12,LIAB,F2,IE	: 	: 	: 	: 	: 	: 	346674.0 	391881.0 	456361.0 	543071.0 	688018.0 	854440.0 	968018.0 	1212090.0 	1120772.0 	1082652.0 	857531.0 	686258.0 	594330.0 	522073.0 	479587.0 	482298.0 	455987.0 
MIO_NAC,NCO,S12,LIAB,F2,IT	1010669.0 	1038937.0 	1046499.0 	1019231.0 	1120803.0 	1196121.0 	1205868.0 	1310272.0 	1442959.0 	1546024.0 	1714515.0 	1951495.0 	2136485.0 	2286961.0 	2296460.0 	2415610.0 	2671189.0 	2828574.0 	2856056.0 	2845180.0 	2935415.0 	3194512.0 	3414194.0 
MIO_NAC,NCO,S12,LIAB,F2,LT	2248.4 	2308.4 	3077.1 	3743.3 	3725.5 	4141.2 	4928.9 	5709.0 	8355.7 	9925.3 	14628.7 	19287.3 	25486.6 	27238.8 	26120.1 	26111.9 	26176.2 	26194.9 	25610.7 	28866.1 	31409.2 	37317.7 	42821.5 
MIO_NAC,NCO,S12,LIAB,F2,LU	: 	: 	: 	: 	491112.0 	530638.2 	583855.8 	543388.0 	563097.4 	596197.0 	686297.8 	736132.8 	808979.4 	869661.6 	714781.0 	693195.9 	769591.3 	710447.6 	695193.5 	712284.0 	766173.4 	815231.6 	807965.2 
MIO_NAC,NCO,S12,LIAB,F2,LV	1212.0 	1623.0 	2519.0 	2530.0 	3031.0 	3919.0 	5098.0 	6366.0 	7881.0 	10009.2 	12674.5 	17810.2 	22693.8 	20605.4 	18330.4 	22448.2 	21053.6 	24351.6 	26729.7 	33274.9 	36983.0 	38617.0 	40366.0 
