unit,co_nco,sector,finpos,na_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,NCO,S12,LIAB,F2,MT	5171.8 e	6005.6 e	7060.3 e	9187.9 e	10909.9 e	11822.7 e	11639.4 e	13764.7 e	15470.7 e	16989.9 	22470.7 	22175.7 	27662.6 	34382.9 	33562.4 	41641.1 	42755.0 	44089.3 	44475.8 	50418.7 	46265.3 	46952.0 	50653.6 
MIO_NAC,NCO,S12,LIAB,F2,NL	394427.0 	436134.0 	493185.0 	618376.0 	659408.0 	705177.0 	810438.0 	874957.0 	930941.0 	1019318.0 	1142919.0 	1301370.0 	1497364.0 	1447729.0 	1405998.0 	1430990.0 	1619479.0 	1589288.0 	1401292.0 	1455356.0 	1581937.0 	1708500.0 	1711259.0 p
MIO_NAC,NCO,S12,LIAB,F2,PL	143968.0 	188153.0 	237480.6 	307992.1 	354677.3 	390973.1 	438178.8 	421107.5 	454932.0 	491352.0 	552852.0 	638350.0 	762674.0 	913920.0 	974287.0 	1040762.0 	1133937.0 	1191827.0 	1236310.0 	1343278.0 	1426021.0 	1619034.0 	1626905.0 
MIO_NAC,NCO,S12,LIAB,F2,PT	129284.4 	145512.4 	166666.6 	186961.3 	222503.8 	242511.9 	259865.8 	272556.6 	291102.8 	290483.8 	318691.6 	339963.5 	366085.2 	389077.2 	396370.6 	452892.2 	457280.2 	455044.1 	426378.7 	394935.4 	396542.6 	409907.9 	422354.6 
MIO_NAC,NCO,S12,LIAB,F2,RO	5138.9 e	6372.1 e	9075.4 e	13164.2 	19124.5 	26670.1 	41814.4 	59379.8 	72083.5 	110424.8 	143934.6 	201275.8 	286530.8 	318507.3 	351839.7 	356262.0 	378041.3 	388699.4 	439517.3 	451046.1 	470340.4 	501057.8 	537564.9 
MIO_NAC,NCO,S12,LIAB,F2,SE	1619463.0 	1638160.0 	1898133.0 	2089162.0 	2091793.0 	2541518.0 	2639504.0 	2580637.0 	2572974.0 	3059632.0 	3418178.0 	3857299.0 	4088949.0 	5595672.0 	5039664.0 	4558011.0 	4681812.0 	4862085.0 	5023830.0 	5520006.0 	5698010.0 	6370493.0 	6845617.0 
MIO_NAC,NCO,S12,LIAB,F2,SI	4347.0 	5445.0 	6496.0 	7756.0 	8820.0 	10401.0 	13537.0 	15732.0 	16721.0 	18836.0 	21343.0 	24066.0 	32994.0 	36743.0 	37661.0 	35878.0 	36932.0 	37318.0 	33048.0 	34122.0 	34012.0 	37528.0 	40521.0 
MIO_NAC,NCO,S12,LIAB,F2,SK	36433.1 	39211.8 	40687.0 	41256.6 	44031.7 	45568.8 	48658.2 	49285.8 	50961.8 	52354.6 	60671.7 	51604.4 	62072.6 	69579.4 	65405.7 	66346.7 	66023.5 	62865.4 	64709.5 	69477.8 	73945.5 	81777.1 	97767.9 
MIO_NAC,NCO,S12,LIAB,F2,UK	1684515.0 	1753220.0 	2060896.0 	2208250.0 	2221558.0 	2620819.0 	2871478.0 	3073514.0 	3560009.0 	4031056.0 	4726793.0 	5382633.0 	5958630.0 	6843884.0 	6685769.0 	6681910.0 	7038481.0 	7068816.0 	6853889.0 	6509101.0 	6384208.0 	7137864.0 	7645324.0 
MIO_NAC,NCO,S12,LIAB,F3,AT	71872.6 	76272.1 	82784.8 	83149.5 	97359.8 	117201.9 	130824.0 	137243.6 	144246.9 	160542.1 	184684.0 	202671.6 	226281.7 	272118.1 	257062.9 	253592.2 	252003.0 	233541.8 	216188.9 	197706.6 	172264.1 	157273.6 	146088.8 
