currency,partner,sector10,sectpart,stk_flow,bop_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT	73313.0 	77656.0 	84889.0 	90645.0 	98095.0 	109594.0 	116700.0 	115620.0 	117382.0 	128398.0 	143669.0 	160300.0 	179077.0 	181510.0 	154571.0 	172957.0 	197768.0 	201060.0 	189611.0 	195501.0 	197168.0 	210369.0 	224547.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE	: 	: 	: 	: 	: 	: 	: 	: 	225950.4 	247822.4 	279970.5 	307543.6 	341256.2 	362748.0 	303977.0 	333717.0 	369235.0 	381121.0 	381955.0 	390533.0 	390612.0 	412416.0 	432886.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55021.5 	61345.9 	43240.4 	44056.1 	52950.8 	57269.8 	59635.6 	59612.2 	63135.0 	64488.4 	68766.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20306.0 	18977.0 	21901.0 	20663.0 	17765.0 	15996.0 	16278.0 	28442.0 	19694.0 	28501.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,CZ	723124.0 	849891.0 	968080.0 	1029898.0 	1120211.0 	1353707.0 	1496418.0 	1461755.0 	1598655.0 	1999159.0 	2244522.0 	2549981.0 	2935727.0 	2855300.0 	2564596.0 	2930168.0 	3146563.0 	3369733.0 	3382587.0 	3786075.0 	3972723.0 	3982424.0 	4221494.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,DE	527770.0 	545776.0 	611031.0 	652164.0 	708957.0 	841627.0 	849203.0 	827185.0 	854142.0 	884706.0 	971991.0 	1097983.0 	1198748.0 	1211896.0 	1013231.0 	1187259.0 	1316654.0 	1330831.0 	1346756.0 	1374255.0 	1429341.0 	1448901.0 	1557765.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	850929.0 	977730.0 	1071177.0 	1131800.0 	902468.0 	956686.0 	1051478.0 	1085951.0 	1106873.0 	1113638.0 	1178003.0 	1164117.0 	1224008.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,EE	2142.7 	2732.3 	3930.2 	4451.8 	4268.0 	4378.0 	5083.5 	5727.3 	6489.5 	7805.8 	9356.7 	11878.5 	14338.3 	13979.0 	9324.0 	12023.0 	15646.6 	17212.1 	17473.5 	17822.7 	17082.5 	18135.7 	19165.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70306.0 	81526.0 	98551.0 	105095.0 	83807.0 	83970.0 	80951.0 	70991.0 	69738.0 	71762.0 	62044.0 	59217.0 	65960.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,ES	126713.0 	139016.0 	161771.0 	180427.0 	202873.0 	245550.0 	261229.0 	263696.0 	273883.0 	307810.0 	346658.0 	403689.0 	456290.0 	454821.0 	352921.0 	382866.0 	409354.0 	385080.0 	378996.0 	394943.0 	411967.0 	417255.0 	449357.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,FI	34777.2 	36788.5 	41287.8 	44214.1 	45873.3 	57423.5 	57855.4 	57159.1 	59632.3 	64480.4 	74689.7 	84720.0 	94523.0 	101045.0 	75275.0 	85708.0 	96451.0 	99713.0 	99281.0 	98119.0 	94710.0 	98202.0 	104254.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,FR	: 	: 	: 	: 	419511.0 	506011.0 	518476.0 	517561.0 	518563.0 	559428.0 	625990.0 	701963.0 	758117.0 	785336.0 	657655.0 	731443.0 	798519.0 	825717.0 	822195.0 	852162.0 	896530.0 	906191.0 	940819.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,HR	: 	: 	: 	: 	: 	79377.0 	91428.0 	105919.0 	121273.0 	126942.0 	137999.0 	154986.0 	170391.0 	186696.0 	148954.0 	146204.0 	157413.0 	159179.0 	159911.0 	164491.0 	172688.0 	189975.0 	205577.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,HU	2576065.6 	3399296.9 	4854406.6 	6541568.0 	7724175.5 	10464006.0 	11359910.8 	11674643.8 	12916675.9 	15535092.1 	17143854.0 	21786063.9 	24487326.3 	26768064.0 	24044422.0 	26598893.0 	28003700.0 	28518405.6 	29143969.2 	32016659.0 	33427368.3 	34252816.4 	37478895.8 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,IE	: 	: 	: 	: 	: 	: 	: 	159239.6 	153346.6 	165591.7 	189768.0 	226034.4 	260410.8 	259324.0 	227367.0 	235703.0 	242302.0 	253822.0 	242826.0 	277922.0 	373480.0 	414458.0 	411009.0 
MIO_NAC,WRL_REST,S1,S1,DEB,CA,IT	263191.0 	: c	: c	308588.0 	322641.0 	379760.0 	391874.0 	402005.0 	402139.0 	425739.0 	464753.0 	526672.0 	568885.0 	576698.0 	464212.0 	532604.0 	572222.0 	540428.0 	520166.0 	522471.0 	539229.0 	537841.0 	578864.0 
