stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19	1.8 	10.2 	2.6 	-5.2 	3.4 	-1.2 	-4.3 	6.7 	-2.2 	3.9 	3.7 	-2.0 
IMP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28	-2.6 	6.6 	-1.2 	-8.4 	0.2 	-4.6 	-8.5 	2.3 	-2.7 	2.5 	3.1 	-1.4 
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EA19	-2.4 	2.6 	-2.5 	-1.9 	2.4 	-2.3 	0.8 	2.3 	1.0 	-0.2 	0.3 	-1.7 
IMP,SITC0_1,WRL_REST,PCH_M1_SA,EU28	-2.8 	2.1 	-2.4 	-1.5 	2.4 	-2.8 	1.0 	1.4 	2.1 	-0.3 	0.6 	-1.0 
IMP,SITC0_1,WRL_REST,TVAL_SA,EA19	11271.2 	11562.3 	11272.0 	11055.3 	11317.3 	11061.0 	11150.5 	11403.3 	11514.6 	11488.2 	11527.3 	11328.1 
IMP,SITC0_1,WRL_REST,TVAL_SA,EU28	9225.6 	9420.5 	9198.7 	9059.0 	9272.2 	9011.2 	9101.6 	9231.9 	9428.8 	9397.4 	9450.1 	9353.8 
