coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
FOOD,I15,AT	104.39 	104.42 	104.57 	104.93 	104.99 	105.24 	105.28 	105.58 	105.85 	105.88 	105.55 r	105.74 
FOOD,I15,BE	104.45 	104.95 	105.22 	105.99 	106.30 	107.09 	107.81 	107.64 	107.81 	107.81 	107.38 	107.53 
FOOD,I15,BG	103.59 	104.04 	103.80 	104.41 	104.84 	104.67 	105.41 	105.58 	105.17 	105.30 	105.36 	106.49 
FOOD,I15,CH	101.21 	101.16 	100.34 	101.01 	100.90 	100.94 	101.15 	102.47 	102.72 	103.09 	102.51 	102.93 
FOOD,I15,CY	99.10 	98.69 	97.06 	97.52 	97.94 	98.72 	98.99 	100.50 	100.45 	100.40 	101.71 	101.65 
FOOD,I15,CZ	106.1 	106.4 	106.7 	107.9 	106.9 	106.6 	106.5 	107.3 	107.6 	106.3 	106.1 	107.0 
FOOD,I15,DE	104.8 	104.8 	105.5 	106.2 	106.2 	106.4 	106.8 	106.9 	106.9 	106.6 	106.4 	107.1 
FOOD,I15,DK	103.1 	103.3 	102.2 	102.7 	103.1 	102.0 	102.6 	102.6 	102.6 	103.3 	102.4 	102.9 
FOOD,I15,EA	103.18 	103.37 	103.56 	104.14 	104.00 	104.53 	104.81 	105.25 	105.22 	105.00 	105.00 	105.30 
FOOD,I15,EA18	103.14 	103.33 	103.52 	104.10 	103.96 	104.50 	104.77 	105.22 	105.19 	104.97 	104.98 	105.26 
FOOD,I15,EA19	103.18 	103.37 	103.56 	104.14 	104.00 	104.53 	104.81 	105.25 	105.22 	105.00 	105.00 	105.30 
FOOD,I15,EE	110.77 	111.40 	110.73 	111.79 	113.06 	113.44 	113.41 	114.22 	114.39 	114.73 	114.04 	114.77 
FOOD,I15,EL	101.69 	101.87 	101.82 	102.24 	102.32 	102.36 	102.27 	102.14 	102.34 	102.62 	102.67 	103.28 
FOOD,I15,ES	103.53 	103.33 	103.30 	103.63 	103.54 	103.66 	103.80 	104.46 	104.88 	104.23 	104.26 	104.27 
FOOD,I15,EU	103.24 	103.50 	103.76 	104.43 	104.34 	104.73 	105.02 	105.40 	105.29 	105.06 	105.02 r	105.36 
FOOD,I15,EU28	103.24 	103.50 	103.76 	104.43 	104.34 	104.73 	105.02 	105.40 	105.29 	105.06 	105.02 r	105.36 
FOOD,I15,FI	99.71 	100.39 	100.59 	101.68 	102.62 	102.82 	102.31 	102.51 	102.44 	102.21 	102.66 	103.11 
FOOD,I15,FR	102.08 	102.37 	102.53 	102.80 	102.68 	104.42 	104.48 	105.24 	105.07 	105.24 	105.51 	106.04 
FOOD,I15,HR	102.59 	102.27 	102.11 	103.55 	103.63 	103.46 	104.07 	104.29 	103.94 	103.77 	103.82 	103.42 
FOOD,I15,HU	105.13 	105.70 	105.67 	107.11 	107.52 	107.63 	108.23 	108.91 	108.83 	108.77 	108.71 	109.29 
FOOD,I15,IE	98.7 	98.3 	97.6 	98.8 	97.9 	97.9 	97.8 	98.0 	97.8 	98.2 	97.8 	97.7 
FOOD,I15,IS	100.46 	100.61 	100.99 	101.55 	101.64 	101.85 	101.88 	101.80 	102.09 	101.99 	102.45 	103.44 
FOOD,I15,IT	102.3 	102.7 	102.7 	103.8 	103.0 	103.3 	103.8 	104.5 	104.2 	103.5 	103.5 	103.4 
FOOD,I15,LT	109.18 	109.06 	109.35 	110.17 	109.73 	109.74 	110.89 	110.51 	109.91 	108.98 	108.19 	110.80 
FOOD,I15,LU	104.88 	105.03 	104.94 	105.34 	105.51 	105.90 	106.14 	106.56 	106.78 	107.08 	106.99 	107.32 
FOOD,I15,LV	106.18 	106.48 	106.64 	106.89 	107.23 	108.40 	107.86 	108.30 	108.80 	107.80 	107.30 	107.86 
FOOD,I15,MK	101.84 d	101.20 d	101.07 d	100.53 d	100.98 d	101.52 d	102.21 d	105.18 d	104.39 d	102.87 d	102.98 d	103.56 d
FOOD,I15,MT	105.23 	105.94 	105.85 	106.60 	106.00 	106.12 	106.13 	105.98 	105.66 	106.18 	106.66 	107.86 
FOOD,I15,NL	103.98 	103.98 	103.97 	103.61 	104.60 	103.80 	104.18 	104.72 	104.57 	104.76 	105.21 	104.95 
FOOD,I15,NO	103.5 	103.2 	102.2 	104.2 	106.0 	104.5 	104.6 	104.7 	105.0 	108.1 	106.9 	106.6 
FOOD,I15,PL	104.4 	105.2 	105.7 	106.9 	106.6 	106.5 	106.9 	106.7 	106.5 	105.9 	105.2 	105.7 
FOOD,I15,PT	102.78 	103.23 	103.03 	103.55 	102.31 	102.55 	103.52 	103.83 	103.72 	104.05 	103.97 	104.00 
FOOD,I15,RO	101.64 	102.31 	102.77 	103.42 	104.02 	104.53 	105.03 	105.87 	105.57 	104.61 	104.41 	105.37 
FOOD,I15,RS	106.3 d	105.6 d	105.2 d	106.1 d	107.2 d	107.7 d	108.4 d	109.9 d	110.2 d	108.8 d	109.0 d	108.7 d
FOOD,I15,SE	103.72 	103.73 	104.48 	104.47 	104.64 	104.96 	105.33 	105.89 	105.21 	106.30 	105.98 	106.46 
FOOD,I15,SI	103.10 	103.18 	103.62 	104.80 	105.12 	105.39 	104.91 	106.54 	105.82 	105.09 	105.00 	105.27 
FOOD,I15,SK	102.67 	103.33 	103.33 	105.28 	104.71 	104.96 	105.43 	105.32 	105.81 	104.85 	104.61 	105.11 
FOOD,I15,TR	122.12 d	124.17 d	125.68 d	127.48 d	129.84 d	132.00 d	131.78 d	133.40 d	140.00 d	139.84 d	140.01 d	147.50 d
