unit,co_nco,na_item,finpos,sector,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,CO,F4,LIAB,S11,AT	100157.7 	105570.4 	112195.8 	118907.7 	128752.9 	145980.9 	155401.0 	157803.6 	162793.1 	161050.9 	162856.3 	167938.0 	183908.2 	197361.6 	198451.1 	201017.2 	203273.8 	205705.5 	205653.5 	204852.2 	210866.4 	215394.4 	226555.1 
MIO_NAC,CO,F4,LIAB,S11,BE	109547.3 	117833.6 	130150.4 	141880.3 	162226.7 	180562.5 	186805.2 	191033.8 	208855.9 	227421.9 	231950.2 	241290.3 	288143.7 	386466.1 	375968.0 	382349.3 	435298.3 	465930.4 	390761.2 	388535.3 	449325.4 	528382.2 	494178.2 
MIO_NAC,CO,F4,LIAB,S11,BG	382.0 	1090.0 	1722.0 	2268.0 	3530.0 	6629.0 	7762.0 	9355.0 	12264.0 	18672.0 	26368.0 	37525.0 	63189.0 	75623.0 	77009.0 	78595.0 	79946.0 	82465.0 	86521.0 	81423.0 	76070.0 	75219.0 	76347.0 
MIO_NAC,CO,F4,LIAB,S11,CY	19528.1 	19818.5 	20589.8 	21698.0 	22006.6 	23963.5 	22653.6 	24070.3 	24203.4 	24288.0 	26223.8 	26971.2 	29603.9 	34658.1 	36127.4 	38065.9 	39460.5 	39197.1 	38438.8 	39080.3 	40059.4 	40398.7 	40772.8 
MIO_NAC,CO,F4,LIAB,S11,CZ	818659.0 	968631.0 	1197397.0 	1101797.0 	1091237.0 	1058070.0 	982645.0 	986635.0 	866446.0 	916692.0 	951585.0 	1095076.0 	1208135.0 	1396845.0 	1281537.0 	1287677.0 	1300043.0 	1369688.0 	1409723.0 	1424891.0 	1421587.0 	1490307.0 	1578175.0 
MIO_NAC,CO,F4,LIAB,S11,DE	811335.0 	854479.0 	901586.0 	954260.0 	973935.0 	1049762.0 	1098191.0 	1088522.0 	1075692.0 	1038555.0 	1029459.0 	1063503.0 	1130755.0 	1156899.0 	1133622.0 	1095243.0 	1122350.0 	1122849.0 	1199996.0 	1161409.0 	1216320.0 	1257679.0 	1340844.0 
MIO_NAC,CO,F4,LIAB,S11,DK	549010.0 	597301.0 	604620.0 	589480.0 	654090.0 	834018.0 	942603.0 	878927.0 	919845.0 	877570.0 	1030915.0 	1228664.0 	1313808.0 	1563686.0 	1434271.0 	1371000.0 	1392494.0 	1495759.0 	1427184.0 	1456315.0 	1518597.0 	1519073.0 	1443357.0 
MIO_NAC,CO,F4,LIAB,S11,EE	686.2 	1023.0 	1775.3 	2255.3 	2275.0 	2638.5 	3357.5 	3702.2 	4608.6 	5634.1 	6801.1 	9333.7 	11961.2 	13509.9 	12957.8 	12181.3 	11739.1 	12487.9 	13133.6 	14105.1 	13871.7 	14283.5 	14456.4 
MIO_NAC,CO,F4,LIAB,S11,EL	27386.1 	29937.7 	33182.1 	38984.3 	44697.2 	52444.0 	61961.1 	66678.4 	74078.4 	79583.7 	88784.2 	98320.1 	109454.1 	124621.7 	126568.7 	145245.0 	134854.2 	126060.0 	117429.4 	117635.2 	114594.1 	112453.5 	107773.3 
MIO_NAC,CO,F4,LIAB,S11,ES	182123.0 	192596.0 	212957.0 	244192.0 	290483.0 	356874.0 	423467.0 	477842.0 	550676.0 	629552.0 	772542.0 	994862.0 	1177999.0 	1257175.0 	1252569.0 	1250147.0 	1211046.0 	1097920.0 	1004685.0 	945698.0 	918236.0 	895609.0 	876811.0 
MIO_NAC,CO,F4,LIAB,S11,FI	53985.0 	55633.0 	53562.0 	57059.0 	64046.0 	72158.0 	73509.0 	84135.0 	84585.0 	87336.0 	95618.0 	99221.0 	113135.0 	140439.0 	130539.0 	136931.0 	137620.0 	137518.0 	134024.0 	136649.0 	148123.0 	144102.0 	146723.0 
