coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
NRG,I15,AT	98.44 	99.73 	99.90 	99.94 	99.34 	98.71 	100.19 	102.77 	103.98 	103.64 	103.84 r	105.04 
NRG,I15,BE	109.79 	112.63 	112.45 	112.86 	112.34 	111.66 	113.28 	116.34 	118.58 	119.91 	121.11 	122.52 
NRG,I15,BG	99.16 	100.64 	101.42 	101.64 	101.90 	101.07 	101.23 	103.40 	105.21 	106.26 	106.58 	107.55 
NRG,I15,CH	101.74 	102.90 	103.19 	106.03 	105.53 	104.71 	106.44 	109.04 	109.64 	109.37 	109.47 	110.38 
NRG,I15,CY	96.11 	97.70 	97.98 	99.23 	99.88 	99.62 	100.59 	104.02 	107.63 	107.76 	108.54 	111.54 
NRG,I15,CZ	98.3 	98.8 	98.8 	100.0 	99.8 	99.5 	99.9 	101.0 	102.7 	102.6 	102.9 	103.1 
NRG,I15,DE	97.4 	98.7 	98.5 	98.9 	98.5 	97.9 	99.5 	101.9 	102.4 	102.3 	103.1 	105.1 
NRG,I15,DK	98.5 	98.8 	98.3 	99.3 	98.3 	98.8 	100.2 	102.1 	102.4 	101.0 	101.8 	102.1 
NRG,I15,EA	99.66 	101.13 	101.23 	103.05 	102.78 	101.91 	102.69 	104.98 	105.90 	106.61 	107.09 	108.40 
NRG,I15,EA18	99.68 	101.14 	101.23 	103.06 	102.79 	101.91 	102.70 	104.99 	105.92 	106.63 	107.12 r	108.42 
NRG,I15,EA19	99.66 	101.13 	101.23 	103.05 	102.78 	101.91 	102.69 	104.98 	105.90 	106.61 	107.09 	108.40 
NRG,I15,EE	100.85 	104.00 	103.60 	106.59 	107.51 	107.47 	107.62 	107.98 	111.53 	113.56 	113.52 	112.61 
NRG,I15,EL	101.57 	103.33 	103.82 	104.44 	104.01 	103.39 	104.93 	106.89 	107.96 	108.06 	108.14 	108.22 
NRG,I15,ES	99.41 	101.43 	101.75 	102.03 	101.53 	98.91 	100.35 	104.55 	105.59 	106.28 	107.23 	109.12 
NRG,I15,EU	100.17 	101.58 	101.68 	103.22 	102.96 	102.25 	103.07 	105.22 	106.27 	106.87 	107.34 r	108.43 
NRG,I15,EU28	100.17 	101.58 	101.68 	103.22 	102.96 	102.25 	103.07 	105.22 	106.27 	106.87 	107.34 r	108.43 
NRG,I15,FI	100.98 	103.08 	100.93 	103.26 	102.32 	101.70 	103.70 	105.65 	107.07 	107.10 	107.95 	108.78 
NRG,I15,FR	103.26 	104.87 	105.38 	110.15 	110.16 	109.41 	110.40 	112.49 	113.39 	113.94 	113.98 	115.02 
NRG,I15,HR	95.85 	96.84 	97.26 	97.89 	97.26 	96.41 	97.76 	99.59 	101.13 	100.75 	100.69 	101.56 
NRG,I15,HU	100.01 	101.81 	101.24 	102.07 	101.83 	101.25 	102.66 	104.95 	106.81 	107.37 	107.39 	108.27 
NRG,I15,IE	97.6 	99.9 	100.0 	100.3 	100.6 	100.3 	100.9 	102.9 	105.6 	105.8 	107.2 	107.7 
NRG,I15,IS	98.51 	99.23 	99.53 	102.19 	102.21 	102.07 	102.85 	104.05 	105.49 	105.80 	105.80 	106.92 
NRG,I15,IT	99.1 	99.8 	100.1 	102.7 	102.7 	102.3 	100.1 	101.1 	102.4 	105.0 	104.9 	105.4 
NRG,I15,LT	96.15 	98.94 	99.46 	102.35 	102.07 	101.45 	101.03 	103.17 	102.47 	103.13 	102.12 	104.90 
NRG,I15,LU	97.16 	99.71 	99.46 	101.60 	99.51 	98.44 	101.37 	105.28 	107.03 	107.04 	107.12 	108.79 
NRG,I15,LV	97.09 	98.03 	99.06 	100.99 	101.57 	101.89 	101.66 	102.45 	104.51 	104.70 	104.46 	105.28 
NRG,I15,MK	100.84 d	102.01 d	102.79 d	103.54 d	103.66 d	102.57 d	103.25 d	104.95 d	106.27 d	105.80 d	105.41 d	105.88 d
NRG,I15,MT	96.98 	96.98 	96.98 	97.07 	97.07 	97.07 	97.07 	97.10 	97.10 	97.10 	99.59 	99.59 
NRG,I15,NL	97.68 	99.38 	98.91 	103.69 	102.86 	102.44 	103.95 	105.90 	106.09 	107.49 	108.04 	108.46 
NRG,I15,NO	115.5 	123.7 	122.1 	127.2 	131.8 	134.8 	132.7 	131.6 	138.3 	144.3 	145.7 	145.8 
NRG,I15,PL	99.6 	100.8 	100.7 	101.0 	100.5 	99.9 	100.9 	102.7 	103.1 	103.4 	103.6 	104.0 
NRG,I15,PT	101.81 	103.03 	103.23 	105.31 	104.55 	103.71 	105.02 	107.13 	107.87 	107.55 	107.94 	108.48 
NRG,I15,RO	99.87 	101.92 	102.25 	104.91 	104.53 	104.64 	106.58 	108.40 	108.89 	107.86 	108.61 	109.59 
NRG,I15,RS	106.2 d	106.8 d	107.2 d	107.6 d	108.0 d	107.9 d	108.3 d	109.5 d	110.4 d	110.3 d	110.7 d	111.1 d
NRG,I15,SE	106.21 	109.44 	108.91 	111.08 	112.11 	113.73 	113.13 	113.91 	115.85 	118.80 	120.48 	120.88 
NRG,I15,SI	99.72 	100.68 	101.96 	102.89 	103.51 	102.12 	103.11 	104.73 	105.81 	105.18 	105.40 	107.14 
NRG,I15,SK	94.03 	94.53 	94.46 	95.73 	95.62 	95.58 	96.16 	97.19 	97.45 	97.07 	97.40 	97.88 
NRG,I15,TR	116.07 d	119.37 d	120.05 d	123.16 d	122.14 d	122.43 d	126.21 d	128.58 d	129.83 d	130.27 d	138.45 d	148.36 d
NRG,I15,UK	104.5 	105.4 	105.9 	106.4 	106.3 	105.8 	106.7 	108.7 	111.1 	111.5 	112.1 	: 
NRG,PCH_M1,AT	0.7 	1.3 	0.2 	0.0 	-0.6 	-0.6 	1.5 	2.6 	1.2 	-0.3 	0.2 r	1.2 
NRG,PCH_M1,BE	1.5 	2.6 	-0.2 	0.4 	-0.5 	-0.6 	1.5 	2.7 	1.9 	1.1 	1.0 	1.2 
NRG,PCH_M1,BG	0.6 	1.5 	0.8 	0.2 	0.3 	-0.8 	0.2 	2.1 	1.8 	1.0 	0.3 	0.9 
NRG,PCH_M1,CH	0.9 	1.1 	0.3 	2.8 	-0.5 	-0.8 	1.7 	2.4 	0.6 	-0.2 	0.1 	0.8 
NRG,PCH_M1,CY	0.2 	1.7 	0.3 	1.3 	0.7 	-0.3 	1.0 	3.4 	3.5 	0.1 	0.7 	2.8 
NRG,PCH_M1,CZ	0.3 	0.5 	0.0 	1.2 	-0.2 	-0.3 	0.4 	1.1 	1.7 	-0.1 	0.3 	0.2 
NRG,PCH_M1,DE	-0.1 	1.3 	-0.2 	0.4 	-0.4 	-0.6 	1.6 	2.4 	0.5 	-0.1 	0.8 	1.9 
NRG,PCH_M1,DK	0.8 	0.3 	-0.5 	1.0 	-1.0 	0.5 	1.4 	1.9 	0.3 	-1.4 	0.8 	0.3 
NRG,PCH_M1,EA	0.7 	1.5 	0.1 	1.8 	-0.3 	-0.8 	0.8 	2.2 	0.9 	0.7 	0.5 	1.2 
NRG,PCH_M1,EA18	0.7 	1.5 	0.1 	1.8 	-0.3 	-0.9 	0.8 	2.2 	0.9 	0.7 	0.5 	1.2 
NRG,PCH_M1,EA19	0.7 	1.5 	0.1 	1.8 	-0.3 	-0.8 	0.8 	2.2 	0.9 	0.7 	0.5 	1.2 
NRG,PCH_M1,EE	-1.2 	3.1 	-0.4 	2.9 	0.9 	0.0 	0.1 	0.3 	3.3 	1.8 	0.0 	-0.8 
NRG,PCH_M1,EL	-0.6 	1.7 	0.5 	0.6 	-0.4 	-0.6 	1.5 	1.9 	1.0 	0.1 	0.1 	0.1 
NRG,PCH_M1,ES	2.0 	2.0 	0.3 	0.3 	-0.5 	-2.6 	1.5 	4.2 	1.0 	0.7 	0.9 	1.8 
NRG,PCH_M1,EU	0.7 	1.4 	0.1 	1.5 	-0.3 	-0.7 	0.8 	2.1 	1.0 	0.6 	0.4 r	1.0 
NRG,PCH_M1,EU28	0.7 	1.4 	0.1 	1.5 	-0.3 	-0.7 	0.8 	2.1 	1.0 	0.6 	0.4 r	1.0 
NRG,PCH_M1,FI	-0.8 	2.1 	-2.1 	2.3 	-0.9 	-0.6 	2.0 	1.9 	1.3 	0.0 	0.8 	0.8 
NRG,PCH_M1,FR	0.9 	1.6 	0.5 	4.5 	0.0 	-0.7 	0.9 	1.9 	0.8 	0.5 	0.0 	0.9 
NRG,PCH_M1,HR	0.7 	1.0 	0.4 	0.6 	-0.6 	-0.9 	1.4 	1.9 	1.5 	-0.4 	-0.1 	0.9 
NRG,PCH_M1,HU	0.2 	1.8 	-0.6 	0.8 	-0.2 	-0.6 	1.4 	2.2 	1.8 	0.5 	0.0 	0.8 
NRG,PCH_M1,IE	1.0 	2.4 	0.1 	0.3 	0.3 	-0.3 	0.6 	2.0 	2.6 	0.2 	1.3 	0.5 
NRG,PCH_M1,IS	0.4 	0.7 	0.3 	2.7 	0.0 	-0.1 	0.8 	1.2 	1.4 	0.3 	0.0 	1.1 
NRG,PCH_M1,IT	1.1 	0.7 	0.3 	2.6 	0.0 	-0.4 	-2.2 	1.0 	1.3 	2.5 	-0.1 	0.5 
NRG,PCH_M1,LT	-1.1 	2.9 	0.5 	2.9 	-0.3 	-0.6 	-0.4 	2.1 	-0.7 	0.6 	-1.0 	2.7 
NRG,PCH_M1,LU	1.1 	2.6 	-0.3 	2.2 	-2.1 	-1.1 	3.0 	3.9 	1.7 	0.0 	0.1 	1.6 
NRG,PCH_M1,LV	0.9 	1.0 	1.1 	1.9 	0.6 	0.3 	-0.2 	0.8 	2.0 	0.2 	-0.2 	0.8 
NRG,PCH_M1,MK	0.7 d	1.2 d	0.8 d	0.7 d	0.1 d	-1.1 d	0.7 d	1.6 d	1.3 d	-0.4 d	-0.4 d	0.4 d
NRG,PCH_M1,MT	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	2.6 	0.0 
NRG,PCH_M1,NL	-0.2 	1.7 	-0.5 	4.8 	-0.8 	-0.4 	1.5 	1.9 	0.2 	1.3 	0.5 	0.4 
NRG,PCH_M1,NO	-3.3 	7.1 	-1.3 	4.2 	3.6 	2.3 	-1.6 	-0.8 	5.1 	4.3 	1.0 	0.1 
NRG,PCH_M1,PL	0.5 	1.2 	-0.1 	0.3 	-0.5 	-0.6 	1.0 	1.8 	0.4 	0.3 	0.2 	0.4 
NRG,PCH_M1,PT	0.5 	1.2 	0.2 	2.0 	-0.7 	-0.8 	1.3 	2.0 	0.7 	-0.3 	0.4 	0.5 
NRG,PCH_M1,RO	3.8 	2.1 	0.3 	2.6 	-0.4 	0.1 	1.9 	1.7 	0.5 	-0.9 	0.7 	0.9 
NRG,PCH_M1,RS	0.9 d	0.6 d	0.4 d	0.4 d	0.4 d	-0.1 d	0.4 d	1.1 d	0.8 d	-0.1 d	0.4 d	0.4 d
NRG,PCH_M1,SE	-1.3 	3.0 	-0.5 	2.0 	0.9 	1.4 	-0.5 	0.7 	1.7 	2.5 	1.4 	0.3 
NRG,PCH_M1,SI	0.8 	1.0 	1.3 	0.9 	0.6 	-1.3 	1.0 	1.6 	1.0 	-0.6 	0.2 	1.7 
NRG,PCH_M1,SK	0.0 	0.5 	-0.1 	1.3 	-0.1 	0.0 	0.6 	1.1 	0.3 	-0.4 	0.3 	0.5 
NRG,PCH_M1,TR	2.1 d	2.8 d	0.6 d	2.6 d	-0.8 d	0.2 d	3.1 d	1.9 d	1.0 d	0.3 d	6.3 d	7.2 d
NRG,PCH_M1,UK	0.5 	0.9 	0.5 	0.4 	-0.1 	-0.5 	0.9 	1.8 	2.2 	0.4 	0.5 	: 
NRG,PCH_M12,AT	1.1 	2.9 	1.9 	0.7 	0.2 	0.3 	1.9 	5.4 	7.8 	8.1 	7.9 r	7.4 
NRG,PCH_M12,BE	5.6 	9.2 	5.6 	2.6 	1.6 	1.0 	3.5 	8.2 	11.3 	13.4 	13.3 	13.3 
NRG,PCH_M12,BG	4.9 	6.5 	6.4 	4.6 	4.3 	3.1 	2.2 	4.9 	8.5 	10.2 	9.7 	9.1 
NRG,PCH_M12,CH	3.0 	4.6 	3.7 	4.3 	4.1 	4.4 	6.1 	9.4 	10.9 	11.1 	10.0 	9.5 
NRG,PCH_M12,CY	2.9 	3.7 	2.1 	0.8 	-0.2 	-1.7 	0.0 	4.3 	9.8 	13.0 	12.8 	16.3 
NRG,PCH_M12,CZ	0.5 	0.8 	0.2 	0.2 	0.4 	0.3 	0.8 	2.3 	4.6 	5.1 	5.4 	5.2 
NRG,PCH_M12,DE	1.2 	3.7 	1.2 	0.7 	0.1 	0.4 	1.2 	5.2 	6.6 	6.7 	7.1 	7.8 
NRG,PCH_M12,DK	1.1 	1.6 	-0.9 	0.0 	-1.3 	-0.6 	1.1 	4.8 	6.2 	5.2 	6.0 	4.5 
NRG,PCH_M12,EA	3.0 	4.7 	2.9 	2.2 	2.1 	2.0 	2.6 	6.1 	8.0 	9.5 	9.2 	9.5 
NRG,PCH_M12,EA18	3.0 	4.7 	2.9 	2.2 	2.1 	2.0 	2.6 	6.1 	8.0 	9.5 	9.3 r	9.5 
NRG,PCH_M12,EA19	3.0 	4.7 	2.9 	2.2 	2.1 	2.0 	2.6 	6.1 	8.0 	9.5 	9.2 	9.5 
NRG,PCH_M12,EE	3.0 	5.4 	4.2 	6.0 	4.5 	6.1 	5.8 	7.8 	11.7 	13.3 	11.9 	10.3 
NRG,PCH_M12,EL	3.0 	5.3 	3.4 	0.2 	-0.4 	-0.3 	1.0 	4.0 	6.3 	7.0 	6.4 	5.9 
NRG,PCH_M12,ES	3.9 	5.9 	2.5 	-1.7 	1.3 	1.3 	2.3 	7.8 	9.9 	11.2 	11.1 	12.0 
NRG,PCH_M12,EU	2.9 	4.5 	3.0 	2.5 	2.3 	2.3 	2.9 	6.1 	8.2 	9.3 	9.1 r	9.0 
NRG,PCH_M12,EU28	2.9 	4.5 	3.0 	2.5 	2.3 	2.3 	2.9 	6.1 	8.2 	9.3 	9.1 r	9.0 
NRG,PCH_M12,FI	2.7 	5.6 	1.2 	0.4 	-0.9 	-0.8 	1.1 	4.0 	6.3 	6.5 	7.6 	6.9 
NRG,PCH_M12,FR	4.6 	5.3 	4.9 	5.1 	5.1 	4.8 	6.0 	9.7 	11.8 	13.8 	12.6 	12.4 
NRG,PCH_M12,HR	0.6 	1.6 	0.8 	3.2 	2.5 	2.4 	4.3 	7.3 	10.1 	10.5 	9.1 	6.7 
NRG,PCH_M12,HU	1.4 	3.9 	1.0 	0.1 	-0.3 	-0.4 	1.7 	5.6 	8.4 	9.8 	9.2 	8.5 
NRG,PCH_M12,IE	2.8 	5.0 	3.7 	2.0 	2.3 	2.2 	3.0 	6.1 	10.1 	11.4 	12.6 	11.5 
NRG,PCH_M12,IS	1.8 	2.9 	2.5 	2.6 	2.1 	3.2 	3.3 	5.7 	9.8 	9.2 	7.2 	9.0 
NRG,PCH_M12,IT	4.0 	4.4 	4.2 	4.5 	3.6 	3.0 	0.8 	2.0 	4.2 	8.0 	7.6 	7.6 
NRG,PCH_M12,LT	2.3 	4.8 	4.4 	5.2 	4.0 	3.5 	3.1 	7.3 	6.8 	8.3 	7.1 	7.9 
NRG,PCH_M12,LU	3.0 	6.5 	2.6 	2.5 	0.7 	0.6 	3.4 	11.0 	13.9 	15.3 	13.2 	13.2 
NRG,PCH_M12,LV	3.9 	4.2 	3.7 	3.8 	3.4 	3.9 	5.0 	6.2 	9.2 	10.5 	10.1 	9.4 
NRG,PCH_M12,MK	2.2 d	3.2 d	3.5 d	2.0 d	2.0 d	0.3 d	2.1 d	4.0 d	6.5 d	7.8 d	6.7 d	5.7 d
NRG,PCH_M12,MT	2.4 	2.4 	2.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	2.7 	2.7 
NRG,PCH_M12,NL	2.5 	4.8 	2.3 	5.5 	4.2 	4.4 	5.3 	9.2 	10.1 	11.6 	11.4 	10.8 
NRG,PCH_M12,NO	2.5 	3.7 	4.8 	6.4 	10.1 	14.0 	14.3 	13.4 	20.5 	25.3 	25.2 	22.0 
