currency,partner,sector10,sectpart,stk_flow,bop_item,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT	: 	: 	: 	: 	139419.0 	170407.0 	190681.0 	208137.0 	223012.0 	255341.0 	297200.0 	339641.0 	363588.0 	356935.0 	360291.0 	378087.0 	378926.0 	395070.0 	387775.0 	399816.0 	386923.0 	381374.0 	373019.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	207477.0 	216450.0 	269458.0 	288077.0 	344442.0 	328715.0 	304656.0 	353357.0 	385084.0 	511620.0 	562182.0 	610663.0 	615001.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3416.7 	3010.0 	3785.3 	4672.3 	7722.0 	8699.0 	11940.0 	10882.9 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12639.0 	14206.0 	12572.0 	11399.0 	9352.0 	10705.0 	11672.0 	13149.0 	17244.0 	16703.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,CZ	124934.0 	144807.0 	169033.0 	166128.0 	165579.0 	164592.0 	180346.0 	201120.0 	223620.0 	381019.0 	437806.0 	487994.0 	556342.0 	508095.0 	653436.0 	780823.0 	799846.0 	867306.0 	979126.0 	1000177.0 	1234416.0 	1350016.0 	1515737.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,DE	: 	: 	: 	: 	1078666.0 	1121141.0 	1207024.0 	1240729.0 	1372034.0 	1529120.0 	1792018.0 	1904308.0 	2213822.0 	2040481.0 	2112099.0 	2256801.0 	2353275.0 	2546126.0 	2464253.0 	2644178.0 	2633582.0 	2610802.0 	2552099.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1329065.0 	1421734.0 	1545721.0 	1439903.0 	1709779.0 	1960271.0 	1920295.0 	2120617.0 	2296750.0 	2648773.0 	3071052.0 	2984781.0 	3246044.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3302.7 	2856.3 	2960.4 	3123.8 	2087.0 	1300.0 	1418.0 	1340.0 	1813.1 	2010.3 	2029.5 	2002.6 	2138.9 	2397.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,EL	: 	: 	: 	: 	: 	: 	: 	: 	105990.1 	138357.0 	171326.0 	194367.3 	236437.1 	208979.0 	238565.0 	160001.0 	81636.0 	59712.0 	55806.0 	54786.0 	48570.0 	44835.0 	50500.0 
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,ES	: 	: 	: 	: 	268391.0 	310659.0 	333076.0 	362459.0 	422044.0 	562490.0 	728382.0 	964580.0 	1086940.0 	957955.0 	1068050.0 	946224.0 	842308.0 	: c	902435.0 	1010146.0 	1048368.0 	1038662.0 	1112655.0 
