unit,co_nco,na_item,finpos,sector,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,NCO,F4,LIAB,S11,AT	116117.8 	122668.3 	130334.1 	138521.8 	149945.0 	169249.9 	180353.9 	183773.3 	189613.6 	188318.5 	191601.2 	204287.0 	229519.7 	243325.2 	235598.1 	244953.2 	251408.6 	253318.8 	267855.6 	263031.3 	272976.5 	284268.2 	297935.3 
MIO_NAC,NCO,F4,LIAB,S11,BE	137014.8 	143057.5 	163423.3 	183212.8 	220103.9 	260194.1 	288564.1 	290104.6 	315196.1 	336651.4 	341328.8 	357128.3 	407882.9 	483781.2 	492426.8 	472487.9 	516346.7 	537915.3 	544566.4 	549738.4 	571170.4 	667225.3 	635983.1 
MIO_NAC,NCO,F4,LIAB,S11,BG	386.0 	1105.0 	1901.0 	2597.0 	4508.0 	8982.0 	13173.0 	13870.0 	17972.0 	24610.0 	33856.0 	40351.0 	63951.0 	78331.0 	83245.0 	84378.0 	87036.0 	89952.0 	94994.0 	92093.0 	85543.0 	85729.0 	85304.0 
MIO_NAC,NCO,F4,LIAB,S11,CY	19528.1 	19818.5 	20589.8 	21698.0 	22006.6 	23963.5 	22653.6 	24070.3 	24203.4 	24795.0 	26802.8 	27611.2 	30374.9 	35517.1 	37021.4 	39028.9 	40500.5 	39642.0 	38658.5 	39281.9 	40259.5 	40581.9 	40942.9 
MIO_NAC,NCO,F4,LIAB,S11,CZ	884800.0 	1042794.0 	1275626.0 	1193318.0 	1192056.0 	1176046.0 	1111337.0 	1131887.0 	1015336.0 	1069235.0 	1093224.0 	1226756.0 	1333973.0 	1512882.0 	1441876.0 	1443980.0 	1525535.0 	1610395.0 	1831472.0 	1805538.0 	1862961.0 	1875778.0 	2013984.0 
MIO_NAC,NCO,F4,LIAB,S11,DE	902572.0 	950375.0 	1003188.0 	1069241.0 	1078424.0 	1171371.0 	1232136.0 	1263907.0 	1255234.0 	1200770.0 	1182573.0 	1233221.0 	1288454.0 	1327925.0 	1304664.0 	1289573.0 	1311031.0 	1335478.0 	1412862.0 	1393482.0 	1449653.0 	1479229.0 	1571928.0 
MIO_NAC,NCO,F4,LIAB,S11,DK	592886.0 	652927.0 	699743.0 	651600.0 	743023.0 	879335.0 	994307.0 	951881.0 	977744.0 	1016393.0 	1082802.0 	1401665.0 	1522395.0 	1726482.0 	1578062.0 	1588051.0 	1604892.0 	1679832.0 	1641821.0 	1613561.0 	1758818.0 	1785949.0 	1765836.0 
MIO_NAC,NCO,F4,LIAB,S11,EE	863.6 	1205.3 	1841.4 	2772.7 	3082.6 	3804.0 	4715.0 	5449.4 	6559.8 	8109.5 	9538.3 	13759.4 	16724.6 	17615.1 	14928.3 	13881.0 	13584.5 	14339.6 	15193.3 	16457.5 	16201.8 	16217.5 	16380.2 
MIO_NAC,NCO,F4,LIAB,S11,EL	27386.1 	29937.7 	33182.1 	38984.3 	44697.2 	52444.0 	61961.1 	66678.4 	74078.4 	79583.7 	88784.2 	98320.1 	109454.1 	124621.7 	126568.7 	145245.0 	134854.2 	126060.0 	117429.4 	117635.2 	114594.1 	112453.5 	107773.3 
MIO_NAC,NCO,F4,LIAB,S11,ES	202657.0 	211479.0 	231577.0 	265344.0 	343267.0 	455825.0 	546354.0 	610054.0 	676078.0 	769472.0 	914009.0 	1146865.0 	1331758.0 	1408901.0 	1391668.0 	1416067.0 	1401858.0 	1292524.0 	1210102.0 	1157385.0 	1128871.0 	1110574.0 	1090021.0 
MIO_NAC,NCO,F4,LIAB,S11,FI	63844.0 	66252.0 	72933.0 	72561.0 	93086.0 	109793.0 	107696.0 	110447.0 	116079.0 	121460.0 	123361.0 	133673.0 	151470.0 	185128.0 	170514.0 	175856.0 	183878.0 	184791.0 	193121.0 	205653.0 	227107.0 	212547.0 	226393.0 
MIO_NAC,NCO,F4,LIAB,S11,FR	979548.0 	983453.0 	1012980.0 	1033208.0 	1108939.0 	1211243.0 	1284073.0 	1331557.0 	1321775.0 	1405778.0 	1487929.0 	1607532.0 	1760685.0 	1886549.0 	1829157.0 	1847070.0 	1993532.0 	2028623.0 	2015890.0 	2240317.0 	2400360.0 	2510591.0 	2628886.0 
MIO_NAC,NCO,F4,LIAB,S11,HR	: 	: 	: 	: 	: 	: 	92121.9 	121535.6 	130911.2 	145377.7 	161716.3 	191215.7 	229588.2 	273085.5 	297797.2 	324207.7 	326237.1 	318048.9 	322970.3 	319741.9 	321946.9 	322994.2 	333153.0 
