stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
EXP,TOTAL,WRL_REST,PCH_M12_NSA,EA19	5.2 	9.0 	8.5 	0.9 	9.1 	1.8 	-3.2 	8.2 	-0.8 	6.0 	9.3 	5.6 
EXP,TOTAL,WRL_REST,PCH_M12_NSA,EU28	6.0 	8.5 	7.4 	-3.1 	6.3 	0.3 	-3.0 	7.1 	-2.5 	8.6 	9.6 	9.2 
EXP,TOTAL,WRL_REST,PCH_M1_SA,EA19	1.0 	-2.1 	4.3 	1.7 	-0.9 	-3.3 	1.3 	0.5 	0.4 	1.7 	-1.1 	2.1 
EXP,TOTAL,WRL_REST,PCH_M1_SA,EU28	2.5 	-2.0 	4.2 	2.4 	-0.9 	-4.0 	3.3 	-1.6 	0.2 	4.0 	-1.0 	2.0 
EXP,TOTAL,WRL_REST,TVAL_SA,EA19	184894.7 	180964.4 	188676.0 	191974.8 	190297.5 	184021.9 	186431.9 	187273.7 	187931.7 	191204.7 	189164.7 	193096.0 
EXP,TOTAL,WRL_REST,TVAL_SA,EU28	156965.7 	153885.1 	160306.5 	164146.2 	162673.0 	156133.0 	161294.8 	158753.9 	159099.9 	165511.9 	163842.8 	167043.9 
