currency,bop_item,sector10,sectpart,partner,stk_flow,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,FI	: 	: 	: 	: 	23934.6 	28990.4 	39675.9 	35904.2 	5415.5 	63336.0 	68270.9 	82735.4 	91600.0 	104459.8 	110747.1 	140179.2 	194965.4 	197030.4 	167613.7 	167027.1 	164208.0 	: c	121416.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,FR	: 	: 	: 	: 	639774.0 	670021.0 	771319.0 	785719.0 	751931.0 	843884.0 	1109077.0 	1216646.0 	1438470.0 	1402258.0 	1388147.0 	1617760.0 	1709980.0 	1610124.0 	1575545.0 	1712130.0 	1741559.0 	1824869.0 	1884674.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,HR	: 	: 	: 	: 	: 	31169.0 	44465.0 	31568.0 	40892.0 	42988.0 	34543.0 	37328.0 	47143.0 	50554.0 	45678.0 	43045.0 	41507.0 	40203.0 	37852.0 	46329.0 	46342.0 	48298.0 	48388.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,HU	: 	: 	: 	: 	1689308.8 	1596174.7 	2358478.6 	2228661.0 	2825204.0 	3796358.7 	4531519.7 	5812592.9 	7137629.0 	5355515.0 	5822298.0 	6400654.0 	6341506.0 	5453599.5 	5183613.8 	5316668.0 	7264593.4 	9305322.1 	9747805.2 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,IE	: 	: 	: 	: 	: 	: 	: 	309198.1 	346318.1 	407998.0 	556208.0 	653340.2 	790483.6 	832347.0 	787222.0 	845346.0 	896045.0 	847576.0 	835998.0 	924650.0 	1085759.0 	1059208.0 	1116015.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,IT	: 	: 	: 	: 	286995.0 	319675.0 	323496.0 	347257.0 	370189.0 	404243.0 	449040.0 	533360.0 	583510.0 	498802.0 	463671.0 	414714.0 	461571.0 	502138.0 	468078.0 	492782.0 	480176.0 	488532.0 	505578.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	2143.4 	2839.8 	3164.5 	4439.4 	4881.7 	5305.0 	6164.0 	6493.0 	6072.0 	5946.8 	5532.4 	11548.8 	12367.4 	11569.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,LU	: 	: 	: 	: 	: 	: 	: 	566801.0 	563106.0 	655411.0 	854827.0 	1032091.0 	1239665.0 	1111570.0 	973673.0 	1060225.0 	869028.0 	955611.0 	1002895.0 	1213441.0 	1236371.0 	1314097.0 	1321915.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,LV	: 	: 	: 	: 	: 	1776.0 	1992.0 	2386.0 	2886.0 	4202.0 	4875.0 	6151.0 	10298.0 	10574.0 	11395.0 	12223.0 	12514.0 	12609.0 	12643.0 	16183.0 	14145.0 	14221.0 	13638.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	10997.1 	11641.7 	15280.4 	29480.2 	37359.4 	36054.9 	41468.0 	43304.0 	45850.8 	45963.9 	44782.5 	44027.2 	43693.6 	50656.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,NL	: 	: 	: 	: 	: 	: 	: 	: 	501321.0 	555497.0 	661695.0 	836549.0 	981148.0 	908742.0 	848760.0 	906070.0 	1002971.0 	955346.0 	911277.0 	1059206.0 	1122343.0 	1168356.0 	1130168.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	101693.0 	114948.0 	122517.0 	117109.0 	116194.0 	96896.0 	93030.0 	111251.0 	114038.0 	114718.0 	126820.0 	142658.0 	156343.0 	164385.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,PT	: 	35966.0 	51645.0 	58098.0 	61275.0 	73291.0 	83470.0 	88971.0 	96609.0 	96562.0 	100514.0 	112965.0 	122298.0 	113816.0 	116992.0 	125796.0 	124788.0 	126185.0 	116404.0 	118840.0 	110660.0 	101701.0 	95433.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24640.0 	24362.0 	27751.0 	34443.0 	45268.0 	51854.0 	54325.0 	56434.0 	57120.0 	66926.0 	57498.0 	70776.0 	82444.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,SE	: 	: 	: 	545390.0 	625512.0 	779424.0 	751075.0 	754030.0 	801986.0 	947174.0 	1156899.0 	1527472.0 	1879446.0 	2070866.0 	1910105.0 	1997328.0 	2400601.0 	2383226.0 	2617624.0 	2884325.0 	2845426.0 	3011864.0 	3494035.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,SI	3461.8 	3482.5 	3501.3 	3551.3 	3943.4 	4487.3 	5878.0 	6102.0 	6566.0 	7908.0 	10001.0 	11225.0 	15487.0 	15494.0 	14437.0 	13068.0 	13499.0 	13844.7 	14414.1 	19134.6 	18501.5 	16299.8 	14473.2 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	6659.3 	6737.9 	6460.2 	7488.8 	6991.9 	12089.0 	11929.0 	10167.8 	13508.7 	18541.9 	21423.9 	18382.2 	17115.3 	29051.1 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,A_LE,UK	: 	: 	: c	: c	1188674.0 	1510268.0 	1566427.0 	1605931.0 	1887651.0 	2224041.0 	2792999.0 	3008221.0 	3794672.0 	4312282.0 	3591816.0 	3903781.0 	4187514.0 	3863204.0 	3597418.0 	3624527.0 	3483910.0 	4181763.0 	4312989.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,AT	: 	: 	: 	: 	102972.0 	118219.0 	128346.0 	125332.0 	121594.0 	135823.0 	180197.0 	205474.0 	215548.0 	231728.0 	210140.0 	214746.0 	232472.0 	231203.0 	216712.0 	210511.0 	212888.0 	211124.0 	221237.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	606883.3 	656273.7 	755310.5 	684276.0 	547277.0 	522386.0 	556457.0 	483569.0 	367623.0 	412760.0 	408523.0 	427785.0 	412603.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,BG	: 	: 	: 	: 	: 	11790.7 	11103.2 	11208.6 	11151.7 	14897.6 	18576.3 	23845.1 	32454.6 	43844.6 	44393.3 	46683.2 	45119.0 	45241.1 	42840.2 	45275.1 	40047.0 	39567.8 	38181.6 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89058.0 	104134.0 	106156.0 	101885.0 	98191.0 	80874.0 	73395.0 	73976.0 	71926.0 	67706.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,CZ	402642.0 	526965.0 	649395.0 	609688.0 	661809.0 	651959.0 	614854.0 	587857.0 	659916.0 	686863.0 	753102.0 	782699.0 	905683.0 	1057386.0 	994259.0 	992905.0 	1051041.0 	1047832.0 	1195374.0 	1302631.0 	1284866.0 	1441190.0 	2145646.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,DE	: 	: 	: 	: 	1027861.0 	1205707.0 	1319934.0 	1329293.0 	1324745.0 	1359087.0 	1464453.0 	1584351.0 	1682777.0 	1776617.0 	1675738.0 	1929636.0 	1972269.0 	1922458.0 	1731060.0 	1800167.0 	1886938.0 	2079711.0 	2162703.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1017927.0 	1214495.0 	1489807.0 	1602266.0 	1486139.0 	1636489.0 	1527068.0 	1501007.0 	1506360.0 	1337838.0 	1187396.0 	1221255.0 	1261022.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	4158.6 	6299.9 	9519.0 	13459.0 	14751.0 	14097.0 	12773.0 	12878.0 	13653.3 	13132.9 	14030.3 	14372.0 	14312.7 	14271.7 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,EL	: 	: 	: 	: 	: 	: 	: 	: 	68597.0 	68074.0 	84493.0 	103079.0 	134361.0 	170568.0 	192947.0 	263733.0 	306144.0 	393583.0 	374887.0 	375714.0 	399992.0 	391987.0 	360775.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,ES	: 	: 	: 	: 	235704.0 	289826.0 	317578.0 	355298.0 	399871.0 	413552.0 	487531.0 	502509.0 	579534.0 	681390.0 	687750.0 	718395.0 	835091.0 	910520.0 	775163.0 	785197.0 	829216.0 	894476.0 	945334.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,FI	: 	: 	: 	: 	37941.3 	54085.3 	65913.5 	56848.8 	47925.8 	53850.0 	61240.5 	77461.6 	85534.0 	106714.4 	129694.1 	166803.1 	222652.7 	230795.7 	201712.9 	202671.0 	179947.0 	: c	167113.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,FR	: 	: 	: 	: 	607015.0 	692568.0 	781019.0 	814836.0 	817234.0 	963251.0 	1274211.0 	1538848.0 	1898055.0 	1976518.0 	1804906.0 	1964772.0 	1854825.0 	1772973.0 	1660733.0 	1810431.0 	1907243.0 	2036705.0 	2147527.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,HR	: 	: 	: 	: 	: 	61367.7 	64011.0 	76784.0 	109153.0 	125206.0 	143448.0 	169437.0 	187305.0 	232955.0 	250162.0 	253798.0 	261594.0 	235583.0 	229570.0 	224924.0 	214792.0 	191560.0 	179250.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,HU	: 	: 	: 	: 	3407419.8 	4286110.7 	4205542.3 	3624192.2 	5145572.7 	6846154.1 	8673128.2 	10073870.5 	12779733.0 	17509845.0 	20552182.0 	21883939.0 	22620792.0 	17432260.6 	14407206.2 	14319685.6 	13453000.7 	13065928.9 	12892996.3 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,IE	: 	: 	: 	: 	: 	: 	: 	325748.0 	384127.0 	435639.0 	554451.0 	676623.0 	810088.0 	956533.0 	882190.0 	856616.0 	858129.0 	793033.0 	934373.0 	1053903.0 	1085826.0 	1088360.0 	1112215.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,IT	: 	: 	: 	: 	352425.0 	401825.0 	391118.0 	382849.0 	396007.0 	407779.0 	473026.0 	553766.0 	653762.0 	591136.0 	551362.0 	659072.0 	787428.0 	820385.0 	773912.0 	736421.0 	786919.0 	873164.0 	924922.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	5178.3 	7449.2 	10267.4 	15313.4 	18066.1 	16108.0 	14266.9 	14066.6 	12435.3 	12047.8 	11105.3 	13361.6 	18653.6 	19621.4 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,LU	: 	: 	: 	: 	: 	: 	: 	487359.0 	514663.0 	564602.0 	751681.0 	906009.0 	1022132.0 	957816.0 	807826.0 	852631.0 	728424.0 	709540.0 	727224.0 	933130.0 	944508.0 	965955.0 	946039.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,LV	: 	: 	: 	: 	: 	3337.0 	3998.0 	4913.0 	6026.0 	8303.0 	10984.0 	15678.0 	23787.0 	25973.0 	25108.0 	26454.0 	25379.0 	24186.0 	23842.0 	25323.0 	25707.0 	26641.0 	27757.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	16525.9 	21569.9 	23512.5 	34451.6 	43996.4 	43712.0 	44477.9 	48171.7 	49998.2 	50721.4 	56896.7 	50077.8 	45028.3 	46229.9 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,NL	: 	: 	: 	: 	: 	: 	: 	: 	564624.0 	624209.0 	711709.0 	907940.0 	1079940.0 	976043.0 	911138.0 	957118.0 	1022231.0 	975138.0 	928338.0 	1039072.0 	1138728.0 	1181450.0 	1135263.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	195119.0 	188718.0 	214887.0 	279315.0 	398606.0 	419372.0 	442970.0 	506871.0 	469270.0 	483585.0 	510442.0 	523438.0 	608972.0 	530851.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,PT	: 	44343.0 	56285.0 	71075.0 	83365.0 	110512.0 	128684.0 	138751.0 	149693.0 	162451.0 	177509.0 	198690.0 	214367.0 	208433.0 	211227.0 	238998.0 	254409.0 	274298.0 	260050.0 	264797.0 	257354.0 	264925.0 	254934.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84669.0 	103013.0 	160255.0 	227875.0 	275983.0 	313355.0 	333961.0 	320398.0 	284154.0 	256714.0 	233777.0 	213249.0 	212218.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,SE	: 	: 	: 	754758.0 	746841.0 	1050666.0 	1153322.0 	1116955.0 	1152833.0 	1341656.0 	1572169.0 	1780781.0 	2057919.0 	2603891.0 	2108702.0 	1976716.0 	2090476.0 	2008275.0 	1974613.0 	2229786.0 	2031805.0 	2274302.0 	2558145.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,SI	3621.1 	3774.7 	4337.7 	4735.3 	5870.5 	7026.8 	7749.0 	8726.0 	10143.0 	12454.0 	17226.0 	20660.0 	30852.0 	34486.0 	31077.0 	28950.0 	27557.0 	28236.4 	23172.6 	20896.3 	20186.1 	20940.7 	20022.8 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	13415.4 	19048.7 	14950.9 	18871.7 	20365.4 	30422.0 	30541.0 	30853.2 	24194.1 	23871.0 	26096.7 	26303.5 	30036.2 	44079.9 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,L_LE,UK	: 	: 	: c	: c	1357465.0 	1642504.0 	1850421.0 	1879160.0 	2134273.0 	2520914.0 	3023606.0 	3281049.0 	4175221.0 	4478294.0 	3735469.0 	3922639.0 	4086421.0 	3882107.0 	3574935.0 	3610677.0 	3305314.0 	3751316.0 	4006115.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,AT	: 	: 	: 	: 	-3693.0 	-1429.0 	5290.0 	4220.0 	18122.0 	21551.0 	13458.0 	30414.0 	54054.0 	75109.0 	77085.0 	60519.0 	68494.0 	67760.0 	75077.0 	67153.0 	50180.0 	35608.0 	28311.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-69164.8 	-69377.1 	-83504.7 	-51354.0 	21994.0 	41317.0 	35148.0 	68280.0 	96570.0 	55368.0 	66649.0 	82253.0 	36704.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,BG	: 	: 	: 	: 	: 	-2207.7 	-651.9 	-2647.8 	-4393.6 	-5754.5 	-8617.2 	-10052.9 	-20412.2 	-31996.4 	-31501.5 	-33551.6 	-30389.7 	-31860.1 	-27316.5 	-25782.8 	-21753.6 	-17675.9 	-15558.7 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-34542.0 	-47106.0 	-53085.0 	-41843.0 	-35559.0 	-22338.0 	-19831.0 	-23597.0 	-18374.0 	-17085.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,CZ	-22943.0 	-80826.0 	-11237.0 	41260.0 	95257.0 	84945.0 	163582.0 	-72501.0 	-240826.0 	-172900.0 	-118410.0 	-144268.0 	-229362.0 	-278835.0 	-236333.0 	-148555.0 	-125293.0 	-60911.0 	-71048.0 	-104305.0 	-152950.0 	-251152.0 	-953475.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,DE	: 	: 	: 	: 	38292.0 	-34985.0 	-3499.0 	56126.0 	174954.0 	258925.0 	314987.0 	413941.0 	606476.0 	630160.0 	587279.0 	528382.0 	625912.0 	681669.0 	690263.0 	734958.0 	714337.0 	702764.0 	690810.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-229958.0 	-307387.0 	-347018.0 	-415447.0 	-485743.0 	-553197.0 	-498865.0 	-484844.0 	-345061.0 	-224736.0 	-60372.0 	68568.0 	189450.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1707.3 	-2950.2 	-6146.1 	-8512.1 	-9425.0 	-9599.0 	-7411.0 	-3198.0 	-2432.7 	-2137.6 	-1761.8 	-1470.6 	-3191.8 	-3980.8 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,EL	: 	: 	: 	: 	: 	: 	: 	: 	-19652.0 	-15597.0 	-25755.0 	-37804.0 	-52174.0 	-60134.0 	-61945.0 	-141861.0 	-180233.0 	-286847.0 	-290295.0 	-299722.0 	-308089.0 	-315743.0 	-296023.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,ES	: 	: 	: 	: 	-70754.0 	-104581.0 	-142977.0 	-149995.0 	-193490.0 	-175506.0 	-216124.0 	-166396.0 	-221232.0 	-324803.0 	-354052.0 	-382643.0 	-479929.0 	-504921.0 	-397604.0 	-385233.0 	-406966.0 	-451107.0 	-475584.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,FI	: 	: 	: 	: 	-14006.7 	-25094.9 	-26237.6 	-20944.6 	-42510.3 	9486.0 	7030.4 	5273.8 	6066.0 	-2254.6 	-18947.1 	-26623.9 	-27687.3 	-33765.3 	-34099.1 	-35643.9 	-15739.0 	: c	-45697.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,FR	: 	: 	: 	: 	32759.0 	-22547.0 	-9700.0 	-29117.0 	-65303.0 	-119367.0 	-165134.0 	-322202.0 	-459585.0 	-574260.0 	-416759.0 	-347012.0 	-144845.0 	-162849.0 	-85188.0 	-98301.0 	-165684.0 	-211836.0 	-262853.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,HR	: 	: 	: 	: 	: 	-30198.7 	-19546.0 	-45216.0 	-68261.0 	-82218.0 	-108905.0 	-132109.0 	-140162.0 	-182401.0 	-204484.0 	-210753.0 	-220087.0 	-195380.0 	-191718.0 	-178595.0 	-168450.0 	-143262.0 	-130862.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,HU	: 	: 	: 	: 	-1718111.0 	-2689936.0 	-1847063.7 	-1395531.2 	-2320368.7 	-3049795.4 	-4141608.5 	-4261277.6 	-5642103.9 	-12154330.0 	-14729884.0 	-15483285.0 	-16279286.0 	-11978661.1 	-9223592.5 	-9003017.6 	-6188407.3 	-3760606.9 	-3145191.1 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,IE	: 	: 	: 	: 	: 	: 	: 	-16549.9 	-37809.0 	-27641.0 	1757.0 	-23282.8 	-19604.4 	-124186.0 	-94968.0 	-11270.0 	37916.0 	54543.0 	-98375.0 	-129253.0 	-67.0 	-29152.0 	3800.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,IT	: 	: 	: 	: 	-65430.0 	-82150.0 	-67622.0 	-35592.0 	-25818.0 	-3536.0 	-23986.0 	-20406.0 	-70252.0 	-92334.0 	-87691.0 	-244358.0 	-325857.0 	-318247.0 	-305834.0 	-243639.0 	-306743.0 	-384632.0 	-419344.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3034.9 	-4609.4 	-7102.9 	-10874.0 	-13184.4 	-10803.0 	-8102.9 	-7573.7 	-6363.2 	-6100.9 	-5572.9 	-1812.8 	-6286.1 	-8052.4 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,LU	: 	: 	: 	: 	: 	: 	: 	79442.0 	48443.0 	90809.0 	103146.0 	126082.0 	217533.0 	153754.0 	165847.0 	207594.0 	140604.0 	246071.0 	275671.0 	280311.0 	291863.0 	348142.0 	375876.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,LV	: 	: 	: 	: 	: 	-1561.0 	-2006.0 	-2527.0 	-3140.0 	-4101.0 	-6109.0 	-9527.0 	-13489.0 	-15399.0 	-13713.0 	-14231.0 	-12865.0 	-11577.0 	-11199.0 	-9140.0 	-11562.0 	-12420.0 	-14119.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5528.8 	-9928.2 	-8232.1 	-4971.5 	-6636.9 	-7657.0 	-3009.9 	-4867.7 	-4147.4 	-4757.5 	-12114.2 	-6050.6 	-1334.7 	4426.1 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,NL	: 	: 	: 	: 	: 	: 	: 	: 	-63303.0 	-68712.0 	-50014.0 	-71391.0 	-98792.0 	-67301.0 	-62378.0 	-51048.0 	-19260.0 	-19792.0 	-17061.0 	20134.0 	-16385.0 	-13094.0 	-5095.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-93426.0 	-73770.0 	-92370.0 	-162206.0 	-282412.0 	-322476.0 	-349940.0 	-395620.0 	-355232.0 	-368867.0 	-383622.0 	-380780.0 	-452629.0 	-366466.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,PT	: 	-8377.0 	-4640.0 	-12977.0 	-22090.0 	-37221.0 	-45214.0 	-49780.0 	-53084.0 	-65889.0 	-76995.0 	-85725.0 	-92069.0 	-94617.0 	-94235.0 	-113202.0 	-129621.0 	-148113.0 	-143646.0 	-145957.0 	-146694.0 	-163224.0 	-159501.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-60029.0 	-78651.0 	-132504.0 	-193432.0 	-230715.0 	-261501.0 	-279636.0 	-263964.0 	-227034.0 	-189788.0 	-176279.0 	-142473.0 	-129774.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,SE	: 	: 	: 	-209368.0 	-121329.0 	-271242.0 	-402247.0 	-362925.0 	-350847.0 	-394482.0 	-415270.0 	-253309.0 	-178473.0 	-533025.0 	-198597.0 	20612.0 	310125.0 	374951.0 	643011.0 	654539.0 	813621.0 	737562.0 	935890.0 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,SI	-159.3 	-292.2 	-836.4 	-1184.0 	-1927.1 	-2539.5 	-1871.0 	-2624.0 	-3577.0 	-4546.0 	-7225.0 	-9435.0 	-15365.0 	-18992.0 	-16640.0 	-15882.0 	-14058.0 	-14391.7 	-8758.5 	-1761.7 	-1684.6 	-4640.9 	-5549.6 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6756.1 	-12310.8 	-8490.7 	-11382.9 	-13373.5 	-18333.0 	-18612.0 	-20685.4 	-10685.4 	-5329.2 	-4672.8 	-7921.3 	-12920.9 	-15028.7 
MIO_NAC,FA__O__F,S1,S1,WRL_REST,N_LE,UK	: 	: 	: c	: c	-168791.0 	-132236.0 	-283994.0 	-273229.0 	-246622.0 	-296873.0 	-230607.0 	-272828.0 	-380549.0 	-166012.0 	-143653.0 	-18858.0 	101093.0 	-18903.0 	22483.0 	13850.0 	178596.0 	430447.0 	306874.0 
