stk_flow,sitc06,partner,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
EXP,SITC5,WRL_REST,PCH_M12_NSA,EA19	2.6 	6.2 	5.9 	4.6 	14.4 	1.8 	-1.3 	5.3 	0.9 	8.3 	11.1 	9.3 
EXP,SITC5,WRL_REST,PCH_M12_NSA,EU28	0.3 	3.7 	5.2 	3.1 	15.3 	-1.1 	1.1 	5.0 	1.0 	9.6 	13.6 	9.3 
EXP,SITC5,WRL_REST,PCH_M1_SA,EA19	0.9 	-1.2 	4.8 	4.6 	0.6 	-6.1 	2.6 	-3.1 	4.8 	0.1 	-1.6 	3.3 
EXP,SITC5,WRL_REST,PCH_M1_SA,EU28	1.3 	-0.6 	5.6 	4.5 	2.6 	-8.0 	5.3 	-5.9 	5.1 	1.8 	-1.1 	-0.5 
EXP,SITC5,WRL_REST,TVAL_SA,EA19	32019.1 	31643.0 	33147.8 	34660.1 	34863.4 	32739.4 	33585.0 	32534.8 	34090.0 	34125.2 	33571.0 	34694.8 
EXP,SITC5,WRL_REST,TVAL_SA,EU28	27253.9 	27096.6 	28615.6 	29912.3 	30692.0 	28237.0 	29744.5 	27974.7 	29394.8 	29920.3 	29585.4 	29450.1 
