s_adj,direct,sector,na_item,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
SCA,RECV,S1,B6G,MIO_EUR_SCA,AT	85319 	86359 	87128 	87223 	88294 	89578 	90424 	90759 	91877 	93003 	94399 	94972 
SCA,RECV,S1,B6G,MIO_EUR_SCA,BE	101070 	101505 	101778 	106480 	104190 	104919 	106074 	108274 	107730 	108511 	109034 	: 
SCA,RECV,S1,B6G,MIO_EUR_SCA,BG	11511 	11758 	12074 	12454 	12428 	12729 	12805 p	12777 p	13453 p	13323 p	: 	: 
SCA,RECV,S1,B6G,MIO_EUR_SCA,CY	4353 	4419 	4186 	4470 	4459 	4474 	4529 	4587 	4663 	4729 	4781 	4840 
SCA,RECV,S1,B6G,MIO_EUR_SCA,CZ	39627 	40320 	39785 	41846 	40307 	40908 	42090 	43541 	45869 	46768 	48207 	47954 
SCA,RECV,S1,B6G,MIO_EUR_SCA,DE	777387 	782553 	785886 	801452 	793401 	805943 	817703 	816229 	830577 	833973 	849316 	854346 
SCA,RECV,S1,B6G,MIO_EUR_SCA,DK	69619 	68827 	69222 	70005 	69865 	71524 	73440 	73172 	71888 	72980 	72680 	73066 
SCA,RECV,S1,B6G,MIO_EUR_SCA,EE	5038 	5043 	5039 	5126 	5201 	5309 	5532 	5606 	5681 	5858 	5993 	: 
SCA,RECV,S1,B6G,MIO_EUR_SCA,EL	43929 p	44560 p	43650 p	43876 p	43574 p	43539 p	44447 p	44372 p	44528 p	44451 p	: 	: 
SCA,RECV,S1,B6G,MIO_EUR_SCA,ES	267744 	269974 	273184 	275637 	278122 	280626 	283239 	286848 	290132 	294521 	294401 	296995 
SCA,RECV,S1,B6G,MIO_EUR_SCA,FI	53020 	54150 	53472 	53729 	54654 	54826 	55266 	55607 	56057 	57485 	57381 	57802 
SCA,RECV,S1,B6G,MIO_EUR_SCA,FR	552038 	555586 	556171 	556255 	555072 	558642 	568634 	572155 	576927 	582973 	585813 	585191 
SCA,RECV,S1,B6G,MIO_EUR_SCA,IE	48457 	51237 	53610 	53071 	52874 	59903 	53397 	52230 	62107 	61848 	60532 	60892 
SCA,RECV,S1,B6G,MIO_EUR_SCA,LT	9192 	9380 	9257 	9395 	9552 	9790 	10070 	10097 	10435 	10783 	10771 	10865 
SCA,RECV,S1,B6G,MIO_EUR_SCA,LV	6164 	6106 	6203 	6222 	6300 	6430 	6624 	6722 	6843 	6999 	7184 	7290 
SCA,RECV,S1,B6G,MIO_EUR_SCA,NL	170816 	171160 	169998 p	171068 p	173085 p	178498 p	180717 p	180011 p	185753 p	188449 p	189050 p	190277 p
SCA,RECV,S1,B6G,MIO_EUR_SCA,NO	88102 	84152 	82206 	84311 	85253 	91500 	92587 	90224 	90238 	89664 	91340 	95421 
SCA,RECV,S1,B6G,MIO_EUR_SCA,PL	103830 	103803 	100009 	102873 	101847 	103976 	107000 	111282 	113558 	115314 	118093 	: 
SCA,RECV,S1,B6G,MIO_EUR_SCA,PT	44953 	44611 	45607 	45878 	46354 	46822 	47887 e	48137 e	48452 e	48983 e	50053 e	49591 e
SCA,RECV,S1,B6G,MIO_EUR_SCA,RO	40310 p	40081 p	39517 p	44070 p	42977 p	41619 p	: 	: 	: 	: 	: 	: 
SCA,RECV,S1,B6G,MIO_EUR_SCA,SE	112352 	115011 	115354 	116227 	115420 	114511 	117739 	118039 	120339 	118762 	117934 	115195 
SCA,RECV,S1,B6G,MIO_EUR_SCA,SI	9331 	9367 	9615 	9601 	9741 	9908 	10163 	10326 	10598 	10855 	10930 	11236 
SCA,RECV,S1,B6G,MIO_EUR_SCA,SK	19340 e	19335 e	19440 e	19540 e	19670 e	19976 e	20183 e	20467 e	20696 e	20884 e	21141 e	: 
SCA,RECV,S1,B6G,MIO_EUR_SCA,UK	644452 	625880 	604206 	597764 	560770 	558461 	576943 	571405 	556235 	566948 	575436 	582678 
