coicop,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
CP01,I15,AT	103.96 	104.09 	104.22 	104.20 	104.25 	104.23 	104.35 	104.73 	104.68 	104.68 	104.20 r	104.54 
CP01,I15,BE	102.56 	103.02 	103.62 	104.24 	104.33 	104.99 	105.44 	105.18 	105.34 	105.22 	104.65 	104.91 
CP01,I15,BG	103.75 	104.20 	103.87 	104.51 	104.74 	104.43 	105.31 	105.54 	105.04 	105.04 	105.09 	106.49 
CP01,I15,CH	101.39 	101.21 	100.40 	101.05 	100.82 	101.11 	101.10 	102.77 	103.16 	103.46 	102.87 	103.38 
CP01,I15,CY	99.45 	99.25 	97.27 	97.42 	98.32 	99.22 	99.73 	101.63 	101.57 	101.60 	103.72 	103.62 
CP01,I15,CZ	105.8 	106.0 	106.6 	107.1 	106.2 	105.6 	104.9 	106.0 	106.4 	104.5 	104.4 	105.4 
CP01,I15,DE	104.3 	104.5 	105.3 	106.2 	106.1 	106.3 	106.3 	106.5 	106.2 	105.8 	105.6 	106.4 
CP01,I15,DK	103.7 	104.0 	102.9 	103.0 	103.4 	102.4 	102.9 	102.9 	102.9 	103.6 	102.5 	103.1 
CP01,I15,EA	102.84 	103.00 	103.22 	103.80 	103.58 	103.76 	103.92 	104.45 	104.33 	103.99 	104.00 	104.36 
CP01,I15,EA18	102.82 	102.99 	103.20 	103.77 	103.56 	103.74 	103.90 	104.43 	104.32 	103.98 	104.00 	104.34 
CP01,I15,EA19	102.84 	103.00 	103.22 	103.80 	103.58 	103.76 	103.92 	104.45 	104.33 	103.99 	104.00 	104.36 
CP01,I15,EE	106.51 	107.60 	107.44 	108.28 	109.02 	109.00 	108.35 	109.29 	109.97 	109.39 	109.12 	109.79 
CP01,I15,EL	99.61 	99.78 	99.74 	100.17 	100.31 	100.37 	100.23 	100.03 	100.21 	100.43 	100.55 	101.25 
CP01,I15,ES	103.72 	103.46 	103.40 	103.71 	103.54 	103.63 	103.75 	104.47 	104.95 	104.21 	104.25 	104.25 
