currency,bop_item,sector10,sectpart,stk_flow,partner,geo\time	1995Q4 	1996Q1 	1996Q2 	1996Q3 	1996Q4 	1997Q1 	1997Q2 	1997Q3 	1997Q4 	1998Q1 	1998Q2 	1998Q3 	1998Q4 	1999Q1 	1999Q2 	1999Q3 	1999Q4 	2000Q1 	2000Q2 	2000Q3 	2000Q4 	2001Q1 	2001Q2 	2001Q3 	2001Q4 	2002Q1 	2002Q2 	2002Q3 	2002Q4 	2003Q1 	2003Q2 	2003Q3 	2003Q4 	2004Q1 	2004Q2 	2004Q3 	2004Q4 	2005Q1 	2005Q2 	2005Q3 	2005Q4 	2006Q1 	2006Q2 	2006Q3 	2006Q4 	2007Q1 	2007Q2 	2007Q3 	2007Q4 	2008Q1 	2008Q2 	2008Q3 	2008Q4 	2009Q1 	2009Q2 	2009Q3 	2009Q4 	2010Q1 	2010Q2 	2010Q3 	2010Q4 	2011Q1 	2011Q2 	2011Q3 	2011Q4 	2012Q1 	2012Q2 	2012Q3 	2012Q4 	2013Q1 	2013Q2 	2013Q3 	2013Q4 	2014Q1 	2014Q2 	2014Q3 	2014Q4 	2015Q1 	2015Q2 	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	8351.0 	6935.0 	4564.0 	3521.0 	4162.0 	5519.0 	5555.0 	6774.0 	6569.0 	6846.0 	8521.0 	14520.0 	16033.0 	13173.0 	11947.0 	11345.0 	13257.0 	17771.0 	16435.0 	10882.0 	9917.0 	7514.0 	12985.0 	12320.0 	11994.0 	12939.0 	13374.0 	12489.0 	12610.0 	11103.0 	9974.0 	8986.0 	7215.0 	7659.0 	8601.0 	9406.0 	10118.0 	7566.0 	8098.0 	6979.0 	7863.0 	7363.0 	7479.0 	6847.0 	6027.0 	5668.0 	4782.0 	5045.0 	4344.0 	4204.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1131.0 	2017.0 	2957.0 	3081.0 	5841.0 	2200.0 	5243.0 	8019.0 	21628.0 	32990.0 	20819.0 	14767.0 	33956.0 	34790.0 	55877.0 	18703.0 	11341.0 	19812.0 	12473.0 	14567.0 	6996.0 	6050.0 	5732.0 	8214.0 	5427.0 	5029.0 	5491.0 	6352.0 	9302.0 	8205.0 	7635.0 	13006.0 	13436.0 	12063.0 	13846.0 	10390.0 	13351.0 	13900.0 	15295.0 	16273.0 	19868.0 	15409.0 	16326.0 	15980.0 	18508.0 	18909.0 	19110.0 	17385.0 	16680.0 	17019.0 	13505.0 	14822.0 	12973.0 	12818.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55.3 	145.3 	46.8 	49.8 	73.4 	60.0 	138.6 	141.5 	130.9 	158.9 	113.1 	100.8 	80.4 	114.5 	114.4 	102.6 	24.1 	25.8 	46.2 	57.2 	128.1 	97.6 	75.6 	95.6 	76.9 	67.3 	66.9 	105.6 	104.8 	85.8 	83.4 	79.9 	84.9 	170.5 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1444.0 	1521.0 	1573.0 	1794.0 	1746.0 	1610.0 	1610.0 	1537.0 	1615.0 	1757.0 	1575.0 	1502.0 	1462.0 	1465.0 	1543.0 	1520.0 	1499.0 	1610.0 	1595.0 	1648.0 	1731.0 	1636.0 	1580.0 	1605.0 	1654.0 	1571.0 	: c	: c	9062.0 	6342.0 	5446.0 	4352.0 	3557.0 	3549.0 	2641.0 	2065.0 	1842.0 	1642.0 	1702.0 	1587.0 	1655.0 	1795.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8650.0 	7286.0 	6888.0 	6347.0 	8554.0 	5967.0 	9454.0 	15755.0 	15095.0 	27969.0 	31936.0 	31213.0 	31485.0 	30861.0 	28139.0 	24130.0 	24894.0 	20155.0 	21152.0 	39695.0 	40887.0 	50709.0 	47989.0 	42556.0 	43162.0 	42444.0 	36830.0 	53407.0 	47246.0 	45192.0 	53760.0 	69525.0 	82747.0 	102376.0 	87155.0 	145524.0 	154056.0 	122911.0 	106766.0 	102867.0 	108336.0 	120253.0 	122041.0 	95036.0 	97118.0 	95616.0 	121322.0 	128615.0 	116241.0 	120839.0 	131634.0 	93995.0 	77276.0 	58839.0 	58561.0 	55658.0 	58870.0 	67894.0 	87042.0 	100203.0 	115639.0 	84305.0 	81157.0 	76489.0 	83179.0 	83753.0 	75838.0 	69940.0 	63132.0 	71178.0 	62263.0 	64334.0 	77795.0 	69161.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	: 	: 	: 	0.0 	: 	: 	: 	0.0 	: 	: 	: 	0.0 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	784185.0 	638348.0 	607997.0 	972928.0 	916040.0 	836600.0 	940876.0 	927317.0 	954795.0 	857666.0 	731268.0 	671936.0 	629414.0 	601715.0 	631327.0 	704359.0 	791329.0 	903382.0 	694164.0 	714841.0 	665384.0 	756751.0 	790746.0 	719957.0 	611880.0 	550543.0 	521594.0 	493136.0 	475555.0 	419926.0 	434902.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57075.0 	67419.0 	72364.0 	85357.0 	51206.0 	38086.0 	61133.0 	47275.0 	17080.0 	-4519.0 	3674.0 	-37.0 	20845.0 	3815.0 	28306.0 	83164.0 	51978.0 	32815.0 	29106.0 	21532.0 	35357.0 	64312.0 	87815.0 	36949.0 	21521.0 	41751.0 	131316.0 	120318.0 	123893.0 	134634.0 	130342.0 	131179.0 	97019.0 	79646.0 	70916.0 	69095.0 	381308.0 	435225.0 	534066.0 	602687.0 	768142.0 	507316.0 	518334.0 	503336.0 	624154.0 	627177.0 	594059.0 	523818.0 	497244.0 	459397.0 	413793.0 	406877.0 	394242.0 	425561.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.7 	18.1 	19.2 	23.5 	19.6 	22.4 	24.2 	23.1 	14.9 	15.6 	20.3 	35.0 	56.3 	48.6 	81.1 	93.8 	44.8 	47.8 	62.3 	53.5 	43.8 	34.6 	25.1 	31.4 	35.8 	27.4 	25.7 	34.1 	31.9 	33.1 	69.9 	71.4 	52.9 	57.2 	62.9 	43.5 	61.5 	70.7 	44.1 	74.2 	92.3 	74.9 	82.1 	90.0 	78.8 	74.3 	83.3 	61.1 	39.6 	26.4 	28.5 	27.1 	30.8 	28.1 	30.4 	25.5 	19.6 	28.4 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2572.0 	2769.0 	2150.0 	2445.0 	3483.0 	1515.0 	2661.0 	4919.0 	5093.0 	4653.0 	4771.0 	4972.0 	5530.0 	5289.0 	5389.0 	5854.0 	6040.0 	7044.0 	6549.0 	6537.0 	7565.0 	7085.0 	7251.0 	6250.0 	5952.0 	6928.0 	2334.0 	2195.0 	1867.0 	1254.0 	1304.0 	1951.0 	1779.0 	1489.0 	1731.0 	1733.0 	1299.0 	1292.0 	998.0 	904.0 	804.0 	807.0 	937.0 	1367.0 	1535.0 	1790.0 	1115.0 	1145.0 	1118.0 	1162.0 	1275.0 	1228.0 	1073.0 	940.0 	842.0 	947.0 	984.0 	896.0 	947.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	32973.0 	33197.0 	39921.0 	44181.0 	44642.0 	53297.0 	58579.0 	70066.0 	108278.0 	111670.0 	92879.0 	85194.0 	77449.0 	93867.0 	118304.0 	121434.0 	95116.0 	80724.0 	83747.0 	134796.0 	140225.0 	133237.0 	153277.0 	157193.0 	157206.0 	148452.0 	128630.0 	124857.0 	105226.0 	102673.0 	108809.0 	118344.0 	119754.0 	139301.0 	110282.0 	118071.0 	109283.0 	114780.0 	123701.0 	118180.0 	103357.0 	93463.0 	88317.0 	87758.0 	86741.0 	81753.0 	87648.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	20370.8 	17147.9 	19867.8 	28489.7 	25159.4 	36464.8 	33243.8 	29606.8 	26229.0 	27254.3 	26470.0 	27856.7 	29322.9 	36219.7 	37599.1 	36270.9 	45593.5 	50726.7 	51217.4 	93235.1 	98781.8 	84160.5 	90782.2 	81093.7 	101012.2 	132887.3 	151532.7 	108335.0 	92667.5 	90775.3 	169983.3 	184524.4 	180506.8 	174342.6 	168513.1 	135596.2 	115546.5 	93177.7 	89685.2 	85295.6 	85685.0 	96838.9 	114413.8 	124837.4 	150116.0 	105977.0 	110153.0 	96831.0 	109851.0 	108305.0 	102472.0 	: c	22978.0 	21588.0 	20331.0 	20499.0 	20250.0 	21854.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	291185.0 	340435.0 	380117.0 	402374.0 	403186.0 	391264.0 	377943.0 	375129.0 	390285.0 	416484.0 	442907.0 	457945.0 	453664.0 	434355.0 	406887.0 	378889.0 	357171.0 	342958.0 	337511.0 	342055.0 	356613.0 	378351.0 	403958.0 	429516.0 	450902.0 	465316.0 	468864.0 	457629.0 	489512.0 	521395.0 	553279.0 	585162.0 	656743.0 	533869.0 	608082.0 	587628.0 	736706.0 	506657.0 	684284.0 	1060625.0 	1175412.0 	1028339.0 	1057830.0 	926605.0 	1082946.0 	1280372.0 	1351050.0 	825785.0 	716368.0 	723690.0 	1125070.0 	1092163.0 	1015666.0 	1121806.0 	1141478.0 	1080235.0 	1024455.0 	899427.0 	853922.0 	809698.0 	782935.0 	822610.0 	937035.0 	1043731.0 	1206832.0 	913600.0 	944237.0 	802777.0 	904505.0 	960994.0 	884817.0 	794674.0 	707225.0 	670116.0 	662877.0 	608175.0 	602833.0 	639288.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	176.0 	150.0 	208.0 	230.0 	105.0 	278.0 	168.0 	1044.0 	1540.0 	1127.0 	2583.0 	1908.0 	1100.0 	1897.0 	1665.0 	129.0 	128.0 	-3650.0 	-3072.0 	795.0 	3571.0 	11070.0 	10138.0 	9553.0 	12608.0 	9933.0 	11408.0 	10201.0 	14685.0 	13402.0 	7850.0 	5810.0 	5063.0 	3640.0 	6477.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65527.6 	84261.3 	138807.4 	222275.3 	282862.2 	274725.0 	373825.1 	244533.3 	403210.1 	417708.2 	349501.4 	324976.2 	318357.8 	227113.0 	225829.4 	204662.2 	215394.2 	170817.5 	193834.0 	333597.5 	389624.7 	325378.7 	359297.9 	447212.4 	260998.4 	325267.7 	322719.7 	309045.2 	275233.1 	357307.8 	293448.4 	396565.5 	400286.9 	467086.3 	409816.3 	420816.4 	884709.9 	1065026.7 	734300.9 	964459.9 	1359026.3 	964193.3 	736051.9 	645684.8 	796784.9 	1108446.8 	936952.5 	798519.2 	800022.9 	637503.0 	1116632.3 	1272419.9 	1028293.0 	1249916.5 	1204008.5 	1137332.5 	1187328.8 	925592.8 	810125.3 	805759.6 	787966.7 	550252.5 	772911.2 	1226371.7 	1745770.3 	1478640.1 	1350650.3 	1367008.3 	1184840.1 	1345165.2 	1173976.4 	1555933.0 	1296373.5 	1124159.6 	892066.3 	803467.6 	573671.5 	860893.1 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23227.0 	7895.0 	-682.0 	4094.0 	6521.0 	6127.0 	5279.0 	5793.0 	5475.0 	6767.0 	6467.0 	6708.0 	6267.0 	8663.0 	9632.0 	9366.0 	12729.0 	10331.0 	5582.0 	8599.0 	17241.0 	20615.0 	21939.0 	25673.0 	22872.0 	28593.0 	28835.0 	36879.0 	37845.0 	50954.0 	51360.0 	46836.0 	51627.0 	59872.0 	67098.0 	63637.0 	62914.0 	59712.0 	81146.0 	77970.0 	71297.0 	77036.0 	74219.0 	69665.0 	64822.0 	66151.0 	62536.0 	55403.0 	114298.0 	118686.0 	161506.0 	260342.0 	207090.0 	192315.0 	196696.0 	199185.0 	198222.0 	188027.0 	180977.0 	176173.0 	199270.0 	181705.0 	106546.0 	91959.0 	96178.0 	96628.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2860.0 	2569.0 	2505.0 	2938.0 	2746.0 	3246.0 	3220.0 	3797.0 	4289.0 	4703.0 	5061.0 	4910.0 	5711.0 	7346.0 	8924.0 	10538.0 	12304.0 	14062.0 	15832.0 	17978.0 	21152.0 	20190.0 	20547.0 	20916.0 	20168.0 	22606.0 	24035.0 	25624.0 	27018.0 	26313.0 	25341.0 	23752.0 	20082.0 	25285.0 	24146.0 	22080.0 	24528.0 	26991.0 	27087.0 	116053.0 	138028.0 	123521.0 	121814.0 	101911.0 	112598.0 	128125.0 	138425.0 	112136.0 	93426.0 	93372.0 	136427.0 	140761.0 	139709.0 	156548.0 	157336.0 	150071.0 	136653.0 	119120.0 	113276.0 	103708.0 	106024.0 	112326.0 	121531.0 	125680.0 	133134.0 	107411.0 	105637.0 	99237.0 	104440.0 	103995.0 	102804.0 	91678.0 	84932.0 	79755.0 	78397.0 	75413.0 	71515.0 	73642.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.0 	0.0 	0.0 	3.8 	3.5 	8.1 	8.1 	16.7 	22.5 	27.1 	52.6 	63.5 	104.4 	139.4 	151.6 	86.2 	95.9 	38.6 	27.9 	47.2 	35.5 	33.8 	32.2 	87.5 	160.9 	111.6 	113.0 	78.3 	57.0 	90.1 	114.9 	146.4 	223.9 	184.5 	135.9 	172.6 	136.9 	94.8 	82.5 	78.1 	86.0 	163.9 	224.2 	125.9 	100.3 	95.8 	109.5 	104.6 	103.0 	89.3 	154.1 	111.5 	135.0 	134.9 	122.9 	48.1 	97.6 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18406.0 	18406.0 	18406.0 	18406.0 	17936.0 	15478.0 	16624.0 	17345.0 	17425.0 	19761.0 	19317.0 	19801.0 	26343.0 	25329.0 	26989.0 	22878.0 	20257.0 	21789.0 	22159.0 	22622.0 	20555.0 	22329.0 	29727.0 	32314.0 	67015.0 	60514.0 	55351.0 	54991.0 	53385.0 	54455.0 	58971.0 	63939.0 	68425.0 	62028.0 	60865.0 	68280.0 	176565.0 	169503.0 	179110.0 	169114.0 	167205.0 	178216.0 	181179.0 	172511.0 	165631.0 	156703.0 	160064.0 	184677.0 	127510.0 	169136.0 	191322.0 	183042.0 	186226.0 	189090.0 	215026.0 	210918.0 	212469.0 	202282.0 	229376.0 	204892.0 	203467.0 	199917.0 	203995.0 
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	1.0 	1.0 	1.0 	3.0 	2.0 	2.0 	3.0 	7.0 	16.0 	7.0 	10.0 	13.0 	16.0 	14.0 	14.0 	13.0 	15.0 	13.0 	38.0 	11.0 	19.0 	31.0 	18.0 	24.0 	21.0 	36.0 	61.0 	58.0 	64.0 	105.0 	69.0 	155.0 	120.0 	116.0 	293.0 	155.0 	119.0 	122.0 	93.0 	73.0 	103.0 	139.0 	67.0 	81.0 	66.0 	97.0 	113.0 	95.0 	184.0 	159.0 	128.0 	97.0 	99.0 	99.0 	80.0 	19.0 	17.0 	27.0 	103.0 	429.0 	360.0 	361.0 	370.0 	342.0 	330.0 	282.0 	415.0 	204.0 	181.0 	101.0 	106.0 	55.0 	111.0 
