s_adj,bop_item,sector10,sectpart,stk_flow,partner,currency,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,BE	253.0 	-12.0 	-5.0 	31.0 	11.0 	-29.0 	-17.0 	3.0 	-12.0 	12.0 	-34.0 	-36.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,BG	17.1 	40.6 	52.2 	98.6 	16.3 	-17.7 	3.2 	66.1 	34.6 	92.1 	62.7 	134.8 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,CY	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,CZ	56.0 	222.1 	9.7 	917.8 	0.0 	1.5 	51.0 	82.3 	5.1 	-136.0 	123.2 	0.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,DE	204.0 	-206.0 	-536.0 	-304.0 	489.0 	19.0 	-294.0 	357.0 	50.0 	-321.0 	-204.0 	105.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,DK	9.5 	7.8 	8.2 	8.2 	13.7 	9.5 	11.8 	11.0 	10.6 	23.0 	18.0 	10.6 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,EA19	-1842.0 	388.0 	218.0 	1048.0 	951.0 	643.0 	969.0 	139.0 	252.0 	996.0 	1037.0 	1036.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,EE	24.4 	41.4 	40.9 	50.5 	9.9 	14.3 	11.1 	3.9 	2.9 	30.7 	39.4 	28.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,EL	-21.0 	9.0 	83.0 	470.0 	184.0 	-4.0 	8.0 	-2.0 	15.0 	-17.0 	9.0 	91.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,ES	140.0 	207.0 	293.0 	659.0 	335.0 	202.0 	212.0 	283.0 	225.0 	288.0 	56.0 	: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,EU28	-2821.5 	-1972.7 	-1870.6 	-2001.0 	-419.2 	-562.0 	-697.6 	-925.0 	-955.4 	-1073.9 	-854.2 	-823.3 
