NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,FI	16.0 	17.0 	17.0 	16.0 	15.0 	15.0 	15.0 	14.0 	14.0 	15.0 	15.0 	14.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,FR	10.0 	-25.0 	-98.0 	863.0 	47.0 	10.0 	812.0 	-97.0 	32.0 	347.0 	28.0 	179.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,HR	-1.7 	18.1 	18.0 	18.0 	16.3 	16.3 	16.3 	61.0 	61.3 	61.4 	: c	: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,HU	-32.8 	18.2 	88.4 	142.2 	690.4 	318.4 	118.2 	283.3 	71.8 	64.6 	230.5 	283.2 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,IT	-156.0 	278.0 	224.0 	-135.0 	-138.0 	-138.0 	-326.0 	-261.0 	-272.0 	-290.0 	-109.0 	-95.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,LT	28.7 	40.0 	45.1 	142.1 	13.0 	21.9 	29.2 	31.9 	42.0 	48.0 	38.5 	91.3 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,LU	-23.0 	-16.0 	-6.0 	31.0 	3.0 	-16.0 	-17.0 	-15.0 	-14.0 	-16.0 	-5.0 	-10.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,LV	2.0 	44.0 	1.0 	14.0 	26.0 	1.0 	-2.0 	85.0 	2.0 	25.0 	229.0 	52.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,MK	1.2 	0.9 	0.9 	4.2 	0.0 	0.0 	0.3 	0.0 	0.0 	0.2 	: c	: 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,MT	6.7 	0.3 	0.0 	23.0 	20.7 	0.7 	0.2 	0.5 	0.1 	0.2 	2.6 	0.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,NL	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PL	234.5 	575.7 	153.3 	2634.2 	908.4 	244.4 	214.5 	452.3 	421.0 	678.5 	1697.8 	551.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,PT	171.0 	208.0 	214.0 	168.0 	71.0 	140.0 	119.0 	102.0 	139.0 	162.0 	273.0 	235.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RO	28.3 	344.0 	192.5 	826.8 	30.8 	58.4 	175.1 	72.4 	303.6 	80.9 	221.7 	72.4 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,RS	-3.0 	1.0 	-4.0 	0.0 	1.0 	-1.0 	7.0 	-2.0 	0.0 	-1.0 	7.0 	-15.0 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SE	2.7 	-115.5 	-112.7 	-111.7 	-3.5 	-3.4 	-3.3 	-4.1 	-4.2 	-4.2 	15.7 	15.5 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SI	-8.7 	31.5 	-4.9 	-85.3 	-11.8 	-14.1 	-14.0 	-7.5 	-7.5 	-17.1 	-23.2 	6.3 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,SK	75.0 	149.2 	19.5 	159.8 	1.7 	46.1 	43.6 	99.8 	19.9 	300.4 	3.0 	90.2 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_EUR,UK	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
