na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,K,PCH_Q4_NSA,EU28	-0.9 	0.4 	1.1 	1.7 	2.7 	1.2 	-0.4 	-0.2 	-0.7 	-0.8 	0.5 	0.6 
B1G,K,PCH_Q4_NSA,FI	0.0 	1.2 	-6.9 	-0.5 	1.4 	-6.7 	11.0 	-1.0 	-4.1 	6.3 	-5.8 	-8.0 
B1G,K,PCH_Q4_NSA,FR	-0.2 	1.3 	2.6 	2.2 	-0.1 	-2.7 	-5.9 	-8.0 	-7.8 	-5.4 	-2.9 	0.4 
B1G,K,PCH_Q4_NSA,HR	-1.2 	-0.4 	0.5 	1.3 	2.1 	-0.1 	1.5 	1.1 	0.0 	1.2 	-0.8 	-0.1 
B1G,K,PCH_Q4_NSA,HU	0.5 	1.5 	4.5 	3.1 	4.6 	3.9 	3.9 	4.8 	4.0 	3.7 	2.4 	2.6 
B1G,K,PCH_Q4_NSA,IE	8.2 	13.4 	11.0 	13.4 	7.2 	3.2 	-4.4 	-0.5 	5.8 	8.1 	8.9 	5.4 
B1G,K,PCH_Q4_NSA,IT	-4.8 	0.9 	1.1 	0.2 	1.6 	-1.2 	1.4 	2.0 	-0.4 	3.2 	-2.4 	0.6 
B1G,K,PCH_Q4_NSA,LT	7.1 	2.7 	-0.7 	2.6 	0.5 	7.8 	-3.0 	-2.5 	2.1 	-0.6 	2.4 	1.7 
B1G,K,PCH_Q4_NSA,LU	8.0 	4.5 	-1.8 	2.1 	5.0 	0.9 	4.6 	3.1 	1.2 	5.5 	4.7 	-0.6 
B1G,K,PCH_Q4_NSA,LV	-5.1 	4.0 	5.9 	2.4 	4.6 	0.2 	-17.1 	-18.0 	-19.0 	-21.4 	-28.7 	0.4 
B1G,K,PCH_Q4_NSA,MK	6.9 	8.1 	6.2 p	-0.6 p	-0.2 p	-1.4 p	-2.6 e	-0.7 e	-2.6 e	-1.2 e	-0.8 e	-1.8 e
B1G,K,PCH_Q4_NSA,NL	1.1 	0.4 	-0.2 p	-0.2 p	1.8 p	0.2 p	1.5 p	0.5 p	-1.4 p	-1.6 p	-1.3 p	-0.6 p
B1G,K,PCH_Q4_NSA,NO	5.7 	8.1 	4.3 	8.8 	5.2 	6.3 	5.5 	0.4 	1.5 	2.1 	-0.7 	3.2 
B1G,K,PCH_Q4_NSA,PL	12.9 	9.9 	21.1 	1.0 	14.5 	2.8 	-15.2 	1.3 	1.8 	-5.7 	10.6 	10.3 
B1G,K,PCH_Q4_NSA,PT	-3.6 	-1.1 	-4.4 	-4.5 	-1.4 	-1.6 	0.2 	-3.2 	-1.1 	-1.3 	2.2 	3.0 
B1G,K,PCH_Q4_NSA,RO	-10.2 	-13.2 	-7.2 p	-8.2 p	-9.5 p	-5.8 p	-0.9 p	-0.4 p	-1.2 p	2.8 p	0.9 p	-0.1 p
B1G,K,PCH_Q4_NSA,RS	5.2 	3.6 	3.7 	4.0 	4.6 	3.9 	4.8 p	1.7 p	1.8 p	1.1 p	1.1 p	3.4 p
B1G,K,PCH_Q4_NSA,SE	4.1 	7.2 	2.5 	9.9 	9.9 	5.7 	0.0 	-0.2 	-0.2 	-1.6 	3.1 	2.9 
B1G,K,PCH_Q4_NSA,SI	-2.6 	5.7 	-4.0 	5.5 	14.8 	1.3 	-3.3 	-5.7 	-7.6 	12.1 	3.1 	-6.5 
B1G,K,PCH_Q4_NSA,SK	12.7 	6.4 	-7.8 	10.8 	-6.7 	-14.3 	20.6 	2.3 	12.3 	-3.6 	-24.4 	-10.7 
B1G,K,PCH_Q4_NSA,TR	7.6 	2.9 	9.4 	13.3 	0.8 	12.2 	9.8 	9.3 	-5.8 	1.9 	3.0 	12.1 
B1G,K,PCH_Q4_NSA,UK	-3.1 	-2.0 	0.3 	3.7 	5.5 	4.6 	1.3 	1.5 	-0.3 	-2.0 	1.3 	-0.4 
