na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,K,PCH_Q1_SCA,AT	-1.6 	1.6 	-2.4 	1.1 	0.1 	-1.0 	2.4 	0.9 	0.8 	0.8 	-0.1 	-1.2 
B1G,K,PCH_Q1_SCA,BE	-1.5 	1.8 	1.1 	5.6 	0.1 	-1.4 	-3.5 	2.5 	-0.9 	-0.8 	-2.1 	0.4 
B1G,K,PCH_Q1_SCA,BG	6.0 	1.6 	1.9 	2.9 	-0.3 	-1.3 	1.9 	-2.4 	1.0 	0.7 	4.2 p	-0.3 p
B1G,K,PCH_Q1_SCA,CH	-0.4 	-0.3 	-1.4 	-0.6 	0.2 	0.6 	-0.3 	1.7 	0.1 	1.8 	0.3 	0.5 
B1G,K,PCH_Q1_SCA,CY	5.2 	-1.8 	-1.7 	-1.1 	-1.7 	1.1 	-3.2 	-0.8 	0.2 	-0.6 	-1.1 	-0.6 
B1G,K,PCH_Q1_SCA,CZ	2.1 	1.9 	0.0 	2.2 	1.4 	3.2 	-1.2 	3.1 	1.6 	2.7 	-1.2 	-0.1 
B1G,K,PCH_Q1_SCA,DE	-0.5 	0.0 	1.1 	-0.7 	0.5 	0.1 	0.1 	0.1 	0.2 	0.3 	-0.1 	0.1 
B1G,K,PCH_Q1_SCA,DK	-0.8 	-1.5 	-4.5 	0.8 	1.4 	0.2 	0.7 	-0.8 	0.7 	1.3 	1.0 	0.9 
B1G,K,PCH_Q1_SCA,EA	-0.6 	0.4 	0.6 	-0.1 	0.1 	-0.2 	-0.6 	0.2 	-0.1 	0.3 	-0.4 	0.3 
B1G,K,PCH_Q1_SCA,EA19	-0.6 	0.4 	0.6 	-0.1 	0.1 	-0.2 	-0.6 	0.2 	-0.1 	0.3 	-0.4 	0.3 
B1G,K,PCH_Q1_SCA,EE	1.1 	0.3 	-4.6 	-0.8 	3.4 	0.6 	1.6 	0.4 	-2.3 	1.1 	3.1 	0.7 
B1G,K,PCH_Q1_SCA,EL	-3.2 p	0.7 p	0.2 p	-0.7 p	0.6 p	-2.0 p	-3.1 p	-1.4 p	-2.7 p	-2.0 p	-3.4 p	-2.5 p
B1G,K,PCH_Q1_SCA,ES	-1.6 	-0.8 	1.3 p	-2.6 p	-0.1 p	1.5 p	-0.5 p	0.7 p	0.5 p	-1.1 p	1.5 p	-0.2 p
B1G,K,PCH_Q1_SCA,EU28	-0.5 	1.0 	0.9 	0.2 	0.5 	-0.2 	-0.6 	0.0 	0.0 	0.0 	0.0 	0.5 
B1G,K,PCH_Q1_SCA,FI	-1.5 	-0.2 	-6.9 	8.6 	0.6 	-7.9 	10.1 	-2.6 	-2.7 	2.0 	-2.5 	-4.7 
B1G,K,PCH_Q1_SCA,FR	0.8 	0.6 	0.8 	-0.5 	-0.9 	-1.9 	-3.0 	-2.0 	-0.8 	0.1 	-0.1 	1.2 
B1G,K,PCH_Q1_SCA,HR	-0.7 	0.7 	0.7 	0.2 	0.5 	-1.2 	2.0 	-0.3 	-0.4 	0.1 	-0.1 	0.3 
B1G,K,PCH_Q1_SCA,HU	0.4 	1.1 	1.9 	-0.1 	1.6 	0.7 	1.6 	0.9 	0.7 	0.6 	0.4 	0.9 
B1G,K,PCH_Q1_SCA,IE	1.2 	4.9 	4.7 	1.6 	-3.8 	0.6 	-2.5 	5.2 	2.8 	2.4 	-1.2 	1.2 
B1G,K,PCH_Q1_SCA,IT	-1.7 	2.4 	-0.1 	-0.5 	0.2 	-0.8 	2.5 	-0.3 	-0.6 	0.9 	-1.8 	1.1 
B1G,K,PCH_Q1_SCA,LT	3.0 	-2.8 	1.5 	4.0 	-3.4 	5.1 	-4.7 	-0.6 	1.1 	1.9 	-1.5 	0.4 
B1G,K,PCH_Q1_SCA,LU	-0.6 	2.3 	-2.7 	3.4 	2.2 	-1.9 	0.9 	2.0 	0.2 	2.2 	0.2 	-3.1 
B1G,K,PCH_Q1_SCA,LV	-1.1 	-1.1 	14.1 	-8.3 	1.0 	-5.1 	-5.4 	-9.6 	-0.2 	-7.9 	-13.9 	26.7 
B1G,K,PCH_Q1_SCA,NL	-0.7 	-2.4 	1.2 p	0.2 p	1.9 p	1.2 p	-1.8 p	0.2 p	-0.6 p	0.4 p	-0.3 p	-0.1 p
B1G,K,PCH_Q1_SCA,NO	2.0 	1.1 	3.1 	0.0 	1.0 	0.7 	0.9 	0.7 	0.0 	0.3 	0.3 	1.3 
B1G,K,PCH_Q1_SCA,PL	-0.2 	3.8 	5.6 	-1.3 	0.1 	1.5 	-5.9 	-2.7 	7.5 	-3.5 	3.1 	6.6 
B1G,K,PCH_Q1_SCA,PT	-2.3 	-1.6 	-1.5 	0.8 	0.8 	-1.7 	0.3 	-2.6 	2.9 	-1.8 	3.8 	-1.8 
B1G,K,PCH_Q1_SCA,RO	-1.5 	-4.6 	-2.3 p	-0.6 p	-0.1 p	-1.6 p	0.9 p	0.3 p	-0.4 p	1.4 p	-0.2 p	-0.8 p
B1G,K,PCH_Q1_SCA,SE	0.8 	4.6 	0.7 	2.8 	0.8 	0.7 	-3.0 	1.2 	0.5 	0.0 	1.2 	0.8 
B1G,K,PCH_Q1_SCA,SI	-0.7 	3.1 	0.6 	2.1 	1.3 	-3.7 	0.0 	0.7 	-0.7 	2.1 	-1.0 	-1.4 
B1G,K,PCH_Q1_SCA,UK	-0.6 	2.0 	1.7 	0.8 	1.8 	-0.4 	0.3 	-0.6 	-0.7 	-0.7 	0.4 	0.1 
B1G,K,PCH_Q4_NSA,AL	1.1 	0.8 	1.1 p	4.6 p	18.0 p	11.1 p	14.8 p	11.1 p	8.9 p	11.2 p	-1.2 p	3.2 p
B1G,K,PCH_Q4_NSA,AT	1.0 	2.2 	-1.5 	-1.1 	0.4 	-3.0 	3.8 	0.9 	3.3 	5.7 	4.1 	-1.7 
B1G,K,PCH_Q4_NSA,BE	-0.3 	0.3 	2.3 	7.1 	8.8 	5.2 	0.5 	-2.4 	-3.4 	-2.8 	-1.3 	-3.4 
B1G,K,PCH_Q4_NSA,BG	0.2 	0.1 	4.9 	12.7 	5.6 	7.8 	0.8 	-2.3 	4.2 	0.6 	4.5 p	5.6 p
B1G,K,PCH_Q4_NSA,CH	-0.1 	-1.1 	-3.2 	-2.7 	-2.0 	-1.1 	-0.1 	2.4 	2.2 	3.3 	3.9 	2.7 
B1G,K,PCH_Q4_NSA,CY	8.9 	8.2 	3.1 	1.2 	-8.0 	-3.0 	-4.7 	-4.5 	-3.1 	-4.1 	-1.2 	-1.7 
B1G,K,PCH_Q4_NSA,CZ	6.2 	8.6 	6.4 	5.8 	5.6 	7.6 	5.6 	6.0 	7.2 	6.3 	7.0 	2.9 
B1G,K,PCH_Q4_NSA,DE	-0.3 	-0.5 	-0.1 	0.4 	0.8 	0.7 	0.5 	0.3 	0.4 	0.5 	0.3 	0.8 
B1G,K,PCH_Q4_NSA,DK	-4.6 	-2.0 	-6.5 	-6.1 	-3.9 	-2.1 	3.1 	1.5 	0.8 	2.0 	2.3 	3.8 
B1G,K,PCH_Q4_NSA,EA	-0.7 	0.6 	0.7 	0.8 	1.2 	-0.4 	-0.6 	-0.8 	-1.0 	-0.1 	-0.3 	0.3 
B1G,K,PCH_Q4_NSA,EA19	-0.7 	0.6 	0.7 	0.8 	1.2 	-0.4 	-0.6 	-0.8 	-1.0 	-0.1 	-0.3 	0.3 
B1G,K,PCH_Q4_NSA,EE	10.5 	10.2 	0.1 	-5.2 	-2.5 	-2.6 	8.0 	7.1 	-1.5 	-1.3 	4.2 	3.1 
B1G,K,PCH_Q4_NSA,EL	-1.6 p	-0.4 p	-2.9 p	-3.1 p	1.2 p	-1.2 p	-5.6 p	-6.1 p	-8.9 p	-8.6 p	-9.3 p	-10.3 p
B1G,K,PCH_Q4_NSA,ES	-5.2 	-4.6 	-0.9 p	-3.8 p	-2.0 p	-1.1 p	-1.5 p	2.1 p	2.4 p	-1.7 p	2.2 p	0.7 p
