na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,O-Q,MIO_EUR_NSA,AL	276.4 	311.9 	283.0 p	287.5 p	281.2 p	324.9 p	305.6 p	327.9 p	329.7 p	365.7 p	335.5 p	349.8 p
B1G,O-Q,MIO_EUR_NSA,AT	13419.4 	13682.2 	13925.4 	13896.2 	13854.5 	14104.6 	14343.7 	14344.0 	14294.0 	14529.4 	14943.3 	14879.7 
B1G,O-Q,MIO_EUR_NSA,BE	19063.0 	21709.0 	20023.0 	21658.0 	19766.0 	22493.0 	20685.0 	22393.0 	20374.0 	23217.0 	21272.0 	22993.0 
B1G,O-Q,MIO_EUR_NSA,BG	1297.0 	1630.5 	1274.7 	1248.0 	1291.1 	1727.1 	1483.6 	1514.1 	1382.7 	1736.4 	1636.3 p	1599.4 p
B1G,O-Q,MIO_EUR_NSA,CH	28251.9 	28133.9 	28041.1 	28115.2 	28481.7 	28952.1 	29261.4 	28900.2 	27937.1 	27489.4 	27453.5 	27351.8 
B1G,O-Q,MIO_EUR_NSA,CY	730.2 	817.8 	811.8 	812.8 	723.1 	833.4 	836.4 	841.5 	750.0 	860.1 	867.1 	868.2 
B1G,O-Q,MIO_EUR_NSA,CZ	5608.5 	5826.2 	5668.4 	5755.5 	5848.3 	6164.6 	6028.0 	6218.5 	6465.8 	7062.6 	7087.6 	7070.9 
B1G,O-Q,MIO_EUR_NSA,DE	122378.0 	129928.0 	126700.0 	124079.0 	127176.0 	134362.0 	131423.0 	128159.0 	132356.0 	139359.0 	137417.0 	134096.0 
B1G,O-Q,MIO_EUR_NSA,DK	13271.9 	13270.7 	13359.0 	13548.0 	13355.2 	13335.1 	13493.5 	13613.0 	13674.0 	13916.1 	13828.1 	13881.5 
B1G,O-Q,MIO_EUR_NSA,EA	439030.4 	479458.8 	449459.3 	459746.0 	450760.4 	489874.9 	460418.1 	470586.3 	462932.4 	503192.1 	473812.9 	485920.7 
B1G,O-Q,MIO_EUR_NSA,EA19	439030.4 	479458.8 	449459.3 	459746.0 	450760.4 	489874.9 	460418.1 	470586.3 	462932.4 	503192.1 	473812.9 	485920.7 
B1G,O-Q,MIO_EUR_NSA,EE	665.6 	772.2 	699.9 	752.3 	701.7 	827.5 	737.3 	799.8 	761.0 	911.2 	793.5 	865.0 
B1G,O-Q,MIO_EUR_NSA,EL	8008.6 p	8337.4 p	7790.6 p	8000.2 p	7994.7 p	8234.1 p	7828.6 p	7932.2 p	8129.2 p	8369.6 p	8149.0 p	8283.8 p
B1G,O-Q,MIO_EUR_NSA,ES	44053.0 	49643.0 	42988.0 p	48231.0 p	45614.0 p	50244.0 p	43518.0 p	48758.0 p	46598.0 p	51538.0 p	44542.0 p	49827.0 p
B1G,O-Q,MIO_EUR_NSA,EU28	610569.4 	655036.3 	619766.1 	625050.8 	610167.5 	651765.1 	623801.7 	631259.5 	622181.2 	670031.0 	640620.9 	647829.6 
B1G,O-Q,MIO_EUR_NSA,FI	9850.0 	9892.0 	9829.0 	10069.0 	9919.0 	9800.0 	9687.0 	9988.0 	9775.0 	9741.0 	9743.0 	10178.0 
B1G,O-Q,MIO_EUR_NSA,FR	108311.0 	114387.0 	111473.0 	112486.0 	110040.0 	116319.0 	113837.0 	114763.0 	112246.0 	118795.0 	116012.0 	116398.0 
B1G,O-Q,MIO_EUR_NSA,HR	1403.5 	1395.8 	1416.9 	1476.8 	1499.0 	1456.6 	1495.0 	1563.6 	1575.8 	1519.2 	1584.7 	1651.5 
B1G,O-Q,MIO_EUR_NSA,HU	3916.7 	4265.6 	3996.2 	4204.3 	4226.3 	4753.7 	4294.0 	4510.9 	4574.7 	5000.5 	4702.5 	4596.2 
B1G,O-Q,MIO_EUR_NSA,IE	7192.8 d	7318.3 d	7119.7 d	7440.8 d	7440.3 d	7598.5 d	7247.1 d	7623.2 d	7881.1 d	7985.5 d	7620.4 d	7975.1 d
B1G,O-Q,MIO_EUR_NSA,IT	58405.6 	72189.8 	60798.6 	60352.3 	58726.2 	72522.5 	61902.8 	61171.2 	59766.2 	73260.7 	61666.1 	64414.5 
B1G,O-Q,MIO_EUR_NSA,LT	1101.0 	1255.6 	1213.1 	1325.0 	1155.2 	1355.2 	1299.8 	1424.0 	1210.7 	1406.6 	1392.1 	1514.6 
B1G,O-Q,MIO_EUR_NSA,LU	1707.0 	2113.5 	1786.5 	1818.4 	1784.8 	2158.2 	1924.6 	1970.5 	1910.5 	2401.7 	2073.9 	2108.7 
B1G,O-Q,MIO_EUR_NSA,LV	794.0 	924.6 	799.2 	927.5 	826.4 	982.1 	850.8 	1003.7 	883.8 	1047.3 	894.3 	1058.5 
B1G,O-Q,MIO_EUR_NSA,ME	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 
B1G,O-Q,MIO_EUR_NSA,MK	281.4 	285.6 	293.6 p	297.6 p	299.0 p	302.7 p	301.3 e	298.8 e	298.7 e	302.9 e	310.8 e	301.4 e
B1G,O-Q,MIO_EUR_NSA,MT	365.3 	364.0 	381.6 	391.6 	392.0 	381.8 	410.0 	419.8 	424.2 	417.4 	451.9 	456.6 
B1G,O-Q,MIO_EUR_NSA,NL	31637.0 	34451.0 	31974.0 p	35194.0 p	32738.0 p	35508.0 p	32709.0 p	36025.0 p	33383.0 p	36693.0 p	34155.0 p	36715.0 p
B1G,O-Q,MIO_EUR_NSA,NO	17188.4 	16757.6 	16588.6 	18273.8 	17359.8 	18302.8 	18509.0 	18885.6 	18073.0 	17936.3 	18025.8 	19446.7 
B1G,O-Q,MIO_EUR_NSA,PL	13073.1 	15658.5 	14476.2 	12715.3 	13057.9 	15451.8 	14913.3 	13399.2 	13513.0 	16457.1 	15825.3 	13538.3 
B1G,O-Q,MIO_EUR_NSA,PT	7506.7 	7624.2 	7597.3 	8454.4 	7709.5 	7869.7 	7662.6 	8592.4 	7807.9 	8398.0 	7690.2 	8586.5 
B1G,O-Q,MIO_EUR_NSA,RO	4288.8 	4082.3 	4494.3 p	4570.5 p	4925.9 p	5061.9 p	5187.9 p	5457.7 p	5663.7 p	6026.2 p	5983.7 p	6361.9 p
B1G,O-Q,MIO_EUR_NSA,RS	921.0 	1020.9 	828.1 	875.7 	912.4 	1020.5 	858.2 p	929.1 p	986.4 p	1105.0 p	975.5 p	1065.2 p
B1G,O-Q,MIO_EUR_NSA,SE	21029.1 	21920.0 	21475.5 	22710.3 	22245.2 	22458.5 	22240.2 	22671.0 	23008.2 	23185.6 	21987.6 	22168.0 
B1G,O-Q,MIO_EUR_NSA,SI	1356.7 	1430.0 	1417.0 	1447.5 	1438.6 	1513.4 	1470.2 	1518.5 	1505.3 	1600.0 	1537.7 	1595.3 
B1G,O-Q,MIO_EUR_NSA,SK	2443.5 	2459.6 	2522.5 	2738.3 	2750.1 	2752.9 	2601.6 	2840.7 	2903.2 	2907.0 	2797.5 	3033.6 
B1G,O-Q,MIO_EUR_NSA,TR	19681.8 	21113.4 	23089.9 	23072.4 	21647.8 	22439.5 	21207.5 	21018.2 	19955.9 	20013.3 	20768.1 	19920.1 
B1G,O-Q,MIO_EUR_NSA,UK	107667.1 	107649.3 	104387.5 	99383.6 	93280.2 	91667.1 	94150.6 	91472.7 	89073.2 	91549.7 	93747.8 	90655.8 
B1G,O-Q,MIO_EUR_NSA,XK	187.2 	191.6 	194.0 	194.4 	193.6 	194.6 	183.8 p	192.2 p	192.5 p	204.7 p	198.7 p	: 
B1G,O-Q,MIO_EUR_SCA,AT	13541.0 	13713.8 	13787.5 	13878.9 	13977.5 	14139.1 	14203.2 	14321.8 	14418.0 	14567.7 	14792.3 	14857.6 
B1G,O-Q,MIO_EUR_SCA,BE	20361.0 	20507.0 	20700.0 	20882.0 	21109.0 	21250.0 	21398.0 	21590.0 	21758.0 	21924.0 	22012.0 	22163.0 
B1G,O-Q,MIO_EUR_SCA,BG	1426.3 	1387.9 	1329.5 	1303.8 	1421.2 	1474.7 	1541.6 	1579.2 	1524.2 	1487.5 	1696.2 p	1666.8 p
B1G,O-Q,MIO_EUR_SCA,CH	28253.8 	28049.5 	28052.5 	28185.2 	28485.0 	28865.0 	29273.3 	28972.6 	27941.5 	27406.2 	27464.2 	27419.2 
B1G,O-Q,MIO_EUR_SCA,CY	795.0 	793.1 	790.0 	791.7 	792.7 	806.7 	815.1 	818.3 	823.8 	830.9 	839.7 	844.8 
B1G,O-Q,MIO_EUR_SCA,CZ	5641.9 	5679.8 	5728.0 	5820.4 	5902.9 	5985.4 	6071.6 	6305.5 	6542.0 	6849.2 	7106.3 	7169.0 
B1G,O-Q,MIO_EUR_SCA,DE	123455.0 	125121.0 	126417.0 	127597.0 	128393.0 	129746.0 	130559.0 	132203.0 	133779.0 	135056.0 	136770.0 	138051.0 
B1G,O-Q,MIO_EUR_SCA,DK	13310.8 	13274.2 	13345.4 	13525.6 	13386.9 	13339.6 	13486.3 	13588.0 	13700.2 	13922.0 	13826.7 	13853.3 
B1G,O-Q,MIO_EUR_SCA,EA	451897.2 	455037.4 	458434.7 	460961.2 	463890.6 	466450.2 	468608.2 	472723.6 	476421.3 	479628.5 	483089.6 	488520.0 
B1G,O-Q,MIO_EUR_SCA,EA19	451897.2 	455037.4 	458434.7 	460961.2 	463890.6 	466450.2 	468608.2 	472723.6 	476421.3 	479628.5 	483089.6 	488520.0 
B1G,O-Q,MIO_EUR_SCA,EE	709.5 	718.8 	730.3 	741.9 	750.5 	761.7 	775.5 	792.1 	812.7 	830.4 	842.0 	855.0 
B1G,O-Q,MIO_EUR_SCA,EL	8097.4 p	8049.6 p	7971.8 p	8054.5 p	8034.8 p	7986.2 p	8001.6 p	7998.2 p	8148.4 p	8145.0 p	8309.5 p	8353.2 p
B1G,O-Q,MIO_EUR_SCA,ES	45646.0 	46164.0 	46420.0 p	46746.0 p	46951.0 p	46960.0 p	47047.0 p	47516.0 p	47727.0 p	48122.0 p	48202.0 p	48657.0 p
B1G,O-Q,MIO_EUR_SCA,EU28	625127.7 	627694.8 	627401.4 	629320.8 	624523.4 	625815.1 	630675.5 	636631.3 	637019.1 	643307.3 	648316.7 	654214.3 
B1G,O-Q,MIO_EUR_SCA,FI	9857.0 	9909.0 	9938.0 	9919.0 	9917.0 	9843.0 	9801.0 	9811.0 	9780.0 	9799.0 	9880.0 	9970.0 
