currency,bop_item,sector10,sectpart,stk_flow,partner,geo\time	1995Q1 	1995Q2 	1995Q3 	1995Q4 	1996Q1 	1996Q2 	1996Q3 	1996Q4 	1997Q1 	1997Q2 	1997Q3 	1997Q4 	1998Q1 	1998Q2 	1998Q3 	1998Q4 	1999Q1 	1999Q2 	1999Q3 	1999Q4 	2000Q1 	2000Q2 	2000Q3 	2000Q4 	2001Q1 	2001Q2 	2001Q3 	2001Q4 	2002Q1 	2002Q2 	2002Q3 	2002Q4 	2003Q1 	2003Q2 	2003Q3 	2003Q4 	2004Q1 	2004Q2 	2004Q3 	2004Q4 	2005Q1 	2005Q2 	2005Q3 	2005Q4 	2006Q1 	2006Q2 	2006Q3 	2006Q4 	2007Q1 	2007Q2 	2007Q3 	2007Q4 	2008Q1 	2008Q2 	2008Q3 	2008Q4 	2009Q1 	2009Q2 	2009Q3 	2009Q4 	2010Q1 	2010Q2 	2010Q3 	2010Q4 	2011Q1 	2011Q2 	2011Q3 	2011Q4 	2012Q1 	2012Q2 	2012Q3 	2012Q4 	2013Q1 	2013Q2 	2013Q3 	2013Q4 	2014Q1 	2014Q2 	2014Q3 	2014Q4 	2015Q1 	2015Q2 	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71587.6 	78955.1 	84596.3 	99080.6 	126753.3 	128681.7 	144978.4 	152696.8 	161010.0 	161728.8 	161460.5 	174286.8 	185859.2 	182380.1 	185550.7 	180570.3 	155232.6 	157424.1 	163044.3 	163848.8 	248903.7 	262544.9 	275730.1 	287415.0 	291747.8 	312771.4 	317504.6 	328509.4 	341820.6 	349277.7 	352022.0 	370361.9 	382268.3 	394637.1 	400626.7 	411434.9 	417326.2 	433625.8 	433859.2 	455430.5 	470186.8 	460507.7 	471183.0 	499460.7 	526896.0 	596242.3 	598606.8 	610875.5 	609702.6 	605419.1 	700241.5 	732044.7 	748092.3 	769575.2 	777478.1 	726328.5 	689526.0 	650676.5 	642897.0 	648899.3 	659458.5 	681035.5 	711091.4 	713411.3 	802723.0 	761228.0 	747553.0 	709745.0 	759725.0 	747457.0 	749972.0 	: c	645911.0 	621293.0 	635958.0 	622756.0 	626899.0 	631655.0 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1715031.0 	1881412.0 	1934025.0 	2047665.0 	2122797.0 	2148775.0 	2278832.0 	2363903.0 	2452996.0 	2590118.0 	2590243.0 	2729575.0 	2733626.0 	2686659.0 	2644276.0 	2675350.0 	2697810.0 	2746154.0 	2754830.0 	2828367.0 	2999869.0 	3092588.0 	3122638.0 	3253016.0 	3404638.0 	3594921.0 	3698987.0 	3990659.0 	4201316.0 	4232390.0 	4412756.0 	4595409.0 	4863392.0 	4914196.0 	4938199.0 	5058123.0 	5278844.0 	5043545.0 	5174294.0 	5357662.0 	5434670.0 	5399903.0 	5600695.0 	5522461.0 	5877688.0 	6102135.0 	6255955.0 	5833416.0 	5721326.0 	5810869.0 	6172502.0 	6053057.0 	6023362.0 	6148141.0 	6174124.0 	6116445.0 	6160750.0 	5993318.0 	5961486.0 	5857715.0 	5997454.0 	6176579.0 	6389404.0 	6534758.0 	7179714.0 	6736141.0 	6665312.0 	6512187.0 	6676379.0 	6883181.0 	6885933.0 	6718321.0 	6845442.0 	6749115.0 	6738245.0 	6611860.0 	6749345.0 	6966605.0 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67083.0 	70694.0 	69216.0 	78204.0 	92617.0 	88473.0 	83814.0 	87427.0 	91582.0 	96458.0 	95680.0 	105119.0 	108691.0 	104635.0 	108025.0 	112870.0 	115708.0 	107575.0 	110266.0 	114640.0 	118368.0 	114766.0 	116713.0 	120540.0 	132449.0 	141738.0 	149094.0 	149714.0 	157459.0 	150452.0 	150252.0 	151512.0 	163708.0 	149205.0 	153265.0 	166663.0 	178740.0 	173634.0 	176771.0 	188335.0 	175847.0 	175483.0 	174685.0 	180604.0 	177509.0 	168910.0 	175863.0 	182793.0 	177842.0 	176584.0 	179182.0 	186020.0 	188078.0 	182604.0 	193719.0 	215837.0 	214358.0 	231329.0 	230480.0 	239011.0 	234362.0 	221198.0 	221269.0 	233519.0 	231907.0 	240478.0 	219419.0 	242183.0 	243146.0 	238934.0 	244513.0 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,HU	1366281.6 	1546712.0 	1758044.9 	2337783.3 	2300066.9 	2290579.9 	2484990.1 	2529427.8 	2405699.5 	2557949.9 	2811425.7 	3043975.8 	3413088.4 	3544003.3 	3616883.4 	3777773.0 	3995450.8 	4317253.3 	4543415.4 	5107335.0 	5494413.7 	5365600.1 	5882385.0 	5712328.3 	6130346.0 	6294209.5 	6425476.3 	6513217.9 	6255076.9 	5939624.2 	6138528.3 	6040709.4 	6706311.4 	6878324.4 	7140460.0 	7863953.3 	8448784.9 	8808712.7 	9102130.5 	9663891.7 	10144618.0 	11049740.1 	11449081.7 	12482202.0 	32094985.3 	35035337.1 	35323087.1 	34695506.9 	35916381.6 	41094440.3 	42239256.8 	48231735.8 	47048272.0 	44250822.0 	53833463.0 	61330828.0 	77023918.0 	62671409.0 	62394157.0 	62604448.0 	65981022.0 	73932417.0 	66193935.0 	63817468.0 	61246016.0 	58967954.0 	64954729.0 	73566331.0 	68331699.3 	69440439.1 	67131755.3 	70892526.1 	76339504.8 	72330362.3 	70239616.6 	69197398.3 	71920934.5 	71299785.0 	73992616.7 	75770732.2 	79739668.3 	81097140.4 	79106653.4 	82827353.9 	79562589.2 	82296999.6 	79174609.0 	100610603.4 	100685386.1 	96554080.0 	96466476.3 	89079037.0 	88949484.0 	97674146.5 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	964229.0 	922555.0 	902409.6 	992735.7 	991625.3 	1047401.0 	1083028.9 	1168261.0 	1269257.2 	1315032.9 	1338684.0 	1406208.1 	1478111.8 	1639306.4 	1732830.1 	1858699.0 	1908740.3 	1951517.5 	2075694.0 	2197991.3 	2318855.1 	2446712.8 	2471902.6 	2485502.8 	2480251.0 	2543022.0 	2512723.0 	2509232.0 	2522580.0 	2593442.0 	2596290.0 	2669125.0 	2788744.0 	2924431.0 	2901277.0 	2896524.0 	2849580.0 	2830725.0 	2877681.0 	2955034.0 	2991450.0 	3066636.0 	3112329.0 	3118883.0 	3261415.0 	3218156.0 	3188579.0 	3290132.0 	3458601.0 	3592529.0 	3847246.0 	4110358.0 	4725558.0 	4658750.0 	4517575.0 	4859517.0 	4829264.0 	4839010.0 	4916535.0 	5095342.0 	5284729.0 	5207091.0 	5164708.0 	5164099.0 	5231691.0 	5465338.0 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	946150.0 	967693.0 	1018164.0 	1079333.0 	1113431.0 	1151566.0 	1183104.0 	1231091.0 	1251161.0 	1284263.0 	1260502.0 	1244417.0 	1230590.0 	1190694.0 	1195513.0 	1191818.0 	1215424.0 	1254039.0 	1267054.0 	1278846.0 	1319713.0 	1330825.0 	1347538.0 	1394527.0 	1470952.0 	1552114.0 	1594339.0 	1666769.0 	1753429.0 	1787066.0 	1796738.0 	1849229.0 	1871967.0 	1931209.0 	1918230.0 	1953630.0 	1920071.0 	1950558.0 	1915490.0 	1822222.0 	1901268.0 	1921701.0 	1973672.0 	1935654.0 	1993563.0 	2004664.0 	2020917.0 	1995379.0 	1984408.0 	1989638.0 	2032991.0 	2057454.0 	2098825.0 	2136903.0 	2164479.0 	2135603.0 	2134077.0 	2090815.0 	2119565.0 	2103734.0 	2130017.0 	2192890.0 	2257088.0 	2314767.0 	2501371.0 	2479813.0 	2435692.0 	2423827.0 	2464694.0 	2522703.0 	2553562.0 	2552175.0 	2634461.0 	2635178.0 	2667235.0 	2696927.0 	2714021.0 	2750824.0 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5126.6 	5105.6 	5373.2 	5593.6 	6154.4 	6630.9 	7235.8 	7998.2 	8294.6 	8768.1 	9024.0 	10780.8 	10912.9 	11475.7 	12573.3 	14106.6 	13659.9 	13713.0 	13812.4 	13802.6 	13806.9 	14171.2 	14701.9 	15366.1 	15936.1 	15994.4 	16493.1 	16914.2 	17086.5 	17563.8 	17830.3 	17850.7 	18364.3 	17300.5 	18046.9 	17952.5 	18229.6 	17742.0 	18080.4 	18373.2 	19076.6 	19058.5 	19290.6 	20178.6 	23196.6 	22722.6 	23326.4 	24012.9 	24865.3 	25882.4 	27429.6 	29510.8 	29959.7 	30574.3 	31893.7 	34309.7 	34492.3 	35150.2 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1947550.0 	1948150.0 	1949744.0 	1948553.0 	2225334.0 	2345211.0 	2375110.0 	2408843.0 	2512745.0 	2632939.0 	2824112.0 	3003358.0 	3205346.0 	3419882.0 	3420583.0 	3579468.0 	3733788.0 	3874295.0 	4048676.0 	4124351.0 	4219650.0 	4074157.0 	4104500.0 	4124244.0 	3894906.0 	3824291.0 	3915406.0 	4053199.0 	4226662.0 	4415332.0 	4590080.0 	4610681.0 	4785774.0 	4796637.0 	4849913.0 	4850215.0 	5365117.0 	5658179.0 	5912381.0 	6074080.0 	6488266.0 	6781292.0 	6903114.0 	6909863.0 	7112493.0 	7322853.0 	7486586.0 	7792728.0 	8906589.0 	10084966.0 	9980501.0 	10076860.0 	10436894.0 	10252658.0 	10504548.0 	10626770.0 	10873274.0 	11075261.0 	11003788.0 	10723275.0 	10716994.0 	10553633.0 	10824676.0 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3003.0 	3154.0 	3292.0 	3395.0 	3266.0 	3626.0 	3554.0 	3903.0 	4072.0 	4089.0 	4195.0 	4434.0 	4408.0 	4742.0 	5136.0 	5281.0 	5609.0 	5951.0 	6798.0 	7025.0 	7373.0 	7746.0 	8221.0 	8655.0 	9122.0 	10226.0 	11165.0 	11776.0 	13377.0 	14477.0 	15976.0 	17450.0 	17108.0 	18235.0 	18565.0 	18006.0 	17401.0 	17167.0 	19084.0 	19594.0 	20177.0 	20491.0 	20526.0 	21839.0 	20845.0 	21192.0 	21709.0 	21927.0 	22886.0 	23393.0 	23393.0 	23710.0 	24208.0 	24800.0 	24545.0 	24594.0 	24741.0 	27294.0 	28895.0 	28862.0 	31350.0 	31034.0 	31733.0 	31171.0 	32772.0 	34256.0 	33540.0 	33964.0 	34584.0 	34771.0 	35093.0 	35804.0 	33890.0 	33870.0 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25675.8 	28535.7 	31392.3 	34828.5 	40833.7 	47872.1 	56971.0 	63453.2 	69866.2 	77759.2 	83197.3 	88263.7 	99204.6 	111170.0 	120901.1 	130421.7 	134287.2 	141333.9 	149104.9 	148846.3 	150335.5 	150679.2 	152044.5 	154179.4 	165023.7 	169537.9 	170615.3 	173590.0 	176089.6 	185045.9 	189209.3 	192509.4 	195344.9 	201438.8 	203719.5 	204428.6 	206122.6 	207843.6 	211277.2 	208507.8 	211506.1 	214256.3 	217682.6 	222512.7 	227860.5 	223603.7 	220767.7 	223798.9 	221850.1 	224640.9 	223942.1 	226644.3 	230670.9 	232557.0 	236471.5 	239034.9 	238754.1 	241476.6 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2927349.0 	2968764.0 	3006043.0 	3105081.0 	3142946.0 	3216120.0 	3307908.0 	3463965.0 	3607923.0 	3721280.0 	3840113.0 	4045150.0 	4176352.0 	4324988.0 	4467209.0 	4651293.0 	4812781.0 	5006504.0 	5131738.0 	5201425.0 	5248601.0 	5283763.0 	5088046.0 	5201657.0 	5104663.0 	5195987.0 	5241581.0 	5419143.0 	5574172.0 	5747302.0 	5664541.0 	5797150.0 	5888314.0 	6106211.0 	6211488.0 	6310268.0 	6435881.0 	6549028.0 	6564801.0 	6680418.0 	6662674.0 	6659957.0 	6710728.0 	6880310.0 	7040317.0 	7248872.0 	7447649.0 	8150132.0 	7965114.0 	8108230.0 	8069258.0 	8326283.0 	8510836.0 	8626542.0 	8530183.0 	8808224.0 	8709097.0 	8688304.0 	8665704.0 	8684175.0 	8718520.0 
MIO_NAC,FA,S1,S1,A_LE,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	267597.0 	275905.0 	270571.0 	257557.0 	276302.0 	304044.0 	307770.0 	321574.0 	335035.0 	345159.0 	354738.0 	368903.0 	387011.0 	390055.0 	405186.0 	410386.0 	424143.0 	421036.0 	428518.0 	437839.0 	480575.0 	480596.0 	490036.0 	481920.0 	522933.0 	607538.0 	595561.0 	610992.0 	654140.0 	656343.0 	720010.0 	726627.0 	687312.0 	729763.0 	729769.0 	734363.0 	761680.0 	758345.0 	744920.0 	716271.0 	716473.0 	749966.0 	790217.0 	809342.0 	857120.0 	880909.0 	889551.0 	894774.0 	908646.0 	990693.0 	973211.0 	1029934.0 	999293.0 	957200.0 	965228.0 	951461.0 	985126.0 	1011854.0 
