currency,partner,sector10,sectpart,s_adj,stk_flow,bop_item,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,DE	47254.0 	63868.0 	41251.0 	63041.0 	46259.0 	56156.0 	51585.0 	20154.0 	58537.0 	69927.0 	34804.0 	23665.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,DK	3817.4 	3225.1 	8410.4 	-13072.3 	-3713.7 	-1954.6 	-7430.1 	1741.9 	5730.0 	569.3 	11522.6 	18022.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,EA19	163471.0 	95342.0 	129535.0 	127604.0 	131820.0 	89535.0 	95167.0 	-5435.0 	125882.0 	67409.0 	17954.0 	40550.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,EE	430.0 	335.4 	559.7 	747.2 	424.3 	690.7 	441.2 	738.2 	771.1 	698.9 	225.0 	-121.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,EL	9823.0 	-987.0 	2254.0 	-1868.0 	7392.0 	1690.0 	1114.0 	-1733.0 	-6426.0 	-13446.0 	-5893.0 	8.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,ES	3280.0 	3644.0 	21716.0 	11938.0 	10062.0 	6985.0 	30741.0 	-2699.0 	5012.0 	-7754.0 	7550.0 	10484.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,EU28	120411.7 	52695.1 	137313.9 	-41246.9 	67930.4 	60712.2 	77931.0 	82425.6 	83902.3 	-8864.2 	28371.1 	-90463.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,FI	-2057.0 	-6864.0 	-10125.0 	8154.0 	4512.0 	-3347.0 	4160.0 	1087.0 	3987.0 	-4425.0 	1077.0 	-7245.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,FR	42335.0 	5076.0 	17651.0 	-8325.0 	970.0 	11174.0 	15693.0 	30263.0 	15274.0 	-41376.0 	25646.0 	-16891.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,HR	480.5 	24.7 	283.1 	-255.4 	553.8 	717.6 	-725.5 	1465.8 	346.9 	-785.2 	20.2 	-322.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,HU	1413.9 	1451.0 	2835.9 	823.2 	471.4 	738.0 	1252.9 	2048.9 	-131.3 	641.4 	-217.2 	1624.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,IE	-17663.0 	-11856.0 	-7497.0 	2933.0 	10385.0 	21891.0 	-13224.0 	-45620.0 	598.0 	2931.0 	7450.0 	-29444.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,IS	-481.9 	4322.2 	496.6 	910.7 	-238.4 	510.2 	308.0 	1355.4 	381.9 	313.0 	-205.4 	10.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,IT	42883.0 	42455.0 	21700.0 	51209.0 	64948.0 	21682.0 	40875.0 	12197.0 	40430.0 	4766.0 	7013.0 	73567.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,LT	425.4 	-856.6 	1231.9 	1004.0 	17.7 	1207.1 	1197.2 	-699.6 	901.6 	108.8 	1181.7 	610.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,LU	-4230.0 	-41219.0 	13529.0 	-36192.0 	-5957.0 	-75851.0 	-26422.0 	-1274.0 	-16651.0 	-24137.0 	9936.0 	-37407.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,LV	-507.0 	1113.0 	1323.0 	-366.0 	244.0 	-122.0 	343.0 	-363.0 	1089.0 	1151.0 	-748.0 	-845.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,ME	146.0 	79.0 	-214.0 	172.0 	29.0 	17.0 	-1.0 	-9.0 	-4.0 	-13.0 	-5.0 	-112.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,MK	33.8 	-93.0 	6.7 	-6.0 	-432.4 	2.5 	-20.3 	7.2 	39.6 	-8.0 	-368.6 	1.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,MT	1095.1 	2429.7 	903.7 	2112.5 	446.3 	1293.8 	1661.1 	2024.8 	1828.6 	1205.7 	-52.6 	1278.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,NL	19579.0 	3158.0 	-13908.0 	3972.0 	-16471.0 	3197.0 	-20826.0 	33266.0 	17728.0 	31211.0 	-11764.0 	1424.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,NO	11737.6 	4005.1 	-8295.6 	17669.4 	-5502.5 	2384.3 	-788.4 	14516.4 	558.2 	1393.5 	7615.2 	7303.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,PL	1762.3 	28.8 	5276.5 	-4397.0 	-227.5 	-4004.5 	-1163.3 	-1926.8 	-209.5 	-1019.3 	150.0 	2213.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,PT	-3265.0 	2250.0 	3887.0 	2028.0 	-1559.0 	11124.0 	2203.0 	3482.0 	619.0 	2991.0 	5442.0 	3492.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,RO	522.2 	-2327.0 	83.9 	348.3 	-590.0 	-801.9 	-222.9 	-1418.8 	-324.7 	-824.2 	-1672.1 	545.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,RS	105.0 	313.0 	363.0 	331.0 	-10.0 	233.0 	220.0 	-28.0 	-92.0 	728.0 	-328.0 	182.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,SE	7733.4 	-12585.0 	-4433.3 	6784.8 	5738.8 	-2667.7 	-13186.5 	4634.1 	-5500.1 	7634.0 	-6588.5 	-4436.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,SI	-990.1 	1552.1 	588.3 	1103.2 	705.4 	2696.9 	-326.4 	526.4 	662.5 	2095.2 	-1334.7 	1539.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,SK	719.0 	1626.0 	469.5 	1005.9 	1510.6 	976.1 	154.5 	1123.3 	-623.2 	268.3 	522.1 	-254.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,TR	6876.5 	3777.8 	-2549.2 	-4941.9 	-396.1 	2309.1 	-4164.7 	-11824.3 	-5287.6 	-679.2 	-2065.7 	2255.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,UK	-36839.8 	-11111.7 	614.0 	-130469.8 	-73051.4 	23075.0 	12612.6 	24601.7 	-42566.7 	-63529.1 	-52573.7 	-130444.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__P__F,XK	-20.7 	-37.6 	77.3 	42.3 	90.6 	109.5 	-21.3 	-42.7 	-0.6 	107.1 	7.8 	26.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,AL	312.7 	168.3 	-49.6 	-0.2 	-55.8 	152.1 	7.4 	-77.9 	38.2 	215.2 	-142.9 	82.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,AT	-233.0 	-111.0 	536.0 	773.0 	-110.0 	-748.0 	12.0 	-2128.0 	-1267.0 	272.0 	2889.0 	-227.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,BE	32.0 	-7.0 	-821.0 	-16.0 	-36.0 	-46.0 	257.0 	262.0 	92.0 	477.0 	278.0 	194.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,BG	979.6 	147.6 	927.0 	903.6 	1060.8 	576.0 	77.0 	96.1 	597.2 	-869.2 	-1035.3 	891.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,CH	11144.9 	8838.8 	16612.2 	21261.2 	13339.1 	19483.5 	33313.9 	17547.1 	3334.1 	2527.9 	2727.7 	2239.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,CY	1.0 	2.0 	-1.0 	-13.0 	-6.0 	-3.0 	0.0 	-2.0 	-3.0 	-1.0 	10.0 	-3.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,CZ	6405.9 	2166.2 	5580.0 	2588.8 	6244.8 	6431.9 	41419.6 	4667.8 	513.9 	-392.1 	-164.0 	692.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,DE	-1455.0 	-272.0 	1228.0 	761.0 	-261.0 	-43.0 	-360.0 	385.0 	152.0 	-1446.0 	699.0 	-374.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,DK	-15637.7 	-10484.0 	-3886.2 	5606.1 	70.4 	-577.1 	1583.3 	291.9 	-208.9 	645.7 	325.4 	-259.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,EA19	2598.0 	4949.0 	874.0 	2242.0 	7730.0 	4634.0 	-2353.0 	-1458.0 	546.0 	1865.0 	11376.0 	6586.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,EE	18.3 	21.4 	62.4 	-10.2 	6.1 	-106.5 	-24.3 	-3.4 	6.0 	-1.9 	43.6 	-4.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,EL	131.0 	539.0 	774.0 	-196.0 	54.0 	-49.0 	-305.0 	131.0 	298.0 	-6.0 	-33.0 	-92.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,ES	87.0 	207.0 	40.0 	2841.0 	5124.0 	228.0 	123.0 	224.0 	476.0 	2709.0 	958.0 	10.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,EU28	13249.8 	6152.6 	7527.3 	5029.1 	27035.4 	18527.9 	23454.0 	-5643.9 	13757.3 	4527.7 	15929.5 	5148.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,FI	-103.0 	151.0 	-61.0 	519.0 	63.0 	62.0 	-160.0 	-155.0 	-27.0 	-49.0 	-75.0 	-64.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,FR	3619.0 	2454.0 	1097.0 	-2091.0 	-97.0 	3320.0 	-2337.0 	579.0 	1713.0 	-2981.0 	3507.0 	6123.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,HR	-239.8 	195.6 	-451.8 	-388.3 	141.5 	428.2 	2653.2 	-1886.0 	1008.8 	813.7 	786.0 	22.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,HU	-2528.0 	-1986.3 	-2785.8 	-3293.6 	-1064.8 	1049.6 	-34.3 	-334.9 	-920.4 	1318.7 	-291.4 	711.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,IE	-24.0 	103.0 	1095.0 	-224.0 	379.0 	206.0 	-101.0 	163.0 	235.0 	102.0 	-22.0 	5.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,IS	58.3 	475.4 	691.7 	-183.8 	876.7 	825.6 	-13.8 	-936.0 	175.7 	10.8 	-200.4 	35.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,IT	54.0 	77.0 	-1732.0 	-147.0 	673.0 	31.0 	293.0 	2242.0 	47.0 	68.0 	141.0 	1156.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,LT	-96.3 	-455.0 	814.8 	-207.4 	188.5 	26.4 	-309.6 	-823.4 	526.6 	1967.7 	493.7 	298.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,LU	-6.0 	-2.0 	254.0 	-20.0 	2.0 	-37.0 	-47.0 	-22.0 	-16.0 	-42.0 	-1.0 	43.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,LV	227.0 	-79.0 	6.0 	-3.0 	-404.0 	525.0 	46.0 	179.0 	250.0 	416.0 	97.0 	-118.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,ME	-116.0 	-30.0 	224.0 	-200.0 	81.0 	56.0 	-44.0 	-55.0 	87.0 	110.0 	-113.0 	235.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,MK	-32.0 	77.4 	13.5 	-132.9 	558.9 	-101.3 	-66.5 	-61.3 	-100.6 	82.4 	256.7 	60.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,MT	9.4 	-18.0 	64.6 	89.7 	-8.5 	-57.5 	-25.2 	106.2 	40.5 	24.9 	28.3 	99.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,NL	220.0 	248.0 	-2008.0 	-138.0 	-672.0 	-255.0 	207.0 	-1526.0 	-117.0 	-333.0 	-248.0 	111.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,NO	-2775.2 	-3725.8 	4748.2 	-577.0 	302.0 	-1443.0 	-727.3 	1752.4 	-682.8 	-726.1 	643.8 	355.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,PL	-1002.2 	-5005.9 	3302.7 	9574.8 	1564.2 	5984.5 	-3405.8 	-3000.1 	-2032.8 	1291.1 	3888.8 	-5754.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,PT	-82.0 	1495.0 	-278.0 	335.0 	2897.0 	1736.0 	1218.0 	-1090.0 	-549.0 	-796.0 	127.0 	-1724.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,RO	-853.5 	3000.5 	-658.4 	421.9 	1704.5 	777.9 	515.3 	1066.7 	-1598.4 	419.4 	1372.0 	-3333.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,RS	300.0 	-214.0 	-836.0 	-317.0 	332.0 	519.0 	-455.0 	222.0 	1061.0 	-600.0 	398.0 	641.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,SE	-109.1 	225.6 	2500.1 	424.9 	1182.3 	-213.7 	-858.9 	422.1 	757.7 	-14.5 	61.3 	341.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,SI	-48.7 	-66.8 	10.4 	-40.1 	-50.3 	-16.6 	43.0 	32.7 	25.1 	-11.8 	-11.8 	-22.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,SK	640.7 	-396.1 	-39.6 	25.0 	3.6 	-32.1 	-96.8 	332.6 	38.3 	196.6 	544.9 	280.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,TR	695.7 	-7356.0 	1912.0 	5627.1 	-2522.3 	-4476.7 	-3753.3 	1447.5 	1643.5 	-6572.5 	-575.6 	-5916.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,UK	7332.5 	2880.8 	3021.9 	3547.4 	3055.1 	-1385.4 	4713.5 	2043.8 	16.7 	1093.2 	3948.5 	2302.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA__R__F,XK	: 	: 	-74.9 	-82.9 	: 	: 	: 	: 	: 	: 	: 	-13.7 
