na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,J,MIO_EUR_NSA,AL	81.0 	96.1 	72.5 p	76.0 p	81.2 p	101.2 p	76.9 p	83.5 p	88.9 p	97.4 p	75.9 p	84.1 p
B1G,J,MIO_EUR_NSA,AT	2546.2 	2987.3 	2795.2 	2689.4 	2702.1 	3140.4 	2871.7 	2774.7 	2802.0 	3286.8 	2986.3 	2873.6 
B1G,J,MIO_EUR_NSA,BE	3555.0 	4306.0 	3820.0 	3889.0 	3645.0 	4294.0 	3901.0 	3958.0 	3819.0 	4514.0 	4162.0 	4251.0 
B1G,J,MIO_EUR_NSA,BG	596.0 	589.8 	580.7 	602.2 	682.6 	700.4 	534.1 	598.0 	768.7 	835.3 	548.6 p	755.4 p
B1G,J,MIO_EUR_NSA,CH	6156.9 	6094.2 	6026.6 	6018.7 	6046.8 	6096.7 	6061.0 	5975.4 	5774.5 	5704.9 	5809.3 	5811.1 
B1G,J,MIO_EUR_NSA,CY	188.9 	172.2 	178.0 	192.8 	216.4 	196.3 	191.4 	197.0 	220.1 	196.9 	188.6 	196.8 
B1G,J,MIO_EUR_NSA,CZ	1867.0 	2314.0 	1951.6 	2017.2 	1950.8 	2381.8 	2006.5 	2168.4 	2187.8 	2725.1 	2344.4 	2386.3 
B1G,J,MIO_EUR_NSA,DE	33112.0 	32773.0 	33377.0 	32158.0 	34386.0 	33274.0 	34584.0 	32960.0 	35429.0 	34264.0 	35823.0 	34643.0 
B1G,J,MIO_EUR_NSA,DK	2598.1 	3081.3 	2729.8 	2718.4 	2593.5 	2968.8 	2641.2 	2693.6 	2592.3 	2857.0 	2618.3 	2689.9 
B1G,J,MIO_EUR_NSA,EA	106769.6 	114639.5 	110586.9 	111000.4 	112032.9 	119047.9 	114983.3 	114843.4 	116507.7 	123080.6 	119885.6 	120175.1 
B1G,J,MIO_EUR_NSA,EA19	106769.6 	114639.5 	110586.9 	111000.4 	112032.9 	119047.9 	114983.3 	114843.4 	116507.7 	123080.6 	119885.6 	120175.1 
B1G,J,MIO_EUR_NSA,EE	243.3 	263.3 	242.7 	256.9 	249.7 	281.7 	275.1 	289.3 	295.1 	342.0 	293.2 	330.1 
B1G,J,MIO_EUR_NSA,EL	1242.8 p	1458.4 p	1233.1 p	1258.2 p	1273.6 p	1433.2 p	1218.8 p	1258.6 p	1260.8 p	1407.8 p	1214.2 p	1265.7 p
B1G,J,MIO_EUR_NSA,ES	10173.0 	11325.0 	10413.0 p	10955.0 p	10610.0 p	11570.0 p	10515.0 p	11114.0 p	10866.0 p	11952.0 p	11017.0 p	11332.0 p
B1G,J,MIO_EUR_NSA,EU28	162225.6 	175949.2 	163723.9 	165371.5 	163528.8 	176044.1 	166446.1 	169440.3 	169379.7 	182949.2 	173826.7 	176370.0 
B1G,J,MIO_EUR_NSA,FI	2360.0 	2760.0 	2606.0 	2719.0 	2458.0 	2965.0 	2793.0 	2872.0 	2518.0 	3008.0 	2810.0 	2880.0 
B1G,J,MIO_EUR_NSA,FR	23456.0 	26201.0 	25963.0 	25389.0 	24579.0 	27238.0 	27063.0 	26137.0 	25312.0 	28430.0 	28127.0 	27385.0 
B1G,J,MIO_EUR_NSA,HR	417.4 	440.4 	407.6 	433.5 	441.4 	462.7 	442.2 	456.0 	462.2 	482.2 	468.0 	480.8 
B1G,J,MIO_EUR_NSA,HU	1175.0 	1278.6 	1074.3 	1147.1 	1230.7 	1366.0 	1182.4 	1282.9 	1386.8 	1480.5 	1294.5 	1315.4 
B1G,J,MIO_EUR_NSA,IE	6270.4 d	5280.3 d	5422.3 d	5110.6 d	7005.5 d	6131.7 d	6061.6 d	6039.1 d	8930.6 d	7427.6 d	7594.5 d	7698.1 d
