currency,bop_item,sector10,sectpart,stk_flow,partner,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3034.9 	-4609.4 	-7102.9 	-10874.0 	-13184.4 	-10803.0 	-8102.9 	-7573.7 	-6363.2 	-6100.9 	-5572.9 	-1812.8 	-6286.1 	-8052.4 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	79442.0 	48443.0 	90809.0 	103146.0 	126082.0 	217533.0 	153754.0 	165847.0 	207594.0 	140604.0 	246071.0 	275671.0 	280311.0 	291863.0 	348142.0 	375876.0 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,LV	: 	: 	: 	: 	: 	-1561.0 	-2006.0 	-2527.0 	-3140.0 	-4101.0 	-6109.0 	-9527.0 	-13489.0 	-15399.0 	-13713.0 	-14231.0 	-12865.0 	-11577.0 	-11199.0 	-9140.0 	-11562.0 	-12420.0 	-14119.0 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5528.8 	-9928.2 	-8232.1 	-4971.5 	-6636.9 	-7657.0 	-3009.9 	-4867.7 	-4147.4 	-4757.5 	-12114.2 	-6050.6 	-1334.7 	4426.1 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	-63303.0 	-68712.0 	-50014.0 	-71391.0 	-98792.0 	-67301.0 	-62378.0 	-51048.0 	-19260.0 	-19792.0 	-17061.0 	20134.0 	-16385.0 	-13094.0 	-5095.0 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-93426.0 	-73770.0 	-92370.0 	-162206.0 	-282412.0 	-322476.0 	-349940.0 	-395620.0 	-355232.0 	-368867.0 	-383622.0 	-380780.0 	-452629.0 	-366466.0 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,PT	: 	-8377.0 	-4640.0 	-12977.0 	-22090.0 	-37221.0 	-45214.0 	-49780.0 	-53084.0 	-65889.0 	-76995.0 	-85725.0 	-92069.0 	-94617.0 	-94235.0 	-113202.0 	-129621.0 	-148113.0 	-143646.0 	-145957.0 	-146694.0 	-163224.0 	-159501.0 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-60029.0 	-78651.0 	-132504.0 	-193432.0 	-230715.0 	-261501.0 	-279636.0 	-263964.0 	-227034.0 	-189788.0 	-176279.0 	-142473.0 	-129774.0 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,SE	: 	: 	: 	-209368.0 	-121329.0 	-271242.0 	-402247.0 	-362925.0 	-350847.0 	-394482.0 	-415270.0 	-253309.0 	-178473.0 	-533025.0 	-198597.0 	20612.0 	310125.0 	374951.0 	643011.0 	654539.0 	813621.0 	737562.0 	935890.0 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,SI	-159.3 	-292.2 	-836.4 	-1184.0 	-1927.1 	-2539.5 	-1871.0 	-2624.0 	-3577.0 	-4546.0 	-7225.0 	-9435.0 	-15365.0 	-18992.0 	-16640.0 	-15882.0 	-14058.0 	-14391.7 	-8758.5 	-1761.7 	-1684.6 	-4640.9 	-5549.6 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6756.1 	-12310.8 	-8490.7 	-11382.9 	-13373.5 	-18333.0 	-18612.0 	-20685.4 	-10685.4 	-5329.2 	-4672.8 	-7921.3 	-12920.9 	-15028.7 
MIO_NAC,FA__O__F,S1,S1,N_LE,WRL_REST,UK	: 	: 	: c	: c	-168791.0 	-132236.0 	-283994.0 	-273229.0 	-246622.0 	-296873.0 	-230607.0 	-272828.0 	-380549.0 	-166012.0 	-143653.0 	-18858.0 	101093.0 	-18903.0 	22483.0 	13850.0 	178596.0 	430447.0 	306874.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3287.0 	-6361.0 	-23666.0 	-5453.0 	-5242.0 	-3966.0 	-407.0 	195.0 	-5491.0 	-6137.0 	-8229.0 	-21589.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-81501.0 	-28004.0 	768.0 	-41014.0 	-27986.0 	-5394.0 	-2074.0 	1366.0 	-13353.0 	-40793.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-74.9 	-136.7 	-87.7 	0.0 	-1548.0 	-1612.7 	-1858.3 	-1636.3 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6348.0 	-7036.0 	-6350.0 	-7634.0 	-6828.0 	-7506.0 	-2836.0 	2562.0 	6808.0 	8857.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1473.0 	-22907.0 	-22519.0 	-14065.0 	-17201.0 	-21565.0 	-46019.0 	-64906.0 	-91327.0 	-165125.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-108873.0 	-57357.0 	64679.0 	142263.0 	243673.0 	121628.0 	76962.0 	114850.0 	174397.0 	252406.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3265.0 	-6024.0 	-6856.0 	-122541.0 	-17345.0 	-17765.0 	-17618.0 	-17283.0 	-17125.0 	-18676.0 	-18947.0 	-10982.0 	-15778.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5.8 	-77.5 	-78.9 	779.6 	1879.7 	1985.9 	3341.9 	2908.8 	1046.5 	1082.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-35999.0 	-47925.0 	-94262.0 	-122380.0 	-111963.0 	-61558.0 	-53746.0 	-112153.0 	-83713.0 	-62362.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,ES	: 	: 	: 	: 	36031.0 	45305.0 	29175.0 	2750.0 	-1081.0 	10923.0 	-4805.0 	6029.0 	-16544.0 	-37899.0 	-31355.0 	-33647.0 	-146534.0 	-303566.0 	-176069.0 	-148925.0 	-210332.0 	-282814.0 	-325226.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	13821.0 	: c	32211.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,FR	: 	: 	: 	: 	-17874.0 	13285.0 	26316.0 	: 	: 	: 	: 	: 	: 	-198955.0 	-163418.0 	-126851.0 	-208880.0 	-206231.0 	-163105.0 	-171548.0 	-163509.0 	-161263.0 	-168160.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,HR	: 	: 	: 	: 	: 	: c	-1586.0 	-168.0 	-2793.0 	-13.0 	-15.0 	-15.0 	-13.0 	-13.0 	-2423.0 	-2639.0 	-2711.0 	-2648.0 	-3219.0 	-3699.0 	-12918.0 	-7074.0 	-7367.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-212304.2 	-1095516.3 	-1862591.1 	-1810865.2 	-992939.7 	-599036.8 	-673265.8 	-552975.0 	-571697.7 	-481844.6 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	-39426.0 	-52690.0 	-144739.0 	-119790.0 	-95826.0 	-71876.0 	-38127.0 	-18314.0 	-17036.0 	-12699.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,IT	: 	: 	: 	: 	-17419.0 	-8453.0 	19913.0 	-1120.0 	2679.0 	9851.0 	7952.0 	18523.0 	29822.0 	17216.0 	46403.0 	-4445.0 	-199916.0 	-251501.0 	-219592.0 	-190507.0 	-216284.0 	-323396.0 	-402754.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.2 	-5.7 	-66.7 	-303.3 	-35.7 	-244.8 	-144.4 	-429.1 	-163.5 	-28.0 	426.9 	1217.6 	-3223.9 	-3444.1 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	17926.0 	12085.0 	52459.0 	91034.0 	84516.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-547.0 	-72.0 	-31.0 	-37.0 	-33.0 	-23.0 	2349.0 	1823.0 	-2162.0 	-3196.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.8 	-16.5 	-26.3 	-31.0 	-472.9 	-810.2 	-1137.5 	-340.8 	-222.5 	-596.5 	-2138.6 	-964.1 	962.4 	3558.6 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	1437.0 	-2545.0 	-160.0 	6994.0 	-26078.0 	-23341.0 	10296.0 	32609.0 	145791.0 	115478.0 	47938.0 	19181.0 	52511.0 	67219.0 	35359.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	-39.0 	-6017.0 	-3071.0 	-19716.0 	-6925.0 	-15104.0 	-20308.0 	-17078.0 	-17091.0 	-22766.0 	-20174.0 	-21190.0 	-88178.0 	-38374.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-12006.0 	-15293.0 	-50529.0 	-51698.0 	-56148.0 	-48380.0 	-41878.0 	-46993.0 	-57757.0 	-64954.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1151.0 	-561.0 	-715.0 	-1424.0 	-28787.0 	-43761.0 	-49336.0 	-43531.0 	-25968.0 	-11492.0 	-6889.0 	-221.0 	3032.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,SE	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-14646.0 	-200915.0 	-25286.0 	-23775.0 	-23860.0 	-22661.0 	-22975.0 	-27489.0 	-34604.0 	-39015.0 	-36366.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-961.0 	-1776.0 	-749.0 	-1221.0 	-3012.4 	-394.3 	3154.1 	27.4 	-2079.6 	-3449.6 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-123.4 	-14823.1 	-14496.1 	-15506.1 	-8168.2 	-3482.9 	-5074.6 	-6844.3 	-10665.1 	-13836.0 
MIO_NAC,FA__O__F,S121,S1,N_LE,WRL_REST,UK	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-13890.0 	-26518.0 	-36236.0 	-10267.0 	12291.0 	24367.0 	28424.0 	29652.0 	32583.0 	31746.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-8285.5 	-4631.4 	-7093.8 	-2958.2 	758.2 	691.6 	1939.2 	4086.7 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-13703.0 	-26048.0 	-23866.0 	-17929.0 	-7956.0 	-1899.0 	-2673.0 	-6485.0 	-3908.0 	-4685.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38823.0 	75755.0 	84765.0 	59856.0 	134365.0 	59692.0 	-28736.0 	-24467.0 	-264852.0 	-830745.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	666644.0 	580859.0 	380002.0 	440685.0 	321280.0 	406296.0 	474767.0 	444459.0 	373731.0 	293971.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-111307.0 	-126391.0 	-179052.0 	-53734.0 	-197554.0 	-231168.0 	-255470.0 	-256235.0 	-218916.0 	-105604.0 	84175.0 	184305.0 	268471.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7582.9 	-7844.8 	-6235.6 	-3206.3 	-3027.0 	-2920.3 	-3926.4 	-3916.6 	-4034.4 	-4247.8 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-20842.0 	749.0 	-30088.0 	-18846.0 	-23719.0 	-35597.0 	-41914.0 	-6415.0 	-27827.0 	-14366.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	-117497.0 	-133030.0 	-98518.0 	-73328.0 	-62618.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	-31636.0 	-47346.0 	-70906.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-290741.0 	-209355.0 	-174961.0 	78339.0 	28117.0 	56130.0 	37655.0 	-60996.0 	-87534.0 	-100324.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,HR	: 	: 	: 	: 	: 	: c	11824.0 	-9888.0 	-19326.0 	-24492.0 	-40657.0 	-45868.0 	-25978.0 	-34362.0 	-46358.0 	-50534.0 	-62943.0 	-48181.0 	-44828.0 	-31714.0 	-13093.0 	-3082.0 	-1301.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5659026.7 	-5154209.4 	-5127266.3 	-4895258.8 	-3554225.7 	-2719513.6 	-2642393.7 	-1072139.0 	1015056.7 	541672.9 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,IE	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	-128372.0 	: c	: c	-244437.0 	-176003.0 	12567.0 	4007.0 	-16917.0 	-17734.0 	-17243.0 	11794.0 	9284.0 	26862.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,IT	: 	: 	: 	: 	-72666.0 	-113945.0 	-142757.0 	-95651.0 	-103585.0 	-112532.0 	-145249.0 	-178555.0 	-268500.0 	-246236.0 	-244485.0 	-252669.0 	-175282.0 	-109679.0 	-126346.0 	-100490.0 	-121237.0 	-102479.0 	-81515.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-998.2 	-2879.0 	-4645.1 	-7504.9 	-10100.6 	-7459.4 	-5870.0 	-4970.0 	-4227.4 	-3969.9 	-4038.3 	-1872.1 	-1708.6 	-2923.9 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,LU	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	56019.0 	65572.0 	47502.0 	34553.0 	62085.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-12852.0 	-9648.0 	-8810.0 	-6876.0 	-6983.0 	-6868.0 	-5455.0 	-8523.0 	-6169.0 	-6530.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4825.4 	-7216.4 	-7768.3 	-6907.9 	-4368.4 	-5657.7 	-2624.6 	-5182.3 	-6628.7 	-8742.0 	-15033.8 	-12364.2 	-11521.0 	-10635.8 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,NL	: 	: 	: 	: 	: 	: 	: 	: 	-83329.0 	-96607.0 	-89825.0 	-57782.0 	-59024.0 	-20413.0 	-78922.0 	-88045.0 	-123894.0 	-94581.0 	-21844.0 	43614.0 	16326.0 	-13498.0 	15808.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	29341.0 	34369.0 	19791.0 	-29003.0 	-121989.0 	-143664.0 	-164958.0 	-175006.0 	-150112.0 	-155973.0 	-162866.0 	-161577.0 	-157599.0 	-135044.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	-24796.0 	-23050.0 	-23874.0 	-27085.0 	-23829.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-22357.0 	-35231.0 	-65575.0 	-97767.0 	-83730.0 	-93601.0 	-97598.0 	-89167.0 	-77485.0 	-59041.0 	-45774.0 	-27205.0 	-17400.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,SE	: 	: 	: 	-181224.0 	-103315.0 	-246785.0 	-364524.0 	-355787.0 	-272937.0 	-390161.0 	-421909.0 	-308990.0 	-145883.0 	-180390.0 	-447.0 	143733.0 	407458.0 	495046.0 	686537.0 	745374.0 	850985.0 	773786.0 	931744.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-12135.0 	-8428.0 	-8764.0 	-6622.0 	-4791.7 	-2359.1 	-614.2 	-114.8 	11.4 	-492.0 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-8361.2 	1087.1 	300.5 	252.4 	2731.9 	3567.2 	4769.6 	2764.3 	1225.4 	2696.5 
MIO_NAC,FA__O__F,S122,S1,N_LE,WRL_REST,UK	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
MIO_NAC,FA__O__F,S12M,S1,N_LE,WRL_REST,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-763.0 	-863.0 	1373.0 	995.0 	-2692.0 
MIO_NAC,FA__O__F,S12M,S1,N_LE,WRL_REST,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1859.0 	5669.0 	2348.0 	2163.0 	1569.0 	111.0 	6087.0 	7678.0 	31772.0 	10140.0 
MIO_NAC,FA__O__F,S12M,S1,N_LE,WRL_REST,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5350.7 	-4924.0 	-3564.9 	-3483.0 	-3367.0 	-4033.7 	-3575.2 	-3159.3 
MIO_NAC,FA__O__F,S12M,S1,N_LE,WRL_REST,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-5263.0 	-5932.0 	-14396.0 	-7301.0 	-10162.0 	-458.0 	-50.0 	-3579.0 	-4607.0 	-3672.0 
MIO_NAC,FA__O__F,S12M,S1,N_LE,WRL_REST,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-34204.0 	-36263.0 	-28864.0 	-24706.0 	-2616.0 	-6059.0 	-8515.0 	-3603.0 	36659.0 	6694.0 
MIO_NAC,FA__O__F,S12M,S1,N_LE,WRL_REST,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91063.0 	118590.0 	118607.0 	112779.0 	103068.0 	77743.0 
