indic_bt,nace_r2,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
TOVV,G47_NFOOD_X_G473,I2015_SCA,EL	106.5 p	107.1 p	107.8 p	107.8 p	106.7 p	108.4 p	107.4 p	108.6 p	108.4 p	109.7 p	: c	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,ES	106.5 p	110.8 p	108.7 p	109.1 p	108.8 p	109.4 p	108.3 p	108.4 p	109.6 p	108.3 p	108.5 p	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,EU28	107.3 	110.2 	108.4 	108.5 	108.1 	108.3 	110.1 	109.9 	109.8 	110.1 	110.6 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,FI	108.1 	110.0 	109.2 	109.6 	108.7 	108.9 	108.2 	110.6 	108.3 	108.4 	109.2 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,FR	108.1 	113.3 	110.1 	109.2 	110.5 	111.5 	111.8 	111.8 	112.2 	112.2 	111.9 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,HR	116.5 	121.1 	120.3 	124.3 	118.0 	119.3 	123.1 	127.0 	121.4 	121.9 	: c	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,HU	119.6 p	121.2 p	121.7 p	123.9 p	123.1 p	123.9 p	125.5 p	127.3 p	128.2 p	128.2 p	129.8 p	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,IE	114.7 	118.3 	114.5 	116.2 	114.7 	111.2 	115.7 	117.3 	118.2 	117.8 	119.2 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,IT	100.1 	100.7 	100.4 	100.1 	100.3 	100.2 	100.2 	100.3 	100.3 	100.3 	100.7 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,LT	112.4 	115.3 	117.1 	118.7 	114.9 	115.9 	118.4 	118.7 	118.7 	119.4 	120.2 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,LU	16.0 s	16.3 s	16.0 s	16.2 s	16.0 s	16.2 ps	16.2 ps	16.0 ps	16.3 ps	16.3 ps	16.3 ps	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,LV	112.9 	113.7 	112.4 	115.9 	109.4 	113.4 	113.0 	115.7 	114.7 	114.5 	113.3 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,ME	109.1 	108.5 	120.7 	104.4 	108.7 	109.5 	111.5 	114.0 	111.9 	103.2 	106.0 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,MK	103.8 ps	116.2 ps	108.8 ps	113.5 ps	107.8 ps	109.8 ps	112.8 ps	109.5 ps	113.7 ps	108.3 ps	111.8 ps	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,MT	107.4 p	108.0 p	105.1 p	108.1 p	101.2 p	102.7 p	100.2 p	103.8 p	99.0 p	94.4 p	99.2 p	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,NL	107.3 ps	111.0 ps	107.8 ps	110.3 ps	107.9 ps	109.9 ps	112.2 ps	110.9 ps	110.7 ps	111.1 ps	111.8 ps	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,NO	99.2 	103.7 	101.1 	101.3 	101.2 	101.2 	102.8 	105.5 	100.0 	100.2 	102.5 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,PL	117.6 	120.7 	120.2 	121.2 	121.0 	120.8 	122.3 	123.2 	124.4 	126.2 p	125.5 p	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,PT	105.6 	111.2 	112.1 	113.0 	110.9 	111.6 	111.2 	116.9 	114.6 	113.4 	111.6 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,RO	136.5 	136.1 	140.4 	137.0 	129.7 	131.3 	136.0 	137.6 	139.2 	138.7 	139.2 p	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,RS	115.4 	117.9 	118.1 	118.6 	117.3 	118.7 	119.5 	121.0 	120.5 	121.7 p	122.4 p	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,SE	108.7 	111.2 	109.4 	109.0 	108.2 	109.8 	111.7 	110.3 	108.5 	107.5 p	110.7 p	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,SI	113.8 	116.8 	115.1 	116.4 	115.0 	115.4 	118.4 	118.1 	118.2 	119.3 	120.9 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,SK	109.2 s	110.0 s	110.7 s	109.7 s	110.4 s	110.7 s	110.5 s	110.4 s	110.1 s	110.9 ps	110.7 ps	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,TR	109.7 	110.1 	112.3 	113.4 	112.1 	112.3 	113.0 	112.6 	112.6 	113.6 	113.8 	: 
TOVV,G47_NFOOD_X_G473,I2015_SCA,UK	110.3 p	111.6 p	109.6 p	109.9 p	109.6 p	109.9 p	110.7 p	113.2 p	112.2 p	114.1 p	115.8 p	115.4 p
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,AL	8.5 	-1.4 	-7.2 	6.5 	3.1 	-0.6 	: 	: 	: 	: 	: 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,AT	-2.0 p	2.8 p	-1.0 p	2.2 p	-0.7 p	-1.2 p	2.2 p	-0.4 p	-1.1 p	-1.1 p	0.3 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,BE	-3.0 p	2.0 p	-0.9 p	0.2 p	2.5 p	-0.2 p	-0.1 p	-0.1 p	1.6 p	-3.5 p	-0.7 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,BG	7.8 	7.7 	7.4 	3.6 	4.3 	1.5 	4.5 	4.2 	4.4 	2.5 	3.4 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,CH	-2.3 p	0.9 p	1.9 p	0.9 p	-1.1 p	-3.5 p	4.2 p	-0.5 p	-0.2 p	-1.2 p	-0.6 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,CY	3.2 	10.0 	5.2 	13.4 	11.4 	14.9 	5.6 	6.2 	5.9 	3.7 	: c	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,CZ	4.7 p	10.4 p	10.8 p	11.8 p	9.5 p	5.1 p	9.9 p	6.0 p	6.4 p	7.1 p	5.9 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,DE	0.5 p	5.3 p	2.5 p	2.9 p	0.4 p	-1.9 p	6.2 p	0.2 p	-1.0 p	1.0 p	0.7 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,DK	-1.5 	5.9 	3.2 	3.2 	2.5 	2.9 	2.6 	5.5 	5.4 	-1.4 	6.5 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,EA19	0.5 	5.6 	3.0 	3.0 	1.8 	0.8 	3.8 	1.6 	1.4 	1.0 	2.9 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,EE	6.8 	5.0 	9.3 	6.6 	5.6 	1.6 	4.2 	5.3 	2.0 	3.6 	5.2 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,EL	3.8 	3.6 	6.3 	4.8 	0.6 	3.7 	1.1 	2.9 	1.3 	3.9 p	: c	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,ES	-1.6 p	5.7 p	2.1 p	4.9 p	3.3 p	3.4 p	0.6 p	0.6 p	2.1 p	0.3 p	0.6 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,EU28	1.3 	5.1 	3.8 	3.6 	1.7 	1.9 	3.7 	3.0 	2.2 	2.1 	3.5 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,FI	3.8 	6.0 	7.6 	6.0 	4.3 	4.9 	1.9 	6.4 	0.8 	0.7 	1.5 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,FR	1.9 	8.2 	4.9 	3.8 	3.1 	3.6 	5.0 	3.9 	4.2 	2.4 	6.5 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,HR	6.0 	11.5 	7.9 	12.0 	3.3 	2.5 	12.4 	10.9 	1.9 	2.9 	: c	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,HU	10.0 p	10.8 p	11.2 p	12.4 p	9.3 p	7.3 p	9.9 p	9.8 p	10.8 p	9.4 p	10.7 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,IE	7.4 	10.9 	7.4 	8.4 	6.8 	1.1 	5.0 	5.5 	12.4 	9.1 	11.4 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,IT	-1.8 	2.2 	0.2 	-2.1 	-0.3 	-1.2 	-1.3 	-0.3 	0.1 	-0.9 	: 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,LT	3.4 	7.3 	8.4 	9.3 	2.1 	3.1 	6.9 	5.7 	7.0 	7.4 	8.6 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,LU	0.0 	5.8 	-1.0 	0.0 	-2.1 	0.6 p	1.3 p	-3.8 p	2.6 p	3.1 p	3.1 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,LV	6.8 	6.0 	5.3 	7.7 	0.4 	5.8 	4.1 	6.8 	4.3 	3.2 	0.5 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,ME	0.0 	-2.1 	6.4 	-5.1 	0.7 	1.3 	4.3 	3.1 	: 	: 	: 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,MK	-9.9 ps	-4.2 ps	-4.6 ps	9.4 ps	5.5 ps	5.2 ps	11.8 ps	4.8 ps	: 	: 	: 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,MT	2.0 p	1.5 p	0.3 p	3.9 p	-2.7 p	-7.7 p	-8.2 p	-3.3 p	-8.5 p	-15.0 p	-10.4 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,NL	0.8 p	6.5 p	3.2 p	5.1 p	3.3 p	2.8 p	6.5 p	3.4 p	2.9 p	2.5 p	4.0 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,NO	0.4 	5.7 	3.9 	3.9 	2.3 	2.3 	3.8 	5.7 	-1.2 	-1.4 	1.9 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,PL	8.1 	11.8 	12.7 	11.0 	9.1 	8.2 	8.2 	7.8 	8.2 	9.3 p	8.4 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,PT	1.0 	7.0 	7.4 	8.9 	4.3 	4.9 	3.5 	8.4 	6.6 	4.7 	3.1 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,RO	17.5 	13.0 	18.4 	17.5 	4.3 	3.2 	8.5 	7.4 	9.4 	6.2 	3.8 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,RS	2.9 	8.4 	6.3 	6.4 	3.4 	3.4 	5.4 	6.1 	3.9 	5.2 p	8.2 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,SE	2.7 	4.6 	4.2 	1.9 	-0.7 	3.3 	5.4 	3.6 	-0.7 	-1.6 p	3.3 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,SI	3.4 	9.0 	5.2 	7.5 	1.1 	-0.5 	7.0 	4.6 	4.0 	6.2 	7.9 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,SK	5.1 	6.5 	7.2 	4.4 	5.7 	4.4 	3.4 	2.0 	-1.0 	3.1 p	1.0 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,TR	6.4 	4.1 	8.9 	13.0 	7.5 	6.4 	7.6 	4.8 	5.6 	1.3 	-0.5 	: 
TOVV,G47_NFOOD_X_G473,PCH_M12_CA,UK	1.0 p	1.2 p	2.8 p	3.1 p	-0.4 p	3.9 p	0.8 p	5.5 p	2.3 p	4.1 p	4.1 p	5.0 p
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,AL	1.9 s	-3.4 s	-5.9 s	6.3 s	0.8 s	-1.2 s	: 	: 	: 	: 	: 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,AT	-1.8 p	2.8 p	-2.8 p	2.3 p	-1.9 p	1.3 p	1.9 p	-1.9 p	0.0 p	-0.3 p	0.0 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,BE	-3.3 p	4.7 p	0.2 p	-3.3 p	1.3 p	-0.1 p	-1.2 p	3.2 p	0.8 p	-6.4 p	3.1 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,BG	0.5 	0.4 	0.4 	-0.3 	-0.1 	0.3 	1.1 	0.3 	-0.2 	0.0 	0.5 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,CH	-0.7 p	2.3 p	-1.0 p	-0.3 p	-0.6 p	-0.1 p	1.6 p	-1.7 p	0.5 p	-0.7 p	-0.2 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,CY	-0.2 	2.0 	-1.2 	2.4 	0.1 	1.5 	-1.8 	0.3 	1.0 	-0.9 	: c	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,CZ	-1.4 p	3.3 p	0.0 p	1.2 p	-0.3 p	-0.4 p	1.8 p	-0.5 p	0.4 p	0.9 p	-0.1 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,DE	-0.4 p	2.8 p	-2.2 p	0.6 p	-1.2 p	-1.0 p	6.0 p	-3.5 p	-0.1 p	0.9 p	-0.5 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,DK	-4.2 	5.4 	-3.1 	-0.3 	-0.3 	1.8 	-0.1 	2.0 	0.7 	-3.8 	4.4 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,EA19	-1.2 	3.1 	-1.8 	0.0 	-0.4 	0.1 	2.0 	-0.8 	0.1 	-0.1 	0.0 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,EE	0.1 s	0.5 s	2.6 s	-1.6 s	-0.9 s	-0.8 s	0.4 s	2.5 s	-1.0 s	2.2 s	0.4 s	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,EL	1.0 p	0.6 p	0.7 p	0.0 p	-1.0 p	1.6 p	-0.9 p	1.1 p	-0.2 p	1.2 p	: c	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,ES	-1.4 p	4.0 p	-1.9 p	0.4 p	-0.3 p	0.6 p	-1.0 p	0.1 p	1.1 p	-1.2 p	0.2 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,EU28	-0.8 	2.7 	-1.6 	0.1 	-0.4 	0.2 	1.7 	-0.2 	-0.1 	0.3 	0.5 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,FI	0.1 	1.8 	-0.7 	0.4 	-0.8 	0.2 	-0.6 	2.2 	-2.1 	0.1 	0.7 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,FR	-2.4 	4.8 	-2.8 	-0.8 	1.2 	0.9 	0.3 	0.0 	0.4 	0.0 	-0.3 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,HR	-1.7 	3.9 	-0.7 	3.3 	-5.1 	1.1 	3.2 	3.2 	-4.4 	0.4 	: c	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,HU	-0.1 p	1.3 p	0.4 p	1.8 p	-0.6 p	0.6 p	1.3 p	1.4 p	0.7 p	0.0 p	1.2 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,IE	0.9 	3.1 	-3.2 	1.5 	-1.3 	-3.1 	4.0 	1.4 	0.8 	-0.3 	1.2 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,IT	-0.5 	0.5 	-0.3 	-0.4 	0.2 	-0.2 	0.0 	0.1 	0.0 	-0.2 	: 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,LT	0.3 	2.6 	1.6 	1.4 	-3.2 	0.9 	2.2 	0.3 	0.0 	0.6 	0.7 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,LU	-1.8 s	1.9 s	-1.8 s	1.3 s	-1.2 s	1.3 ps	0.0 ps	-1.2 ps	1.9 ps	0.0 ps	0.0 ps	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,LV	0.1 	0.7 	-1.1 	3.1 	-5.6 	3.7 	-0.4 	2.4 	-0.9 	-0.2 	-1.0 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,ME	-1.7 	-0.5 	11.9 	-14.3 	4.8 	1.0 	1.8 	1.9 	: 	: 	: 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,MK	-1.1 ps	11.9 ps	-6.4 ps	4.3 ps	-5.0 ps	1.9 ps	2.7 ps	-2.9 ps	: 	: 	: 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,MT	-3.6 p	0.6 p	-2.7 p	2.9 p	-6.4 p	1.5 p	-2.4 p	3.6 p	-4.6 p	-4.6 p	5.1 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,NL	-1.6 ps	3.4 ps	-2.9 ps	2.3 ps	-2.2 ps	1.9 ps	2.1 ps	-1.2 ps	-0.2 ps	0.4 ps	0.6 ps	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,NO	-0.3 	4.5 	-2.5 	0.2 	-0.1 	0.0 	1.6 	2.6 	-5.2 	0.2 	2.3 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,PL	0.4 	2.6 	-0.4 	0.8 	-0.2 	-0.2 	1.2 	0.7 	1.0 	1.4 p	-0.6 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,PT	-3.1 	5.3 	0.8 	0.8 	-1.9 	0.6 	-0.4 	5.1 	-2.0 	-1.0 	-1.6 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,RO	1.0 	-0.3 	3.2 	-2.4 	-5.3 	1.2 	3.6 	1.2 	1.2 	-0.4 	0.4 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,RS	0.5 	2.2 	0.2 	0.4 	-1.1 	1.2 	0.7 	1.3 	-0.4 	1.0 p	0.6 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,SE	-0.4 	2.3 	-1.6 	-0.4 	-0.7 	1.5 	1.7 	-1.3 	-1.6 	-0.9 p	3.0 p	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,SI	-0.4 	2.6 	-1.5 	1.1 	-1.2 	0.3 	2.6 	-0.3 	0.1 	0.9 	1.3 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,SK	-0.1 s	0.7 s	0.6 s	-0.9 s	0.6 s	0.3 s	-0.2 s	-0.1 s	-0.3 s	0.7 ps	-0.2 ps	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,TR	-4.2 	0.4 	2.0 	1.0 	-1.1 	0.2 	0.6 	-0.4 	0.0 	0.9 	0.2 	: 
TOVV,G47_NFOOD_X_G473,PCH_M1_SCA,UK	0.3 p	1.2 p	-1.8 p	0.3 p	-0.3 p	0.3 p	0.7 p	2.3 p	-0.9 p	1.7 p	1.5 p	-0.3 p
