indic_bt,nace_r2,unit,geo\time	2017M09 	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 
PROD,MIG_DCOG,I2015_SCA,ME	141.1 s	168.3 s	145.9 s	99.6 s	131.7 s	135.0 s	142.1 s	146.6 s	119.4 s	219.2 s	246.8 s	250.3 s
PROD,MIG_DCOG,I2015_SCA,MK	147.5 	138.2 	172.1 	169.6 	157.1 	158.3 	164.7 	157.0 	154.4 	142.6 	160.9 	154.3 
PROD,MIG_DCOG,I2015_SCA,MT	95.9 p	98.1 p	95.0 p	102.1 p	98.7 p	96.0 p	93.4 p	98.2 p	93.3 p	93.9 p	93.3 p	102.2 p
PROD,MIG_DCOG,I2015_SCA,NL	105.9 p	107.2 p	108.4 p	110.5 p	110.1 p	112.2 p	110.0 p	111.8 p	110.4 p	110.3 p	115.9 p	108.7 p
PROD,MIG_DCOG,I2015_SCA,NO	93.3 	100.4 	91.7 	92.2 	93.1 	88.5 	82.8 	89.9 	87.6 	83.8 	73.9 	85.5 
PROD,MIG_DCOG,I2015_SCA,PL	117.2 	117.2 	116.6 	119.4 	118.6 	116.1 	117.2 	117.1 	120.8 	117.8 	121.1 	119.2 
PROD,MIG_DCOG,I2015_SCA,PT	119.1 	118.5 	121.2 	121.1 	122.1 	120.0 	123.5 	118.6 	132.8 	129.0 	125.6 	119.1 
PROD,MIG_DCOG,I2015_SCA,RO	117.6 	118.0 	120.4 	126.8 	123.8 	119.2 	120.1 	123.3 	119.8 	126.7 	123.4 	118.2 p
PROD,MIG_DCOG,I2015_SCA,RS	107.1 	104.0 	106.4 	111.0 	125.7 	115.0 	115.6 	111.1 	110.3 	111.9 	102.2 	112.7 
PROD,MIG_DCOG,I2015_SCA,SE	97.3 	97.9 	96.6 	105.9 	98.2 	98.8 	99.5 	96.8 	102.5 	101.7 	99.8 p	97.6 p
PROD,MIG_DCOG,I2015_SCA,SI	127.3 	126.9 	128.4 	129.7 	132.4 p	131.8 p	130.5 p	132.3 p	132.6 p	131.2 p	130.3 p	131.1 p
PROD,MIG_DCOG,I2015_SCA,SK	89.6 	85.4 	85.9 	88.3 	92.9 	86.5 	84.8 	75.2 	83.4 	82.4 	83.8 p	86.2 p
PROD,MIG_DCOG,I2015_SCA,TR	129.3 	104.5 	108.3 	112.6 	106.6 	104.1 	107.0 	107.5 	109.5 	102.6 	107.1 	107.9 
PROD,MIG_DCOG,I2015_SCA,UK	105.6 	105.0 	106.1 	108.1 	110.8 	112.1 	114.5 	114.3 	116.2 	114.7 	116.0 	115.1 
PROD,MIG_DCOG,PCH_M12_CA,AT	2.3 	3.0 	1.8 	-3.3 	-0.6 	3.9 	-2.9 	3.7 	5.2 	4.3 	6.0 p	: 
PROD,MIG_DCOG,PCH_M12_CA,BE	3.0 	2.4 	2.7 	9.9 	6.4 	-2.5 	-3.7 	-8.1 	9.0 	-3.7 	-6.0 	: 
PROD,MIG_DCOG,PCH_M12_CA,BG	1.4 	-4.1 	-6.8 	15.9 	8.2 	7.1 	3.7 	8.0 	9.5 	12.1 	3.6 	13.2 p
PROD,MIG_DCOG,PCH_M12_CA,CY	12.4 	0.5 	-1.8 	5.3 	10.9 	8.9 	18.8 	6.5 	21.0 	15.3 	14.4 	: c
PROD,MIG_DCOG,PCH_M12_CA,CZ	5.7 e	3.0 e	5.4 e	9.8 e	11.8 e	5.9 e	4.6 e	6.0 e	4.8 e	5.0 e	4.8 e	11.8 e
PROD,MIG_DCOG,PCH_M12_CA,DE	5.6 	2.3 	4.8 	2.1 	3.7 	0.6 	3.6 	-2.5 	-0.3 	2.1 	-3.1 	-3.6 
PROD,MIG_DCOG,PCH_M12_CA,DK	1.4 	-0.2 	6.9 	6.7 	3.0 	-0.6 	4.0 	-10.6 	-7.0 	-7.7 	-3.4 	-0.6 
PROD,MIG_DCOG,PCH_M12_CA,EA19	6.8 	4.1 	5.2 	5.9 	4.8 s	0.8 s	2.2 s	0.3 s	-0.2 s	1.2 s	-2.3 s	-1.1 s
PROD,MIG_DCOG,PCH_M12_CA,EE	-3.7 	-0.1 	-1.3 	1.0 	6.3 	-8.2 	-11.5 	-8.5 	-4.9 	-5.0 	-8.4 	-3.3 
PROD,MIG_DCOG,PCH_M12_CA,EL	-1.6 p	-0.4 p	-0.2 	22.0 	17.9 p	7.5 p	-1.8 p	12.8 p	-1.9 p	-2.4 p	-3.2 p	-5.7 p
PROD,MIG_DCOG,PCH_M12_CA,ES	5.4 p	5.3 p	-2.3 p	6.7 p	2.0 p	3.3 p	-1.0 p	-6.2 p	-3.4 p	-4.5 p	-0.8 p	-1.3 p
PROD,MIG_DCOG,PCH_M12_CA,EU28	6.4 	3.9 	4.9 	6.0 	5.3 s	1.8 s	3.1 s	2.2 s	1.9 s	2.2 s	0.2 s	1.2 s
PROD,MIG_DCOG,PCH_M12_CA,FI	-1.4 	-8.0 	2.8 	1.5 	0.6 	1.1 	4.2 	-8.4 	1.9 	-0.7 	9.0 	-3.1 
PROD,MIG_DCOG,PCH_M12_CA,FR	9.6 	2.8 	6.0 	11.0 	6.5 	0.4 	-1.8 	0.5 	-1.6 	0.8 	-3.2 	-3.5 
PROD,MIG_DCOG,PCH_M12_CA,HR	1.6 	7.8 	-7.4 	-22.4 	20.4 	10.0 	19.8 	-4.4 	-4.1 	-8.0 	-2.0 	-9.6 
PROD,MIG_DCOG,PCH_M12_CA,HU	6.7 	9.1 	5.9 	-7.7 	-0.3 	3.2 	-8.3 	-3.3 	5.5 	2.4 	7.1 	-0.1 
PROD,MIG_DCOG,PCH_M12_CA,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
PROD,MIG_DCOG,PCH_M12_CA,IT	11.0 	6.9 	9.0 	11.1 	5.3 	-2.3 	4.4 	3.4 	-2.4 	0.6 	-7.2 	3.1 
PROD,MIG_DCOG,PCH_M12_CA,LT	13.6 	9.0 	13.5 	18.1 	12.3 	6.7 	0.2 	9.5 	4.8 	-2.1 	2.0 	1.1 
PROD,MIG_DCOG,PCH_M12_CA,LU	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
PROD,MIG_DCOG,PCH_M12_CA,LV	-1.3 	2.6 	9.3 	0.4 	11.5 	6.8 	4.6 	7.8 	6.4 	-2.8 	1.6 	6.5 
PROD,MIG_DCOG,PCH_M12_CA,ME	38.3 s	59.8 s	28.2 s	-9.5 s	-13.3 s	-3.9 s	-5.5 s	-8.2 s	-3.3 s	35.5 s	45.9 s	73.9 s
PROD,MIG_DCOG,PCH_M12_CA,MK	-0.1 	-9.5 	55.6 	46.6 	57.5 	76.1 	35.4 	67.8 	39.7 	20.1 	26.8 	12.8 
PROD,MIG_DCOG,PCH_M12_CA,MT	-0.2 p	-1.4 p	-0.2 p	8.8 p	3.1 p	-1.6 p	-2.7 p	-1.9 p	-3.1 p	-3.1 p	-3.5 p	11.2 p
PROD,MIG_DCOG,PCH_M12_CA,NL	1.8 p	6.8 p	4.5 p	8.3 p	5.7 p	10.8 p	6.4 p	13.5 p	2.3 p	4.2 p	11.6 p	0.7 p
PROD,MIG_DCOG,PCH_M12_CA,NO	2.2 	9.0 	-0.2 	-3.1 	-3.2 	-2.6 	-10.2 	-0.6 	-9.8 	-12.6 	-20.8 	-6.0 
PROD,MIG_DCOG,PCH_M12_CA,PL	11.2 	10.4 	8.0 	10.0 	10.3 	7.1 	1.9 	4.8 	8.1 	1.4 	4.6 	4.5 
PROD,MIG_DCOG,PCH_M12_CA,PT	20.6 	16.4 	15.1 	12.0 	8.8 	5.5 	6.9 	8.3 	11.5 	10.8 	9.6 	0.2 
PROD,MIG_DCOG,PCH_M12_CA,RO	1.7 	1.2 	3.8 	16.1 	10.3 	1.8 	1.3 	8.3 	-1.7 	12.5 	8.6 	-1.8 p
PROD,MIG_DCOG,PCH_M12_CA,RS	-3.8 	-5.4 	-1.8 	4.1 	28.9 	4.4 	5.0 	-0.7 	-6.2 	1.9 	-2.2 	8.9 
PROD,MIG_DCOG,PCH_M12_CA,SE	-11.1 	-9.8 	-10.8 	1.0 	-5.7 	-4.9 	-8.2 	-4.0 	2.5 	3.2 	1.2 p	0.1 p
PROD,MIG_DCOG,PCH_M12_CA,SI	6.1 	4.9 	5.9 	6.0 	13.3 p	6.4 p	4.1 p	7.2 p	7.8 p	4.1 p	1.0 p	0.3 p
PROD,MIG_DCOG,PCH_M12_CA,SK	-4.5 	-5.3 	-9.1 	-11.2 	3.4 	-14.1 	-14.1 	-16.8 	-8.0 	-13.5 	-11.4 p	-15.5 p
PROD,MIG_DCOG,PCH_M12_CA,TR	33.0 	-5.0 	9.7 	13.0 	10.9 	-1.7 	-2.5 	0.2 	6.1 	-2.3 	4.3 	-7.3 
PROD,MIG_DCOG,PCH_M12_CA,UK	7.6 	1.4 	4.1 	6.0 	7.8 	7.1 	12.6 	16.0 	11.8 	8.1 	12.2 	9.2 
PROD,MIG_DCOG,PCH_M1_SCA,AT	-0.7 	1.1 	0.4 	1.2 	-5.0 	4.6 	-3.8 	4.3 	1.8 	0.6 	1.9 p	: 
PROD,MIG_DCOG,PCH_M1_SCA,BE	3.4 	0.5 	0.2 	3.8 	-2.0 	-8.3 	2.8 	-6.3 	13.6 	-5.4 	-0.3 	: 
PROD,MIG_DCOG,PCH_M1_SCA,BG	5.5 	-2.9 	0.3 	9.9 	-2.8 	1.1 	0.8 	0.5 	3.4 	-0.3 	-4.7 	2.9 p
PROD,MIG_DCOG,PCH_M1_SCA,CY	4.1 	-3.8 	2.7 	0.0 	4.4 	1.8 	3.3 	-3.9 	10.1 	-3.6 	1.0 	: c
PROD,MIG_DCOG,PCH_M1_SCA,CZ	1.6 e	0.1 e	0.8 e	0.5 e	0.8 e	0.0 e	0.4 e	0.6 e	0.2 e	0.7 e	0.0 e	1.1 e
PROD,MIG_DCOG,PCH_M1_SCA,DE	-2.2 	-0.9 	0.8 	-0.5 	1.2 	-2.3 	2.0 	-4.0 	4.1 	0.0 	-3.8 	1.6 
PROD,MIG_DCOG,PCH_M1_SCA,DK	1.2 	-0.1 	3.1 	-1.5 	-1.6 	-1.8 	1.9 	-10.3 	7.4 	-2.6 	5.7 	-1.5 
PROD,MIG_DCOG,PCH_M1_SCA,EA19	0.5 	-1.7 	1.7 	1.5 	-1.6 s	-1.7 s	1.4 s	-2.1 s	2.0 s	-0.1 s	-1.9 s	1.5 s
PROD,MIG_DCOG,PCH_M1_SCA,EE	-1.2 	-0.5 	-0.8 	0.1 	8.6 	-11.0 	0.1 	-0.8 	6.0 	1.0 	-1.0 	-2.8 
PROD,MIG_DCOG,PCH_M1_SCA,EL	1.5 p	2.4 p	-2.1 p	16.4 p	-7.7 p	0.5 p	-3.0 p	3.0 p	-3.4 p	-3.4 p	-2.4 p	-4.0 p
PROD,MIG_DCOG,PCH_M1_SCA,ES	2.0 p	-0.6 p	-2.0 p	4.0 p	-2.6 p	0.9 p	-1.1 p	-2.4 p	1.8 p	-1.2 p	1.2 p	-0.5 p
PROD,MIG_DCOG,PCH_M1_SCA,EU28	0.7 	-1.3 	1.4 	1.6 	-1.0 s	-1.3 s	1.4 s	-1.7 s	2.1 s	-0.4 s	-1.1 s	0.8 s
PROD,MIG_DCOG,PCH_M1_SCA,FI	-1.4 	-2.8 	6.7 	-0.4 	-1.7 	-0.1 	1.4 	-4.1 	3.8 	-1.2 	5.3 	-7.0 
PROD,MIG_DCOG,PCH_M1_SCA,FR	2.1 	-6.3 	6.4 	4.1 	-3.0 	-5.6 	0.5 	0.7 	-2.0 	1.3 	-0.1 	3.1 
PROD,MIG_DCOG,PCH_M1_SCA,HR	-1.1 	3.6 	-3.0 	1.0 	3.3 	-7.4 	12.0 	-11.1 	-3.2 	0.9 	0.9 	-2.1 
PROD,MIG_DCOG,PCH_M1_SCA,HU	-0.8 	-1.3 	0.6 	-7.4 	9.7 	0.8 	-3.4 	4.0 	3.5 	-2.2 	0.8 	-3.0 
PROD,MIG_DCOG,PCH_M1_SCA,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
PROD,MIG_DCOG,PCH_M1_SCA,IT	4.4 	-2.9 	2.4 	2.5 	-5.5 	-1.0 	4.1 	-2.3 	-1.2 	0.7 	-4.7 	5.8 
PROD,MIG_DCOG,PCH_M1_SCA,LT	3.2 	-0.7 	3.1 	2.3 	-4.2 	-2.3 	-0.9 	3.3 	-0.6 	-3.0 	1.6 	0.0 
PROD,MIG_DCOG,PCH_M1_SCA,LU	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
PROD,MIG_DCOG,PCH_M1_SCA,LV	0.4 	-0.3 	3.4 	-2.4 	6.1 	-3.1 	2.3 	-1.1 	1.1 	-3.4 	-1.8 	5.4 
PROD,MIG_DCOG,PCH_M1_SCA,ME	-2.0 s	19.3 s	-13.3 s	-31.7 s	32.2 s	2.5 s	5.3 s	3.2 s	-18.6 s	83.6 s	12.6 s	1.4 s
PROD,MIG_DCOG,PCH_M1_SCA,MK	6.4 	-6.3 	24.5 	-1.5 	-7.4 	0.8 	4.0 	-4.7 	-1.7 	-7.6 	12.8 	-4.1 
PROD,MIG_DCOG,PCH_M1_SCA,MT	3.8 p	2.3 p	-3.2 p	7.5 p	-3.3 p	-2.7 p	-2.7 p	5.1 p	-5.0 p	0.6 p	-0.6 p	9.5 p
PROD,MIG_DCOG,PCH_M1_SCA,NL	-0.4 p	1.2 p	1.1 p	1.9 p	-0.4 p	1.9 p	-2.0 p	1.6 p	-1.3 p	-0.1 p	5.1 p	-6.2 p
PROD,MIG_DCOG,PCH_M1_SCA,NO	2.8 	7.6 	-8.7 	0.5 	1.0 	-4.9 	-6.4 	8.6 	-2.6 	-4.3 	-11.8 	15.7 
PROD,MIG_DCOG,PCH_M1_SCA,PL	3.1 	0.0 	-0.5 	2.4 	-0.7 	-2.1 	0.9 	-0.1 	3.2 	-2.5 	2.8 	-1.6 
PROD,MIG_DCOG,PCH_M1_SCA,PT	-0.8 	-0.5 	2.3 	-0.1 	0.8 	-1.7 	2.9 	-4.0 	12.0 	-2.9 	-2.6 	-5.2 
PROD,MIG_DCOG,PCH_M1_SCA,RO	-0.4 	0.3 	2.0 	5.3 	-2.4 	-3.7 	0.8 	2.7 	-2.8 	5.8 	-2.6 	-4.2 p
PROD,MIG_DCOG,PCH_M1_SCA,RS	3.2 	-2.9 	2.3 	4.3 	13.2 	-8.5 	0.5 	-3.9 	-0.7 	1.5 	-8.7 	10.3 
PROD,MIG_DCOG,PCH_M1_SCA,SE	0.8 	0.6 	-1.3 	9.6 	-7.3 	0.6 	0.7 	-2.7 	5.9 	-0.8 	-1.9 p	-2.2 p
PROD,MIG_DCOG,PCH_M1_SCA,SI	-2.4 	-0.3 	1.2 	1.0 	2.1 p	-0.5 p	-1.0 p	1.4 p	0.2 p	-1.1 p	-0.7 p	0.6 p
PROD,MIG_DCOG,PCH_M1_SCA,SK	-10.0 	-4.7 	0.6 	2.8 	5.2 	-6.9 	-2.0 	-11.3 	10.9 	-1.2 	1.7 p	2.9 p
PROD,MIG_DCOG,PCH_M1_SCA,TR	12.5 	-19.2 	3.6 	4.0 	-5.3 	-2.3 	2.8 	0.5 	1.9 	-6.3 	4.4 	0.7 
PROD,MIG_DCOG,PCH_M1_SCA,UK	1.4 	-0.6 	1.0 	1.9 	2.5 	1.2 	2.1 	-0.2 	1.7 	-1.3 	1.1 	-0.8 
