na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,M_N,PCH_Q1_SCA,AT	1.9 	-0.2 	0.9 	1.7 	-1.2 	2.5 	-0.4 	1.8 	1.8 	0.4 	2.2 	-0.3 
B1G,M_N,PCH_Q1_SCA,BE	0.2 	0.5 	-0.7 	1.3 	0.1 	1.0 	2.8 	1.2 	1.1 	2.4 	-0.1 	0.9 
B1G,M_N,PCH_Q1_SCA,BG	1.5 	2.1 	-1.4 	1.3 	0.3 	-0.6 	1.2 	-0.3 	0.6 	1.4 	0.5 p	1.3 p
B1G,M_N,PCH_Q1_SCA,CH	0.5 	-0.5 	-0.2 	0.8 	0.3 	1.2 	0.7 	0.3 	1.0 	0.3 	0.0 	0.4 
B1G,M_N,PCH_Q1_SCA,CY	1.1 	1.9 	2.3 	1.7 	1.4 	1.0 	0.5 	1.1 	1.5 	1.6 	2.2 	1.6 
B1G,M_N,PCH_Q1_SCA,CZ	1.9 	0.8 	2.5 	0.7 	0.3 	0.5 	0.4 	2.3 	0.2 	1.6 	0.5 	0.6 
B1G,M_N,PCH_Q1_SCA,DE	0.0 	0.6 	-1.2 	2.5 	-1.0 	0.6 	1.6 	0.1 	0.6 	0.3 	0.9 	0.9 
B1G,M_N,PCH_Q1_SCA,DK	0.4 	-0.5 	1.9 	1.9 	2.4 	-0.5 	23.6 	-18.2 	-0.4 	0.1 	-0.1 	2.1 
B1G,M_N,PCH_Q1_SCA,EA	0.8 	0.9 	0.2 	1.4 	-0.2 	0.7 	2.0 	0.9 	0.7 	0.8 	1.0 	0.8 
B1G,M_N,PCH_Q1_SCA,EA19	0.8 	0.9 	0.2 	1.4 	-0.2 	0.7 	2.0 	0.9 	0.7 	0.8 	1.0 	0.8 
B1G,M_N,PCH_Q1_SCA,EE	-0.4 	2.0 	-1.4 	1.5 	2.9 	1.4 	5.8 	2.0 	2.0 	2.6 	-0.6 	2.2 
B1G,M_N,PCH_Q1_SCA,EL	-2.4 p	2.9 p	-2.6 p	-0.3 p	0.5 p	-1.3 p	1.7 p	2.2 p	1.7 p	2.4 p	1.7 p	1.3 p
B1G,M_N,PCH_Q1_SCA,ES	1.5 	0.7 	0.3 p	0.5 p	0.8 p	1.4 p	1.5 p	1.4 p	1.5 p	1.4 p	1.4 p	1.1 p
B1G,M_N,PCH_Q1_SCA,EU28	0.9 	0.8 	0.2 	1.3 	0.2 	0.9 	2.1 	0.5 	0.8 	1.0 	0.9 	0.7 
B1G,M_N,PCH_Q1_SCA,FI	0.6 	0.1 	1.1 	1.2 	-0.2 	1.5 	3.2 	1.0 	2.6 	1.0 	0.4 	0.7 
B1G,M_N,PCH_Q1_SCA,FR	0.5 	1.2 	1.3 	0.4 	0.4 	1.0 	2.1 	0.9 	0.9 	1.6 	0.9 	0.3 
B1G,M_N,PCH_Q1_SCA,HR	-1.0 	0.9 	0.2 	0.6 	1.1 	0.9 	0.5 	0.9 	0.5 	0.6 	1.2 	0.8 
B1G,M_N,PCH_Q1_SCA,HU	0.7 	1.8 	1.9 	1.5 	1.3 	2.3 	4.0 	2.3 	3.0 	2.0 	0.3 	2.1 
