na_item,nace_r2,unit,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
B1G,K,MIO_EUR_NSA,AL	70.5 	76.0 	60.5 p	58.6 p	68.0 p	73.4 p	66.0 p	67.4 p	74.7 p	81.8 p	63.5 p	71.1 p
B1G,K,MIO_EUR_NSA,AT	3265.1 	3433.8 	3277.0 	3381.6 	3237.0 	3199.7 	3262.5 	3309.5 	3298.6 	3454.8 	3543.8 	3307.7 
B1G,K,MIO_EUR_NSA,BE	5453.0 	5571.0 	5645.0 	5969.0 	5980.0 	5905.0 	5750.0 	5946.0 	5928.0 	5919.0 	5852.0 	5922.0 
B1G,K,MIO_EUR_NSA,BG	720.9 	807.9 	773.2 	630.6 	732.7 	863.0 	746.9 	581.5 	813.4 	843.7 	766.9 p	609.6 p
B1G,K,MIO_EUR_NSA,CH	14305.2 	14289.4 	13731.1 	13626.9 	13585.8 	13932.3 	13756.3 	13790.9 	13125.2 	13251.6 	13199.9 	13332.6 
B1G,K,MIO_EUR_NSA,CY	509.7 	514.8 	484.3 	510.7 	479.5 	504.8 	468.4 	489.7 	454.6 	474.8 	455.1 	479.6 
B1G,K,MIO_EUR_NSA,CZ	1621.0 	1674.8 	1601.4 	1690.9 	1641.4 	1690.3 	1612.0 	1757.6 	1731.1 	1792.1 	1770.7 	1828.5 
B1G,K,MIO_EUR_NSA,DE	27824.0 	28059.0 	28034.0 	28268.0 	28381.0 	28373.0 	28291.0 	28392.0 	28361.0 	28293.0 	28137.0 	28228.0 
B1G,K,MIO_EUR_NSA,DK	3579.2 	3610.3 	3469.6 	3628.7 	3549.1 	3563.0 	3608.1 	3723.5 	3794.5 	3893.1 	3935.6 	4142.6 
B1G,K,MIO_EUR_NSA,EA	116663.2 	117761.8 	115670.4 	119754.2 	114740.9 	113905.8 	113848.9 	116161.5 	111900.3 	113876.2 	113646.0 	116382.0 
B1G,K,MIO_EUR_NSA,EA19	116663.2 	117761.8 	115670.4 	119754.2 	114740.9 	113905.8 	113848.9 	116161.5 	111900.3 	113876.2 	113646.0 	116382.0 
B1G,K,MIO_EUR_NSA,EE	180.3 	183.0 	158.0 	177.1 	186.0 	191.4 	181.9 	204.6 	199.2 	196.2 	201.7 	220.7 
B1G,K,MIO_EUR_NSA,EL	1773.9 p	1759.1 p	1725.1 p	1803.6 p	1774.2 p	1720.8 p	1635.8 p	1694.9 p	1618.5 p	1573.7 p	1473.9 p	1524.5 p
B1G,K,MIO_EUR_NSA,ES	10525.0 	9670.0 	8585.0 p	12184.0 p	9871.0 p	8960.0 p	9786.0 p	11754.0 p	9784.0 p	9948.0 p	9818.0 p	12107.0 p
B1G,K,MIO_EUR_NSA,EU28	171402.6 	179276.7 	173259.1 	177114.8 	170183.2 	170450.4 	168555.9 	172706.6 	164508.8 	168630.7 	169118.8 	173107.0 
B1G,K,MIO_EUR_NSA,FI	1317.0 	1269.0 	1340.0 	1433.0 	1446.0 	1230.0 	1475.0 	1394.0 	1403.0 	1362.0 	1437.0 	1287.0 
B1G,K,MIO_EUR_NSA,FR	21780.0 	21682.0 	21147.0 	20539.0 	19543.0 	19081.0 	18466.0 	18077.0 	17609.0 	17754.0 	17818.0 	18085.0 
B1G,K,MIO_EUR_NSA,HR	590.9 	600.0 	600.9 	618.7 	613.5 	606.2 	625.1 	635.2 	620.3 	619.1 	628.6 	647.0 
B1G,K,MIO_EUR_NSA,HU	794.3 	786.3 	853.2 	843.5 	844.6 	841.3 	946.5 	950.9 	950.6 	927.8 	977.9 	980.0 
B1G,K,MIO_EUR_NSA,IE	4529.5 d	4919.7 d	4847.3 d	4866.0 d	5100.9 d	5329.0 d	4606.8 d	4817.3 d	5395.7 d	5772.7 d	5165.5 d	5214.1 d
B1G,K,MIO_EUR_NSA,IT	19598.8 	21056.5 	21024.8 	20732.2 	19082.3 	19936.1 	20530.1 	20466.1 	18367.7 	20016.9 	19498.3 	19962.2 
B1G,K,MIO_EUR_NSA,LT	174.1 	172.3 	187.8 	204.4 	186.9 	186.8 	183.8 	199.2 	197.1 	193.3 	203.0 	224.8 
B1G,K,MIO_EUR_NSA,LU	3217.0 	3331.6 	3273.0 	3271.9 	3448.2 	3399.5 	3408.7 	3521.6 	3556.9 	3599.8 	3621.9 	3533.0 
B1G,K,MIO_EUR_NSA,LV	247.9 	262.1 	253.7 	242.9 	255.0 	293.0 	229.0 	221.8 	231.4 	235.4 	184.0 	245.5 
B1G,K,MIO_EUR_NSA,ME	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 
B1G,K,MIO_EUR_NSA,MK	70.7 	72.0 	69.4 p	72.3 p	72.8 p	73.0 p	69.0 e	73.3 e	72.1 e	73.7 e	69.9 e	73.5 e
B1G,K,MIO_EUR_NSA,MT	147.2 	133.3 	142.9 	148.7 	153.3 	143.4 	148.2 	150.7 	155.2 	152.3 	158.8 	171.0 
B1G,K,MIO_EUR_NSA,NL	13062.0 	12776.0 	12417.0 p	12588.0 p	12544.0 p	12209.0 p	12286.0 p	12153.0 p	12199.0 p	12048.0 p	12899.0 p	12327.0 p
B1G,K,MIO_EUR_NSA,NO	3171.8 	3502.4 	3895.8 	4116.4 	4001.7 	4251.7 	4350.1 	4179.3 	4182.7 	4235.1 	4211.9 	4368.7 
B1G,K,MIO_EUR_NSA,PL	4046.8 	3616.2 	4244.7 	4046.9 	4276.9 	4005.9 	3713.6 	4519.9 	4618.2 	3946.1 	3919.0 	4208.1 
B1G,K,MIO_EUR_NSA,PT	2016.1 	2003.4 	2130.0 	2077.0 	2054.4 	2038.1 	2198.8 	2039.3 	2058.8 	2010.3 	2250.2 	2109.6 
B1G,K,MIO_EUR_NSA,RO	1287.5 	1366.1 	1184.0 p	1259.3 p	1232.6 p	1274.9 p	1274.2 p	1256.3 p	1295.4 p	1423.0 p	1288.3 p	1416.8 p
B1G,K,MIO_EUR_NSA,RS	237.7 	249.2 	263.4 	279.6 	254.1 	263.8 	280.3 p	296.6 p	274.8 p	283.9 p	300.7 p	325.2 p
B1G,K,MIO_EUR_NSA,SE	4369.7 	4907.4 	4451.6 	4423.3 	4547.8 	4592.3 	4202.1 	4085.9 	4138.8 	4387.2 	4062.0 	3643.4 
B1G,K,MIO_EUR_NSA,SI	354.2 	340.4 	354.6 	328.8 	329.1 	353.2 	352.9 	351.7 	346.2 	358.7 	364.5 	346.2 
B1G,K,MIO_EUR_NSA,SK	642.7 	599.1 	661.7 	898.8 	598.4 	503.3 	704.8 	896.7 	681.6 	497.4 	607.1 	816.9 
B1G,K,MIO_EUR_NSA,TR	5902.0 	5633.6 	5677.7 	6315.0 	6820.2 	7165.7 	6387.5 	6673.5 	5590.3 	5838.7 	6223.5 	6783.9 
B1G,K,MIO_EUR_NSA,UK	37716.6 	44104.8 	40319.6 	40087.4 	37837.9 	38912.4 	37764.7 	38798.3 	34406.7 	36670.4 	37865.2 	38983.7 
B1G,K,MIO_EUR_NSA,XK	55.6 	48.3 	45.7 	41.5 	47.1 	41.5 	45.2 p	44.1 p	51.7 p	48.1 p	49.1 p	: 
B1G,K,MIO_EUR_SCA,AT	3332.0 	3383.8 	3315.0 	3322.3 	3300.6 	3176.9 	3260.3 	3299.3 	3355.5 	3402.5 	3480.5 	3362.8 
B1G,K,MIO_EUR_SCA,BE	5453.0 	5571.0 	5645.0 	5969.0 	5980.0 	5905.0 	5751.0 	5946.0 	5927.0 	5918.0 	5851.0 	5922.0 
B1G,K,MIO_EUR_SCA,BG	695.8 	711.0 	754.6 	768.6 	713.0 	754.5 	729.6 	718.2 	778.9 	738.0 	751.4 p	757.2 p
