Country,id,Unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Czech Republic,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.74311,21.44884,22.29761,24.41653,24.59079,26.86969,31.87113,38.05555,42.62465,39.82644,45.15763,49.97853,54.36008,63.94796,63.88968,66.13656,68.43874,69.50576,65.08504,64.4388,68.45469,68.01481,73.08576,80.9175,86.08788
Denmark,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5123,77.4253,77.9218,80.4351,84.1489,87.1489,91.0211,95.1176,98.3666,102.2035,104.6831,108.3434,111.9586,118.3327,126.3197,133.1891,134.9904,142.9346,140.1267,142.833,144.6012,144.9578,146.5228,150.9268,156.1204
Germany,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.955,723.704,791.644,830.952,1015.232,898.304,875.902,889.725,922.04,880.708,957.015,979.101,996.922,988.349,999.881,1005.011,1009.105,1047.754,1105.546,1155.369,1141.065,1158.694,1207.483,1247.57,1288.433,1346.96,1399.048,1452.66,1501.262
Estonia,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17555,1.44849,1.65806,1.95214,2.149,2.2278,2.4279,2.7865,3.0434,3.3112,3.8055,4.5161,5.5113,6.5314,6.4877,5.9427,6.2165,7.0229,7.2585,7.5765,8.1665,8.56,9.2386,9.96905,10.53454
Ireland,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8988,20.681,23.976,25.1455,29.2773,31.3571,37.8692,43.338,46.2442,50.0615,55.0044,60.7635,68.8303,76.1015,76.5401,104.3408,73.8541,66.3054,64.7588,65.4913,68.9652,68.6318,71.3962,74.6162,77.5664
Greece,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9508,40.0173,44.6994,48.3321,53.979,56.5801,60.422,65.757,74.594,82.968,81.425,88.669,99.059,111.388,116.482,105.377,96.897,96.813,105.266,82.675,88.64,80.656,79.696,82.8541,83.2514
Spain,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.7079,191.7225,192.6257,203.8453,217.019,232.701,248.336,269.697,289.058,316.231,340.327,369.795,404.921,442.103,475.623,472.923,464.236,469.215,431.67,429.369,439.459,440.628,447.496,464.3266,474.5832
France,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.954,198.661,228.155,261.741,289.806,305.894,333.019,364.145,387.777,395.895,416.367,437.857,474.409,497.792,537.469,587.109,603.218,629.007,649.213,654.111,665.781,694.713,720.461,749.179,790.909,822.331,855.58,893.411,929.136,968.256,1004.533,1057.451,1084.529,1102.966,1138.175,1162.747,1183.516,1204.847,1218.801,1251.667,1281.769,1304.469
Croatia,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.31911,13.88945,14.77186,15.6123,16.35474,17.9011,19.15976,20.92003,20.75259,20.20366,20.34898,19.41335,19.46207,19.38485,19.98869,20.45624,20.72413,21.85594,22.67105
Italy,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.0367,418.174,442.5422,457.4749,480.146,501.692,538.165,556.229,587.895,611.664,635.14,668.663,676.467,700.203,735.204,731.658,732.146,735.771,741.776,751.169,763.156,763.011,773.958,786.0544,799.2607
Cyprus,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.206084,2.41969,2.681315,2.863634,3.073184,3.37844,3.727464,4.10699,4.80502,4.958307,5.429027,5.813707,6.119445,6.8009,7.4304,7.7346,7.9537,7.6029,6.8989,7.9851,6.5385,6.4246,6.7165,6.991522,7.323458
Latvia,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44086,1.60394,1.96969,2.38945,2.83315,3.12663,3.17094,3.49388,3.42288,3.96654,4.62085,6.14739,7.62919,9.03489,7.99758,7.78363,7.81652,8.00987,8.27439,8.66244,8.9708,9.00097,9.96233,10.8117,11.3769
Lithuania,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75407,2.35915,4.42088,4.01526,4.05273,4.70441,4.86884,5.13484,5.39133,6.04356,6.99667,8.09368,10.0462,12.24022,11.75739,11.34553,12.70788,11.381,11.79339,12.07998,12.48902,12.70981,13.45402,14.38613,15.19355
Luxembourg,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61697,6.95315,7.08973,7.45634,8.12898,8.63999,9.00287,10.29961,11.32104,12.1827,13.02061,13.32475,13.93818,14.99046,16.54366,17.56264,18.08562,19.20989,19.89195,20.68868,21.45335,22.15641,23.54064,24.88911,26.25809
Hungary,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.45258,15.35942,17.10575,18.95775,19.35032,21.48459,25.51357,33.6655,33.94621,37.18513,41.18726,43.66851,46.79115,48.14954,43.24526,44.61115,45.90207,43.68456,45.61958,47.8826,51.55288,49.25578,53.97049,58.38211,62.14348
Malta,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.056264,1.187459,1.308119,1.37186,1.456242,1.589026,1.724944,1.778314,1.996885,1.875499,1.978055,2.08015,2.16855,2.40801,2.37013,2.50648,2.6023,2.84665,2.98777,3.26362,3.59045,3.56317,3.85123,4.276305,4.548218
Netherlands,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.867,147.9494,148.7328,154.184,164.242,172.329,191.766,204.226,214.63,216.499,219.067,237.653,248.352,265.424,284.986,292.945,290.715,293.259,292.123,296.776,298.268,297.69,304.983,321.0278,335.0974
Austria,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5108,96.6679,91.4318,94.8684,99.1272,101.4062,105.3017,107.9496,111.5047,122.8681,121.7864,126.5316,130.94,137.8541,146.9091,147.7897,149.2107,154.5469,158.8642,166.1989,167.6019,171.4529,174.4145,180.8637,186.0991
Poland,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9557,58.8048,59.8086,63.6846,64.4488,72.7953,89.0539,89.3534,82.3497,84.2663,103.2374,116.145,128.785,154.4592,135.0476,156.7279,157.2252,156.5353,158.2472,165.6892,171.2184,167.9407,184.6011,202.0272,215.4786
Portugal,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.75936,37.02762,39.90469,43.79835,47.38665,50.91915,55.85756,58.31114,62.35777,66.295,70.00773,70.61444,72.88566,75.53659,82.89776,87.969,80.50782,73.50417,76.77403,81.11487,78.45896,75.61006,81.07484,81.16288,83.01488
Romania,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35491,9.11098,9.50046,11.80164,11.53323,14.03935,14.84708,15.79208,16.7029,19.53551,25.55411,33.83262,46.97714,54.22034,47.49642,48.25459,50.02189,47.37225,48.51667,50.08353,54.7209,56.2266,60.19135,66.65711,73.18489
Slovenia,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13594,7.09404,7.66241,8.47631,9.22834,9.59994,10.37771,10.94306,11.54682,12.11009,12.68423,13.52378,14.39326,16.23312,16.96408,17.2664,17.75011,16.77304,20.6406,17.53419,17.29226,17.07937,17.57193,18.49585,19.66628
Slovakia,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99428,8.59872,8.88898,8.74804,8.67592,10.73153,9.65963,10.95361,11.25843,12.38279,14.98559,16.99315,19.65631,23.52082,27.30791,27.60317,27.74859,28.25621,29.34951,30.53989,34.30439,32.3488,33.16446,34.68896,35.93063
Finland,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0123,11.1393,11.9745,11.5055,12.7852,15.1177,18.8793,22.4594,24.6424,28.7905,32.8494,33.9163,36.6685,41.3238,46.4944,51.8073,56.652,51.486,45.5385,51.0203,58.736,57.7366,58.2578,58.5647,60.999,61.726,64.681,68.944,72.095,75.452,78.349,80.861,84.663,90.77,96.714,99.949,104.321,109.451,114.362,116.907,117.311,118.466,117.929,120.2331,122.3024
Sweden,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.91,127.6859,126.6313,125.2631,133.321,141.0437,134.3209,143.2217,152.4507,156.0275,158.5526,165.4735,169.9485,170.8792,159.7376,183.6678,199.1833,213.5585,223.1103,218.2831,220.8438,228.0507,232.8028,228.8162,234.6308
United Kingdom,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.501,340.264,357.587,355.311,369.705,362.044,375.543,447.621,474.941,512.142,589.218,624.491,672.207,668.918,738.815,798.693,834.132,872.728,837.866,784.115,827.247,810.555,895.874,853.196,923.392,1042.607,936.296,891.438,919.917,947.313
Macedonia FYR,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.784609,3.059442,3.271726,3.508296
Iceland,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.799713,3.189185,3.672529,3.492937,3.942896,4.198717,4.483901,5.302778,5.318762,6.007189,5.636157,3.911753,4.460236,4.379019,4.499239,4.581998,5.257078,5.791851,7.573021,8.038218,8.325311,8.846681
Turkey,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.3301,184.9464,176.6992,202.1359,213.8822,206.4957,225.1462,NA,NA,NA,NA
Montenegro,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884263,1.131138,1.534984,1.497614,1.433841,1.413869,1.419872,1.515277,1.57186,1.742305,1.740779,1.877341,1.873149,1.796933
Norway,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4279,58.6659,63.1679,64.0487,69.2671,75.2671,81.4002,93.3276,93.2348,92.655,100.5208,105.7796,113.944,121.2553,124.7432,142.2746,153.7547,167.4123,170.5696,169.9474,167.7519,168.6357,175.2198,173.9674,180.742
Switzerland,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.0405,85.378,82.7935,85.5998,90.1697,94.5171,98.3262,109.3704,104.5772,105.4835,106.7913,105.3733,103.8696,114.4936,125.9462,141.7278,161.9185,169.0063,174.2081,177.6191,205.011,204.5538,205.4487,197.2594,200.6969
United States,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.844,339.688,346.74,337.894,391.694,440.756,520.064,549.256,538.162,553.649,624.09,867.12,1087.341,1299.222,1558.8,1758.036,1460.021,1317.054,1353.155,1563.247,1473.042,1597.544,1667.097,1924.328,1966.17,1858.911,1995.639,2310.476,2426.026,2713.103,3327.741,3720.577,3789.766,3375.109,3261.003,3477.817,3610.461,3525.167,3607.159,4062.754,4424.408,4231.03,4557.837,4414.539,4536.422,5595.689,5768.537,5864.51,5625.991,5908.849
Japan,UUTGI,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.803,343.569,410.975,478.235,512.552,590.548,618.375,715.003,748.551,674.438,790.704,854.307,1153.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294.13,1200.578,1092.527,1164.986,1453.654,1627.75,1711.294,1864.922,1505.332,1401.815,1483.562,1672.528,1605.725,1546.759,1561.185
European Union,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,8.7,9,9.2,9.3,9,8.2,7.2,7,9,9.6,9.7,10.5,10.9,10.2,9.4,8.6,7.6,7.1,6.7
European Union excluding UK,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,9.2,9.6,9.8,10,9.7,8.7,7.5,7.2,9.2,9.9,9.9,10.9,11.4,10.9,10,9.1,8.2,7.5,7.1
European Union (15 countries),ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8.4,10.1,10.5,10.2,10.3,10.1,9.5,8.8,7.9,7.3,7.7,8.1,8.3,8.2,7.8,7.1,7.2,9.1,9.6,9.6,10.6,11.1,10.5,9.8,9.1,8.3,7.7,7.3
Euro area,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,9.7,8.9,8.3,8.6,9.1,9.3,9.1,8.4,7.5,7.6,9.6,10.2,10.2,11.4,12,11.6,10.9,10,9.1,8.4,7.9
Euro area (12 countries),ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8.5,10.2,10.9,10.7,10.9,10.8,10.3,9.5,8.5,7.9,8.3,8.9,9.1,9,8.4,7.5,7.6,9.5,10,10.1,11.3,12,11.6,10.9,10.1,9.2,8.5,8
EU15 (including D_W West-Germany),ZUTN,(Percentage of active population) ,2.1453534,1.9347817,1.8264549,1.9176387,1.8383016,1.9412184,2.0021304,2.5621727,2.6624767,2.3700399,2.2953648,2.5321582,2.7616489,2.5030655,2.5954036,3.7810485,4.426841,4.7528034,4.9860812,5.1085899,5.6199974,7.1902005,8.382281,8.6040003,9.1441279,9.3436265,9.2699796,9.3289257,8.7644113,7.9741104,7.477799,7.7517002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EA12 (including D_W West-Germany),ZUTN,(Percentage of active population) ,2.359171,2.1311524,1.8991522,1.8963441,1.9611036,2.1712131,2.2581425,2.7435671,2.8457258,2.5051976,2.3729405,2.5073982,2.7046788,2.5950613,2.7416635,3.991043,4.4214042,4.7435555,5.032031,5.3441151,5.7665442,6.9504399,8.1532989,8.2637127,8.9652616,9.1885419,9.1405433,9.4518345,9.1455492,8.4381538,7.8171264,7.6936041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,ZUTN,(Percentage of active population) ,2.2,1.8,1.7,1.5,1.4,1.6,1.7,2.4,2.8,2.2,1.8,1.7,2.2,2.2,2.3,4.2,5.5,6.3,6.8,7,7.4,9.4,11,10.7,10.8,10.1,10,9.8,8.8,7.4,6.6,6.4,7.1,8.6,9.8,9.7,9.5,9.2,9.3,8.4,6.9,6.6,7.5,8.2,8.4,8.5,8.3,7.5,7,7.9,8.3,7.2,7.6,8.4,8.5,8.5,7.8,7.1,6.4,6
Bulgaria,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.5,11.9,10.9,12.3,16.4,19.6,18.2,13.7,12.1,10.1,9,6.9,5.6,6.8,10.3,11.3,12.3,13,11.4,9.2,7.6,6.2,5.5,5.3
Czech Republic,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,4.2,3.9,3.8,4.7,6.5,8.7,8.8,8.1,7.3,7.8,8.3,7.9,7.1,5.3,4.4,6.7,7.3,6.7,7,7,6.1,5.1,4,2.9,2.4,2.4
Denmark,ZUTN,(Percentage of active population) ,2,1.6,1.4,2,1.2,0.9,1.1,1,1,0.9,0.6,0.9,0.8,0.7,2.8,3.9,5.1,5.9,6.6,4.6,4.9,7.9,8.4,8.4,7.9,6.7,5,5,5.7,6.8,7.2,7.9,8.6,9.6,7.7,6.7,6.3,5.2,4.9,5.2,4.3,4.5,4.6,5.4,5.5,4.8,3.9,3.8,3.4,6,7.5,7.6,7.5,7,6.6,6.2,6.2,5.7,5.5,5.2
Germany,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,6.6,7.8,8.4,8.2,8.9,9.6,9.4,8.6,7.9,7.8,8.6,9.7,10.4,11.2,10.1,8.5,7.4,7.6,7,5.8,5.4,5.2,5,4.6,4.1,3.8,3.6,3.5
West Germany,ZUTN,(Percentage of active population) ,0.7,0.5,0.4,0.5,0.5,0.4,0.5,1.4,1,0.6,0.5,0.6,0.8,0.8,1.8,3.3,3.3,3.2,3.1,2.7,2.7,3.9,5.6,6.9,7.1,7.2,6.6,6.4,6.3,5.6,4.8,4.2,4.4,5.9,6.7,6.6,7.2,7.8,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,7.6,9.8,10.2,9.6,9.2,11.3,14.6,13,11.2,10.3,10.1,8,5.9,4.6,5.5,13.5,16.7,12.3,10,8.6,7.4,6.2,6.8,5.8,6,6.3
Ireland,ZUTN,(Percentage of active population) ,5.7,5.2,5.1,5.3,5.2,5,5.1,5.5,5.8,5.5,6.3,6,6.7,6.2,5.8,7.9,9.8,9.7,9,7.8,8,10.8,12.5,13.9,15.5,16.8,16.8,16.6,16.2,14.7,13.4,14.7,15.4,15.6,14.3,12.3,11.7,9.9,7.5,5.8,4.5,4.2,4.7,4.9,4.8,4.7,4.8,5,6.8,12.7,14.6,15.4,15.5,13.8,11.9,10,8.4,6.7,5.4,4.9
Greece,ZUTN,(Percentage of active population) ,5.6,5.5,4.8,4.8,4.6,4.8,5,5.4,5.6,5.2,4.2,3.1,2.1,2,2.1,2.3,1.9,1.7,1.8,1.9,2.7,4,5.8,7.1,7.2,7,6.6,6.7,6.8,6.7,6.4,7.1,7.9,8.6,8.9,9.2,9.6,9.8,11.1,12,11.2,10.7,10.3,9.7,10.6,10,9,8.4,7.8,9.6,12.7,17.9,24.5,27.5,26.5,24.9,23.6,21.5,20.1,18.4
Spain,ZUTN,(Percentage of active population) ,2.2,2.1,1.5,2,2.8,2.6,2.2,3,3,2.5,2.6,3.4,2.9,2.6,3.1,4.5,4.9,5.3,7.1,8.8,11.5,14.2,16,14.3,16.7,17.8,17.4,19.7,18.7,16.5,15.5,15.5,17,20.8,22,20.7,19.9,18.4,16.4,13.6,11.9,10.6,11.5,11.5,11,9.2,8.5,8.2,11.3,17.9,19.9,21.4,24.8,26.1,24.5,22.1,19.6,17.2,15.3,13.8
France,ZUTN,(Percentage of active population) ,1.4,1.2,1.3,1.5,1.2,1.5,1.6,2.1,2.6,2.2,2.2,2.4,2.4,2.2,2.2,3.3,3.6,4,4.1,4.7,5,6,6.6,7.3,8.4,8.7,8.9,8.9,8.5,8.1,7.9,8.1,9,10.1,10.4,10.2,10.5,10.7,10.3,10,8.6,7.8,7.9,8.5,8.9,8.9,8.8,8,7.4,9.1,9.3,9.2,9.8,10.3,10.3,10.4,10.1,9.4,8.9,8.3
Croatia,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,16,15.3,14.1,13.8,13,11.6,9.9,8.6,9.3,11.8,13.7,15.8,17.4,17.2,16.1,13.4,11.1,9.6,8.5
Italy,ZUTN,(Percentage of active population) ,5.3,4.9,4.3,3.7,4,5,5.4,5,5.3,5.3,5.1,5.1,6,5.9,5,5.5,6.2,6.7,6.7,7.2,7.1,7.4,8,7.4,7.9,8.2,8.9,9.6,9.7,9.7,8.9,8.5,8.8,9.7,10.6,11.2,11.2,11.2,11.3,10.9,10,9,8.5,8.4,8,7.7,6.8,6.1,6.7,7.7,8.4,8.4,10.7,12.1,12.7,11.9,11.7,11.2,10.8,10.6
Cyprus,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.1,5.4,4.8,3.9,3.5,4.1,4.6,5.3,4.6,3.9,3.7,5.4,6.3,7.9,11.9,15.9,16.1,15,13,11.1,9,7.1
Latvia,ZUTN,(Percentage of active population) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,3,6.7,13.1,14.9,15.9,15.4,14,14.1,14.3,13.5,12.5,11.6,11.7,10,7,6.1,7.7,17.5,19.5,16.2,15,11.9,10.8,9.9,9.6,8.7,8.2,7.6
