E1,E2,beta,pvalue,intercept,rvalue,stderr
CBT US Equity,AIR FP Equity,0.31080178475340486,6.686416221873697e-05,-8.744412420914893e-05,0.27543188115047307,0.07632412881776773
CBT US Equity,PCAR US Equity,0.27954130433462065,0.0005197239117192796,0.0004538886021833381,0.24086799934661468,0.07925243946275326
CBT US Equity,WMT US Equity,0.2653655945818025,0.00375108791108822,0.0001645072129455704,0.20207052619399532,0.09049262483032405
CBT US Equity,TXT US Equity,0.5783698414049573,8.248987204827787e-11,7.176521083900489e-06,0.43466832480314355,0.08431393827005046
CBT US Equity,AAL LN Equity,0.17040498370212218,0.00010733395031995544,-0.00016697994632790844,0.26786463719498876,0.04312442931721753
CBT US Equity,VMC US Equity,0.18541535023630756,0.00042083104699922795,0.0004163672935926154,0.24465610958688203,0.05170243337342207
CBT US Equity,HOG US Equity,0.2116291524758646,0.0014044820437605693,0.0003697165520994456,0.22216967762252568,0.06534663220417017
CBT US Equity,RACE US Equity,0.16765537352747018,0.014348821279281939,0.00019257159390467478,0.17120741386323635,0.06788269265561483
CBT US Equity,CTC/A CN Equity,0.24974254713072108,0.03484449907676661,0.00018378240190646244,0.14783645677036325,0.11755383162079311
CBT US Equity,BWA US Equity,0.23636456887418303,0.0001629281125065393,0.00039888817592167444,0.2610004075651466,0.061509928030365923
CBT US Equity,CON GR Equity,0.355092428816363,4.383613960929999e-05,0.00015356638463384046,0.282000873487854,0.08500048284475208
CBT US Equity,CTB US Equity,0.13281934140674498,0.003488190337583599,0.0004596149663263588,0.2036207997263193,0.04493329793043149
CBT US Equity,CPS US Equity,0.18571574294434892,0.013288877932499,0.0003355611964325864,0.17310295020442457,0.074346811951534
CBT US Equity,EO FP Equity,0.18063637625960072,0.013521722680168026,-7.645534890538506e-05,0.17267546905790543,0.0724979546528763
CBT US Equity,GT US Equity,0.2153335770990942,0.0003156160363017289,0.000998080151219658,0.2497266482727988,0.058747373917766965
CBT US Equity,LEA US Equity,0.31099999301648923,1.6373964180303246e-05,0.00031727393250501724,0.29671508125952756,0.0704259974722781
CBT US Equity,NRE1V FH Equity,0.21773916242932592,0.012944316464055642,0.0003256841245980047,0.17374775117122007,0.08683311580233988
CBT US Equity,TEN US Equity,0.21495975204586773,6.13093294533612e-05,0.0008645111960970415,0.27679489453317013,0.05250669742560407
CBT US Equity,FR FP Equity,0.18280912661613175,0.009834617251573708,4.056370464854402e-05,0.1803709343402974,0.07014125996592487
OEC US Equity,CAMP US Equity,0.14794055357261965,0.011572513708982466,0.0014155719144618674,0.17647439288122016,0.05805767655611212
OEC US Equity,ATO FP Equity,0.2125239241019842,0.047951795053837565,0.0009958448237400994,0.138655787418645,0.10680184100761965
OEC US Equity,ALFA SS Equity,0.38713017048853715,0.0004977551016806855,0.0007538284430802614,0.24164797888300232,0.1093787193674558
OEC US Equity,MPWR US Equity,0.341742242207259,6.15886050739919e-05,0.000916975207155868,0.2767236478041222,0.08349823398382865
OEC US Equity,ORBC US Equity,0.33595433628199134,7.336750055634203e-05,0.0016793636813860222,0.2739652299440044,0.08297869787957213
OEC US Equity,ORCL US Equity,0.1884388604795913,0.04111526705205297,0.0012084231323564161,0.14313660034189815,0.09167458399996704
OEC US Equity,VOW GR Equity,0.4069617396120186,2.4403022711958e-05,0.0007883995727237382,0.29085078456448477,0.09419210261924361
OEC US Equity,DAI GR Equity,0.44014782460119417,0.0014014813288900211,0.0009376567097908922,0.22221155061914058,0.13588145281317
OEC US Equity,BMW GR Equity,0.508418684764591,9.061622304780631e-05,0.000748375790720305,0.2705973809163122,0.1272652592121336
OEC US Equity,F US Equity,0.33257793757881193,0.0005677297977760139,0.0018136217575093747,0.23926458614606752,0.09495944437659183
OEC US Equity,GM US Equity,0.4225723112433156,1.6687296047098808e-06,0.0014989875088584734,0.3280480748708751,0.08561775938753971
OEC US Equity,FCAU US Equity,0.21948580726677888,0.0001691269645243396,0.000385238899129326,0.2603771123869136,0.057264223544844436
OEC US Equity,RNO FP Equity,0.3128632477782805,0.0009248265345731003,0.001008938516210284,0.23020959527045926,0.09305318551036658
OEC US Equity,UG FP Equity,0.24349722245125124,0.0024323746098236575,0.0006874109598224968,0.21115557196024132,0.07930698281671743
OEC US Equity,DE US Equity,0.3159030392528733,0.00026455833326477783,0.0009758114990800086,0.2527857108894466,0.08507198730645835
OEC US Equity,BA US Equity,0.3168258177521227,0.0013482678518726933,0.000861459251737678,0.222968075236396,0.09746062367901334
OEC US Equity,AIR FP Equity,0.3170013433265415,0.0008781088191196043,0.0007592791082975976,0.23118806687070179,0.09386253102427325
OEC US Equity,175 HK Equity,0.10946107783264195,0.024385575551274526,0.0011863182115457215,0.15758379846141982,0.04826274797432337
OEC US Equity,PCAR US Equity,0.20721064890430818,0.035982922518264425,0.0013018113447030273,0.14693281383769424,0.09814726408628628
OEC US Equity,WMT US Equity,0.26390331304013714,0.0180860807513919,0.001022746248181453,0.16537764637391486,0.11073137649822488
OEC US Equity,TXT US Equity,0.41671888210656005,0.00019795907189008315,0.0009792381325499473,0.2577324727611141,0.10991898813097696
OEC US Equity,BBD/B CN Equity,0.138692637106159,0.009548733704640114,0.00133175747731495,0.18106945034799998,0.05300218727328919
OEC US Equity,AAL LN Equity,0.20000558685032072,0.00018657054710411329,0.0005879874132842841,0.2587312130918309,0.052537811166013505
OEC US Equity,HOG US Equity,0.18745533912447263,0.020657199750274313,0.0012322314234011348,0.16194991090583258,0.0803655845943585
OEC US Equity,WLT PW Equity,0.1745086569099995,0.013333799800156029,0.0010683165762242139,0.173019969053926,0.06989486580758673
OEC US Equity,BWA US Equity,0.2762574716798366,0.0002926317244258814,0.0012522523712312592,0.2510420362117954,0.07494740013262055
OEC US Equity,CON GR Equity,0.3134790346330472,0.0032876478815229587,0.0010415593203850263,0.20487602927604368,0.10537322519499352
OEC US Equity,CTB US Equity,0.14543507764373034,0.008615517987348598,0.0013202644042134754,0.18348627760952899,0.05482179477030738
OEC US Equity,CPS US Equity,0.2610321495466502,0.00408683482291415,0.0011583754303944906,0.20022732995624237,0.08986901763876452
OEC US Equity,EO FP Equity,0.20544679288685497,0.02091960158596398,0.0007122665145269878,0.16162122901533618,0.08826279641448785
OEC US Equity,GT US Equity,0.2105037795091316,0.003960719039951523,0.001841935990480905,0.20090309991101257,0.07221896849314592
OEC US Equity,LEA US Equity,0.4043745395862769,3.7072851634248126e-06,0.0011434314576275395,0.3174948257347723,0.08497651187255784
OEC US Equity,MG CN Equity,0.3477268012431248,0.00020105676423556567,0.0008152527332953371,0.2574700883453284,0.09182089189343194
OEC US Equity,TEN US Equity,0.18261078025931574,0.005551870404991916,0.0016543684818410278,0.19350889888577877,0.06514219770827079
OEC US Equity,FR FP Equity,0.3219268979427065,0.0001591010560990787,0.0006090669967002936,0.2613963702645721,0.08363990572609277
BEKB BB Equity,ANA SM Equity,0.36241975372068097,0.006990788629375669,-0.0029178301085596085,0.18831215275868782,0.1329895814352742
BEKB BB Equity,SOP FP Equity,0.3769619969148678,0.001429770065756407,-0.003537311778081252,0.2218200163842998,0.11659093826753927
BEKB BB Equity,ALFA SS Equity,0.40565027879852317,0.002040640625112895,-0.003367423462843234,0.21473569472584608,0.1298137445289238
BEKB BB Equity,CAP FP Equity,0.2859615726366826,0.011780179572904677,-0.003275537735118354,0.17604394396884457,0.11250574566546126
BEKB BB Equity,MPWR US Equity,0.2826725660960103,0.005402803171242214,-0.0031171770881953517,0.1941143246872705,0.10051018296175632
BEKB BB Equity,FGA FP Equity,0.32887405691729676,0.0020428654513092582,-0.003457331022669223,0.21471365341967144,0.1052556091859325
BEKB BB Equity,VOW GR Equity,0.5337195629098884,2.365042501600372e-06,-0.0034598209216563707,0.3234864506339839,0.10984475929769272
BEKB BB Equity,DAI GR Equity,0.726646625000456,5.921299782104086e-06,-0.0033790175964839957,0.3111126323764336,0.1561795049622703
BEKB BB Equity,BMW GR Equity,0.674351749033897,9.592216147582731e-06,-0.0035201754517242374,0.30437914218383083,0.1484855306460328
BEKB BB Equity,F US Equity,0.34243878021488616,0.0027095458689440333,-0.0022667042643054478,0.2089268435559373,0.1127772104325156
BEKB BB Equity,RNO FP Equity,0.3955934440599468,0.00037171270694900835,-0.003158012935283911,0.24685633234678875,0.10926378752742924
BEKB BB Equity,UG FP Equity,0.2543204605812742,0.0073927055918994854,-0.0034350218379403837,0.18703210009787669,0.09398475138503583
BEKB BB Equity,DE US Equity,0.23426863792206998,0.02313594642085992,-0.0030428000879433653,0.15897878880470395,0.10236241000106076
BEKB BB Equity,AIR FP Equity,0.31389718367090774,0.005396233518662273,-0.003331916256902351,0.1941413497335199,0.1115966079972086
BEKB BB Equity,PCAR US Equity,0.3228012056397572,0.00540165066622096,-0.0027802053794772717,0.1941190635228703,0.11477585402410122
BEKB BB Equity,AAL LN Equity,0.3052481473842037,9.795059098935228e-07,-0.0038704499252474817,0.3348775617522797,0.06043142278011339
BEKB BB Equity,HOG US Equity,0.23364185955846117,0.01436311701721086,-0.002874880068287678,0.17118269821739915,0.0946143107860655
BEKB BB Equity,CON GR Equity,0.3634928880305984,0.003858097486769374,-0.0030921473950915063,0.20146744571928063,0.12434194885487429
BEKB BB Equity,CTB US Equity,0.16509153196734144,0.011494162496376564,-0.0027700491035190303,0.1766385679839451,0.06472623972647011
BEKB BB Equity,EO FP Equity,0.5650820281559676,2.7298487319135542e-08,-0.00437130243062097,0.37699609227766695,0.0976811358914953
BEKB BB Equity,GT US Equity,0.33095833711776335,0.00010728909123982586,-0.0019306432906009037,0.2678714203198988,0.08375341940954596
BEKB BB Equity,MG CN Equity,0.35926139002483004,0.0011776611848287497,-0.0032962982534677572,0.225592925895712,0.10916091384574869
BEKB BB Equity,FR FP Equity,0.38694695188845457,0.0001170640606179608,-0.003621949416891365,0.2664526429443113,0.09848368003893651
CAMP US Equity,ALFA SS Equity,0.4480539168700394,0.0007373531427892794,-0.0015461993485697842,0.2344563337308417,0.1307120042957092
CAMP US Equity,MPWR US Equity,0.36538791486924743,0.0003477060258514228,-0.0013256936066586612,0.2480317808107356,0.100411563233928
CAMP US Equity,ORBC US Equity,0.41175955971399586,4.531391247386664e-05,-0.00044749221825206905,0.2814909462627264,0.09875917850578571
CAMP US Equity,ORCL US Equity,0.2895037812483276,0.008302657038666787,-0.0010457792942830113,0.18434867145295972,0.10860019528409277
CAMP US Equity,DAI GR Equity,0.3659327320149521,0.026980871925090515,-0.001223054124923844,0.15487270052632818,0.1642399579248519
CAMP US Equity,GM US Equity,0.21408106346771202,0.046878708795982584,-0.0008287000443396339,0.13932217736557828,0.10705966928814013
CAMP US Equity,FCAU US Equity,0.16172263848301613,0.021561400988216316,-0.001598068665409075,0.16083209717747107,0.06982831213312723
CAMP US Equity,BA US Equity,0.24368134352086093,0.040226952444449314,-0.0012605798639835966,0.14376393245201893,0.11802163031716399
CAMP US Equity,PCAR US Equity,0.27737737572648985,0.018436989766857356,-0.0009073516213653952,0.16488581787008857,0.11674187275928244
CAMP US Equity,TXT US Equity,0.4526674590608015,0.0007277899573480724,-0.0012641944107125336,0.23469875161607148,0.13191358600618383
CAMP US Equity,AAL LN Equity,0.14885932330726984,0.02107237999451611,-0.0014538068203691487,0.16143149953796607,0.06402921057476245
CAMP US Equity,VMC US Equity,0.19134680828588663,0.012715151297587265,-0.0009447048725205941,0.17418499957667116,0.07611047520818424
CAMP US Equity,GAZA RM Equity,0.1742012757835934,0.010996531292069506,-0.001015536695361465,0.17770492785729283,0.06787475348985032
CAMP US Equity,BWA US Equity,0.27632982195052663,0.002510298509615202,-0.0009655617396432014,0.21050659969911045,0.09029094304376915
CAMP US Equity,CON GR Equity,0.38989340553052,0.002156479831828258,-0.0012334650560524981,0.2136161485227209,0.12545676685938606
CAMP US Equity,CPS US Equity,0.2681673597584492,0.013650886797411848,-0.0010626553185695616,0.17244111227554548,0.10777905936439666
CAMP US Equity,GT US Equity,0.1729957681429573,0.048352570061554474,-0.0004766612454934783,0.13841009365368007,0.08709469494435407
CAMP US Equity,MG CN Equity,0.28898608188816644,0.010253682569967093,-0.0013246744174690017,0.1793787884251598,0.11151368855854674
CAMP US Equity,TEN US Equity,0.25005865562556945,0.0014067888505714878,-0.00042379191290247504,0.2221375432812664,0.07722460418233285
7722 JP Equity,7267 JP Equity,0.17094897667305778,0.03444893755091371,-0.000642848314616023,0.14815630106949879,0.08028809590139262
7722 JP Equity,UG FP Equity,0.16246979049357643,0.033462776706725705,-0.000897230458266449,0.14896747184043876,0.07588089335067974
7722 JP Equity,7261 JP Equity,0.1575933869454295,0.03444499670386334,-0.0005616298578934694,0.14815950320352922,0.07401385846232786
7722 JP Equity,7211 JP Equity,0.23219316703690981,0.0003121337777239179,-0.00110370900427448,0.2499200961110534,0.06329471688349102
7722 JP Equity,7605 JP Equity,0.19829164272246355,0.02848796782516641,-0.000510029137971781,0.15339943880475318,0.08987400576570947
7722 JP Equity,DIMO SL Equity,-0.2746408622024189,0.00180041866187978,-0.00047852427633315647,-0.21725493242775687,0.08682019665799802
7722 JP Equity,5108 JP Equity,0.2530883500572617,0.00906051816138299,-0.0006495257084448856,0.18230632013920026,0.09604064564824444
7722 JP Equity,5105 JP Equity,0.30243431017193567,9.241528333971096e-12,-0.0008689391370358895,0.4538735357372589,0.04177634491103427
7722 JP Equity,FR FP Equity,0.25002416777463266,0.0020491188679683425,-0.0010225070797067165,0.21465181781772158,0.08004399544061343
7722 JP Equity,5101 JP Equity,0.3321497825646592,1.6943148745487708e-06,-0.0008406880371817096,0.32785058001270917,0.06734259526733852
ANA SM Equity,1685 HK Equity,-0.061966726929643785,0.036707099051868024,0.00017958185682820908,-0.14637050224677678,0.029466361861837192
ANA SM Equity,SOP FP Equity,0.19067832963469084,0.0019221477307916257,-9.284695327273316e-05,0.21594244539691912,0.06066219492103398
ANA SM Equity,ATO FP Equity,0.19303063209022941,0.0031844160029522984,1.5287607244254668e-05,0.20554941036615776,0.06466365759049104
ANA SM Equity,ALFA SS Equity,0.21199609149569704,0.0019185490177734156,-1.6098115834029415e-05,0.21598014558636894,0.06743185579890827
ANA SM Equity,CAP FP Equity,0.22968057536248082,8.235925166976276e-05,-9.58988968948265e-05,0.27212672371729063,0.05714397735675806
ANA SM Equity,DSY FP Equity,0.29457487519129755,1.819886800763909e-05,5.299691291574168e-05,0.2951745473519688,0.06708818639985402
ANA SM Equity,MPWR US Equity,0.1699506033537932,0.0012390481763022373,9.131676102480543e-05,0.22461054798213204,0.05187711558849252
ANA SM Equity,ORCL US Equity,0.13390346821685192,0.017644077856795882,0.0002217822275681412,0.1660090948772034,0.05596491978265633
ANA SM Equity,VOW GR Equity,0.18346762500451286,0.0021149674159886465,5.0053816446376885e-05,0.2140109154992089,0.058920630114078706
ANA SM Equity,DAI GR Equity,0.2665604943950037,0.0015965567991661387,6.492548019114037e-05,0.2196461942082664,0.08330270934637962
ANA SM Equity,BMW GR Equity,0.25769669449082394,0.0012881059046279302,2.4282012326359804e-06,0.2238570421370014,0.07894027015234815
ANA SM Equity,F US Equity,0.14910137433290496,0.012259208130764388,0.0005109025454296233,0.17507593762672446,0.05899557704913985
ANA SM Equity,RNO FP Equity,0.21034705400192785,0.000267137797066109,9.025952091087886e-05,0.2526184890104594,0.056686050565645914
ANA SM Equity,AIR FP Equity,0.13117792146369447,0.025735944292346293,5.6062026989164246e-05,0.1561438499648619,0.058384870824599915
ANA SM Equity,WMT US Equity,0.1581420862265808,0.020817954830940164,0.00011807291742894056,0.1617481251738593,0.06788530607430479
ANA SM Equity,600066 CH Equity,-0.09456669087563091,0.04702086674039226,0.00012808632214580802,-0.13923316972280933,0.04732262962520745
ANA SM Equity,RACE US Equity,0.10320444062035822,0.043422610988441086,0.0001303430197244697,0.14155881153226077,0.05077970933275403
ANA SM Equity,CON GR Equity,0.15946615837677747,0.015000144538583143,0.00015059936893996518,0.1701026216084031,0.06499890087070613
ANA SM Equity,CPS US Equity,0.12463174202623632,0.025842028009250933,0.00021370696031717921,0.15603349951634324,0.055511497806096446
ANA SM Equity,GT US Equity,0.0992230694165764,0.027294153155133206,0.0005366290159234375,0.1545607530097836,0.04462593674911613
ANA SM Equity,LEA US Equity,0.11115994026664351,0.04210705894017073,0.0002334825913112894,0.14244951678200282,0.05434505051731634
ANA SM Equity,MG CN Equity,0.12561151062258136,0.030202704781852063,0.00010346187452125237,0.1518021359313631,0.057545769060318025
ANA SM Equity,NRE1V FH Equity,0.1812528842282171,0.005365569404842869,0.000191950488432718,0.1942678815302488,0.06439534161232757
ANA SM Equity,FR FP Equity,0.16411292956559562,0.001779123857304187,-7.013268374639385e-05,0.21749281444839835,0.051820257964864405
1685 HK Equity,FGA FP Equity,0.2606473852020553,0.04796013866020496,-0.0019643107790390346,0.13865065497426596,0.1309907643481068
1685 HK Equity,004800 KS Equity,0.22327605850196813,0.018074008904337295,-0.0012708240274746673,0.1653947131671898,0.09367461923783817
1685 HK Equity,175 HK Equity,0.30366674738210897,1.1283635023713291e-05,-0.0017087559855960307,0.30207438764190997,0.06742642217312578
1685 HK Equity,AAL LN Equity,0.21364703688713224,0.006217510522346065,-0.0021944184159531253,0.1909714268946078,0.07726546050104845
1685 HK Equity,6326 JP Equity,0.26020318976995865,0.023713889666312032,-0.0016966049841920512,0.15832575444165092,0.11417545231817812
1685 HK Equity,APTY IN Equity,0.24059479766591016,0.014039760298829309,-0.0019886193800333564,0.17174708699453953,0.09710008168509432
1685 HK Equity,5108 JP Equity,0.3820822405621434,0.010047382952800376,-0.001678399631209296,0.17986263491452947,0.1470277255365739
1685 HK Equity,2105 TT Equity,0.5626357336053379,0.0010015095317021667,-0.0012682593089031067,0.22869797225067678,0.1685093952043783
1685 HK Equity,EO FP Equity,0.31316381113474134,0.014923910915505172,-0.0023189107703002953,0.17022973776203149,0.1275483817907262
1685 HK Equity,5110 JP Equity,0.31509897165995704,0.02622551732536568,-0.001998573063949901,0.1556378018887304,0.14071210930796935
1685 HK Equity,5105 JP Equity,0.14039167619836945,0.049544736451215314,-0.0016284388098091896,0.13768914095862675,0.07105746637245924
1685 HK Equity,FR FP Equity,0.30887828087152425,0.013183610925218296,-0.002099349324069676,0.17329837124068534,0.1235082124861326
1685 HK Equity,5101 JP Equity,0.21403356323740722,0.04892293210577645,-0.001675933211964163,0.1380633460904072,0.10803107434817319
SOP FP Equity,ATO FP Equity,0.46038971663575534,1.0032032330066724e-10,0.0012954293813383032,0.43289138276670014,0.06745447209138598
SOP FP Equity,ALFA SS Equity,0.37573910353168644,7.635521336415642e-07,0.0013958587081699396,0.3380147826745194,0.07360877963763451
SOP FP Equity,CAP FP Equity,0.5759240630834855,1.5157371793034302e-21,0.0009854420167817947,0.6025255581313165,0.05367488869026494
SOP FP Equity,DSY FP Equity,0.35494949735623715,4.776119555493904e-06,0.0016414576378428248,0.31406033726741994,0.07549677484407198
SOP FP Equity,MPWR US Equity,0.2452894673432637,3.316464984739151e-05,0.0016450427819557816,0.28625274528784556,0.05776821358975136
SOP FP Equity,FGA FP Equity,0.12627427543950248,0.04564979393812628,0.0016582209994900976,0.1401011717377723,0.06279033607464918
SOP FP Equity,3401 JP Equity,0.17602405072283756,0.010354012536484396,0.0018426733787747336,0.17914658014203022,0.06801496955224441
SOP FP Equity,ORCL US Equity,0.18292490731793093,0.004082223598387594,0.0018370661571841407,0.20025170535460254,0.06297001008885972
SOP FP Equity,VOW GR Equity,0.24393410544290212,0.00028908324018891003,0.0016105012066442812,0.25125362396792716,0.06611873663298401
SOP FP Equity,DAI GR Equity,0.3328823907453552,0.0004826114918664002,0.001646838183855426,0.24220440809413799,0.09382221127395861
SOP FP Equity,BMW GR Equity,0.4451990785592197,5.775348893798189e-07,0.0014406759819764756,0.3414911818996531,0.08621320432615553
SOP FP Equity,FCAU US Equity,0.12236219671775964,0.002673783094113037,0.0014061875244076884,0.20920245652018843,0.04024268661831712
SOP FP Equity,RNO FP Equity,0.27966947980726403,1.653047703642919e-05,0.0016639601825374894,0.296576747132408,0.06336358881007835
SOP FP Equity,UG FP Equity,0.1906583195266295,0.0005992084316186703,0.0014418533940458462,0.23827992028186226,0.05467637926104931
SOP FP Equity,TTMT IN Equity,0.17820565688686837,0.000603831174727849,0.0017814655947632093,0.23813936235015257,0.051137223954390826
SOP FP Equity,BA US Equity,0.20723189578998777,0.0025497386653510535,0.0016316089239695529,0.21018507365415529,0.06782153400978568
SOP FP Equity,7269 JP Equity,0.1310341862538343,0.016331511677783683,0.0015503535860972614,0.1679689618105897,0.05410847676030204
SOP FP Equity,AIR FP Equity,0.17112910387774272,0.010045565405464387,0.001623842051936282,0.17986693658930314,0.06584996209423306
SOP FP Equity,PCAR US Equity,0.22299184815021164,0.0010450365279749412,0.0019304130469425412,0.22788663873399184,0.06703692891761616
SOP FP Equity,AAL LN Equity,0.09691788421154834,0.009703165172406752,0.0015694084688231105,0.18068985653808012,0.037118169336694165
SOP FP Equity,HOG US Equity,0.11211581151794722,0.04644365391668298,0.0018765930571072148,0.13959598084722805,0.055955777572688985
SOP FP Equity,CTC/A CN Equity,0.2507615883472401,0.01177511733262202,0.0016663123885742807,0.17605435722762866,0.09865100810796604
SOP FP Equity,APTY IN Equity,0.09361286077590374,0.046788321832765045,0.0016969396365872505,0.13937888755555908,0.04679537377535735
SOP FP Equity,CON GR Equity,0.3870475247287241,8.29425806121347e-08,0.001613131051778386,0.3645609044520544,0.06955877811199247
SOP FP Equity,EO FP Equity,0.2964611377235318,8.880319962718095e-07,0.0010890611236485336,0.33611659915523245,0.05844807475346703
SOP FP Equity,GT US Equity,0.11986520274001217,0.018447996585564477,0.0022250344939304624,0.16487052287733978,0.05045336751532227
SOP FP Equity,MG CN Equity,0.17622282937637443,0.007071397343262915,0.0016692965728124015,0.18805025960960617,0.06475816413942205
SOP FP Equity,NRE1V FH Equity,0.16714475374608795,0.023837832140787406,0.0018309628891499193,0.15818749600829593,0.07340777074580528
SOP FP Equity,6995 JP Equity,0.08847853636890717,0.04823306298527697,0.0018594803317113792,0.13848317882147276,0.04452053872955789
SOP FP Equity,FR FP Equity,0.29581470072755667,3.945997648816559e-07,0.0012898436645937777,0.3461666231761042,0.05640814642484683
TPIA IJ Equity,161390 KS Equity,0.250232709396242,0.0024874927037628752,0.005489596296303772,0.21069461732105532,0.08168734688369036
TPIA IJ Equity,002350 KS Equity,0.20587423548941325,0.04979764631267034,0.005458127764557895,0.13753805648975997,0.10431730757231927
TPIA IJ Equity,6995 JP Equity,0.1760582673894712,0.013647330131506123,0.00533508483556788,0.17244753944605776,0.07075680491613123
ATO FP Equity,ALFA SS Equity,0.2505885684044579,0.0005528040238425482,0.0009813729818783027,0.23974923388109187,0.07139597022972928
ATO FP Equity,CAP FP Equity,0.4508002488384605,2.1416352179188548e-14,0.000601391892576736,0.5015809921375968,0.054706517758758136
ATO FP Equity,DSY FP Equity,0.30030292483729243,4.219256892214536e-05,0.0010983309968390263,0.28258738016651047,0.07172310811441843
ATO FP Equity,MPWR US Equity,0.17774386772974152,0.0015210441151641298,0.001132676729259678,0.22060332825742937,0.05529341704724225
ATO FP Equity,ORBC US Equity,0.14613874756703416,0.008923931260249728,0.0014948949829410082,0.18266292297174533,0.05534397957652232
ATO FP Equity,004800 KS Equity,0.09763192889617434,0.021897771221240047,0.001401917863574396,0.1604265851219834,0.042264722305784395
ATO FP Equity,ORCL US Equity,0.14462150003950763,0.016069174046450953,0.0012674763296497249,0.168377057326451,0.0595701924431214
ATO FP Equity,VOW GR Equity,0.17272446893593368,0.006721100923513396,0.00111248693989786,0.18920837218162143,0.06306979781615718
ATO FP Equity,DAI GR Equity,0.30367217744648645,0.0007165873010445829,0.0010859275914290158,0.2349864922900482,0.08837960899086124
ATO FP Equity,BMW GR Equity,0.3166468552149151,0.00019125731674912388,0.0009907722764324984,0.2583134916660479,0.08332148866228967
ATO FP Equity,RNO FP Equity,0.22942471566510386,0.00018637193471365883,0.0011235113276314775,0.25874913038257197,0.06026120590881061
ATO FP Equity,UG FP Equity,0.19147166636914803,0.00023945901582021008,0.0008565030914615669,0.25449712238568917,0.051192395557940244
ATO FP Equity,AIR FP Equity,0.17477130534568938,0.005106428135846361,0.001034518609491138,0.19536387716341194,0.06173053007668751
ATO FP Equity,PCAR US Equity,0.14438212264385017,0.02499636530076749,0.00133734466738498,0.1569242175752603,0.06393424322122183
ATO FP Equity,AAL LN Equity,0.10544844733183813,0.002689356076127998,0.0009566682704481796,0.2090820317494279,0.034700952639053886
ATO FP Equity,600066 CH Equity,-0.15037501851318055,0.0028443038641192465,0.0010938886623517688,-0.20791710010036155,0.04977527674340265
ATO FP Equity,RACE US Equity,0.18616373445291512,0.0005513551557495209,0.0010676337997309767,0.23979692152153095,0.053029298615911415
ATO FP Equity,TA US Equity,0.09035112386583294,0.0017125083187941878,0.0013207683842214476,0.21825411992504273,0.028424783711881545
ATO FP Equity,DIMO SL Equity,-0.13415103344149004,0.028034028624183815,0.0013321539956813967,-0.15383602384088252,0.06062609624879208
ATO FP Equity,APTY IN Equity,0.14088471029560173,0.0013401524789240084,0.001009532231693037,0.22308584443314353,0.043314285223190974
ATO FP Equity,BWA US Equity,0.13786145080999712,0.005934412052480993,0.0013075645477364048,0.1920193898281535,0.04957516905079294
ATO FP Equity,CON GR Equity,0.4130000756687924,7.722178850733692e-10,0.0010103153250632792,0.41371627306824715,0.06394504411472733
ATO FP Equity,CTB US Equity,0.11214149711346831,0.0018366916270846228,0.0013534698686346078,0.21685557796654392,0.03551898244658987
ATO FP Equity,6902 JP Equity,-0.13407859176903272,0.011394040215036132,0.0014003066464758664,-0.17684980245918575,0.052502409971423455
ATO FP Equity,EO FP Equity,0.3444950188346928,6.49766512852302e-10,0.000373809816885975,0.4153859570327463,0.05307958449414633
ATO FP Equity,LEA US Equity,0.1213425211962069,0.03715440121725354,0.0012796910567808232,0.14602784876890962,0.05783904077926302
ATO FP Equity,NRE1V FH Equity,0.19548254975217244,0.00479288101389099,0.0012353766355212548,0.19675875718810457,0.06853691411927978
ATO FP Equity,FR FP Equity,0.3345894198509949,5.840205184689128e-10,0.0006260971465707618,0.41641303571163685,0.051399625102517305
ALFA SS Equity,CAP FP Equity,0.21625563004302262,0.0002850934220830504,0.0010050413020638947,0.2514944311087708,0.058556531471478684
ALFA SS Equity,DSY FP Equity,0.3806683960538282,3.4538680488369035e-08,0.0010691271987327666,0.3744070779712102,0.06633316078355544
ALFA SS Equity,MPWR US Equity,0.1380575452137779,0.010376748313777474,0.001204402121855422,0.17909423576844777,0.053360976051516955
ALFA SS Equity,3401 JP Equity,0.15613124845681817,0.011495805784487997,0.0012961001474855788,0.17663511457378747,0.061214481678194245
ALFA SS Equity,ORBC US Equity,0.17432480391293848,0.0010528288628205561,0.0015587122154701585,0.2277446765280002,0.05244085352512206
ALFA SS Equity,ORCL US Equity,0.17547317146867697,0.0021653276840520362,0.0012863655981079644,0.21353290375557937,0.05648541082956561
ALFA SS Equity,VOW GR Equity,0.25458361608972374,2.3377166037764053e-05,0.0010443501219222907,0.2914881884447766,0.05878311167687131
ALFA SS Equity,DAI GR Equity,0.322835044914003,0.00016186567851658384,0.001101184042862956,0.2611094528901964,0.08397477311381446
ALFA SS Equity,BMW GR Equity,0.41929936543295687,1.524539529129281e-07,0.000914184414033937,0.35751983632653894,0.07706396171193625
ALFA SS Equity,F US Equity,0.19977600684010302,0.000922787602027244,0.0016723296460224046,0.23025134031500535,0.05940689728637328
ALFA SS Equity,GM US Equity,0.15556469303778825,0.005560715149100165,0.0014315416614464822,0.19347343606654907,0.055504695368307884
ALFA SS Equity,FCAU US Equity,0.08125902836691654,0.027422724389069817,0.0010196694159303368,0.15443361608519895,0.036577366715393266
