currency,partner,sector10,sectpart,stk_flow,bop_item,geotime,date,value
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,1995-01-01,73313
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,1996-01-01,77656
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,1997-01-01,84889
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,1998-01-01,90645
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,1999-01-01,98095
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2000-01-01,109594
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2001-01-01,116700
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2002-01-01,115620
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2003-01-01,117382
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2004-01-01,128398
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2005-01-01,143669
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2006-01-01,160300
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2007-01-01,179077
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2008-01-01,181510
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2009-01-01,154571
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2010-01-01,172957
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2011-01-01,197768
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2012-01-01,201060
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2013-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2014-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2015-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2016-01-01,210369
MIO_NAC,WRL_REST,S1,S1,DEB,CA,AT,2017-01-01,224547
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,1995-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,1996-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,1997-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,1998-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,1999-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2000-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2001-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2002-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2003-01-01,225950
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2004-01-01,247822
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2005-01-01,279970
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2006-01-01,307543
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2007-01-01,341256
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2008-01-01,362748
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2009-01-01,303977
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2010-01-01,333717
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2011-01-01,369235
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2012-01-01,381121
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2013-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2014-01-01,
MIO_NAC,WRL_REST,S1,S1,DEB,CA,BE,2015-01-01,
