unit,direct,na_item,sector,geotime,date,value
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,NO,2017-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2005-01-01,87
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2006-01-01,91
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2007-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2009-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2010-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2011-01-01,106
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2012-01-01,109
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2013-01-01,110
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2014-01-01,113
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2015-01-01,121
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2016-01-01,124
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PL,2017-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2005-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2006-01-01,102
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2007-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2009-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2010-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2011-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2012-01-01,91
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2013-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2014-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2015-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2016-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,PT,2017-01-01,98
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2005-01-01,77
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2006-01-01,82
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2007-01-01,90
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2009-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2010-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2011-01-01,91
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2012-01-01,90
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2013-01-01,89
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2014-01-01,92
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2015-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2016-01-01,104
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,RO,2017-01-01,
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2005-01-01,89
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2006-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2007-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2009-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2010-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2011-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2012-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2013-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2014-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2015-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2016-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SE,2017-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2005-01-01,99
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2006-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2007-01-01,101
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2009-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2010-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2011-01-01,94
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2012-01-01,92
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2013-01-01,90
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2014-01-01,91
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2015-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2016-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SI,2017-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2005-01-01,87
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2006-01-01,88
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2007-01-01,97
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2009-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2010-01-01,107
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2011-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2012-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2013-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2014-01-01,109
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2015-01-01,115
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2016-01-01,115
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,SK,2017-01-01,116
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2005-01-01,103
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2006-01-01,104
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2007-01-01,105
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2008-01-01,100
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2009-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2010-01-01,95
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2011-01-01,91
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2012-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2013-01-01,91
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2014-01-01,91
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2015-01-01,96
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2016-01-01,93
PPS_HAB,PAID,B7G_R_HAB_2008,S14_S15,UK,2017-01-01,90
