currency,partner,sector10,sectpart,s_adj,stk_flow,bop_item,geotime,date,value
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MK,2017-10-01,66
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MK,2018-01-01,148
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MK,2018-04-01,20
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2016-01-01,104
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2016-04-01,58
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2016-07-01,355
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2016-10-01,194
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2017-01-01,284
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2017-04-01,525
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2017-07-01,493
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2017-10-01,227
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2018-01-01,368
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,MT,2018-04-01,384
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2016-01-01,16387
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2016-04-01,10185
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2016-07-01,11383
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2016-10-01,19149
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2017-01-01,21618
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2017-04-01,13504
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2017-07-01,17985
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2017-10-01,24143
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2018-01-01,20135
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NL,2018-04-01,16770
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2016-01-01,4367
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2016-04-01,2220
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2016-07-01,1924
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2016-10-01,4913
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2017-01-01,6675
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2017-04-01,6343
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2017-07-01,3523
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2017-10-01,3518
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2018-01-01,7798
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,NO,2018-04-01,8473
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2016-01-01,416
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2016-04-01,1774
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2016-07-01,3108
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2016-10-01,489
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2017-01-01,2030
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2017-04-01,79
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2017-07-01,17
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2017-10-01,1262
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2018-01-01,569
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PL,2018-04-01,582
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2016-01-01,173
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2016-04-01,1044
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2016-07-01,1833
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2016-10-01,486
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2017-01-01,471
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2017-04-01,1103
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2017-07-01,1918
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2017-10-01,534
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2018-01-01,408
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,PT,2018-04-01,2003
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2016-01-01,167
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2016-04-01,2029
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2016-07-01,687
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2016-10-01,611
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2017-01-01,773
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2017-04-01,2753
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2017-07-01,1372
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2017-10-01,1399
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2018-01-01,1124
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RO,2018-04-01,2624
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2016-01-01,366
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2016-04-01,300
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2016-07-01,280
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2016-10-01,371
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2017-01-01,694
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2017-04-01,333
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2017-07-01,383
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2017-10-01,676
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2018-01-01,749
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,RS,2018-04-01,265
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2016-01-01,5009
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2016-04-01,2600
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2016-07-01,5851
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2016-10-01,6189
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2017-01-01,3542
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2017-04-01,3677
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2017-07-01,4786
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2017-10-01,3777
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2018-01-01,1768
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SE,2018-04-01,964
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2016-01-01,705
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2016-04-01,561
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2016-07-01,584
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2016-10-01,371
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2017-01-01,763
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2017-04-01,653
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2017-07-01,1000
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2017-10-01,659
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2018-01-01,678
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SI,2018-04-01,995
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2016-01-01,212
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2016-04-01,48
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2016-07-01,565
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2016-10-01,929
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2017-01-01,122
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2017-04-01,438
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2017-07-01,679
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2017-10-01,449
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2018-01-01,158
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,SK,2018-04-01,297
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2016-01-01,7305
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2016-04-01,9994
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2016-07-01,4993
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2016-10-01,7624
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2017-01-01,7872
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2017-04-01,11683
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2017-07-01,8584
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2017-10-01,13617
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2018-01-01,13321
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,TR,2018-04-01,12574
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2016-01-01,38083
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2016-04-01,29404
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2016-07-01,43167
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2016-10-01,15690
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2017-01-01,22048
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2017-04-01,24338
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2017-07-01,25949
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2017-10-01,14966
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2018-01-01,20698
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,UK,2018-04-01,20740
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2016-01-01,142
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2016-04-01,252
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2016-07-01,127
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2016-10-01,233
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2017-01-01,168
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2017-04-01,253
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2017-07-01,236
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2017-10-01,236
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2018-01-01,148
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,CA,XK,2018-04-01,260
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2016-01-01,579
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2016-04-01,677
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2016-07-01,679
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2016-10-01,666
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2017-01-01,586
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2017-04-01,694
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2017-07-01,753
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2017-10-01,787
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2018-01-01,614
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AL,2018-04-01,683
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2016-01-01,712
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2016-04-01,1072
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2016-07-01,954
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2016-10-01,857
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2017-01-01,131
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2017-04-01,663
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2017-07-01,205
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2017-10-01,127
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2018-01-01,1052
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,AT,2018-04-01,1712
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2016-01-01,929
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2016-04-01,156
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2016-07-01,1935
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2016-10-01,896
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2017-01-01,823
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2017-04-01,480
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2017-07-01,748
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2017-10-01,24
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2018-01-01,570
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BE,2018-04-01,1036
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2016-01-01,318
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2016-04-01,241
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2016-07-01,48
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2016-10-01,376
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2017-01-01,254
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2017-04-01,171
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2017-07-01,231
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2017-10-01,571
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2018-01-01,804
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,BG,2018-04-01,853
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2016-01-01,5679
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2016-04-01,13364
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2016-07-01,13129
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2016-10-01,13511
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2017-01-01,8841
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2017-04-01,13109
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2017-07-01,7972
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2017-10-01,14173
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2018-01-01,12419
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CH,2018-04-01,12984
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2016-01-01,377
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2016-04-01,1459
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2016-07-01,762
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2016-10-01,1287
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2017-01-01,1123
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2017-04-01,853
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2017-07-01,845
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2017-10-01,1935
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2018-01-01,456
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CY,2018-04-01,1257
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2016-01-01,3072
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2016-04-01,2977
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2016-07-01,1652
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2016-10-01,1384
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2017-01-01,3286
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2017-04-01,2702
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2017-07-01,1635
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2017-10-01,1472
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2018-01-01,3282
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,CZ,2018-04-01,2798
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2016-01-01,63352
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2016-04-01,76770
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2016-07-01,66795
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2016-10-01,61082
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2017-01-01,65985
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2017-04-01,67141
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2017-07-01,68051
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2017-10-01,64184
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2018-01-01,64605
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DE,2018-04-01,68966
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2016-01-01,4112
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2016-04-01,5028
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2016-07-01,3267
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2016-10-01,4194
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2017-01-01,4387
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2017-04-01,4371
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2017-07-01,4277
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2017-10-01,3504
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2018-01-01,3027
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,DK,2018-04-01,2437
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2016-01-01,80095
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2016-04-01,104054
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2016-07-01,92815
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2016-10-01,93235
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2017-01-01,61131
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2017-04-01,86157
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2017-07-01,88549
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2017-10-01,94917
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2018-01-01,73660
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EA19,2018-04-01,83910
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2016-01-01,157
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2016-04-01,232
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2016-07-01,125
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2016-10-01,245
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2017-01-01,144
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2017-04-01,285
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2017-07-01,200
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2017-10-01,186
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2018-01-01,323
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EE,2018-04-01,331
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2016-01-01,4118
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2016-04-01,4165
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2016-07-01,3822
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2016-10-01,4479
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2017-01-01,5055
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2017-04-01,4129
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2017-07-01,4507
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2017-10-01,4662
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2018-01-01,4888
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EL,2018-04-01,5041
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2016-01-01,4164
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2016-04-01,2168
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2016-07-01,3989
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2016-10-01,4946
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2017-01-01,6211
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2017-04-01,3416
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2017-07-01,7258
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2017-10-01,4958
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2018-01-01,6387
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ES,2018-04-01,7100
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2016-01-01,26228
