currency,partner,sector10,sectpart,s_adj,stk_flow,bop_item,geotime,date,value
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2016-04-01,56459
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2016-07-01,32384
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2016-10-01,51237
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2017-01-01,7114
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2017-04-01,37389
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2017-07-01,37807
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2017-10-01,49166
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2018-01-01,20118
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,EU28,2018-04-01,30948
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2016-01-01,155
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2016-04-01,547
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2016-07-01,206
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2016-10-01,253
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2017-01-01,352
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2017-04-01,553
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2017-07-01,494
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2017-10-01,310
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2018-01-01,239
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FI,2018-04-01,963
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2016-01-01,10133
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2016-04-01,5969
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2016-07-01,10150
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2016-10-01,8297
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2017-01-01,16775
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2017-04-01,9480
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2017-07-01,13245
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2017-10-01,8675
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2018-01-01,14787
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,FR,2018-04-01,12816
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2016-01-01,1777
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2016-04-01,2089
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2016-07-01,1926
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2016-10-01,1590
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2017-01-01,2001
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2017-04-01,2354
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2017-07-01,2162
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2017-10-01,1732
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2018-01-01,2368
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HR,2018-04-01,2361
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2016-01-01,1281
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2016-04-01,1567
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2016-07-01,1006
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2016-10-01,761
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2017-01-01,439
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2017-04-01,1027
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2017-07-01,203
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2017-10-01,236
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2018-01-01,41
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,HU,2018-04-01,582
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2016-01-01,27290
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2016-04-01,24441
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2016-07-01,26315
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2016-10-01,28042
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2017-01-01,25032
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2017-04-01,23545
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2017-07-01,28915
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2017-10-01,30148
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2018-01-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IE,2018-04-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2016-01-01,186
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2016-04-01,283
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2016-07-01,170
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2016-10-01,108
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2017-01-01,282
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2017-04-01,406
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2017-07-01,375
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2017-10-01,307
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2018-01-01,219
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IS,2018-04-01,404
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2016-01-01,10580
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2016-04-01,15786
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2016-07-01,15568
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2016-10-01,15731
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2017-01-01,9588
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2017-04-01,14242
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2017-07-01,15191
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2017-10-01,16751
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2018-01-01,9554
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,IT,2018-04-01,13141
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2016-01-01,349
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2016-04-01,678
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2016-07-01,388
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2016-10-01,351
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2017-01-01,538
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2017-04-01,565
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2017-07-01,529
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2017-10-01,316
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2018-01-01,711
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LT,2018-04-01,782
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2016-01-01,390
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2016-04-01,569
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2016-07-01,333
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2016-10-01,782
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2017-01-01,676
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2017-04-01,477
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2017-07-01,1239
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2017-10-01,603
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2018-01-01,189
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LU,2018-04-01,357
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2016-01-01,455
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2016-04-01,492
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2016-07-01,419
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2016-10-01,519
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2017-01-01,518
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2017-04-01,658
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2017-07-01,694
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2017-10-01,438
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2018-01-01,575
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,LV,2018-04-01,492
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2016-01-01,307
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2016-04-01,490
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2016-07-01,473
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2016-10-01,388
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2017-01-01,362
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2017-04-01,509
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2017-07-01,485
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2017-10-01,504
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2018-01-01,390
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,ME,2018-04-01,573
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2016-01-01,401
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2016-04-01,506
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2016-07-01,414
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2016-10-01,490
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2017-01-01,462
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2017-04-01,417
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2017-07-01,405
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2017-10-01,503
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2018-01-01,474
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MK,2018-04-01,414
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2016-01-01,418
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2016-04-01,583
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2016-07-01,501
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2016-10-01,406
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2017-01-01,341
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2017-04-01,258
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2017-07-01,407
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2017-10-01,351
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2018-01-01,218
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,MT,2018-04-01,445
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2016-01-01,17726
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2016-04-01,14841
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2016-07-01,16116
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2016-10-01,17021
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2017-01-01,19122
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2017-04-01,15736
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2017-07-01,17406
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2017-10-01,18619
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2018-01-01,18199
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NL,2018-04-01,16524
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2016-01-01,935
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2016-04-01,1086
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2016-07-01,1607
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2016-10-01,2318
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2017-01-01,4075
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2017-04-01,607
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2017-07-01,92
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2017-10-01,2745
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2018-01-01,4394
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,NO,2018-04-01,2573
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2016-01-01,1182
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2016-04-01,1710
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2016-07-01,432
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2016-10-01,472
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2017-01-01,696
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2017-04-01,769
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2017-07-01,524
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2017-10-01,563
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2018-01-01,1113
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PL,2018-04-01,27
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2016-01-01,2075
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2016-04-01,2217
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2016-07-01,2452
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2016-10-01,2901
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2017-01-01,2447
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2017-04-01,3063
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2017-07-01,3151
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2017-10-01,3446
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2018-01-01,3075
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,PT,2018-04-01,3498
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2016-01-01,1867
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2016-04-01,2290
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2016-07-01,2322
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2016-10-01,2766
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2017-01-01,2123
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2017-04-01,3031
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2017-07-01,2933
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2017-10-01,3820
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2018-01-01,2600
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RO,2018-04-01,3276
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2016-01-01,732
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2016-04-01,927
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2016-07-01,794
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2016-10-01,970
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2017-01-01,927
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2017-04-01,883
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2017-07-01,824
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2017-10-01,1351
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2018-01-01,1137
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,RS,2018-04-01,1154
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2016-01-01,2965
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2016-04-01,2815
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2016-07-01,2283
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2016-10-01,2740
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2017-01-01,2859
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2017-04-01,3581
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2017-07-01,2357
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2017-10-01,2228
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2018-01-01,2137
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SE,2018-04-01,1974
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2016-01-01,484
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2016-04-01,449
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2016-07-01,376
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2016-10-01,226
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2017-01-01,361
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2017-04-01,420
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2017-07-01,479
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2017-10-01,299
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2018-01-01,332
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SI,2018-04-01,453
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2016-01-01,584
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2016-04-01,740
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2016-07-01,257
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2016-10-01,55
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2017-01-01,317
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2017-04-01,335
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2017-07-01,177
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2017-10-01,214
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2018-01-01,239
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,SK,2018-04-01,457
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2016-01-01,7503
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2016-04-01,10670
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2016-07-01,9534
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2016-10-01,9197
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2017-01-01,7983
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2017-04-01,12774
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2017-07-01,15669
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2017-10-01,15260
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2018-01-01,13990
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,TR,2018-04-01,13796
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2016-01-01,41142
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2016-04-01,36468
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2016-07-01,47575
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2016-10-01,36634
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2017-01-01,40615
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2017-04-01,36795
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2017-07-01,39357
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2017-10-01,39537
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2018-01-01,37780
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,UK,2018-04-01,36761
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2016-01-01,453
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2016-04-01,607
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2016-07-01,618
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2016-10-01,612
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2017-01-01,490
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2017-04-01,633
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2017-07-01,660
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2017-10-01,679
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2018-01-01,535
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,G,XK,2018-04-01,727
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2015-07-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2015-10-01,
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2016-01-01,36
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2016-04-01,50
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2016-07-01,52
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2016-10-01,34
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2017-01-01,14
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2017-04-01,17
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2017-07-01,18
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2017-10-01,7
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2018-01-01,13
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AL,2018-04-01,13
MIO_EUR,WRL_REST,S1,S1,NSA,BAL,IN1,AT,2015-07-01,
