currency,bop_item,sector10,sectpart,partner,stk_flow,geo\time,date,value
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2003-01-01,191577.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2004-01-01,223780.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2005-01-01,271259.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2006-01-01,351118.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2007-01-01,421977.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2008-01-01,453925.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2009-01-01,477766.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2010-01-01,513258.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2011-01-01,524716.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2012-01-01,535567.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2013-01-01,515716.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2014-01-01,540475.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2015-01-01,589708.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2016-01-01,632758.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,ES,2017-01-01,630270.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,1995-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,1996-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,1997-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,1998-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,1999-01-01,41679.1 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2000-01-01,68760.8 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2001-01-01,71175.1 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2002-01-01,72178.8 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2003-01-01,73734.9 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2004-01-01,78670.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2005-01-01,90199.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2006-01-01,91633.9 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2007-01-01,103953.3 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2008-01-01,120833.8
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2009-01-01,123137.3
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2010-01-01,140450.9
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2011-01-01,134036.2
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2012-01-01,145366.7
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2013-01-01,136177.9
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2014-01-01,127079.6
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2015-01-01,133010.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2016-01-01,146896.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FI,2017-01-01,153066.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,1995-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,1996-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,1997-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,1998-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,1999-01-01,350371.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2000-01-01,537134.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2001-01-01,607150.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2002-01-01,563290.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2003-01-01,593963.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2004-01-01,637503.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2005-01-01,772998.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2006-01-01,868023.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2007-01-01,939284.0 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2008-01-01,948759.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2009-01-01,1044552.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2010-01-01,1165280.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2011-01-01,1252232.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2012-01-01,1295271.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2013-01-01,1284166.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2014-01-01,1393357.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2015-01-01,1499170.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2016-01-01,1558985.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,FR,2017-01-01,1546931.0
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,HR,1995-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,HR,1996-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,HR,1997-01-01,: 
MIO_NAC,FA__D__F,S1,S1,WRL_REST,A_LE,HR,1998-01-01,: 
