na_item,unit,geotime,date,value
P51G,PCH_Q4_NSA,BG,2017-04-01,6
P51G,PCH_Q4_NSA,BG,2017-07-01,0
P51G,PCH_Q4_NSA,BG,2017-10-01,5
P51G,PCH_Q4_NSA,BG,2018-01-01,10
P51G,PCH_Q4_NSA,BG,2018-04-01,7
P51G,PCH_Q4_NSA,CH,2015-07-01,3
P51G,PCH_Q4_NSA,CH,2015-10-01,0
P51G,PCH_Q4_NSA,CH,2016-01-01,4
P51G,PCH_Q4_NSA,CH,2016-04-01,3
P51G,PCH_Q4_NSA,CH,2016-07-01,3
P51G,PCH_Q4_NSA,CH,2016-10-01,3
P51G,PCH_Q4_NSA,CH,2017-01-01,3
P51G,PCH_Q4_NSA,CH,2017-04-01,2
P51G,PCH_Q4_NSA,CH,2017-07-01,3
P51G,PCH_Q4_NSA,CH,2017-10-01,4
P51G,PCH_Q4_NSA,CH,2018-01-01,3
P51G,PCH_Q4_NSA,CH,2018-04-01,3
P51G,PCH_Q4_NSA,CY,2015-07-01,24
P51G,PCH_Q4_NSA,CY,2015-10-01,51
P51G,PCH_Q4_NSA,CY,2016-01-01,29
P51G,PCH_Q4_NSA,CY,2016-04-01,123
P51G,PCH_Q4_NSA,CY,2016-07-01,16
P51G,PCH_Q4_NSA,CY,2016-10-01,33
P51G,PCH_Q4_NSA,CY,2017-01-01,268
P51G,PCH_Q4_NSA,CY,2017-04-01,44
P51G,PCH_Q4_NSA,CY,2017-07-01,14
P51G,PCH_Q4_NSA,CY,2017-10-01,58
P51G,PCH_Q4_NSA,CY,2018-01-01,60
P51G,PCH_Q4_NSA,CY,2018-04-01,49
P51G,PCH_Q4_NSA,CZ,2015-07-01,11
P51G,PCH_Q4_NSA,CZ,2015-10-01,10
P51G,PCH_Q4_NSA,CZ,2016-01-01,0
P51G,PCH_Q4_NSA,CZ,2016-04-01,3
P51G,PCH_Q4_NSA,CZ,2016-07-01,4
P51G,PCH_Q4_NSA,CZ,2016-10-01,4
P51G,PCH_Q4_NSA,CZ,2017-01-01,0
P51G,PCH_Q4_NSA,CZ,2017-04-01,3
P51G,PCH_Q4_NSA,CZ,2017-07-01,4
P51G,PCH_Q4_NSA,CZ,2017-10-01,4
P51G,PCH_Q4_NSA,CZ,2018-01-01,8
P51G,PCH_Q4_NSA,CZ,2018-04-01,8
P51G,PCH_Q4_NSA,DE,2015-07-01,1
P51G,PCH_Q4_NSA,DE,2015-10-01,4
P51G,PCH_Q4_NSA,DE,2016-01-01,4
P51G,PCH_Q4_NSA,DE,2016-04-01,6
P51G,PCH_Q4_NSA,DE,2016-07-01,3
P51G,PCH_Q4_NSA,DE,2016-10-01,0
P51G,PCH_Q4_NSA,DE,2017-01-01,4
P51G,PCH_Q4_NSA,DE,2017-04-01,1
P51G,PCH_Q4_NSA,DE,2017-07-01,2
P51G,PCH_Q4_NSA,DE,2017-10-01,2
P51G,PCH_Q4_NSA,DE,2018-01-01,2
P51G,PCH_Q4_NSA,DE,2018-04-01,3
P51G,PCH_Q4_NSA,DK,2015-07-01,3
P51G,PCH_Q4_NSA,DK,2015-10-01,2
P51G,PCH_Q4_NSA,DK,2016-01-01,5
P51G,PCH_Q4_NSA,DK,2016-04-01,6
P51G,PCH_Q4_NSA,DK,2016-07-01,6
P51G,PCH_Q4_NSA,DK,2016-10-01,5
P51G,PCH_Q4_NSA,DK,2017-01-01,4
P51G,PCH_Q4_NSA,DK,2017-04-01,3
P51G,PCH_Q4_NSA,DK,2017-07-01,4
P51G,PCH_Q4_NSA,DK,2017-10-01,4
P51G,PCH_Q4_NSA,DK,2018-01-01,7
P51G,PCH_Q4_NSA,DK,2018-04-01,15
P51G,PCH_Q4_NSA,EA,2015-07-01,3
P51G,PCH_Q4_NSA,EA,2015-10-01,6
P51G,PCH_Q4_NSA,EA,2016-01-01,6
