sex,indic_il,unit,age,geo\time,date,value
M,LI_R_MD60BT,PC,TOTAL,NO,2005-01-01,61.65 
M,LI_R_MD60BT,PC,TOTAL,NO,2006-01-01,62.89 
M,LI_R_MD60BT,PC,TOTAL,NO,2007-01-01,59.92 
M,LI_R_MD60BT,PC,TOTAL,NO,2008-01-01,58.05 
M,LI_R_MD60BT,PC,TOTAL,NO,2009-01-01,56.65 
M,LI_R_MD60BT,PC,TOTAL,NO,2010-01-01,59.44 
M,LI_R_MD60BT,PC,TOTAL,NO,2011-01-01,65.74 
M,LI_R_MD60BT,PC,TOTAL,NO,2012-01-01,62.45 
M,LI_R_MD60BT,PC,TOTAL,NO,2013-01-01,58.87
M,LI_R_MD60BT,PC,TOTAL,NO,2014-01-01,57.33 
M,LI_R_MD60BT,PC,TOTAL,NO,2015-01-01,58.63
M,LI_R_MD60BT,PC,TOTAL,NO,2016-01-01,57.66 
M,LI_R_MD60BT,PC,TOTAL,NO,2017-01-01,53.94 
M,LI_R_MD60BT,PC,TOTAL,PL,2005-01-01,30.62 
M,LI_R_MD60BT,PC,TOTAL,PL,2006-01-01,33.45 
M,LI_R_MD60BT,PC,TOTAL,PL,2007-01-01,34.81 
M,LI_R_MD60BT,PC,TOTAL,PL,2008-01-01,33.07 
M,LI_R_MD60BT,PC,TOTAL,PL,2009-01-01,27.78 
M,LI_R_MD60BT,PC,TOTAL,PL,2010-01-01,29.27 
M,LI_R_MD60BT,PC,TOTAL,PL,2011-01-01,27.05 
M,LI_R_MD60BT,PC,TOTAL,PL,2012-01-01,25.97 
M,LI_R_MD60BT,PC,TOTAL,PL,2013-01-01,24.78
M,LI_R_MD60BT,PC,TOTAL,PL,2014-01-01,26.81 
M,LI_R_MD60BT,PC,TOTAL,PL,2015-01-01,22.98
M,LI_R_MD60BT,PC,TOTAL,PL,2016-01-01,25.33 
M,LI_R_MD60BT,PC,TOTAL,PL,2017-01-01,37.86 
M,LI_R_MD60BT,PC,TOTAL,PT,2005-01-01,25.50 
M,LI_R_MD60BT,PC,TOTAL,PT,2006-01-01,27.76 
M,LI_R_MD60BT,PC,TOTAL,PT,2007-01-01,27.12 
M,LI_R_MD60BT,PC,TOTAL,PT,2008-01-01,26.03 
M,LI_R_MD60BT,PC,TOTAL,PT,2009-01-01,27.62 
M,LI_R_MD60BT,PC,TOTAL,PT,2010-01-01,33.72 
M,LI_R_MD60BT,PC,TOTAL,PT,2011-01-01,30.16 
M,LI_R_MD60BT,PC,TOTAL,PT,2012-01-01,30.28 
M,LI_R_MD60BT,PC,TOTAL,PT,2013-01-01,27.41
M,LI_R_MD60BT,PC,TOTAL,PT,2014-01-01,28.68 
M,LI_R_MD60BT,PC,TOTAL,PT,2015-01-01,27.69
M,LI_R_MD60BT,PC,TOTAL,PT,2016-01-01,25.41 
M,LI_R_MD60BT,PC,TOTAL,PT,2017-01-01,23.93 
M,LI_R_MD60BT,PC,TOTAL,RO,2005-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RO,2006-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RO,2007-01-01,21.75 
M,LI_R_MD60BT,PC,TOTAL,RO,2008-01-01,24.25 
M,LI_R_MD60BT,PC,TOTAL,RO,2009-01-01,25.09 
M,LI_R_MD60BT,PC,TOTAL,RO,2010-01-01,23.64 
M,LI_R_MD60BT,PC,TOTAL,RO,2011-01-01,25.00 
M,LI_R_MD60BT,PC,TOTAL,RO,2012-01-01,20.62 
M,LI_R_MD60BT,PC,TOTAL,RO,2013-01-01,18.44
M,LI_R_MD60BT,PC,TOTAL,RO,2014-01-01,13.06 
M,LI_R_MD60BT,PC,TOTAL,RO,2015-01-01,13.15
M,LI_R_MD60BT,PC,TOTAL,RO,2016-01-01,15.36 
M,LI_R_MD60BT,PC,TOTAL,RO,2017-01-01,17.63 
M,LI_R_MD60BT,PC,TOTAL,RS,2005-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RS,2006-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RS,2007-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RS,2008-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RS,2009-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RS,2010-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RS,2011-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RS,2012-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,RS,2013-01-01,23.38
M,LI_R_MD60BT,PC,TOTAL,RS,2014-01-01,21.69 
M,LI_R_MD60BT,PC,TOTAL,RS,2015-01-01,31.32
M,LI_R_MD60BT,PC,TOTAL,RS,2016-01-01,28.53 
M,LI_R_MD60BT,PC,TOTAL,RS,2017-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,SE,2005-01-01,66.29 
M,LI_R_MD60BT,PC,TOTAL,SE,2006-01-01,55.27 
M,LI_R_MD60BT,PC,TOTAL,SE,2007-01-01,59.30 
M,LI_R_MD60BT,PC,TOTAL,SE,2008-01-01,54.09 b
M,LI_R_MD60BT,PC,TOTAL,SE,2009-01-01,49.25 
M,LI_R_MD60BT,PC,TOTAL,SE,2010-01-01,48.52 
M,LI_R_MD60BT,PC,TOTAL,SE,2011-01-01,47.79 
M,LI_R_MD60BT,PC,TOTAL,SE,2012-01-01,47.64 
M,LI_R_MD60BT,PC,TOTAL,SE,2013-01-01,44.94
M,LI_R_MD60BT,PC,TOTAL,SE,2014-01-01,46.95 
M,LI_R_MD60BT,PC,TOTAL,SE,2015-01-01,44.16
M,LI_R_MD60BT,PC,TOTAL,SE,2016-01-01,45.13 
M,LI_R_MD60BT,PC,TOTAL,SE,2017-01-01,45.39 
M,LI_R_MD60BT,PC,TOTAL,SI,2005-01-01,56.91 
M,LI_R_MD60BT,PC,TOTAL,SI,2006-01-01,55.02 
M,LI_R_MD60BT,PC,TOTAL,SI,2007-01-01,52.61 
M,LI_R_MD60BT,PC,TOTAL,SI,2008-01-01,48.60 
M,LI_R_MD60BT,PC,TOTAL,SI,2009-01-01,51.72 
M,LI_R_MD60BT,PC,TOTAL,SI,2010-01-01,50.87 
M,LI_R_MD60BT,PC,TOTAL,SI,2011-01-01,46.96 
M,LI_R_MD60BT,PC,TOTAL,SI,2012-01-01,48.35 
M,LI_R_MD60BT,PC,TOTAL,SI,2013-01-01,44.9
M,LI_R_MD60BT,PC,TOTAL,SI,2014-01-01,43.15 
M,LI_R_MD60BT,PC,TOTAL,SI,2015-01-01,45.61
M,LI_R_MD60BT,PC,TOTAL,SI,2016-01-01,46.12 
M,LI_R_MD60BT,PC,TOTAL,SI,2017-01-01,47.14 
M,LI_R_MD60BT,PC,TOTAL,SK,2005-01-01,39.73 
M,LI_R_MD60BT,PC,TOTAL,SK,2006-01-01,41.29 
M,LI_R_MD60BT,PC,TOTAL,SK,2007-01-01,43.43 
M,LI_R_MD60BT,PC,TOTAL,SK,2008-01-01,42.94 
M,LI_R_MD60BT,PC,TOTAL,SK,2009-01-01,38.04 
M,LI_R_MD60BT,PC,TOTAL,SK,2010-01-01,41.21 
M,LI_R_MD60BT,PC,TOTAL,SK,2011-01-01,34.02 
M,LI_R_MD60BT,PC,TOTAL,SK,2012-01-01,34.65 
M,LI_R_MD60BT,PC,TOTAL,SK,2013-01-01,36.0
M,LI_R_MD60BT,PC,TOTAL,SK,2014-01-01,34.20 
M,LI_R_MD60BT,PC,TOTAL,SK,2015-01-01,35.29
M,LI_R_MD60BT,PC,TOTAL,SK,2016-01-01,29.83 
M,LI_R_MD60BT,PC,TOTAL,SK,2017-01-01,29.14 
M,LI_R_MD60BT,PC,TOTAL,TR,2005-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,TR,2006-01-01,2.96 
M,LI_R_MD60BT,PC,TOTAL,TR,2007-01-01,4.33 
M,LI_R_MD60BT,PC,TOTAL,TR,2008-01-01,4.72 
M,LI_R_MD60BT,PC,TOTAL,TR,2009-01-01,5.36 
M,LI_R_MD60BT,PC,TOTAL,TR,2010-01-01,8.14 
M,LI_R_MD60BT,PC,TOTAL,TR,2011-01-01,6.53 
M,LI_R_MD60BT,PC,TOTAL,TR,2012-01-01,6.43 
M,LI_R_MD60BT,PC,TOTAL,TR,2013-01-01,6.97
M,LI_R_MD60BT,PC,TOTAL,TR,2014-01-01,7.00 
M,LI_R_MD60BT,PC,TOTAL,TR,2015-01-01,6.69
M,LI_R_MD60BT,PC,TOTAL,TR,2016-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,TR,2017-01-01,: 
M,LI_R_MD60BT,PC,TOTAL,UK,2005-01-01,35.64 
M,LI_R_MD60BT,PC,TOTAL,UK,2006-01-01,35.71 
M,LI_R_MD60BT,PC,TOTAL,UK,2007-01-01,36.69 
M,LI_R_MD60BT,PC,TOTAL,UK,2008-01-01,35.56 
M,LI_R_MD60BT,PC,TOTAL,UK,2009-01-01,42.21 
M,LI_R_MD60BT,PC,TOTAL,UK,2010-01-01,44.22 
M,LI_R_MD60BT,PC,TOTAL,UK,2011-01-01,48.43 
M,LI_R_MD60BT,PC,TOTAL,UK,2012-01-01,44.37 b
M,LI_R_MD60BT,PC,TOTAL,UK,2013-01-01,45.77
M,LI_R_MD60BT,PC,TOTAL,UK,2014-01-01,42.65 
M,LI_R_MD60BT,PC,TOTAL,UK,2015-01-01,42.29
M,LI_R_MD60BT,PC,TOTAL,UK,2016-01-01,43.28 
M,LI_R_MD60BT,PC,TOTAL,UK,2017-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,AT,2005-01-01,50.59 
T,LI_R_MD60BT,PC,TOTAL,AT,2006-01-01,49.80 
T,LI_R_MD60BT,PC,TOTAL,AT,2007-01-01,51.42 
T,LI_R_MD60BT,PC,TOTAL,AT,2008-01-01,41.31 b
T,LI_R_MD60BT,PC,TOTAL,AT,2009-01-01,42.69 
T,LI_R_MD60BT,PC,TOTAL,AT,2010-01-01,43.46 
T,LI_R_MD60BT,PC,TOTAL,AT,2011-01-01,46.49 
T,LI_R_MD60BT,PC,TOTAL,AT,2012-01-01,44.19 
T,LI_R_MD60BT,PC,TOTAL,AT,2013-01-01,44.4
T,LI_R_MD60BT,PC,TOTAL,AT,2014-01-01,44.49 
T,LI_R_MD60BT,PC,TOTAL,AT,2015-01-01,45.7
T,LI_R_MD60BT,PC,TOTAL,AT,2016-01-01,46.39 
T,LI_R_MD60BT,PC,TOTAL,AT,2017-01-01,42.17 
T,LI_R_MD60BT,PC,TOTAL,BE,2005-01-01,47.70 
T,LI_R_MD60BT,PC,TOTAL,BE,2006-01-01,45.15 
T,LI_R_MD60BT,PC,TOTAL,BE,2007-01-01,44.73 
T,LI_R_MD60BT,PC,TOTAL,BE,2008-01-01,45.56 
T,LI_R_MD60BT,PC,TOTAL,BE,2009-01-01,45.32 
T,LI_R_MD60BT,PC,TOTAL,BE,2010-01-01,45.32 
T,LI_R_MD60BT,PC,TOTAL,BE,2011-01-01,44.96 
T,LI_R_MD60BT,PC,TOTAL,BE,2012-01-01,44.77 
T,LI_R_MD60BT,PC,TOTAL,BE,2013-01-01,42.59
T,LI_R_MD60BT,PC,TOTAL,BE,2014-01-01,43.64 
T,LI_R_MD60BT,PC,TOTAL,BE,2015-01-01,44.19
T,LI_R_MD60BT,PC,TOTAL,BE,2016-01-01,41.06 
T,LI_R_MD60BT,PC,TOTAL,BE,2017-01-01,39.54 
T,LI_R_MD60BT,PC,TOTAL,BG,2005-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,BG,2006-01-01,25.51 
T,LI_R_MD60BT,PC,TOTAL,BG,2007-01-01,13.73 
T,LI_R_MD60BT,PC,TOTAL,BG,2008-01-01,21.03 
T,LI_R_MD60BT,PC,TOTAL,BG,2009-01-01,17.42 
T,LI_R_MD60BT,PC,TOTAL,BG,2010-01-01,23.62 
T,LI_R_MD60BT,PC,TOTAL,BG,2011-01-01,18.98 
T,LI_R_MD60BT,PC,TOTAL,BG,2012-01-01,18.15 
T,LI_R_MD60BT,PC,TOTAL,BG,2013-01-01,21.35
T,LI_R_MD60BT,PC,TOTAL,BG,2014-01-01,20.15 
T,LI_R_MD60BT,PC,TOTAL,BG,2015-01-01,22.54
T,LI_R_MD60BT,PC,TOTAL,BG,2016-01-01,17.92 b
T,LI_R_MD60BT,PC,TOTAL,BG,2017-01-01,19.86 
T,LI_R_MD60BT,PC,TOTAL,CH,2005-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,CH,2006-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,CH,2007-01-01,33.92 
T,LI_R_MD60BT,PC,TOTAL,CH,2008-01-01,29.28 
T,LI_R_MD60BT,PC,TOTAL,CH,2009-01-01,30.97 
T,LI_R_MD60BT,PC,TOTAL,CH,2010-01-01,34.50 
T,LI_R_MD60BT,PC,TOTAL,CH,2011-01-01,35.90 
T,LI_R_MD60BT,PC,TOTAL,CH,2012-01-01,32.05 
T,LI_R_MD60BT,PC,TOTAL,CH,2013-01-01,36.4
T,LI_R_MD60BT,PC,TOTAL,CH,2014-01-01,43.21 b
T,LI_R_MD60BT,PC,TOTAL,CH,2015-01-01,37.35
T,LI_R_MD60BT,PC,TOTAL,CH,2016-01-01,40.49 
T,LI_R_MD60BT,PC,TOTAL,CH,2017-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,CY,2005-01-01,25.81 
T,LI_R_MD60BT,PC,TOTAL,CY,2006-01-01,27.78 
T,LI_R_MD60BT,PC,TOTAL,CY,2007-01-01,26.19 
T,LI_R_MD60BT,PC,TOTAL,CY,2008-01-01,30.57 b
T,LI_R_MD60BT,PC,TOTAL,CY,2009-01-01,33.05 
T,LI_R_MD60BT,PC,TOTAL,CY,2010-01-01,33.62 
T,LI_R_MD60BT,PC,TOTAL,CY,2011-01-01,37.02 
T,LI_R_MD60BT,PC,TOTAL,CY,2012-01-01,37.45 
T,LI_R_MD60BT,PC,TOTAL,CY,2013-01-01,37.04
T,LI_R_MD60BT,PC,TOTAL,CY,2014-01-01,41.46 
T,LI_R_MD60BT,PC,TOTAL,CY,2015-01-01,36.22
T,LI_R_MD60BT,PC,TOTAL,CY,2016-01-01,35.60 
T,LI_R_MD60BT,PC,TOTAL,CY,2017-01-01,35.92 
T,LI_R_MD60BT,PC,TOTAL,CZ,2005-01-01,50.94 
T,LI_R_MD60BT,PC,TOTAL,CZ,2006-01-01,54.17 
T,LI_R_MD60BT,PC,TOTAL,CZ,2007-01-01,52.24 
T,LI_R_MD60BT,PC,TOTAL,CZ,2008-01-01,55.00 
T,LI_R_MD60BT,PC,TOTAL,CZ,2009-01-01,51.96 
T,LI_R_MD60BT,PC,TOTAL,CZ,2010-01-01,50.28 
T,LI_R_MD60BT,PC,TOTAL,CZ,2011-01-01,45.56 
T,LI_R_MD60BT,PC,TOTAL,CZ,2012-01-01,45.45 
T,LI_R_MD60BT,PC,TOTAL,CZ,2013-01-01,48.19
T,LI_R_MD60BT,PC,TOTAL,CZ,2014-01-01,43.60 
T,LI_R_MD60BT,PC,TOTAL,CZ,2015-01-01,42.26
T,LI_R_MD60BT,PC,TOTAL,CZ,2016-01-01,40.49 
T,LI_R_MD60BT,PC,TOTAL,CZ,2017-01-01,42.41 
T,LI_R_MD60BT,PC,TOTAL,DE,2005-01-01,47.19 
T,LI_R_MD60BT,PC,TOTAL,DE,2006-01-01,51.36 
T,LI_R_MD60BT,PC,TOTAL,DE,2007-01-01,38.71 
T,LI_R_MD60BT,PC,TOTAL,DE,2008-01-01,37.19 
T,LI_R_MD60BT,PC,TOTAL,DE,2009-01-01,35.68 
T,LI_R_MD60BT,PC,TOTAL,DE,2010-01-01,35.54 
T,LI_R_MD60BT,PC,TOTAL,DE,2011-01-01,37.05 
T,LI_R_MD60BT,PC,TOTAL,DE,2012-01-01,33.74 
T,LI_R_MD60BT,PC,TOTAL,DE,2013-01-01,34.02
T,LI_R_MD60BT,PC,TOTAL,DE,2014-01-01,33.20 
T,LI_R_MD60BT,PC,TOTAL,DE,2015-01-01,33.47
T,LI_R_MD60BT,PC,TOTAL,DE,2016-01-01,34.78 
T,LI_R_MD60BT,PC,TOTAL,DE,2017-01-01,33.20 
T,LI_R_MD60BT,PC,TOTAL,DK,2005-01-01,60.54 
T,LI_R_MD60BT,PC,TOTAL,DK,2006-01-01,58.21 
T,LI_R_MD60BT,PC,TOTAL,DK,2007-01-01,56.83 
T,LI_R_MD60BT,PC,TOTAL,DK,2008-01-01,57.55 
T,LI_R_MD60BT,PC,TOTAL,DK,2009-01-01,58.01 
T,LI_R_MD60BT,PC,TOTAL,DK,2010-01-01,54.30 
T,LI_R_MD60BT,PC,TOTAL,DK,2011-01-01,56.63 b
T,LI_R_MD60BT,PC,TOTAL,DK,2012-01-01,56.20 
T,LI_R_MD60BT,PC,TOTAL,DK,2013-01-01,57.19
T,LI_R_MD60BT,PC,TOTAL,DK,2014-01-01,55.02 
T,LI_R_MD60BT,PC,TOTAL,DK,2015-01-01,52.71
T,LI_R_MD60BT,PC,TOTAL,DK,2016-01-01,52.21 
T,LI_R_MD60BT,PC,TOTAL,DK,2017-01-01,50.99 
T,LI_R_MD60BT,PC,TOTAL,EA18,2005-01-01,36.89 
T,LI_R_MD60BT,PC,TOTAL,EA18,2006-01-01,37.50 
T,LI_R_MD60BT,PC,TOTAL,EA18,2007-01-01,34.55 
T,LI_R_MD60BT,PC,TOTAL,EA18,2008-01-01,33.88 
T,LI_R_MD60BT,PC,TOTAL,EA18,2009-01-01,33.74 
T,LI_R_MD60BT,PC,TOTAL,EA18,2010-01-01,35.06 
T,LI_R_MD60BT,PC,TOTAL,EA18,2011-01-01,34.63 
T,LI_R_MD60BT,PC,TOTAL,EA18,2012-01-01,33.33 
T,LI_R_MD60BT,PC,TOTAL,EA18,2013-01-01,34.51
T,LI_R_MD60BT,PC,TOTAL,EA18,2014-01-01,33.46 
T,LI_R_MD60BT,PC,TOTAL,EA18,2015-01-01,33.07
T,LI_R_MD60BT,PC,TOTAL,EA18,2016-01-01,32.30 
T,LI_R_MD60BT,PC,TOTAL,EA18,2017-01-01,31.73 e
T,LI_R_MD60BT,PC,TOTAL,EA19,2005-01-01,36.48 
T,LI_R_MD60BT,PC,TOTAL,EA19,2006-01-01,37.10 
T,LI_R_MD60BT,PC,TOTAL,EA19,2007-01-01,34.55 
T,LI_R_MD60BT,PC,TOTAL,EA19,2008-01-01,33.47 
T,LI_R_MD60BT,PC,TOTAL,EA19,2009-01-01,33.61 
T,LI_R_MD60BT,PC,TOTAL,EA19,2010-01-01,35.32 
T,LI_R_MD60BT,PC,TOTAL,EA19,2011-01-01,34.63 
T,LI_R_MD60BT,PC,TOTAL,EA19,2012-01-01,32.94 
T,LI_R_MD60BT,PC,TOTAL,EA19,2013-01-01,34.51
T,LI_R_MD60BT,PC,TOTAL,EA19,2014-01-01,33.72 
T,LI_R_MD60BT,PC,TOTAL,EA19,2015-01-01,33.07
T,LI_R_MD60BT,PC,TOTAL,EA19,2016-01-01,32.30 
T,LI_R_MD60BT,PC,TOTAL,EA19,2017-01-01,31.33 e
T,LI_R_MD60BT,PC,TOTAL,EE,2005-01-01,24.38 
T,LI_R_MD60BT,PC,TOTAL,EE,2006-01-01,25.61 
T,LI_R_MD60BT,PC,TOTAL,EE,2007-01-01,23.02 
T,LI_R_MD60BT,PC,TOTAL,EE,2008-01-01,21.05 
T,LI_R_MD60BT,PC,TOTAL,EE,2009-01-01,23.94 
T,LI_R_MD60BT,PC,TOTAL,EE,2010-01-01,36.55 
T,LI_R_MD60BT,PC,TOTAL,EE,2011-01-01,29.72 
T,LI_R_MD60BT,PC,TOTAL,EE,2012-01-01,29.44 
T,LI_R_MD60BT,PC,TOTAL,EE,2013-01-01,26.77
T,LI_R_MD60BT,PC,TOTAL,EE,2014-01-01,23.24 b
T,LI_R_MD60BT,PC,TOTAL,EE,2015-01-01,22.3
T,LI_R_MD60BT,PC,TOTAL,EE,2016-01-01,24.91 
T,LI_R_MD60BT,PC,TOTAL,EE,2017-01-01,27.34 
T,LI_R_MD60BT,PC,TOTAL,EL,2005-01-01,13.27 
T,LI_R_MD60BT,PC,TOTAL,EL,2006-01-01,12.39 
T,LI_R_MD60BT,PC,TOTAL,EL,2007-01-01,14.35 
T,LI_R_MD60BT,PC,TOTAL,EL,2008-01-01,13.73 
T,LI_R_MD60BT,PC,TOTAL,EL,2009-01-01,13.22 
T,LI_R_MD60BT,PC,TOTAL,EL,2010-01-01,15.55 
T,LI_R_MD60BT,PC,TOTAL,EL,2011-01-01,13.71 
T,LI_R_MD60BT,PC,TOTAL,EL,2012-01-01,13.81 
T,LI_R_MD60BT,PC,TOTAL,EL,2013-01-01,17.5
T,LI_R_MD60BT,PC,TOTAL,EL,2014-01-01,15.00 
T,LI_R_MD60BT,PC,TOTAL,EL,2015-01-01,16.08
T,LI_R_MD60BT,PC,TOTAL,EL,2016-01-01,15.87 
T,LI_R_MD60BT,PC,TOTAL,EL,2017-01-01,15.83 
T,LI_R_MD60BT,PC,TOTAL,ES,2005-01-01,17.96 
T,LI_R_MD60BT,PC,TOTAL,ES,2006-01-01,17.48 
T,LI_R_MD60BT,PC,TOTAL,ES,2007-01-01,16.88 
T,LI_R_MD60BT,PC,TOTAL,ES,2008-01-01,22.96 b
T,LI_R_MD60BT,PC,TOTAL,ES,2009-01-01,24.16 
T,LI_R_MD60BT,PC,TOTAL,ES,2010-01-01,28.13 
T,LI_R_MD60BT,PC,TOTAL,ES,2011-01-01,31.33 
T,LI_R_MD60BT,PC,TOTAL,ES,2012-01-01,28.52 
T,LI_R_MD60BT,PC,TOTAL,ES,2013-01-01,32.0
T,LI_R_MD60BT,PC,TOTAL,ES,2014-01-01,28.62 
T,LI_R_MD60BT,PC,TOTAL,ES,2015-01-01,26.58
T,LI_R_MD60BT,PC,TOTAL,ES,2016-01-01,24.41 
T,LI_R_MD60BT,PC,TOTAL,ES,2017-01-01,23.94 
T,LI_R_MD60BT,PC,TOTAL,EU27,2005-01-01,36.54 e
T,LI_R_MD60BT,PC,TOTAL,EU27,2006-01-01,36.78 e
T,LI_R_MD60BT,PC,TOTAL,EU27,2007-01-01,35.66 
T,LI_R_MD60BT,PC,TOTAL,EU27,2008-01-01,34.65 
T,LI_R_MD60BT,PC,TOTAL,EU27,2009-01-01,35.43 
T,LI_R_MD60BT,PC,TOTAL,EU27,2010-01-01,36.54 
T,LI_R_MD60BT,PC,TOTAL,EU27,2011-01-01,36.36 
T,LI_R_MD60BT,PC,TOTAL,EU27,2012-01-01,34.88 
T,LI_R_MD60BT,PC,TOTAL,EU27,2013-01-01,35.77
T,LI_R_MD60BT,PC,TOTAL,EU27,2014-01-01,34.10 
T,LI_R_MD60BT,PC,TOTAL,EU27,2015-01-01,33.72
T,LI_R_MD60BT,PC,TOTAL,EU27,2016-01-01,33.20 
T,LI_R_MD60BT,PC,TOTAL,EU27,2017-01-01,32.40 e
T,LI_R_MD60BT,PC,TOTAL,EU28,2005-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,EU28,2006-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,EU28,2007-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,EU28,2008-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,EU28,2009-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,EU28,2010-01-01,36.78 
T,LI_R_MD60BT,PC,TOTAL,EU28,2011-01-01,35.98 
T,LI_R_MD60BT,PC,TOTAL,EU28,2012-01-01,34.88 
T,LI_R_MD60BT,PC,TOTAL,EU28,2013-01-01,35.77
T,LI_R_MD60BT,PC,TOTAL,EU28,2014-01-01,34.10 
T,LI_R_MD60BT,PC,TOTAL,EU28,2015-01-01,33.72
T,LI_R_MD60BT,PC,TOTAL,EU28,2016-01-01,33.20 
T,LI_R_MD60BT,PC,TOTAL,EU28,2017-01-01,32.40 e
T,LI_R_MD60BT,PC,TOTAL,FI,2005-01-01,58.21 
T,LI_R_MD60BT,PC,TOTAL,FI,2006-01-01,55.94 
T,LI_R_MD60BT,PC,TOTAL,FI,2007-01-01,55.02 
T,LI_R_MD60BT,PC,TOTAL,FI,2008-01-01,50.18 
T,LI_R_MD60BT,PC,TOTAL,FI,2009-01-01,47.33 
T,LI_R_MD60BT,PC,TOTAL,FI,2010-01-01,51.48 
T,LI_R_MD60BT,PC,TOTAL,FI,2011-01-01,50.00 
T,LI_R_MD60BT,PC,TOTAL,FI,2012-01-01,50.93 
T,LI_R_MD60BT,PC,TOTAL,FI,2013-01-01,55.3
T,LI_R_MD60BT,PC,TOTAL,FI,2014-01-01,53.62 
T,LI_R_MD60BT,PC,TOTAL,FI,2015-01-01,53.73
T,LI_R_MD60BT,PC,TOTAL,FI,2016-01-01,57.04 
T,LI_R_MD60BT,PC,TOTAL,FI,2017-01-01,56.93 
T,LI_R_MD60BT,PC,TOTAL,FR,2005-01-01,50.00 
T,LI_R_MD60BT,PC,TOTAL,FR,2006-01-01,46.99 
T,LI_R_MD60BT,PC,TOTAL,FR,2007-01-01,50.38 
T,LI_R_MD60BT,PC,TOTAL,FR,2008-01-01,46.81 b
T,LI_R_MD60BT,PC,TOTAL,FR,2009-01-01,46.25 
T,LI_R_MD60BT,PC,TOTAL,FR,2010-01-01,46.59 
T,LI_R_MD60BT,PC,TOTAL,FR,2011-01-01,43.32 
T,LI_R_MD60BT,PC,TOTAL,FR,2012-01-01,40.76 
T,LI_R_MD60BT,PC,TOTAL,FR,2013-01-01,43.85
T,LI_R_MD60BT,PC,TOTAL,FR,2014-01-01,44.58 
T,LI_R_MD60BT,PC,TOTAL,FR,2015-01-01,43.1
T,LI_R_MD60BT,PC,TOTAL,FR,2016-01-01,42.37 
T,LI_R_MD60BT,PC,TOTAL,FR,2017-01-01,44.81 
T,LI_R_MD60BT,PC,TOTAL,HR,2005-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,HR,2006-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,HR,2007-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,HR,2008-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,HR,2009-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,HR,2010-01-01,31.33 b
T,LI_R_MD60BT,PC,TOTAL,HR,2011-01-01,31.92 
T,LI_R_MD60BT,PC,TOTAL,HR,2012-01-01,33.33 
T,LI_R_MD60BT,PC,TOTAL,HR,2013-01-01,34.34
T,LI_R_MD60BT,PC,TOTAL,HR,2014-01-01,35.12 
T,LI_R_MD60BT,PC,TOTAL,HR,2015-01-01,35.48
T,LI_R_MD60BT,PC,TOTAL,HR,2016-01-01,28.57 
T,LI_R_MD60BT,PC,TOTAL,HR,2017-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,HU,2005-01-01,54.08 
T,LI_R_MD60BT,PC,TOTAL,HU,2006-01-01,46.28 
T,LI_R_MD60BT,PC,TOTAL,HU,2007-01-01,58.02 
T,LI_R_MD60BT,PC,TOTAL,HU,2008-01-01,59.21 
T,LI_R_MD60BT,PC,TOTAL,HU,2009-01-01,57.09 
T,LI_R_MD60BT,PC,TOTAL,HU,2010-01-01,56.69 
T,LI_R_MD60BT,PC,TOTAL,HU,2011-01-01,51.38 
T,LI_R_MD60BT,PC,TOTAL,HU,2012-01-01,47.62 
T,LI_R_MD60BT,PC,TOTAL,HU,2013-01-01,44.44
T,LI_R_MD60BT,PC,TOTAL,HU,2014-01-01,43.61 
T,LI_R_MD60BT,PC,TOTAL,HU,2015-01-01,42.02
T,LI_R_MD60BT,PC,TOTAL,HU,2016-01-01,43.80 
T,LI_R_MD60BT,PC,TOTAL,HU,2017-01-01,46.40 
T,LI_R_MD60BT,PC,TOTAL,IE,2005-01-01,39.01 
