sex,indic_il,unit,age,geo\time,date,value
T,LI_R_MD60BT,PC,TOTAL,IE,2006-01-01,43.60 
T,LI_R_MD60BT,PC,TOTAL,IE,2007-01-01,48.04 
T,LI_R_MD60BT,PC,TOTAL,IE,2008-01-01,54.41 
T,LI_R_MD60BT,PC,TOTAL,IE,2009-01-01,60.00 
T,LI_R_MD60BT,PC,TOTAL,IE,2010-01-01,61.90 
T,LI_R_MD60BT,PC,TOTAL,IE,2011-01-01,61.62 
T,LI_R_MD60BT,PC,TOTAL,IE,2012-01-01,57.97 
T,LI_R_MD60BT,PC,TOTAL,IE,2013-01-01,59.01
T,LI_R_MD60BT,PC,TOTAL,IE,2014-01-01,55.80 
T,LI_R_MD60BT,PC,TOTAL,IE,2015-01-01,54.97
T,LI_R_MD60BT,PC,TOTAL,IE,2016-01-01,52.16 
T,LI_R_MD60BT,PC,TOTAL,IE,2017-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,IS,2005-01-01,50.26 
T,LI_R_MD60BT,PC,TOTAL,IS,2006-01-01,48.11 
T,LI_R_MD60BT,PC,TOTAL,IS,2007-01-01,44.51 
T,LI_R_MD60BT,PC,TOTAL,IS,2008-01-01,46.84 
T,LI_R_MD60BT,PC,TOTAL,IS,2009-01-01,48.22 
T,LI_R_MD60BT,PC,TOTAL,IS,2010-01-01,57.02 
T,LI_R_MD60BT,PC,TOTAL,IS,2011-01-01,60.17 
T,LI_R_MD60BT,PC,TOTAL,IS,2012-01-01,65.80 
T,LI_R_MD60BT,PC,TOTAL,IS,2013-01-01,59.03
T,LI_R_MD60BT,PC,TOTAL,IS,2014-01-01,62.74 
T,LI_R_MD60BT,PC,TOTAL,IS,2015-01-01,53.77
T,LI_R_MD60BT,PC,TOTAL,IS,2016-01-01,55.56 p
T,LI_R_MD60BT,PC,TOTAL,IS,2017-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,IT,2005-01-01,18.64 
T,LI_R_MD60BT,PC,TOTAL,IT,2006-01-01,18.57 
T,LI_R_MD60BT,PC,TOTAL,IT,2007-01-01,17.72 
T,LI_R_MD60BT,PC,TOTAL,IT,2008-01-01,19.57 
T,LI_R_MD60BT,PC,TOTAL,IT,2009-01-01,21.03 
T,LI_R_MD60BT,PC,TOTAL,IT,2010-01-01,21.10 
T,LI_R_MD60BT,PC,TOTAL,IT,2011-01-01,19.51 
T,LI_R_MD60BT,PC,TOTAL,IT,2012-01-01,20.41 
T,LI_R_MD60BT,PC,TOTAL,IT,2013-01-01,21.54
T,LI_R_MD60BT,PC,TOTAL,IT,2014-01-01,21.46 
T,LI_R_MD60BT,PC,TOTAL,IT,2015-01-01,21.65
T,LI_R_MD60BT,PC,TOTAL,IT,2016-01-01,21.37 
T,LI_R_MD60BT,PC,TOTAL,IT,2017-01-01,19.44 
T,LI_R_MD60BT,PC,TOTAL,LT,2005-01-01,21.46 
T,LI_R_MD60BT,PC,TOTAL,LT,2006-01-01,24.81 
T,LI_R_MD60BT,PC,TOTAL,LT,2007-01-01,25.10 
T,LI_R_MD60BT,PC,TOTAL,LT,2008-01-01,23.72 
T,LI_R_MD60BT,PC,TOTAL,LT,2009-01-01,29.02 
T,LI_R_MD60BT,PC,TOTAL,LT,2010-01-01,34.50 
T,LI_R_MD60BT,PC,TOTAL,LT,2011-01-01,36.42 
T,LI_R_MD60BT,PC,TOTAL,LT,2012-01-01,34.51 
T,LI_R_MD60BT,PC,TOTAL,LT,2013-01-01,32.01
T,LI_R_MD60BT,PC,TOTAL,LT,2014-01-01,30.55 
T,LI_R_MD60BT,PC,TOTAL,LT,2015-01-01,22.38
T,LI_R_MD60BT,PC,TOTAL,LT,2016-01-01,21.51 
T,LI_R_MD60BT,PC,TOTAL,LT,2017-01-01,23.15 
T,LI_R_MD60BT,PC,TOTAL,LU,2005-01-01,42.44 
T,LI_R_MD60BT,PC,TOTAL,LU,2006-01-01,40.25 
T,LI_R_MD60BT,PC,TOTAL,LU,2007-01-01,42.31 
T,LI_R_MD60BT,PC,TOTAL,LU,2008-01-01,43.22 
T,LI_R_MD60BT,PC,TOTAL,LU,2009-01-01,44.81 
T,LI_R_MD60BT,PC,TOTAL,LU,2010-01-01,50.17 
T,LI_R_MD60BT,PC,TOTAL,LU,2011-01-01,50.00 
T,LI_R_MD60BT,PC,TOTAL,LU,2012-01-01,47.93 
T,LI_R_MD60BT,PC,TOTAL,LU,2013-01-01,45.92
T,LI_R_MD60BT,PC,TOTAL,LU,2014-01-01,40.58 
T,LI_R_MD60BT,PC,TOTAL,LU,2015-01-01,43.75
T,LI_R_MD60BT,PC,TOTAL,LU,2016-01-01,39.11 b
T,LI_R_MD60BT,PC,TOTAL,LU,2017-01-01,35.52 
T,LI_R_MD60BT,PC,TOTAL,LV,2005-01-01,24.81 
T,LI_R_MD60BT,PC,TOTAL,LV,2006-01-01,16.07 
T,LI_R_MD60BT,PC,TOTAL,LV,2007-01-01,22.91 
T,LI_R_MD60BT,PC,TOTAL,LV,2008-01-01,14.24 
T,LI_R_MD60BT,PC,TOTAL,LV,2009-01-01,14.84 
T,LI_R_MD60BT,PC,TOTAL,LV,2010-01-01,26.67 
T,LI_R_MD60BT,PC,TOTAL,LV,2011-01-01,29.10 
T,LI_R_MD60BT,PC,TOTAL,LV,2012-01-01,25.29 
T,LI_R_MD60BT,PC,TOTAL,LV,2013-01-01,25.38
T,LI_R_MD60BT,PC,TOTAL,LV,2014-01-01,21.48 
T,LI_R_MD60BT,PC,TOTAL,LV,2015-01-01,17.58
T,LI_R_MD60BT,PC,TOTAL,LV,2016-01-01,21.58 
T,LI_R_MD60BT,PC,TOTAL,LV,2017-01-01,21.91 
T,LI_R_MD60BT,PC,TOTAL,MK,2005-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,MK,2006-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,MK,2007-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,MK,2008-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,MK,2009-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,MK,2010-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,MK,2011-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,MK,2012-01-01,9.03 
T,LI_R_MD60BT,PC,TOTAL,MK,2013-01-01,9.7
T,LI_R_MD60BT,PC,TOTAL,MK,2014-01-01,10.89 
T,LI_R_MD60BT,PC,TOTAL,MK,2015-01-01,13.31
T,LI_R_MD60BT,PC,TOTAL,MK,2016-01-01,14.79 
T,LI_R_MD60BT,PC,TOTAL,MK,2017-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,MT,2005-01-01,28.86 
T,LI_R_MD60BT,PC,TOTAL,MT,2006-01-01,33.33 
T,LI_R_MD60BT,PC,TOTAL,MT,2007-01-01,29.77 
T,LI_R_MD60BT,PC,TOTAL,MT,2008-01-01,33.19 
T,LI_R_MD60BT,PC,TOTAL,MT,2009-01-01,34.93 
T,LI_R_MD60BT,PC,TOTAL,MT,2010-01-01,34.04 
T,LI_R_MD60BT,PC,TOTAL,MT,2011-01-01,32.76 
T,LI_R_MD60BT,PC,TOTAL,MT,2012-01-01,37.08 
T,LI_R_MD60BT,PC,TOTAL,MT,2013-01-01,32.62
T,LI_R_MD60BT,PC,TOTAL,MT,2014-01-01,33.19 
T,LI_R_MD60BT,PC,TOTAL,MT,2015-01-01,31.22
T,LI_R_MD60BT,PC,TOTAL,MT,2016-01-01,30.67 
T,LI_R_MD60BT,PC,TOTAL,MT,2017-01-01,29.11 
T,LI_R_MD60BT,PC,TOTAL,NL,2005-01-01,50.69 
T,LI_R_MD60BT,PC,TOTAL,NL,2006-01-01,53.81 
T,LI_R_MD60BT,PC,TOTAL,NL,2007-01-01,50.49 
T,LI_R_MD60BT,PC,TOTAL,NL,2008-01-01,47.24 
T,LI_R_MD60BT,PC,TOTAL,NL,2009-01-01,45.85 
T,LI_R_MD60BT,PC,TOTAL,NL,2010-01-01,51.18 
T,LI_R_MD60BT,PC,TOTAL,NL,2011-01-01,47.37 
T,LI_R_MD60BT,PC,TOTAL,NL,2012-01-01,50.97 
T,LI_R_MD60BT,PC,TOTAL,NL,2013-01-01,50.0
T,LI_R_MD60BT,PC,TOTAL,NL,2014-01-01,45.54 
T,LI_R_MD60BT,PC,TOTAL,NL,2015-01-01,47.98
T,LI_R_MD60BT,PC,TOTAL,NL,2016-01-01,42.53 b
T,LI_R_MD60BT,PC,TOTAL,NL,2017-01-01,39.73 
T,LI_R_MD60BT,PC,TOTAL,NO,2005-01-01,59.86 
T,LI_R_MD60BT,PC,TOTAL,NO,2006-01-01,60.78 
T,LI_R_MD60BT,PC,TOTAL,NO,2007-01-01,57.04 
T,LI_R_MD60BT,PC,TOTAL,NO,2008-01-01,55.47 
T,LI_R_MD60BT,PC,TOTAL,NO,2009-01-01,53.57 
T,LI_R_MD60BT,PC,TOTAL,NO,2010-01-01,57.89 
T,LI_R_MD60BT,PC,TOTAL,NO,2011-01-01,64.53 
T,LI_R_MD60BT,PC,TOTAL,NO,2012-01-01,61.24 
T,LI_R_MD60BT,PC,TOTAL,NO,2013-01-01,58.08
T,LI_R_MD60BT,PC,TOTAL,NO,2014-01-01,56.05 
T,LI_R_MD60BT,PC,TOTAL,NO,2015-01-01,55.09
T,LI_R_MD60BT,PC,TOTAL,NO,2016-01-01,53.61 
T,LI_R_MD60BT,PC,TOTAL,NO,2017-01-01,51.60 
T,LI_R_MD60BT,PC,TOTAL,PL,2005-01-01,31.21 
T,LI_R_MD60BT,PC,TOTAL,PL,2006-01-01,33.22 
T,LI_R_MD60BT,PC,TOTAL,PL,2007-01-01,34.72 
T,LI_R_MD60BT,PC,TOTAL,PL,2008-01-01,32.67 
T,LI_R_MD60BT,PC,TOTAL,PL,2009-01-01,27.54 
T,LI_R_MD60BT,PC,TOTAL,PL,2010-01-01,27.87 
T,LI_R_MD60BT,PC,TOTAL,PL,2011-01-01,26.56 
T,LI_R_MD60BT,PC,TOTAL,PL,2012-01-01,25.33 
T,LI_R_MD60BT,PC,TOTAL,PL,2013-01-01,24.78
T,LI_R_MD60BT,PC,TOTAL,PL,2014-01-01,26.41 
T,LI_R_MD60BT,PC,TOTAL,PL,2015-01-01,23.14
T,LI_R_MD60BT,PC,TOTAL,PL,2016-01-01,24.45 
T,LI_R_MD60BT,PC,TOTAL,PL,2017-01-01,37.50 
T,LI_R_MD60BT,PC,TOTAL,PT,2005-01-01,24.51 
T,LI_R_MD60BT,PC,TOTAL,PT,2006-01-01,26.29 
T,LI_R_MD60BT,PC,TOTAL,PT,2007-01-01,25.21 
T,LI_R_MD60BT,PC,TOTAL,PT,2008-01-01,25.70 
T,LI_R_MD60BT,PC,TOTAL,PT,2009-01-01,26.34 
T,LI_R_MD60BT,PC,TOTAL,PT,2010-01-01,32.20 
T,LI_R_MD60BT,PC,TOTAL,PT,2011-01-01,29.13 
T,LI_R_MD60BT,PC,TOTAL,PT,2012-01-01,29.25 
T,LI_R_MD60BT,PC,TOTAL,PT,2013-01-01,26.67
T,LI_R_MD60BT,PC,TOTAL,PT,2014-01-01,26.97 
T,LI_R_MD60BT,PC,TOTAL,PT,2015-01-01,26.14
T,LI_R_MD60BT,PC,TOTAL,PT,2016-01-01,24.00 
T,LI_R_MD60BT,PC,TOTAL,PT,2017-01-01,22.46 
T,LI_R_MD60BT,PC,TOTAL,RO,2005-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RO,2006-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RO,2007-01-01,21.90 
T,LI_R_MD60BT,PC,TOTAL,RO,2008-01-01,23.38 
T,LI_R_MD60BT,PC,TOTAL,RO,2009-01-01,23.00 
T,LI_R_MD60BT,PC,TOTAL,RO,2010-01-01,22.30 
T,LI_R_MD60BT,PC,TOTAL,RO,2011-01-01,23.63 
T,LI_R_MD60BT,PC,TOTAL,RO,2012-01-01,20.49 
T,LI_R_MD60BT,PC,TOTAL,RO,2013-01-01,18.44
T,LI_R_MD60BT,PC,TOTAL,RO,2014-01-01,12.85 
T,LI_R_MD60BT,PC,TOTAL,RO,2015-01-01,13.31
T,LI_R_MD60BT,PC,TOTAL,RO,2016-01-01,14.24 
T,LI_R_MD60BT,PC,TOTAL,RO,2017-01-01,16.61 
T,LI_R_MD60BT,PC,TOTAL,RS,2005-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RS,2006-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RS,2007-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RS,2008-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RS,2009-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RS,2010-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RS,2011-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RS,2012-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,RS,2013-01-01,22.96
T,LI_R_MD60BT,PC,TOTAL,RS,2014-01-01,22.09 
T,LI_R_MD60BT,PC,TOTAL,RS,2015-01-01,31.72
T,LI_R_MD60BT,PC,TOTAL,RS,2016-01-01,28.97 
T,LI_R_MD60BT,PC,TOTAL,RS,2017-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,SE,2005-01-01,66.90 
T,LI_R_MD60BT,PC,TOTAL,SE,2006-01-01,57.59 
T,LI_R_MD60BT,PC,TOTAL,SE,2007-01-01,61.82 
T,LI_R_MD60BT,PC,TOTAL,SE,2008-01-01,55.00 b
T,LI_R_MD60BT,PC,TOTAL,SE,2009-01-01,50.00 
T,LI_R_MD60BT,PC,TOTAL,SE,2010-01-01,48.97 
T,LI_R_MD60BT,PC,TOTAL,SE,2011-01-01,48.32 
T,LI_R_MD60BT,PC,TOTAL,SE,2012-01-01,47.59 
T,LI_R_MD60BT,PC,TOTAL,SE,2013-01-01,44.64
T,LI_R_MD60BT,PC,TOTAL,SE,2014-01-01,48.00 
T,LI_R_MD60BT,PC,TOTAL,SE,2015-01-01,45.3
T,LI_R_MD60BT,PC,TOTAL,SE,2016-01-01,45.82 
T,LI_R_MD60BT,PC,TOTAL,SE,2017-01-01,46.08 
T,LI_R_MD60BT,PC,TOTAL,SI,2005-01-01,52.90 
T,LI_R_MD60BT,PC,TOTAL,SI,2006-01-01,52.07 
T,LI_R_MD60BT,PC,TOTAL,SI,2007-01-01,50.22 
T,LI_R_MD60BT,PC,TOTAL,SI,2008-01-01,46.52 
T,LI_R_MD60BT,PC,TOTAL,SI,2009-01-01,48.64 
T,LI_R_MD60BT,PC,TOTAL,SI,2010-01-01,47.52 
T,LI_R_MD60BT,PC,TOTAL,SI,2011-01-01,43.80 
T,LI_R_MD60BT,PC,TOTAL,SI,2012-01-01,46.43 
T,LI_R_MD60BT,PC,TOTAL,SI,2013-01-01,42.69
T,LI_R_MD60BT,PC,TOTAL,SI,2014-01-01,42.23 
T,LI_R_MD60BT,PC,TOTAL,SI,2015-01-01,42.34
T,LI_R_MD60BT,PC,TOTAL,SI,2016-01-01,42.80 
T,LI_R_MD60BT,PC,TOTAL,SI,2017-01-01,44.58 
T,LI_R_MD60BT,PC,TOTAL,SK,2005-01-01,39.27 
T,LI_R_MD60BT,PC,TOTAL,SK,2006-01-01,42.00 
T,LI_R_MD60BT,PC,TOTAL,SK,2007-01-01,41.76 
T,LI_R_MD60BT,PC,TOTAL,SK,2008-01-01,40.76 
T,LI_R_MD60BT,PC,TOTAL,SK,2009-01-01,35.67 
T,LI_R_MD60BT,PC,TOTAL,SK,2010-01-01,39.39 
T,LI_R_MD60BT,PC,TOTAL,SK,2011-01-01,33.33 
T,LI_R_MD60BT,PC,TOTAL,SK,2012-01-01,34.00 
T,LI_R_MD60BT,PC,TOTAL,SK,2013-01-01,36.32
T,LI_R_MD60BT,PC,TOTAL,SK,2014-01-01,35.71 
T,LI_R_MD60BT,PC,TOTAL,SK,2015-01-01,35.26
T,LI_R_MD60BT,PC,TOTAL,SK,2016-01-01,30.98 
T,LI_R_MD60BT,PC,TOTAL,SK,2017-01-01,29.14 
T,LI_R_MD60BT,PC,TOTAL,TR,2005-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,TR,2006-01-01,2.55 
T,LI_R_MD60BT,PC,TOTAL,TR,2007-01-01,4.26 
T,LI_R_MD60BT,PC,TOTAL,TR,2008-01-01,4.26 
T,LI_R_MD60BT,PC,TOTAL,TR,2009-01-01,5.24 
T,LI_R_MD60BT,PC,TOTAL,TR,2010-01-01,7.92 
T,LI_R_MD60BT,PC,TOTAL,TR,2011-01-01,6.00 
T,LI_R_MD60BT,PC,TOTAL,TR,2012-01-01,6.32 
T,LI_R_MD60BT,PC,TOTAL,TR,2013-01-01,6.85
T,LI_R_MD60BT,PC,TOTAL,TR,2014-01-01,6.88 
T,LI_R_MD60BT,PC,TOTAL,TR,2015-01-01,7.02
T,LI_R_MD60BT,PC,TOTAL,TR,2016-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,TR,2017-01-01,: 
T,LI_R_MD60BT,PC,TOTAL,UK,2005-01-01,37.91 
T,LI_R_MD60BT,PC,TOTAL,UK,2006-01-01,36.88 
T,LI_R_MD60BT,PC,TOTAL,UK,2007-01-01,37.37 
T,LI_R_MD60BT,PC,TOTAL,UK,2008-01-01,35.29 
T,LI_R_MD60BT,PC,TOTAL,UK,2009-01-01,43.09 
T,LI_R_MD60BT,PC,TOTAL,UK,2010-01-01,44.84 
T,LI_R_MD60BT,PC,TOTAL,UK,2011-01-01,46.89 
T,LI_R_MD60BT,PC,TOTAL,UK,2012-01-01,46.13 b
T,LI_R_MD60BT,PC,TOTAL,UK,2013-01-01,47.18
T,LI_R_MD60BT,PC,TOTAL,UK,2014-01-01,42.86 
T,LI_R_MD60BT,PC,TOTAL,UK,2015-01-01,43.34
T,LI_R_MD60BT,PC,TOTAL,UK,2016-01-01,43.42 
T,LI_R_MD60BT,PC,TOTAL,UK,2017-01-01,: 
