wst_oper,unit,geotime,date,value
DSP_L,PC,AT,2010-01-01,12.0
DSP_L,PC,AT,2012-01-01,9.0
DSP_L,PC,AT,2014-01-01,12.0
DSP_L,PC,BE,2010-01-01,9.0
DSP_L,PC,BE,2012-01-01,6.0
DSP_L,PC,BE,2014-01-01,3.0
DSP_L,PC,BG,2010-01-01,69.0
DSP_L,PC,BG,2012-01-01,85.0
DSP_L,PC,BG,2014-01-01,82.0
DSP_L,PC,CY,2010-01-01,58.0
DSP_L,PC,CY,2012-01-01,51.0
DSP_L,PC,CY,2014-01-01,59.0
DSP_L,PC,CZ,2010-01-01,29.0
DSP_L,PC,CZ,2012-01-01,24.0
DSP_L,PC,CZ,2014-01-01,22.0
DSP_L,PC,DE,2010-01-01,8.0
DSP_L,PC,DE,2012-01-01,10.0
DSP_L,PC,DE,2014-01-01,11.0
DSP_L,PC,DK,2010-01-01,6.0
DSP_L,PC,DK,2012-01-01,5.0
DSP_L,PC,DK,2014-01-01,4.0
DSP_L,PC,EE,2010-01-01,74.0
DSP_L,PC,EE,2012-01-01,71.0
DSP_L,PC,EE,2014-01-01,77.0
DSP_L,PC,EL,2010-01-01,75.0
DSP_L,PC,EL,2012-01-01,79.0
DSP_L,PC,EL,2014-01-01,81.0
DSP_L,PC,ES,2010-01-01,51.0
DSP_L,PC,ES,2012-01-01,46.0
DSP_L,PC,ES,2014-01-01,47.0
DSP_L,PC,EU28,2010-01-01,28.0
DSP_L,PC,EU28,2012-01-01,27.0
DSP_L,PC,EU28,2014-01-01,25.0
DSP_L,PC,FI,2010-01-01,17.0
DSP_L,PC,FI,2012-01-01,11.0
DSP_L,PC,FI,2014-01-01,17.0
DSP_L,PC,FR,2010-01-01,26.0
DSP_L,PC,FR,2012-01-01,25.0
DSP_L,PC,FR,2014-01-01,23.0
DSP_L,PC,HR,2010-01-01,51.0
DSP_L,PC,HR,2012-01-01,59.0
DSP_L,PC,HR,2014-01-01,47.0
DSP_L,PC,HU,2010-01-01,54.0
DSP_L,PC,HU,2012-01-01,55.0
DSP_L,PC,HU,2014-01-01,46.0
DSP_L,PC,IE,2010-01-01,50.0
DSP_L,PC,IE,2012-01-01,41.0
DSP_L,PC,IE,2014-01-01,24.0
DSP_L,PC,IT,2010-01-01,28.0
DSP_L,PC,IT,2012-01-01,25.0
DSP_L,PC,IT,2014-01-01,21.0
DSP_L,PC,LT,2010-01-01,44.0
DSP_L,PC,LT,2012-01-01,45.0
DSP_L,PC,LT,2014-01-01,38.0
DSP_L,PC,LU,2010-01-01,3.0
DSP_L,PC,LU,2012-01-01,4.0
DSP_L,PC,LU,2014-01-01,6.0
DSP_L,PC,LV,2010-01-01,52.0
DSP_L,PC,LV,2012-01-01,37.0
DSP_L,PC,LV,2014-01-01,26.0
DSP_L,PC,MT,2010-01-01,74.0
DSP_L,PC,MT,2012-01-01,68.0
DSP_L,PC,MT,2014-01-01,70.0
DSP_L,PC,NL,2010-01-01,2.0
DSP_L,PC,NL,2012-01-01,3.0
DSP_L,PC,NL,2014-01-01,2.0
DSP_L,PC,PL,2010-01-01,28.0
DSP_L,PC,PL,2012-01-01,29.0
DSP_L,PC,PL,2014-01-01,26.0
DSP_L,PC,PT,2010-01-01,39.0
DSP_L,PC,PT,2012-01-01,34.0
DSP_L,PC,PT,2014-01-01,31.0
DSP_L,PC,RO,2010-01-01,56.0
DSP_L,PC,RO,2012-01-01,55.0
DSP_L,PC,RO,2014-01-01,54.0
DSP_L,PC,SE,2010-01-01,10.0
DSP_L,PC,SE,2012-01-01,9.0
DSP_L,PC,SE,2014-01-01,9.0
DSP_L,PC,SI,2010-01-01,32.0
DSP_L,PC,SI,2012-01-01,13.0
DSP_L,PC,SI,2014-01-01,10.0
DSP_L,PC,SK,2010-01-01,55.0
DSP_L,PC,SK,2012-01-01,53.0
DSP_L,PC,SK,2014-01-01,52.0
DSP_L,PC,UK,2010-01-01,33.0
DSP_L,PC,UK,2012-01-01,31.0
DSP_L,PC,UK,2014-01-01,28.0
