asyl_app,geotime,date,value
ASY_APP_ACC,CZ,2013-01-01,33.0
ASY_APP_ACC,CZ,2014-01-01,36.0
ASY_APP_ACC,CZ,2015-01-01,44.0
ASY_APP_ACC,CZ,2016-01-01,41.0
ASY_APP_ACC,CZ,2017-01-01,14.0
ASY_APP_ACC,DE,2008-01-01,96.0
ASY_APP_ACC,DE,2009-01-01,119.0
ASY_APP_ACC,DE,2010-01-01,128.0
ASY_APP_ACC,DE,2011-01-01,121.0
ASY_APP_ACC,DE,2012-01-01,213.0
ASY_APP_ACC,DE,2013-01-01,250.0
ASY_APP_ACC,DE,2014-01-01,501.0
ASY_APP_ACC,DE,2015-01-01,1725.0
ASY_APP_ACC,DE,2016-01-01,5269.0
ASY_APP_ACC,DE,2017-01-01,3164.0
ASY_APP_ACC,DK,2008-01-01,133.0
ASY_APP_ACC,DK,2009-01-01,143.0
ASY_APP_ACC,DK,2010-01-01,242.0
ASY_APP_ACC,DK,2011-01-01,235.0
ASY_APP_ACC,DK,2012-01-01,303.0
ASY_APP_ACC,DK,2013-01-01,500.0
ASY_APP_ACC,DK,2014-01-01,971.0
ASY_APP_ACC,DK,2015-01-01,1759.0
ASY_APP_ACC,DK,2016-01-01,1244.0
ASY_APP_ACC,DK,2017-01-01,410.0
ASY_APP_ACC,EE,2008-01-01,4.0
ASY_APP_ACC,EE,2009-01-01,4.0
ASY_APP_ACC,EE,2010-01-01,11.0
ASY_APP_ACC,EE,2011-01-01,8.0
ASY_APP_ACC,EE,2012-01-01,8.0
ASY_APP_ACC,EE,2013-01-01,8.0
ASY_APP_ACC,EE,2014-01-01,15.0
ASY_APP_ACC,EE,2015-01-01,61.0
ASY_APP_ACC,EE,2016-01-01,99.0
ASY_APP_ACC,EE,2017-01-01,72.0
ASY_APP_ACC,EL,2008-01-01,5.0
ASY_APP_ACC,EL,2009-01-01,15.0
ASY_APP_ACC,EL,2010-01-01,9.0
ASY_APP_ACC,EL,2011-01-01,16.0
ASY_APP_ACC,EL,2012-01-01,9.0
ASY_APP_ACC,EL,2013-01-01,46.0
ASY_APP_ACC,EL,2014-01-01,181.0
ASY_APP_ACC,EL,2015-01-01,372.0
ASY_APP_ACC,EL,2016-01-01,252.0
ASY_APP_ACC,EL,2017-01-01,972.0
ASY_APP_ACC,ES,2008-01-01,6.0
ASY_APP_ACC,ES,2009-01-01,8.0
ASY_APP_ACC,ES,2010-01-01,13.0
ASY_APP_ACC,ES,2011-01-01,21.0
ASY_APP_ACC,ES,2012-01-01,11.0
ASY_APP_ACC,ES,2013-01-01,11.0
ASY_APP_ACC,ES,2014-01-01,34.0
ASY_APP_ACC,ES,2015-01-01,22.0
ASY_APP_ACC,ES,2016-01-01,147.0
ASY_APP_ACC,ES,2017-01-01,88.0
ASY_APP_ACC,EU28,2008-01-01,116.0
ASY_APP_ACC,EU28,2009-01-01,125.0
ASY_APP_ACC,EU28,2010-01-01,110.0
ASY_APP_ACC,EU28,2011-01-01,118.0
ASY_APP_ACC,EU28,2012-01-01,180.0
ASY_APP_ACC,EU28,2013-01-01,213.0
ASY_APP_ACC,EU28,2014-01-01,330.0
ASY_APP_ACC,EU28,2015-01-01,604.0
ASY_APP_ACC,EU28,2016-01-01,1317.0
ASY_APP_ACC,EU28,2017-01-01,854.0
ASY_APP_ACC,FI,2008-01-01,123.0
ASY_APP_ACC,FI,2009-01-01,180.0
ASY_APP_ACC,FI,2010-01-01,297.0
ASY_APP_ACC,FI,2011-01-01,198.0
ASY_APP_ACC,FI,2012-01-01,287.0
ASY_APP_ACC,FI,2013-01-01,303.0
ASY_APP_ACC,FI,2014-01-01,233.0
ASY_APP_ACC,FI,2015-01-01,307.0
ASY_APP_ACC,FI,2016-01-01,1287.0
ASY_APP_ACC,FI,2017-01-01,623.0
ASY_APP_ACC,FR,2008-01-01,80.0
ASY_APP_ACC,FR,2009-01-01,78.0
ASY_APP_ACC,FR,2010-01-01,79.0
ASY_APP_ACC,FR,2011-01-01,71.0
ASY_APP_ACC,FR,2012-01-01,132.0
ASY_APP_ACC,FR,2013-01-01,163.0
ASY_APP_ACC,FR,2014-01-01,224.0
ASY_APP_ACC,FR,2015-01-01,310.0
ASY_APP_ACC,FR,2016-01-01,430.0
ASY_APP_ACC,FR,2017-01-01,485.0
ASY_APP_ACC,HR,2008-01-01,
ASY_APP_ACC,HR,2009-01-01,
ASY_APP_ACC,HR,2010-01-01,
ASY_APP_ACC,HR,2011-01-01,
ASY_APP_ACC,HR,2012-01-01,5.0
ASY_APP_ACC,HR,2013-01-01,6.0
ASY_APP_ACC,HR,2014-01-01,6.0
ASY_APP_ACC,HR,2015-01-01,10.0
ASY_APP_ACC,HR,2016-01-01,24.0
ASY_APP_ACC,HR,2017-01-01,36.0
ASY_APP_ACC,HU,2008-01-01,39.0
ASY_APP_ACC,HU,2009-01-01,39.0
ASY_APP_ACC,HU,2010-01-01,26.0
ASY_APP_ACC,HU,2011-01-01,16.0
ASY_APP_ACC,HU,2012-01-01,35.0
ASY_APP_ACC,HU,2013-01-01,36.0
ASY_APP_ACC,HU,2014-01-01,52.0
ASY_APP_ACC,HU,2015-01-01,43.0
ASY_APP_ACC,HU,2016-01-01,44.0
ASY_APP_ACC,HU,2017-01-01,132.0
ASY_APP_ACC,IE,2008-01-01,67.0
ASY_APP_ACC,IE,2009-01-01,28.0
ASY_APP_ACC,IE,2010-01-01,5.0
ASY_APP_ACC,IE,2011-01-01,16.0
ASY_APP_ACC,IE,2012-01-01,22.0
ASY_APP_ACC,IE,2013-01-01,32.0
ASY_APP_ACC,IE,2014-01-01,86.0
ASY_APP_ACC,IE,2015-01-01,70.0
ASY_APP_ACC,IE,2016-01-01,102.0
ASY_APP_ACC,IE,2017-01-01,158.0
ASY_APP_ACC,IS,2008-01-01,32.0
ASY_APP_ACC,IS,2009-01-01,16.0
ASY_APP_ACC,IS,2010-01-01,31.0
ASY_APP_ACC,IS,2011-01-01,31.0
ASY_APP_ACC,IS,2012-01-01,31.0
ASY_APP_ACC,IS,2013-01-01,31.0
ASY_APP_ACC,IS,2014-01-01,92.0
ASY_APP_ACC,IS,2015-01-01,151.0
ASY_APP_ACC,IS,2016-01-01,283.0
ASY_APP_ACC,IS,2017-01-01,204.0
ASY_APP_ACC,IT,2008-01-01,165.0
ASY_APP_ACC,IT,2009-01-01,153.0
ASY_APP_ACC,IT,2010-01-01,73.0
ASY_APP_ACC,IT,2011-01-01,120.0
ASY_APP_ACC,IT,2012-01-01,370.0
ASY_APP_ACC,IT,2013-01-01,239.0
ASY_APP_ACC,IT,2014-01-01,339.0
ASY_APP_ACC,IT,2015-01-01,488.0
ASY_APP_ACC,IT,2016-01-01,584.0
ASY_APP_ACC,IT,2017-01-01,525.0
ASY_APP_ACC,LI,2008-01-01,0.0
ASY_APP_ACC,LI,2009-01-01,0.0
ASY_APP_ACC,LI,2010-01-01,0.0
ASY_APP_ACC,LI,2011-01-01,413.0
ASY_APP_ACC,LI,2012-01-01,0.0
ASY_APP_ACC,LI,2013-01-01,135.0
ASY_APP_ACC,LI,2014-01-01,0.0
ASY_APP_ACC,LI,2015-01-01,133.0
ASY_APP_ACC,LI,2016-01-01,1193.0
ASY_APP_ACC,LI,2017-01-01,659.0
ASY_APP_ACC,LT,2008-01-01,20.0
ASY_APP_ACC,LT,2009-01-01,13.0
ASY_APP_ACC,LT,2010-01-01,5.0
ASY_APP_ACC,LT,2011-01-01,8.0
ASY_APP_ACC,LT,2012-01-01,18.0
ASY_APP_ACC,LT,2013-01-01,19.0
ASY_APP_ACC,LT,2014-01-01,24.0
ASY_APP_ACC,LT,2015-01-01,29.0
ASY_APP_ACC,LT,2016-01-01,68.0
ASY_APP_ACC,LT,2017-01-01,101.0
ASY_APP_ACC,LU,2008-01-01,379.0
ASY_APP_ACC,LU,2009-01-01,221.0
ASY_APP_ACC,LU,2010-01-01,138.0
ASY_APP_ACC,LU,2011-01-01,68.0
ASY_APP_ACC,LU,2012-01-01,75.0
ASY_APP_ACC,LU,2013-01-01,239.0
ASY_APP_ACC,LU,2014-01-01,216.0
ASY_APP_ACC,LU,2015-01-01,325.0
ASY_APP_ACC,LU,2016-01-01,1314.0
ASY_APP_ACC,LU,2017-01-01,1887.0
ASY_APP_ACC,LV,2008-01-01,2.0
ASY_APP_ACC,LV,2009-01-01,5.0
ASY_APP_ACC,LV,2010-01-01,12.0
ASY_APP_ACC,LV,2011-01-01,10.0
ASY_APP_ACC,LV,2012-01-01,12.0
ASY_APP_ACC,LV,2013-01-01,12.0
ASY_APP_ACC,LV,2014-01-01,13.0
ASY_APP_ACC,LV,2015-01-01,10.0
ASY_APP_ACC,LV,2016-01-01,69.0
ASY_APP_ACC,LV,2017-01-01,136.0
ASY_APP_ACC,MT,2008-01-01,3444.0
ASY_APP_ACC,MT,2009-01-01,4097.0
ASY_APP_ACC,MT,2010-01-01,531.0
ASY_APP_ACC,MT,2011-01-01,2126.0
ASY_APP_ACC,MT,2012-01-01,3416.0
ASY_APP_ACC,MT,2013-01-01,3768.0
ASY_APP_ACC,MT,2014-01-01,2899.0
ASY_APP_ACC,MT,2015-01-01,2809.0
ASY_APP_ACC,MT,2016-01-01,2613.0
ASY_APP_ACC,MT,2017-01-01,1624.0
ASY_APP_ACC,NL,2008-01-01,345.0
ASY_APP_ACC,NL,2009-01-01,499.0
ASY_APP_ACC,NL,2010-01-01,482.0
ASY_APP_ACC,NL,2011-01-01,409.0
ASY_APP_ACC,NL,2012-01-01,329.0
ASY_APP_ACC,NL,2013-01-01,355.0
ASY_APP_ACC,NL,2014-01-01,744.0
ASY_APP_ACC,NL,2015-01-01,971.0
ASY_APP_ACC,NL,2016-01-01,1222.0
ASY_APP_ACC,NL,2017-01-01,457.0
ASY_APP_ACC,NO,2008-01-01,640.0
ASY_APP_ACC,NO,2009-01-01,934.0
ASY_APP_ACC,NO,2010-01-01,1084.0
ASY_APP_ACC,NO,2011-01-01,811.0
ASY_APP_ACC,NO,2012-01-01,1032.0
ASY_APP_ACC,NO,2013-01-01,1136.0
ASY_APP_ACC,NO,2014-01-01,955.0
ASY_APP_ACC,NO,2015-01-01,1204.0
ASY_APP_ACC,NO,2016-01-01,2441.0
ASY_APP_ACC,NO,2017-01-01,904.0
ASY_APP_ACC,PL,2008-01-01,73.0
ASY_APP_ACC,PL,2009-01-01,66.0
ASY_APP_ACC,PL,2010-01-01,13.0
ASY_APP_ACC,PL,2011-01-01,12.0
ASY_APP_ACC,PL,2012-01-01,14.0
ASY_APP_ACC,PL,2013-01-01,18.0
ASY_APP_ACC,PL,2014-01-01,19.0
ASY_APP_ACC,PL,2015-01-01,17.0
ASY_APP_ACC,PL,2016-01-01,8.0
ASY_APP_ACC,PL,2017-01-01,13.0
ASY_APP_ACC,PT,2008-01-01,7.0
ASY_APP_ACC,PT,2009-01-01,5.0
ASY_APP_ACC,PT,2010-01-01,5.0
ASY_APP_ACC,PT,2011-01-01,6.0
ASY_APP_ACC,PT,2012-01-01,10.0
ASY_APP_ACC,PT,2013-01-01,13.0
ASY_APP_ACC,PT,2014-01-01,11.0
ASY_APP_ACC,PT,2015-01-01,19.0
ASY_APP_ACC,PT,2016-01-01,31.0
ASY_APP_ACC,PT,2017-01-01,49.0
ASY_APP_ACC,RO,2008-01-01,5.0
ASY_APP_ACC,RO,2009-01-01,6.0
ASY_APP_ACC,RO,2010-01-01,3.0
ASY_APP_ACC,RO,2011-01-01,4.0
ASY_APP_ACC,RO,2012-01-01,11.0
ASY_APP_ACC,RO,2013-01-01,46.0
ASY_APP_ACC,RO,2014-01-01,37.0
ASY_APP_ACC,RO,2015-01-01,24.0
ASY_APP_ACC,RO,2016-01-01,41.0
ASY_APP_ACC,RO,2017-01-01,64.0
ASY_APP_ACC,SE,2008-01-01,850.0
ASY_APP_ACC,SE,2009-01-01,763.0
ASY_APP_ACC,SE,2010-01-01,907.0
ASY_APP_ACC,SE,2011-01-01,932.0
ASY_APP_ACC,SE,2012-01-01,1303.0
ASY_APP_ACC,SE,2013-01-01,2501.0
ASY_APP_ACC,SE,2014-01-01,3161.0
ASY_APP_ACC,SE,2015-01-01,3302.0
ASY_APP_ACC,SE,2016-01-01,6710.0
ASY_APP_ACC,SE,2017-01-01,2662.0
ASY_APP_ACC,SI,2008-01-01,2.0
ASY_APP_ACC,SI,2009-01-01,10.0
ASY_APP_ACC,SI,2010-01-01,12.0
ASY_APP_ACC,SI,2011-01-01,10.0
ASY_APP_ACC,SI,2012-01-01,17.0
ASY_APP_ACC,SI,2013-01-01,17.0
ASY_APP_ACC,SI,2014-01-01,22.0
ASY_APP_ACC,SI,2015-01-01,22.0
ASY_APP_ACC,SI,2016-01-01,82.0
ASY_APP_ACC,SI,2017-01-01,73.0
ASY_APP_ACC,SK,2008-01-01,17.0
ASY_APP_ACC,SK,2009-01-01,33.0
ASY_APP_ACC,SK,2010-01-01,17.0
ASY_APP_ACC,SK,2011-01-01,21.0
ASY_APP_ACC,SK,2012-01-01,35.0
ASY_APP_ACC,SK,2013-01-01,13.0
ASY_APP_ACC,SK,2014-01-01,31.0
ASY_APP_ACC,SK,2015-01-01,15.0
ASY_APP_ACC,SK,2016-01-01,39.0
ASY_APP_ACC,SK,2017-01-01,11.0
ASY_APP_ACC,UK,2008-01-01,115.0
ASY_APP_ACC,UK,2009-01-01,135.0
ASY_APP_ACC,UK,2010-01-01,103.0
ASY_APP_ACC,UK,2011-01-01,114.0
ASY_APP_ACC,UK,2012-01-01,123.0
ASY_APP_ACC,UK,2013-01-01,133.0
ASY_APP_ACC,UK,2014-01-01,157.0
ASY_APP_ACC,UK,2015-01-01,214.0
ASY_APP_ACC,UK,2016-01-01,151.0
ASY_APP_ACC,UK,2017-01-01,130.0
NASY_APP,AT,2008-01-01,
NASY_APP,AT,2009-01-01,
NASY_APP,AT,2010-01-01,
NASY_APP,AT,2011-01-01,
NASY_APP,AT,2012-01-01,
NASY_APP,AT,2013-01-01,
NASY_APP,AT,2014-01-01,3004.0
NASY_APP,AT,2015-01-01,9893.0
NASY_APP,AT,2016-01-01,4564.0
NASY_APP,AT,2017-01-01,2552.0
NASY_APP,BE,2008-01-01,1036.0
NASY_APP,BE,2009-01-01,1537.0
NASY_APP,BE,2010-01-01,1979.0
NASY_APP,BE,2011-01-01,2297.0
NASY_APP,BE,2012-01-01,1651.0
NASY_APP,BE,2013-01-01,1072.0
NASY_APP,BE,2014-01-01,1253.0
NASY_APP,BE,2015-01-01,3458.0
NASY_APP,BE,2016-01-01,1258.0
NASY_APP,BE,2017-01-01,1233.0
NASY_APP,BG,2008-01-01,
NASY_APP,BG,2009-01-01,
NASY_APP,BG,2010-01-01,
NASY_APP,BG,2011-01-01,96.0
NASY_APP,BG,2012-01-01,168.0
NASY_APP,BG,2013-01-01,961.0
NASY_APP,BG,2014-01-01,1496.0
NASY_APP,BG,2015-01-01,2809.0
NASY_APP,BG,2016-01-01,2664.0
NASY_APP,BG,2017-01-01,490.0
NASY_APP,CH,2008-01-01,1975.0
NASY_APP,CH,2009-01-01,1861.0
NASY_APP,CH,2010-01-01,1715.0
NASY_APP,CH,2011-01-01,2430.0
NASY_APP,CH,2012-01-01,3223.0
NASY_APP,CH,2013-01-01,2388.0
NASY_APP,CH,2014-01-01,2679.0
NASY_APP,CH,2015-01-01,4595.0
NASY_APP,CH,2016-01-01,3084.0
NASY_APP,CH,2017-01-01,1966.0
NASY_APP,CY,2008-01-01,4983.0
NASY_APP,CY,2009-01-01,3960.0
NASY_APP,CY,2010-01-01,3418.0
NASY_APP,CY,2011-01-01,2051.0
NASY_APP,CY,2012-01-01,1840.0
NASY_APP,CY,2013-01-01,1334.0
NASY_APP,CY,2014-01-01,1736.0
NASY_APP,CY,2015-01-01,2483.0
NASY_APP,CY,2016-01-01,3335.0
NASY_APP,CY,2017-01-01,5206.0
NASY_APP,CZ,2008-01-01,101.0
NASY_APP,CZ,2009-01-01,59.0
NASY_APP,CZ,2010-01-01,36.0
NASY_APP,CZ,2011-01-01,46.0
NASY_APP,CZ,2012-01-01,48.0
NASY_APP,CZ,2013-01-01,47.0
NASY_APP,CZ,2014-01-01,86.0
NASY_APP,CZ,2015-01-01,117.0
NASY_APP,CZ,2016-01-01,114.0
NASY_APP,CZ,2017-01-01,108.0
NASY_APP,DE,2008-01-01,260.0
NASY_APP,DE,2009-01-01,337.0
NASY_APP,DE,2010-01-01,504.0
NASY_APP,DE,2011-01-01,569.0
NASY_APP,DE,2012-01-01,801.0
NASY_APP,DE,2013-01-01,1356.0
NASY_APP,DE,2014-01-01,2136.0
NASY_APP,DE,2015-01-01,5408.0
NASY_APP,DE,2016-01-01,8771.0
NASY_APP,DE,2017-01-01,2398.0
NASY_APP,DK,2008-01-01,428.0
NASY_APP,DK,2009-01-01,674.0
NASY_APP,DK,2010-01-01,913.0
NASY_APP,DK,2011-01-01,708.0
NASY_APP,DK,2012-01-01,1081.0
NASY_APP,DK,2013-01-01,1277.0
NASY_APP,DK,2014-01-01,2576.0
NASY_APP,DK,2015-01-01,3664.0
NASY_APP,DK,2016-01-01,1057.0
NASY_APP,DK,2017-01-01,542.0
NASY_APP,EE,2008-01-01,11.0
NASY_APP,EE,2009-01-01,26.0
NASY_APP,EE,2010-01-01,23.0
NASY_APP,EE,2011-01-01,49.0
NASY_APP,EE,2012-01-01,57.0
NASY_APP,EE,2013-01-01,72.0
NASY_APP,EE,2014-01-01,110.0
NASY_APP,EE,2015-01-01,171.0
NASY_APP,EE,2016-01-01,114.0
NASY_APP,EE,2017-01-01,137.0
NASY_APP,EL,2008-01-01,
NASY_APP,EL,2009-01-01,
NASY_APP,EL,2010-01-01,
NASY_APP,EL,2011-01-01,838.0
NASY_APP,EL,2012-01-01,867.0
NASY_APP,EL,2013-01-01,717.0
NASY_APP,EL,2014-01-01,696.0
NASY_APP,EL,2015-01-01,1051.0
NASY_APP,EL,2016-01-01,4628.0
NASY_APP,EL,2017-01-01,5295.0
NASY_APP,ES,2008-01-01,
NASY_APP,ES,2009-01-01,
NASY_APP,ES,2010-01-01,55.0
NASY_APP,ES,2011-01-01,64.0
NASY_APP,ES,2012-01-01,50.0
NASY_APP,ES,2013-01-01,92.0
NASY_APP,ES,2014-01-01,117.0
NASY_APP,ES,2015-01-01,314.0
NASY_APP,ES,2016-01-01,335.0
NASY_APP,ES,2017-01-01,709.0
NASY_APP,EU28,2008-01-01,305.0
NASY_APP,EU28,2009-01-01,390.0
NASY_APP,EU28,2010-01-01,411.0
NASY_APP,EU28,2011-01-01,523.0
NASY_APP,EU28,2012-01-01,551.0
NASY_APP,EU28,2013-01-01,727.0
NASY_APP,EU28,2014-01-01,1108.0
NASY_APP,EU28,2015-01-01,2467.0
NASY_APP,EU28,2016-01-01,2361.0
NASY_APP,EU28,2017-01-01,1278.0
NASY_APP,FI,2008-01-01,
NASY_APP,FI,2009-01-01,
NASY_APP,FI,2010-01-01,
NASY_APP,FI,2011-01-01,
NASY_APP,FI,2012-01-01,537.0
NASY_APP,FI,2013-01-01,549.0
NASY_APP,FI,2014-01-01,639.0
NASY_APP,FI,2015-01-01,5867.0
NASY_APP,FI,2016-01-01,960.0
NASY_APP,FI,2017-01-01,785.0
NASY_APP,FR,2008-01-01,
NASY_APP,FR,2009-01-01,652.0
NASY_APP,FR,2010-01-01,741.0
NASY_APP,FR,2011-01-01,801.0
NASY_APP,FR,2012-01-01,829.0
NASY_APP,FR,2013-01-01,919.0
NASY_APP,FR,2014-01-01,890.0
NASY_APP,FR,2015-01-01,1060.0
NASY_APP,FR,2016-01-01,1149.0
NASY_APP,FR,2017-01-01,1370.0
NASY_APP,HR,2008-01-01,
NASY_APP,HR,2009-01-01,
NASY_APP,HR,2010-01-01,
NASY_APP,HR,2011-01-01,
NASY_APP,HR,2012-01-01,
NASY_APP,HR,2013-01-01,246.0
NASY_APP,HR,2014-01-01,90.0
NASY_APP,HR,2015-01-01,33.0
NASY_APP,HR,2016-01-01,515.0
NASY_APP,HR,2017-01-01,213.0
NASY_APP,HU,2008-01-01,
NASY_APP,HU,2009-01-01,
NASY_APP,HU,2010-01-01,
NASY_APP,HU,2011-01-01,
NASY_APP,HU,2012-01-01,
NASY_APP,HU,2013-01-01,1877.0
NASY_APP,HU,2014-01-01,4177.0
NASY_APP,HU,2015-01-01,17722.0
NASY_APP,HU,2016-01-01,2875.0
NASY_APP,HU,2017-01-01,318.0
NASY_APP,IE,2008-01-01,845.0
NASY_APP,IE,2009-01-01,584.0
NASY_APP,IE,2010-01-01,420.0
NASY_APP,IE,2011-01-01,279.0
NASY_APP,IE,2012-01-01,204.0
NASY_APP,IE,2013-01-01,203.0
NASY_APP,IE,2014-01-01,309.0
NASY_APP,IE,2015-01-01,695.0
NASY_APP,IE,2016-01-01,470.0
NASY_APP,IE,2017-01-01,605.0
NASY_APP,IS,2008-01-01,
NASY_APP,IS,2009-01-01,
NASY_APP,IS,2010-01-01,
NASY_APP,IS,2011-01-01,
NASY_APP,IS,2012-01-01,
NASY_APP,IS,2013-01-01,
NASY_APP,IS,2014-01-01,
NASY_APP,IS,2015-01-01,1088.0
NASY_APP,IS,2016-01-01,3279.0
NASY_APP,IS,2017-01-01,3101.0
NASY_APP,IT,2008-01-01,512.0
NASY_APP,IT,2009-01-01,299.0
NASY_APP,IT,2010-01-01,169.0
NASY_APP,IT,2011-01-01,679.0
NASY_APP,IT,2012-01-01,288.0
NASY_APP,IT,2013-01-01,427.0
NASY_APP,IT,2014-01-01,1047.0
NASY_APP,IT,2015-01-01,1364.0
NASY_APP,IT,2016-01-01,1999.0
NASY_APP,IT,2017-01-01,2090.0
NASY_APP,LI,2008-01-01,
NASY_APP,LI,2009-01-01,
NASY_APP,LI,2010-01-01,
NASY_APP,LI,2011-01-01,
NASY_APP,LI,2012-01-01,
NASY_APP,LI,2013-01-01,
NASY_APP,LI,2014-01-01,
NASY_APP,LI,2015-01-01,
NASY_APP,LI,2016-01-01,1989.0
NASY_APP,LI,2017-01-01,3820.0
NASY_APP,LT,2008-01-01,
NASY_APP,LT,2009-01-01,66.0
NASY_APP,LT,2010-01-01,119.0
NASY_APP,LT,2011-01-01,134.0
NASY_APP,LT,2012-01-01,187.0
NASY_APP,LT,2013-01-01,85.0
NASY_APP,LT,2014-01-01,131.0
NASY_APP,LT,2015-01-01,95.0
NASY_APP,LT,2016-01-01,145.0
NASY_APP,LT,2017-01-01,184.0
NASY_APP,LU,2008-01-01,
NASY_APP,LU,2009-01-01,
NASY_APP,LU,2010-01-01,
NASY_APP,LU,2011-01-01,3694.0
NASY_APP,LU,2012-01-01,3767.0
NASY_APP,LU,2013-01-01,1822.0
NASY_APP,LU,2014-01-01,1851.0
NASY_APP,LU,2015-01-01,4143.0
NASY_APP,LU,2016-01-01,3548.0
NASY_APP,LU,2017-01-01,3890.0
NASY_APP,LV,2008-01-01,23.0
NASY_APP,LV,2009-01-01,23.0
NASY_APP,LV,2010-01-01,29.0
NASY_APP,LV,2011-01-01,163.0
NASY_APP,LV,2012-01-01,93.0
NASY_APP,LV,2013-01-01,92.0
NASY_APP,LV,2014-01-01,183.0
NASY_APP,LV,2015-01-01,167.0
NASY_APP,LV,2016-01-01,176.0
NASY_APP,LV,2017-01-01,183.0
NASY_APP,MT,2008-01-01,6363.0
NASY_APP,MT,2009-01-01,5782.0
NASY_APP,MT,2010-01-01,350.0
NASY_APP,MT,2011-01-01,4480.0
NASY_APP,MT,2012-01-01,4904.0
NASY_APP,MT,2013-01-01,5165.0
NASY_APP,MT,2014-01-01,2934.0
NASY_APP,MT,2015-01-01,3809.0
NASY_APP,MT,2016-01-01,3810.0
NASY_APP,MT,2017-01-01,3440.0
NASY_APP,NL,2008-01-01,814.0
NASY_APP,NL,2009-01-01,900.0
NASY_APP,NL,2010-01-01,800.0
NASY_APP,NL,2011-01-01,693.0
NASY_APP,NL,2012-01-01,577.0
NASY_APP,NL,2013-01-01,584.0
NASY_APP,NL,2014-01-01,1291.0
NASY_APP,NL,2015-01-01,2540.0
NASY_APP,NL,2016-01-01,1132.0
NASY_APP,NL,2017-01-01,941.0
NASY_APP,NO,2008-01-01,2941.0
NASY_APP,NO,2009-01-01,3411.0
NASY_APP,NO,2010-01-01,1896.0
NASY_APP,NO,2011-01-01,1720.0
NASY_APP,NO,2012-01-01,1835.0
NASY_APP,NO,2013-01-01,2250.0
NASY_APP,NO,2014-01-01,2124.0
NASY_APP,NO,2015-01-01,5871.0
NASY_APP,NO,2016-01-01,619.0
NASY_APP,NO,2017-01-01,635.0
NASY_APP,PL,2008-01-01,189.0
NASY_APP,PL,2009-01-01,253.0
NASY_APP,PL,2010-01-01,114.0
NASY_APP,PL,2011-01-01,131.0
NASY_APP,PL,2012-01-01,241.0
NASY_APP,PL,2013-01-01,367.0
NASY_APP,PL,2014-01-01,148.0
NASY_APP,PL,2015-01-01,270.0
NASY_APP,PL,2016-01-01,258.0
NASY_APP,PL,2017-01-01,79.0
NASY_APP,PT,2008-01-01,15.0
