indic_env,waste,unit,geotime,date,value
EXP_EU,TOTAL,T,EL,2016-01-01,71801.0
EXP_EU,TOTAL,T,ES,2004-01-01,421878.0
EXP_EU,TOTAL,T,ES,2005-01-01,406351.0
EXP_EU,TOTAL,T,ES,2006-01-01,346917.0
EXP_EU,TOTAL,T,ES,2007-01-01,436975.0
EXP_EU,TOTAL,T,ES,2008-01-01,615782.0
EXP_EU,TOTAL,T,ES,2009-01-01,566166.0
EXP_EU,TOTAL,T,ES,2010-01-01,548821.0
EXP_EU,TOTAL,T,ES,2011-01-01,606307.0
EXP_EU,TOTAL,T,ES,2012-01-01,805386.0
EXP_EU,TOTAL,T,ES,2013-01-01,762542.0
EXP_EU,TOTAL,T,ES,2014-01-01,1020019.0
EXP_EU,TOTAL,T,ES,2015-01-01,816085.0
EXP_EU,TOTAL,T,ES,2016-01-01,796630.0
EXP_EU,TOTAL,T,EU28,2004-01-01,
EXP_EU,TOTAL,T,EU28,2005-01-01,
EXP_EU,TOTAL,T,EU28,2006-01-01,
EXP_EU,TOTAL,T,EU28,2007-01-01,
EXP_EU,TOTAL,T,EU28,2008-01-01,
EXP_EU,TOTAL,T,EU28,2009-01-01,
EXP_EU,TOTAL,T,EU28,2010-01-01,
EXP_EU,TOTAL,T,EU28,2011-01-01,
EXP_EU,TOTAL,T,EU28,2012-01-01,
EXP_EU,TOTAL,T,EU28,2013-01-01,
EXP_EU,TOTAL,T,EU28,2014-01-01,
EXP_EU,TOTAL,T,EU28,2015-01-01,
EXP_EU,TOTAL,T,EU28,2016-01-01,
EXP_EU,TOTAL,T,FI,2004-01-01,225958.0
EXP_EU,TOTAL,T,FI,2005-01-01,291208.0
EXP_EU,TOTAL,T,FI,2006-01-01,346593.0
EXP_EU,TOTAL,T,FI,2007-01-01,402641.0
EXP_EU,TOTAL,T,FI,2008-01-01,318391.0
EXP_EU,TOTAL,T,FI,2009-01-01,383993.0
EXP_EU,TOTAL,T,FI,2010-01-01,344153.0
EXP_EU,TOTAL,T,FI,2011-01-01,488967.0
EXP_EU,TOTAL,T,FI,2012-01-01,497704.0
EXP_EU,TOTAL,T,FI,2013-01-01,525607.0
EXP_EU,TOTAL,T,FI,2014-01-01,441062.0
EXP_EU,TOTAL,T,FI,2015-01-01,402794.0
EXP_EU,TOTAL,T,FI,2016-01-01,349430.0
EXP_EU,TOTAL,T,FR,2004-01-01,7430003.0
EXP_EU,TOTAL,T,FR,2005-01-01,7135671.0
EXP_EU,TOTAL,T,FR,2006-01-01,8359175.0
EXP_EU,TOTAL,T,FR,2007-01-01,8436711.0
EXP_EU,TOTAL,T,FR,2008-01-01,8119091.0
EXP_EU,TOTAL,T,FR,2009-01-01,7644208.0
EXP_EU,TOTAL,T,FR,2010-01-01,9073400.0
EXP_EU,TOTAL,T,FR,2011-01-01,8715491.0
EXP_EU,TOTAL,T,FR,2012-01-01,8619368.0
EXP_EU,TOTAL,T,FR,2013-01-01,8782363.0
EXP_EU,TOTAL,T,FR,2014-01-01,9025587.0
EXP_EU,TOTAL,T,FR,2015-01-01,8097489.0
EXP_EU,TOTAL,T,FR,2016-01-01,7978424.0
EXP_EU,TOTAL,T,HR,2004-01-01,326484.0
EXP_EU,TOTAL,T,HR,2005-01-01,330051.0
EXP_EU,TOTAL,T,HR,2006-01-01,409339.0
EXP_EU,TOTAL,T,HR,2007-01-01,404097.0
EXP_EU,TOTAL,T,HR,2008-01-01,323719.0
EXP_EU,TOTAL,T,HR,2009-01-01,282899.0
EXP_EU,TOTAL,T,HR,2010-01-01,359540.0
EXP_EU,TOTAL,T,HR,2011-01-01,393086.0
EXP_EU,TOTAL,T,HR,2012-01-01,420767.0
EXP_EU,TOTAL,T,HR,2013-01-01,401465.0
EXP_EU,TOTAL,T,HR,2014-01-01,377535.0
EXP_EU,TOTAL,T,HR,2015-01-01,365426.0
EXP_EU,TOTAL,T,HR,2016-01-01,444673.0
EXP_EU,TOTAL,T,HU,2004-01-01,958499.0
EXP_EU,TOTAL,T,HU,2005-01-01,861618.0
EXP_EU,TOTAL,T,HU,2006-01-01,763532.0
EXP_EU,TOTAL,T,HU,2007-01-01,663565.0
EXP_EU,TOTAL,T,HU,2008-01-01,785893.0
EXP_EU,TOTAL,T,HU,2009-01-01,681692.0
EXP_EU,TOTAL,T,HU,2010-01-01,1170082.0
EXP_EU,TOTAL,T,HU,2011-01-01,1458791.0
EXP_EU,TOTAL,T,HU,2012-01-01,1309355.0
EXP_EU,TOTAL,T,HU,2013-01-01,1224575.0
EXP_EU,TOTAL,T,HU,2014-01-01,1140718.0
EXP_EU,TOTAL,T,HU,2015-01-01,1033997.0
EXP_EU,TOTAL,T,HU,2016-01-01,1115216.0
EXP_EU,TOTAL,T,IE,2004-01-01,562565.0
EXP_EU,TOTAL,T,IE,2005-01-01,508964.0
EXP_EU,TOTAL,T,IE,2006-01-01,559302.0
EXP_EU,TOTAL,T,IE,2007-01-01,637930.0
EXP_EU,TOTAL,T,IE,2008-01-01,663888.0
EXP_EU,TOTAL,T,IE,2009-01-01,584942.0
EXP_EU,TOTAL,T,IE,2010-01-01,600468.0
EXP_EU,TOTAL,T,IE,2011-01-01,683538.0
EXP_EU,TOTAL,T,IE,2012-01-01,548580.0
EXP_EU,TOTAL,T,IE,2013-01-01,549514.0
EXP_EU,TOTAL,T,IE,2014-01-01,551880.0
EXP_EU,TOTAL,T,IE,2015-01-01,496661.0
EXP_EU,TOTAL,T,IE,2016-01-01,527606.0
EXP_EU,TOTAL,T,IT,2004-01-01,726240.0
EXP_EU,TOTAL,T,IT,2005-01-01,756388.0
EXP_EU,TOTAL,T,IT,2006-01-01,821919.0
EXP_EU,TOTAL,T,IT,2007-01-01,897218.0
EXP_EU,TOTAL,T,IT,2008-01-01,996946.0
EXP_EU,TOTAL,T,IT,2009-01-01,753448.0
EXP_EU,TOTAL,T,IT,2010-01-01,1073913.0
EXP_EU,TOTAL,T,IT,2011-01-01,996431.0
EXP_EU,TOTAL,T,IT,2012-01-01,982391.0
EXP_EU,TOTAL,T,IT,2013-01-01,857087.0
EXP_EU,TOTAL,T,IT,2014-01-01,948570.0
EXP_EU,TOTAL,T,IT,2015-01-01,1008956.0
EXP_EU,TOTAL,T,IT,2016-01-01,1154302.0
EXP_EU,TOTAL,T,LT,2004-01-01,441351.0
EXP_EU,TOTAL,T,LT,2005-01-01,342870.0
EXP_EU,TOTAL,T,LT,2006-01-01,408878.0
EXP_EU,TOTAL,T,LT,2007-01-01,390806.0
EXP_EU,TOTAL,T,LT,2008-01-01,394331.0
EXP_EU,TOTAL,T,LT,2009-01-01,287124.0
EXP_EU,TOTAL,T,LT,2010-01-01,462853.0
EXP_EU,TOTAL,T,LT,2011-01-01,456645.0
EXP_EU,TOTAL,T,LT,2012-01-01,519722.0
EXP_EU,TOTAL,T,LT,2013-01-01,377179.0
EXP_EU,TOTAL,T,LT,2014-01-01,330188.0
EXP_EU,TOTAL,T,LT,2015-01-01,230263.0
EXP_EU,TOTAL,T,LT,2016-01-01,214449.0
EXP_EU,TOTAL,T,LU,2004-01-01,693667.0
EXP_EU,TOTAL,T,LU,2005-01-01,331639.0
EXP_EU,TOTAL,T,LU,2006-01-01,339542.0
EXP_EU,TOTAL,T,LU,2007-01-01,467088.0
EXP_EU,TOTAL,T,LU,2008-01-01,449245.0
EXP_EU,TOTAL,T,LU,2009-01-01,241619.0
EXP_EU,TOTAL,T,LU,2010-01-01,271501.0
EXP_EU,TOTAL,T,LU,2011-01-01,259098.0
EXP_EU,TOTAL,T,LU,2012-01-01,260750.0
EXP_EU,TOTAL,T,LU,2013-01-01,198916.0
EXP_EU,TOTAL,T,LU,2014-01-01,205363.0
EXP_EU,TOTAL,T,LU,2015-01-01,215689.0
EXP_EU,TOTAL,T,LU,2016-01-01,228163.0
EXP_EU,TOTAL,T,LV,2004-01-01,86306.0
EXP_EU,TOTAL,T,LV,2005-01-01,233181.0
EXP_EU,TOTAL,T,LV,2006-01-01,276655.0
EXP_EU,TOTAL,T,LV,2007-01-01,274631.0
EXP_EU,TOTAL,T,LV,2008-01-01,338969.0
EXP_EU,TOTAL,T,LV,2009-01-01,123682.0
EXP_EU,TOTAL,T,LV,2010-01-01,196110.0
EXP_EU,TOTAL,T,LV,2011-01-01,194669.0
EXP_EU,TOTAL,T,LV,2012-01-01,91529.0
EXP_EU,TOTAL,T,LV,2013-01-01,116909.0
EXP_EU,TOTAL,T,LV,2014-01-01,105119.0
EXP_EU,TOTAL,T,LV,2015-01-01,147712.0
EXP_EU,TOTAL,T,LV,2016-01-01,119095.0
EXP_EU,TOTAL,T,MT,2004-01-01,15781.0
EXP_EU,TOTAL,T,MT,2005-01-01,6882.0
EXP_EU,TOTAL,T,MT,2006-01-01,14200.0
EXP_EU,TOTAL,T,MT,2007-01-01,10919.0
EXP_EU,TOTAL,T,MT,2008-01-01,3936.0
EXP_EU,TOTAL,T,MT,2009-01-01,3519.0
EXP_EU,TOTAL,T,MT,2010-01-01,3829.0
EXP_EU,TOTAL,T,MT,2011-01-01,4539.0
EXP_EU,TOTAL,T,MT,2012-01-01,4423.0
EXP_EU,TOTAL,T,MT,2013-01-01,6095.0
EXP_EU,TOTAL,T,MT,2014-01-01,3098.0
EXP_EU,TOTAL,T,MT,2015-01-01,2701.0
EXP_EU,TOTAL,T,MT,2016-01-01,1586.0
EXP_EU,TOTAL,T,NL,2004-01-01,4304015.0
EXP_EU,TOTAL,T,NL,2005-01-01,4159831.0
EXP_EU,TOTAL,T,NL,2006-01-01,4952176.0
EXP_EU,TOTAL,T,NL,2007-01-01,4781539.0
EXP_EU,TOTAL,T,NL,2008-01-01,4467465.0
EXP_EU,TOTAL,T,NL,2009-01-01,3230762.0
EXP_EU,TOTAL,T,NL,2010-01-01,4255072.0
EXP_EU,TOTAL,T,NL,2011-01-01,4376216.0
EXP_EU,TOTAL,T,NL,2012-01-01,4208969.0
EXP_EU,TOTAL,T,NL,2013-01-01,4301499.0
EXP_EU,TOTAL,T,NL,2014-01-01,4358679.0
EXP_EU,TOTAL,T,NL,2015-01-01,4332072.0
EXP_EU,TOTAL,T,NL,2016-01-01,3712844.0
EXP_EU,TOTAL,T,PL,2004-01-01,1841372.0
EXP_EU,TOTAL,T,PL,2005-01-01,1608292.0
EXP_EU,TOTAL,T,PL,2006-01-01,1771847.0
EXP_EU,TOTAL,T,PL,2007-01-01,1719186.0
EXP_EU,TOTAL,T,PL,2008-01-01,1989422.0
EXP_EU,TOTAL,T,PL,2009-01-01,1407481.0
EXP_EU,TOTAL,T,PL,2010-01-01,1903885.0
EXP_EU,TOTAL,T,PL,2011-01-01,2444570.0
EXP_EU,TOTAL,T,PL,2012-01-01,2484050.0
EXP_EU,TOTAL,T,PL,2013-01-01,2543299.0
EXP_EU,TOTAL,T,PL,2014-01-01,2696588.0
EXP_EU,TOTAL,T,PL,2015-01-01,2311726.0
EXP_EU,TOTAL,T,PL,2016-01-01,2282562.0
EXP_EU,TOTAL,T,PT,2004-01-01,472638.0
EXP_EU,TOTAL,T,PT,2005-01-01,741682.0
EXP_EU,TOTAL,T,PT,2006-01-01,925962.0
EXP_EU,TOTAL,T,PT,2007-01-01,904106.0
EXP_EU,TOTAL,T,PT,2008-01-01,760097.0
EXP_EU,TOTAL,T,PT,2009-01-01,696109.0
EXP_EU,TOTAL,T,PT,2010-01-01,852070.0
EXP_EU,TOTAL,T,PT,2011-01-01,772214.0
EXP_EU,TOTAL,T,PT,2012-01-01,698282.0
EXP_EU,TOTAL,T,PT,2013-01-01,666547.0
EXP_EU,TOTAL,T,PT,2014-01-01,633484.0
EXP_EU,TOTAL,T,PT,2015-01-01,627289.0
EXP_EU,TOTAL,T,PT,2016-01-01,682039.0
EXP_EU,TOTAL,T,RO,2004-01-01,492508.0
EXP_EU,TOTAL,T,RO,2005-01-01,437315.0
EXP_EU,TOTAL,T,RO,2006-01-01,541470.0
EXP_EU,TOTAL,T,RO,2007-01-01,443236.0
EXP_EU,TOTAL,T,RO,2008-01-01,547038.0
EXP_EU,TOTAL,T,RO,2009-01-01,532965.0
EXP_EU,TOTAL,T,RO,2010-01-01,390830.0
EXP_EU,TOTAL,T,RO,2011-01-01,431481.0
EXP_EU,TOTAL,T,RO,2012-01-01,350325.0
EXP_EU,TOTAL,T,RO,2013-01-01,364451.0
EXP_EU,TOTAL,T,RO,2014-01-01,437336.0
EXP_EU,TOTAL,T,RO,2015-01-01,346161.0
EXP_EU,TOTAL,T,RO,2016-01-01,424905.0
EXP_EU,TOTAL,T,SE,2004-01-01,634085.0
EXP_EU,TOTAL,T,SE,2005-01-01,686470.0
EXP_EU,TOTAL,T,SE,2006-01-01,763729.0
EXP_EU,TOTAL,T,SE,2007-01-01,1149489.0
EXP_EU,TOTAL,T,SE,2008-01-01,1490372.0
EXP_EU,TOTAL,T,SE,2009-01-01,1028451.0
EXP_EU,TOTAL,T,SE,2010-01-01,1137017.0
EXP_EU,TOTAL,T,SE,2011-01-01,1302614.0
EXP_EU,TOTAL,T,SE,2012-01-01,1256906.0
EXP_EU,TOTAL,T,SE,2013-01-01,1238180.0
EXP_EU,TOTAL,T,SE,2014-01-01,1301757.0
EXP_EU,TOTAL,T,SE,2015-01-01,1197400.0
EXP_EU,TOTAL,T,SE,2016-01-01,1185980.0
EXP_EU,TOTAL,T,SI,2004-01-01,279552.0
EXP_EU,TOTAL,T,SI,2005-01-01,319963.0
EXP_EU,TOTAL,T,SI,2006-01-01,349728.0
EXP_EU,TOTAL,T,SI,2007-01-01,395726.0
EXP_EU,TOTAL,T,SI,2008-01-01,362300.0
EXP_EU,TOTAL,T,SI,2009-01-01,353719.0
EXP_EU,TOTAL,T,SI,2010-01-01,495580.0
EXP_EU,TOTAL,T,SI,2011-01-01,536963.0
EXP_EU,TOTAL,T,SI,2012-01-01,517918.0
EXP_EU,TOTAL,T,SI,2013-01-01,515169.0
EXP_EU,TOTAL,T,SI,2014-01-01,588668.0
EXP_EU,TOTAL,T,SI,2015-01-01,566102.0
EXP_EU,TOTAL,T,SI,2016-01-01,580151.0
EXP_EU,TOTAL,T,SK,2004-01-01,510044.0
EXP_EU,TOTAL,T,SK,2005-01-01,427102.0
EXP_EU,TOTAL,T,SK,2006-01-01,608151.0
EXP_EU,TOTAL,T,SK,2007-01-01,475335.0
EXP_EU,TOTAL,T,SK,2008-01-01,670884.0
EXP_EU,TOTAL,T,SK,2009-01-01,420276.0
EXP_EU,TOTAL,T,SK,2010-01-01,628596.0
EXP_EU,TOTAL,T,SK,2011-01-01,822772.0
EXP_EU,TOTAL,T,SK,2012-01-01,630479.0
EXP_EU,TOTAL,T,SK,2013-01-01,733661.0
EXP_EU,TOTAL,T,SK,2014-01-01,885103.0
EXP_EU,TOTAL,T,SK,2015-01-01,898684.0
EXP_EU,TOTAL,T,SK,2016-01-01,956241.0
EXP_EU,TOTAL,T,UK,2004-01-01,4249427.0
EXP_EU,TOTAL,T,UK,2005-01-01,3734582.0
EXP_EU,TOTAL,T,UK,2006-01-01,4347506.0
EXP_EU,TOTAL,T,UK,2007-01-01,4421584.0
EXP_EU,TOTAL,T,UK,2008-01-01,4410538.0
EXP_EU,TOTAL,T,UK,2009-01-01,2887746.0
EXP_EU,TOTAL,T,UK,2010-01-01,3667449.0
EXP_EU,TOTAL,T,UK,2011-01-01,3670222.0
EXP_EU,TOTAL,T,UK,2012-01-01,3195858.0
EXP_EU,TOTAL,T,UK,2013-01-01,3109405.0
EXP_EU,TOTAL,T,UK,2014-01-01,2893922.0
EXP_EU,TOTAL,T,UK,2015-01-01,3472275.0
EXP_EU,TOTAL,T,UK,2016-01-01,2703958.0
EXP_XEU,TOTAL,T,AT,2004-01-01,75905.0
EXP_XEU,TOTAL,T,AT,2005-01-01,63715.0
EXP_XEU,TOTAL,T,AT,2006-01-01,71955.0
EXP_XEU,TOTAL,T,AT,2007-01-01,70714.0
EXP_XEU,TOTAL,T,AT,2008-01-01,71500.0
EXP_XEU,TOTAL,T,AT,2009-01-01,71371.0
EXP_XEU,TOTAL,T,AT,2010-01-01,163669.0
EXP_XEU,TOTAL,T,AT,2011-01-01,101130.0
EXP_XEU,TOTAL,T,AT,2012-01-01,90168.0
EXP_XEU,TOTAL,T,AT,2013-01-01,99290.0
EXP_XEU,TOTAL,T,AT,2014-01-01,98073.0
EXP_XEU,TOTAL,T,AT,2015-01-01,115863.0
EXP_XEU,TOTAL,T,AT,2016-01-01,117968.0
EXP_XEU,TOTAL,T,BE,2004-01-01,2375834.0
EXP_XEU,TOTAL,T,BE,2005-01-01,2644908.0
EXP_XEU,TOTAL,T,BE,2006-01-01,2593685.0
EXP_XEU,TOTAL,T,BE,2007-01-01,2897186.0
EXP_XEU,TOTAL,T,BE,2008-01-01,2947590.0
EXP_XEU,TOTAL,T,BE,2009-01-01,3676378.0
EXP_XEU,TOTAL,T,BE,2010-01-01,3802465.0
EXP_XEU,TOTAL,T,BE,2011-01-01,3824438.0
EXP_XEU,TOTAL,T,BE,2012-01-01,3728411.0
EXP_XEU,TOTAL,T,BE,2013-01-01,3331349.0
EXP_XEU,TOTAL,T,BE,2014-01-01,3759660.0
EXP_XEU,TOTAL,T,BE,2015-01-01,3032156.0
EXP_XEU,TOTAL,T,BE,2016-01-01,3445902.0
EXP_XEU,TOTAL,T,BG,2004-01-01,598989.0
EXP_XEU,TOTAL,T,BG,2005-01-01,453669.0
EXP_XEU,TOTAL,T,BG,2006-01-01,469129.0
EXP_XEU,TOTAL,T,BG,2007-01-01,416069.0
EXP_XEU,TOTAL,T,BG,2008-01-01,618229.0
EXP_XEU,TOTAL,T,BG,2009-01-01,403480.0
EXP_XEU,TOTAL,T,BG,2010-01-01,816816.0
EXP_XEU,TOTAL,T,BG,2011-01-01,783309.0
EXP_XEU,TOTAL,T,BG,2012-01-01,746861.0
EXP_XEU,TOTAL,T,BG,2013-01-01,634626.0
EXP_XEU,TOTAL,T,BG,2014-01-01,434379.0
EXP_XEU,TOTAL,T,BG,2015-01-01,273103.0
EXP_XEU,TOTAL,T,BG,2016-01-01,301662.0
EXP_XEU,TOTAL,T,CY,2004-01-01,17534.0
EXP_XEU,TOTAL,T,CY,2005-01-01,23613.0
EXP_XEU,TOTAL,T,CY,2006-01-01,22147.0
EXP_XEU,TOTAL,T,CY,2007-01-01,27118.0
EXP_XEU,TOTAL,T,CY,2008-01-01,33625.0
EXP_XEU,TOTAL,T,CY,2009-01-01,42197.0
EXP_XEU,TOTAL,T,CY,2010-01-01,59687.0
EXP_XEU,TOTAL,T,CY,2011-01-01,69253.0
EXP_XEU,TOTAL,T,CY,2012-01-01,70722.0
EXP_XEU,TOTAL,T,CY,2013-01-01,64758.0
EXP_XEU,TOTAL,T,CY,2014-01-01,61683.0
EXP_XEU,TOTAL,T,CY,2015-01-01,58267.0
EXP_XEU,TOTAL,T,CY,2016-01-01,61870.0
EXP_XEU,TOTAL,T,CZ,2004-01-01,14564.0
EXP_XEU,TOTAL,T,CZ,2005-01-01,22921.0
EXP_XEU,TOTAL,T,CZ,2006-01-01,20634.0
EXP_XEU,TOTAL,T,CZ,2007-01-01,20756.0
EXP_XEU,TOTAL,T,CZ,2008-01-01,28698.0
EXP_XEU,TOTAL,T,CZ,2009-01-01,66642.0
EXP_XEU,TOTAL,T,CZ,2010-01-01,75944.0
EXP_XEU,TOTAL,T,CZ,2011-01-01,121827.0
EXP_XEU,TOTAL,T,CZ,2012-01-01,119523.0
EXP_XEU,TOTAL,T,CZ,2013-01-01,112735.0
EXP_XEU,TOTAL,T,CZ,2014-01-01,139484.0
EXP_XEU,TOTAL,T,CZ,2015-01-01,144846.0
EXP_XEU,TOTAL,T,CZ,2016-01-01,62039.0
EXP_XEU,TOTAL,T,DE,2004-01-01,2487350.0
EXP_XEU,TOTAL,T,DE,2005-01-01,2423203.0
EXP_XEU,TOTAL,T,DE,2006-01-01,2874020.0
EXP_XEU,TOTAL,T,DE,2007-01-01,2829909.0
EXP_XEU,TOTAL,T,DE,2008-01-01,3343426.0
EXP_XEU,TOTAL,T,DE,2009-01-01,4423529.0
EXP_XEU,TOTAL,T,DE,2010-01-01,4079710.0
EXP_XEU,TOTAL,T,DE,2011-01-01,4236015.0
EXP_XEU,TOTAL,T,DE,2012-01-01,4238584.0
EXP_XEU,TOTAL,T,DE,2013-01-01,3434979.0
EXP_XEU,TOTAL,T,DE,2014-01-01,3428596.0
EXP_XEU,TOTAL,T,DE,2015-01-01,2809785.0
EXP_XEU,TOTAL,T,DE,2016-01-01,3121566.0
EXP_XEU,TOTAL,T,DK,2004-01-01,377009.0
EXP_XEU,TOTAL,T,DK,2005-01-01,388077.0
EXP_XEU,TOTAL,T,DK,2006-01-01,139570.0
EXP_XEU,TOTAL,T,DK,2007-01-01,199764.0
EXP_XEU,TOTAL,T,DK,2008-01-01,530720.0
EXP_XEU,TOTAL,T,DK,2009-01-01,529303.0
EXP_XEU,TOTAL,T,DK,2010-01-01,573786.0
EXP_XEU,TOTAL,T,DK,2011-01-01,472216.0
EXP_XEU,TOTAL,T,DK,2012-01-01,588721.0
EXP_XEU,TOTAL,T,DK,2013-01-01,658888.0
EXP_XEU,TOTAL,T,DK,2014-01-01,844920.0
EXP_XEU,TOTAL,T,DK,2015-01-01,540696.0
EXP_XEU,TOTAL,T,DK,2016-01-01,702211.0
EXP_XEU,TOTAL,T,EE,2004-01-01,271291.0
EXP_XEU,TOTAL,T,EE,2005-01-01,385286.0
EXP_XEU,TOTAL,T,EE,2006-01-01,502376.0
EXP_XEU,TOTAL,T,EE,2007-01-01,457669.0
EXP_XEU,TOTAL,T,EE,2008-01-01,494702.0
EXP_XEU,TOTAL,T,EE,2009-01-01,314876.0
EXP_XEU,TOTAL,T,EE,2010-01-01,345451.0
EXP_XEU,TOTAL,T,EE,2011-01-01,388905.0
EXP_XEU,TOTAL,T,EE,2012-01-01,481022.0
EXP_XEU,TOTAL,T,EE,2013-01-01,467044.0
EXP_XEU,TOTAL,T,EE,2014-01-01,391881.0
EXP_XEU,TOTAL,T,EE,2015-01-01,282152.0
EXP_XEU,TOTAL,T,EE,2016-01-01,352545.0
EXP_XEU,TOTAL,T,EL,2004-01-01,104469.0
EXP_XEU,TOTAL,T,EL,2005-01-01,144511.0
EXP_XEU,TOTAL,T,EL,2006-01-01,182105.0
EXP_XEU,TOTAL,T,EL,2007-01-01,211249.0
EXP_XEU,TOTAL,T,EL,2008-01-01,172364.0
EXP_XEU,TOTAL,T,EL,2009-01-01,417391.0
EXP_XEU,TOTAL,T,EL,2010-01-01,377430.0
EXP_XEU,TOTAL,T,EL,2011-01-01,355903.0
EXP_XEU,TOTAL,T,EL,2012-01-01,391563.0
EXP_XEU,TOTAL,T,EL,2013-01-01,351160.0
EXP_XEU,TOTAL,T,EL,2014-01-01,356960.0
EXP_XEU,TOTAL,T,EL,2015-01-01,351458.0
EXP_XEU,TOTAL,T,EL,2016-01-01,351637.0
EXP_XEU,TOTAL,T,ES,2004-01-01,245554.0
EXP_XEU,TOTAL,T,ES,2005-01-01,487383.0
EXP_XEU,TOTAL,T,ES,2006-01-01,420172.0
EXP_XEU,TOTAL,T,ES,2007-01-01,505681.0
EXP_XEU,TOTAL,T,ES,2008-01-01,746598.0
EXP_XEU,TOTAL,T,ES,2009-01-01,1060657.0
EXP_XEU,TOTAL,T,ES,2010-01-01,839879.0
EXP_XEU,TOTAL,T,ES,2011-01-01,956202.0
EXP_XEU,TOTAL,T,ES,2012-01-01,1225971.0
EXP_XEU,TOTAL,T,ES,2013-01-01,985685.0
EXP_XEU,TOTAL,T,ES,2014-01-01,1142406.0
EXP_XEU,TOTAL,T,ES,2015-01-01,1201474.0
EXP_XEU,TOTAL,T,ES,2016-01-01,1317559.0
EXP_XEU,TOTAL,T,EU28,2004-01-01,21595291.0
EXP_XEU,TOTAL,T,EU28,2005-01-01,22096197.0
EXP_XEU,TOTAL,T,EU28,2006-01-01,24293321.0
EXP_XEU,TOTAL,T,EU28,2007-01-01,25493504.0
EXP_XEU,TOTAL,T,EU28,2008-01-01,29007091.0
EXP_XEU,TOTAL,T,EU28,2009-01-01,35168598.0
EXP_XEU,TOTAL,T,EU28,2010-01-01,35227118.0
EXP_XEU,TOTAL,T,EU28,2011-01-01,36250113.0
EXP_XEU,TOTAL,T,EU28,2012-01-01,36949673.0
EXP_XEU,TOTAL,T,EU28,2013-01-01,32149273.0
EXP_XEU,TOTAL,T,EU28,2014-01-01,32823747.0
EXP_XEU,TOTAL,T,EU28,2015-01-01,30351677.0
EXP_XEU,TOTAL,T,EU28,2016-01-01,34801638.0
EXP_XEU,TOTAL,T,FI,2004-01-01,257990.0
EXP_XEU,TOTAL,T,FI,2005-01-01,240292.0
EXP_XEU,TOTAL,T,FI,2006-01-01,154666.0
EXP_XEU,TOTAL,T,FI,2007-01-01,103700.0
EXP_XEU,TOTAL,T,FI,2008-01-01,243144.0
EXP_XEU,TOTAL,T,FI,2009-01-01,218379.0
EXP_XEU,TOTAL,T,FI,2010-01-01,148498.0
EXP_XEU,TOTAL,T,FI,2011-01-01,131590.0
EXP_XEU,TOTAL,T,FI,2012-01-01,139071.0
EXP_XEU,TOTAL,T,FI,2013-01-01,133301.0
EXP_XEU,TOTAL,T,FI,2014-01-01,186424.0
EXP_XEU,TOTAL,T,FI,2015-01-01,164810.0
EXP_XEU,TOTAL,T,FI,2016-01-01,183639.0
EXP_XEU,TOTAL,T,FR,2004-01-01,749382.0
EXP_XEU,TOTAL,T,FR,2005-01-01,806472.0
EXP_XEU,TOTAL,T,FR,2006-01-01,882789.0
EXP_XEU,TOTAL,T,FR,2007-01-01,997111.0
EXP_XEU,TOTAL,T,FR,2008-01-01,1043375.0
EXP_XEU,TOTAL,T,FR,2009-01-01,1709390.0
EXP_XEU,TOTAL,T,FR,2010-01-01,1579834.0
EXP_XEU,TOTAL,T,FR,2011-01-01,1812093.0
EXP_XEU,TOTAL,T,FR,2012-01-01,2017142.0
EXP_XEU,TOTAL,T,FR,2013-01-01,1642710.0
EXP_XEU,TOTAL,T,FR,2014-01-01,1611763.0
EXP_XEU,TOTAL,T,FR,2015-01-01,1606183.0
EXP_XEU,TOTAL,T,FR,2016-01-01,1750332.0
EXP_XEU,TOTAL,T,HR,2004-01-01,10608.0
EXP_XEU,TOTAL,T,HR,2005-01-01,55133.0
EXP_XEU,TOTAL,T,HR,2006-01-01,68259.0
EXP_XEU,TOTAL,T,HR,2007-01-01,117933.0
EXP_XEU,TOTAL,T,HR,2008-01-01,119890.0
EXP_XEU,TOTAL,T,HR,2009-01-01,108360.0
EXP_XEU,TOTAL,T,HR,2010-01-01,112554.0
EXP_XEU,TOTAL,T,HR,2011-01-01,236976.0
EXP_XEU,TOTAL,T,HR,2012-01-01,234194.0
EXP_XEU,TOTAL,T,HR,2013-01-01,166650.0
EXP_XEU,TOTAL,T,HR,2014-01-01,150933.0
EXP_XEU,TOTAL,T,HR,2015-01-01,95467.0
EXP_XEU,TOTAL,T,HR,2016-01-01,98601.0
EXP_XEU,TOTAL,T,HU,2004-01-01,40122.0
EXP_XEU,TOTAL,T,HU,2005-01-01,56659.0
EXP_XEU,TOTAL,T,HU,2006-01-01,24701.0
EXP_XEU,TOTAL,T,HU,2007-01-01,45086.0
EXP_XEU,TOTAL,T,HU,2008-01-01,99043.0
EXP_XEU,TOTAL,T,HU,2009-01-01,84793.0
EXP_XEU,TOTAL,T,HU,2010-01-01,144389.0
EXP_XEU,TOTAL,T,HU,2011-01-01,113053.0
EXP_XEU,TOTAL,T,HU,2012-01-01,160995.0
EXP_XEU,TOTAL,T,HU,2013-01-01,200444.0
EXP_XEU,TOTAL,T,HU,2014-01-01,206483.0
EXP_XEU,TOTAL,T,HU,2015-01-01,142878.0
