sex,unit,geotime,date,value
T,PC_POP,ES,2000-01-01,65
T,PC_POP,ES,2001-01-01,64
T,PC_POP,ES,2002-01-01,66
T,PC_POP,ES,2003-01-01,68
T,PC_POP,ES,2004-01-01,68
T,PC_POP,ES,2005-01-01,70
T,PC_POP,ES,2006-01-01,71
T,PC_POP,ES,2007-01-01,71
T,PC_POP,ES,2008-01-01,72
T,PC_POP,ES,2009-01-01,73
T,PC_POP,ES,2010-01-01,73
T,PC_POP,ES,2011-01-01,73
T,PC_POP,ES,2012-01-01,74
T,PC_POP,ES,2013-01-01,74
T,PC_POP,ES,2014-01-01,74
T,PC_POP,ES,2015-01-01,74
T,PC_POP,ES,2016-01-01,74
T,PC_POP,ES,2017-01-01,73
T,PC_POP,FI,1995-01-01,
T,PC_POP,FI,1996-01-01,70
T,PC_POP,FI,1997-01-01,71
