na_item,nace_r2,unit,geotime,date,value
B1G,A,MIO_EUR_NSA,AL,2015-07-01,455
B1G,A,MIO_EUR_NSA,AL,2015-10-01,394
B1G,A,MIO_EUR_NSA,AL,2016-01-01,523
B1G,A,MIO_EUR_NSA,AL,2016-04-01,717
B1G,A,MIO_EUR_NSA,AL,2016-07-01,486
B1G,A,MIO_EUR_NSA,AL,2016-10-01,408
B1G,A,MIO_EUR_NSA,AL,2017-01-01,547
B1G,A,MIO_EUR_NSA,AL,2017-04-01,745
B1G,A,MIO_EUR_NSA,AL,2017-07-01,488
B1G,A,MIO_EUR_NSA,AL,2017-10-01,414
B1G,A,MIO_EUR_NSA,AL,2018-01-01,576
B1G,A,MIO_EUR_NSA,AL,2018-04-01,801
B1G,A,MIO_EUR_NSA,AT,2015-07-01,962
B1G,A,MIO_EUR_NSA,AT,2015-10-01,789
B1G,A,MIO_EUR_NSA,AT,2016-01-01,931
B1G,A,MIO_EUR_NSA,AT,2016-04-01,1274
B1G,A,MIO_EUR_NSA,AT,2016-07-01,962
B1G,A,MIO_EUR_NSA,AT,2016-10-01,796
B1G,A,MIO_EUR_NSA,AT,2017-01-01,1008
B1G,A,MIO_EUR_NSA,AT,2017-04-01,1349
B1G,A,MIO_EUR_NSA,AT,2017-07-01,1106
B1G,A,MIO_EUR_NSA,AT,2017-10-01,980
B1G,A,MIO_EUR_NSA,AT,2018-01-01,1129
B1G,A,MIO_EUR_NSA,AT,2018-04-01,1415
B1G,A,MIO_EUR_NSA,BE,2015-07-01,817
B1G,A,MIO_EUR_NSA,BE,2015-10-01,522
B1G,A,MIO_EUR_NSA,BE,2016-01-01,573
B1G,A,MIO_EUR_NSA,BE,2016-04-01,739
B1G,A,MIO_EUR_NSA,BE,2016-07-01,780
B1G,A,MIO_EUR_NSA,BE,2016-10-01,519
B1G,A,MIO_EUR_NSA,BE,2017-01-01,635
B1G,A,MIO_EUR_NSA,BE,2017-04-01,783
B1G,A,MIO_EUR_NSA,BE,2017-07-01,737
B1G,A,MIO_EUR_NSA,BE,2017-10-01,547
B1G,A,MIO_EUR_NSA,BE,2018-01-01,609
B1G,A,MIO_EUR_NSA,BE,2018-04-01,829
B1G,A,MIO_EUR_NSA,BG,2015-07-01,846
B1G,A,MIO_EUR_NSA,BG,2015-10-01,376
B1G,A,MIO_EUR_NSA,BG,2016-01-01,234
B1G,A,MIO_EUR_NSA,BG,2016-04-01,415
B1G,A,MIO_EUR_NSA,BG,2016-07-01,902
B1G,A,MIO_EUR_NSA,BG,2016-10-01,399
B1G,A,MIO_EUR_NSA,BG,2017-01-01,244
B1G,A,MIO_EUR_NSA,BG,2017-04-01,473
B1G,A,MIO_EUR_NSA,BG,2017-07-01,987
B1G,A,MIO_EUR_NSA,BG,2017-10-01,397
B1G,A,MIO_EUR_NSA,BG,2018-01-01,230
B1G,A,MIO_EUR_NSA,BG,2018-04-01,421
B1G,A,MIO_EUR_NSA,CH,2015-07-01,994
B1G,A,MIO_EUR_NSA,CH,2015-10-01,987
B1G,A,MIO_EUR_NSA,CH,2016-01-01,982
B1G,A,MIO_EUR_NSA,CH,2016-04-01,987
B1G,A,MIO_EUR_NSA,CH,2016-07-01,1025
B1G,A,MIO_EUR_NSA,CH,2016-10-01,1029
B1G,A,MIO_EUR_NSA,CH,2017-01-01,1031
B1G,A,MIO_EUR_NSA,CH,2017-04-01,1008
B1G,A,MIO_EUR_NSA,CH,2017-07-01,987
B1G,A,MIO_EUR_NSA,CH,2017-10-01,969
B1G,A,MIO_EUR_NSA,CH,2018-01-01,948
B1G,A,MIO_EUR_NSA,CH,2018-04-01,923
B1G,A,MIO_EUR_NSA,CY,2015-07-01,80
B1G,A,MIO_EUR_NSA,CY,2015-10-01,92
B1G,A,MIO_EUR_NSA,CY,2016-01-01,76
B1G,A,MIO_EUR_NSA,CY,2016-04-01,82
B1G,A,MIO_EUR_NSA,CY,2016-07-01,102
B1G,A,MIO_EUR_NSA,CY,2016-10-01,94
B1G,A,MIO_EUR_NSA,CY,2017-01-01,85
B1G,A,MIO_EUR_NSA,CY,2017-04-01,86
B1G,A,MIO_EUR_NSA,CY,2017-07-01,94
B1G,A,MIO_EUR_NSA,CY,2017-10-01,94
B1G,A,MIO_EUR_NSA,CY,2018-01-01,78
B1G,A,MIO_EUR_NSA,CY,2018-04-01,90
B1G,A,MIO_EUR_NSA,CZ,2015-07-01,1601
B1G,A,MIO_EUR_NSA,CZ,2015-10-01,524
B1G,A,MIO_EUR_NSA,CZ,2016-01-01,635
B1G,A,MIO_EUR_NSA,CZ,2016-04-01,893
B1G,A,MIO_EUR_NSA,CZ,2016-07-01,1587
B1G,A,MIO_EUR_NSA,CZ,2016-10-01,525
B1G,A,MIO_EUR_NSA,CZ,2017-01-01,657
B1G,A,MIO_EUR_NSA,CZ,2017-04-01,962
B1G,A,MIO_EUR_NSA,CZ,2017-07-01,1725
B1G,A,MIO_EUR_NSA,CZ,2017-10-01,605
B1G,A,MIO_EUR_NSA,CZ,2018-01-01,723
B1G,A,MIO_EUR_NSA,CZ,2018-04-01,1012
B1G,A,MIO_EUR_NSA,DE,2015-07-01,4955
B1G,A,MIO_EUR_NSA,DE,2015-10-01,5079
B1G,A,MIO_EUR_NSA,DE,2016-01-01,5017
B1G,A,MIO_EUR_NSA,DE,2016-04-01,5287
B1G,A,MIO_EUR_NSA,DE,2016-07-01,5294
