unit,nace_r2,geo\time,date,value
PC_EMP,C_HTC_MH,CY,2011-01-01,0.7 
PC_EMP,C_HTC_MH,CY,2012-01-01,0.7 
PC_EMP,C_HTC_MH,CY,2013-01-01,1.0 
PC_EMP,C_HTC_MH,CY,2014-01-01,0.9 
PC_EMP,C_HTC_MH,CY,2015-01-01,0.8 
PC_EMP,C_HTC_MH,CY,2016-01-01,0.8 
PC_EMP,C_HTC_MH,CY,2017-01-01,0.8 
PC_EMP,C_HTC_MH,CZ,2008-01-01,10.2 b
PC_EMP,C_HTC_MH,CZ,2009-01-01,9.5 
PC_EMP,C_HTC_MH,CZ,2010-01-01,9.5 
PC_EMP,C_HTC_MH,CZ,2011-01-01,9.9 b
PC_EMP,C_HTC_MH,CZ,2012-01-01,10.6 
PC_EMP,C_HTC_MH,CZ,2013-01-01,10.5 
PC_EMP,C_HTC_MH,CZ,2014-01-01,11.2 
PC_EMP,C_HTC_MH,CZ,2015-01-01,11.2 
PC_EMP,C_HTC_MH,CZ,2016-01-01,11.5 
PC_EMP,C_HTC_MH,CZ,2017-01-01,11.4 
PC_EMP,C_HTC_MH,DE,2008-01-01,9.9 b
PC_EMP,C_HTC_MH,DE,2009-01-01,9.9 
PC_EMP,C_HTC_MH,DE,2010-01-01,9.7 b
PC_EMP,C_HTC_MH,DE,2011-01-01,9.8 b
PC_EMP,C_HTC_MH,DE,2012-01-01,9.7 
PC_EMP,C_HTC_MH,DE,2013-01-01,9.6 
PC_EMP,C_HTC_MH,DE,2014-01-01,9.7 
PC_EMP,C_HTC_MH,DE,2015-01-01,9.9 
PC_EMP,C_HTC_MH,DE,2016-01-01,9.8 
PC_EMP,C_HTC_MH,DE,2017-01-01,9.8 
PC_EMP,C_HTC_MH,DK,2008-01-01,5.5 b
PC_EMP,C_HTC_MH,DK,2009-01-01,5.0 
PC_EMP,C_HTC_MH,DK,2010-01-01,5.2 
PC_EMP,C_HTC_MH,DK,2011-01-01,5.4 
PC_EMP,C_HTC_MH,DK,2012-01-01,5.1 
PC_EMP,C_HTC_MH,DK,2013-01-01,5.0 
PC_EMP,C_HTC_MH,DK,2014-01-01,5.0 
PC_EMP,C_HTC_MH,DK,2015-01-01,5.1 
PC_EMP,C_HTC_MH,DK,2016-01-01,5.0 b
PC_EMP,C_HTC_MH,DK,2017-01-01,5.0 b
PC_EMP,C_HTC_MH,EA18,2008-01-01,6.2 b
PC_EMP,C_HTC_MH,EA18,2009-01-01,6.1 
PC_EMP,C_HTC_MH,EA18,2010-01-01,5.9 
PC_EMP,C_HTC_MH,EA18,2011-01-01,6.0 
PC_EMP,C_HTC_MH,EA18,2012-01-01,6.0 
PC_EMP,C_HTC_MH,EA18,2013-01-01,6.0 
PC_EMP,C_HTC_MH,EA18,2014-01-01,6.0 
PC_EMP,C_HTC_MH,EA18,2015-01-01,6.1 
PC_EMP,C_HTC_MH,EA18,2016-01-01,6.1 
PC_EMP,C_HTC_MH,EA18,2017-01-01,6.1 
PC_EMP,C_HTC_MH,EA19,2008-01-01,6.2 b
PC_EMP,C_HTC_MH,EA19,2009-01-01,6.0 
PC_EMP,C_HTC_MH,EA19,2010-01-01,5.9 
PC_EMP,C_HTC_MH,EA19,2011-01-01,6.0 
PC_EMP,C_HTC_MH,EA19,2012-01-01,6.0 
PC_EMP,C_HTC_MH,EA19,2013-01-01,6.0 
PC_EMP,C_HTC_MH,EA19,2014-01-01,6.0 
PC_EMP,C_HTC_MH,EA19,2015-01-01,6.1 
PC_EMP,C_HTC_MH,EA19,2016-01-01,6.1 
PC_EMP,C_HTC_MH,EA19,2017-01-01,6.1 
PC_EMP,C_HTC_MH,EE,2008-01-01,4.0 b
PC_EMP,C_HTC_MH,EE,2009-01-01,4.1 
PC_EMP,C_HTC_MH,EE,2010-01-01,3.5 
PC_EMP,C_HTC_MH,EE,2011-01-01,4.4 
PC_EMP,C_HTC_MH,EE,2012-01-01,4.2 
PC_EMP,C_HTC_MH,EE,2013-01-01,4.1 
PC_EMP,C_HTC_MH,EE,2014-01-01,3.5 
PC_EMP,C_HTC_MH,EE,2015-01-01,3.6 
PC_EMP,C_HTC_MH,EE,2016-01-01,4.0 
PC_EMP,C_HTC_MH,EE,2017-01-01,3.8 
PC_EMP,C_HTC_MH,EL,2008-01-01,1.7 b
PC_EMP,C_HTC_MH,EL,2009-01-01,1.5 b
PC_EMP,C_HTC_MH,EL,2010-01-01,1.5 
PC_EMP,C_HTC_MH,EL,2011-01-01,1.4 
PC_EMP,C_HTC_MH,EL,2012-01-01,1.3 
PC_EMP,C_HTC_MH,EL,2013-01-01,1.2 
PC_EMP,C_HTC_MH,EL,2014-01-01,1.2 
PC_EMP,C_HTC_MH,EL,2015-01-01,1.3 
PC_EMP,C_HTC_MH,EL,2016-01-01,1.4 
PC_EMP,C_HTC_MH,EL,2017-01-01,1.3 
PC_EMP,C_HTC_MH,ES,2008-01-01,4.0 b
PC_EMP,C_HTC_MH,ES,2009-01-01,3.8 
PC_EMP,C_HTC_MH,ES,2010-01-01,3.8 
PC_EMP,C_HTC_MH,ES,2011-01-01,3.8 
PC_EMP,C_HTC_MH,ES,2012-01-01,3.8 
PC_EMP,C_HTC_MH,ES,2013-01-01,3.9 
PC_EMP,C_HTC_MH,ES,2014-01-01,3.9 
PC_EMP,C_HTC_MH,ES,2015-01-01,4.0 
PC_EMP,C_HTC_MH,ES,2016-01-01,3.9 
PC_EMP,C_HTC_MH,ES,2017-01-01,4.1 
PC_EMP,C_HTC_MH,EU27,2008-01-01,5.9 b
PC_EMP,C_HTC_MH,EU27,2009-01-01,5.6 
PC_EMP,C_HTC_MH,EU27,2010-01-01,5.5 
PC_EMP,C_HTC_MH,EU27,2011-01-01,5.6 
PC_EMP,C_HTC_MH,EU27,2012-01-01,5.6 
PC_EMP,C_HTC_MH,EU27,2013-01-01,5.6 
PC_EMP,C_HTC_MH,EU27,2014-01-01,5.7 
PC_EMP,C_HTC_MH,EU27,2015-01-01,5.8 
PC_EMP,C_HTC_MH,EU27,2016-01-01,5.8 
PC_EMP,C_HTC_MH,EU27,2017-01-01,5.8 
PC_EMP,C_HTC_MH,EU28,2008-01-01,5.9 b
PC_EMP,C_HTC_MH,EU28,2009-01-01,5.6 
PC_EMP,C_HTC_MH,EU28,2010-01-01,5.5 
PC_EMP,C_HTC_MH,EU28,2011-01-01,5.6 
PC_EMP,C_HTC_MH,EU28,2012-01-01,5.6 
PC_EMP,C_HTC_MH,EU28,2013-01-01,5.6 
PC_EMP,C_HTC_MH,EU28,2014-01-01,5.7 
PC_EMP,C_HTC_MH,EU28,2015-01-01,5.7 
PC_EMP,C_HTC_MH,EU28,2016-01-01,5.8 
PC_EMP,C_HTC_MH,EU28,2017-01-01,5.8 
PC_EMP,C_HTC_MH,FI,2008-01-01,6.0 b
PC_EMP,C_HTC_MH,FI,2009-01-01,5.6 
PC_EMP,C_HTC_MH,FI,2010-01-01,5.4 
PC_EMP,C_HTC_MH,FI,2011-01-01,5.3 
PC_EMP,C_HTC_MH,FI,2012-01-01,5.3 
PC_EMP,C_HTC_MH,FI,2013-01-01,5.1 
PC_EMP,C_HTC_MH,FI,2014-01-01,5.0 
PC_EMP,C_HTC_MH,FI,2015-01-01,4.7 
PC_EMP,C_HTC_MH,FI,2016-01-01,4.8 
PC_EMP,C_HTC_MH,FI,2017-01-01,4.9 
PC_EMP,C_HTC_MH,FR,2008-01-01,5.4 b
PC_EMP,C_HTC_MH,FR,2009-01-01,5.1 
PC_EMP,C_HTC_MH,FR,2010-01-01,4.8 
PC_EMP,C_HTC_MH,FR,2011-01-01,4.8 
PC_EMP,C_HTC_MH,FR,2012-01-01,4.6 
PC_EMP,C_HTC_MH,FR,2013-01-01,4.5 
PC_EMP,C_HTC_MH,FR,2014-01-01,4.4 b
PC_EMP,C_HTC_MH,FR,2015-01-01,4.4 
PC_EMP,C_HTC_MH,FR,2016-01-01,4.4 
PC_EMP,C_HTC_MH,FR,2017-01-01,4.5 
PC_EMP,C_HTC_MH,HR,2008-01-01,3.8 b
PC_EMP,C_HTC_MH,HR,2009-01-01,3.3 
PC_EMP,C_HTC_MH,HR,2010-01-01,3.1 
PC_EMP,C_HTC_MH,HR,2011-01-01,3.8 
PC_EMP,C_HTC_MH,HR,2012-01-01,3.8 
PC_EMP,C_HTC_MH,HR,2013-01-01,3.6 
PC_EMP,C_HTC_MH,HR,2014-01-01,3.3 
PC_EMP,C_HTC_MH,HR,2015-01-01,3.2 
PC_EMP,C_HTC_MH,HR,2016-01-01,3.4 
PC_EMP,C_HTC_MH,HR,2017-01-01,3.7 
PC_EMP,C_HTC_MH,HU,2008-01-01,8.6 b
PC_EMP,C_HTC_MH,HU,2009-01-01,7.8 
PC_EMP,C_HTC_MH,HU,2010-01-01,8.2 
PC_EMP,C_HTC_MH,HU,2011-01-01,8.7 
PC_EMP,C_HTC_MH,HU,2012-01-01,8.4 
PC_EMP,C_HTC_MH,HU,2013-01-01,8.5 
PC_EMP,C_HTC_MH,HU,2014-01-01,8.9 
PC_EMP,C_HTC_MH,HU,2015-01-01,9.1 
PC_EMP,C_HTC_MH,HU,2016-01-01,9.5 
PC_EMP,C_HTC_MH,HU,2017-01-01,9.8 
PC_EMP,C_HTC_MH,IE,2008-01-01,4.7 b
PC_EMP,C_HTC_MH,IE,2009-01-01,4.9 
PC_EMP,C_HTC_MH,IE,2010-01-01,5.0 
PC_EMP,C_HTC_MH,IE,2011-01-01,5.0 
PC_EMP,C_HTC_MH,IE,2012-01-01,5.0 
PC_EMP,C_HTC_MH,IE,2013-01-01,5.1 
PC_EMP,C_HTC_MH,IE,2014-01-01,4.9 
PC_EMP,C_HTC_MH,IE,2015-01-01,5.2 
PC_EMP,C_HTC_MH,IE,2016-01-01,5.3 
PC_EMP,C_HTC_MH,IE,2017-01-01,4.4 b
PC_EMP,C_HTC_MH,IS,2008-01-01,1.3 b
PC_EMP,C_HTC_MH,IS,2009-01-01,1.6 
PC_EMP,C_HTC_MH,IS,2010-01-01,1.4 
PC_EMP,C_HTC_MH,IS,2011-01-01,1.4 
PC_EMP,C_HTC_MH,IS,2012-01-01,1.4 
PC_EMP,C_HTC_MH,IS,2013-01-01,1.5 
PC_EMP,C_HTC_MH,IS,2014-01-01,1.7 
PC_EMP,C_HTC_MH,IS,2015-01-01,1.5 
PC_EMP,C_HTC_MH,IS,2016-01-01,1.7 
PC_EMP,C_HTC_MH,IS,2017-01-01,1.3 
PC_EMP,C_HTC_MH,IT,2008-01-01,6.0 b
PC_EMP,C_HTC_MH,IT,2009-01-01,6.0 
PC_EMP,C_HTC_MH,IT,2010-01-01,5.8 
PC_EMP,C_HTC_MH,IT,2011-01-01,5.8 
PC_EMP,C_HTC_MH,IT,2012-01-01,5.9 
PC_EMP,C_HTC_MH,IT,2013-01-01,5.9 
PC_EMP,C_HTC_MH,IT,2014-01-01,6.0 
PC_EMP,C_HTC_MH,IT,2015-01-01,6.1 
PC_EMP,C_HTC_MH,IT,2016-01-01,6.1 
PC_EMP,C_HTC_MH,IT,2017-01-01,6.0 
PC_EMP,C_HTC_MH,LT,2008-01-01,2.1 b
PC_EMP,C_HTC_MH,LT,2009-01-01,2.1 
PC_EMP,C_HTC_MH,LT,2010-01-01,1.8 
PC_EMP,C_HTC_MH,LT,2011-01-01,1.7 
PC_EMP,C_HTC_MH,LT,2012-01-01,1.8 
PC_EMP,C_HTC_MH,LT,2013-01-01,1.8 
PC_EMP,C_HTC_MH,LT,2014-01-01,1.9 
PC_EMP,C_HTC_MH,LT,2015-01-01,2.1 
PC_EMP,C_HTC_MH,LT,2016-01-01,2.1 
PC_EMP,C_HTC_MH,LT,2017-01-01,2.2 
PC_EMP,C_HTC_MH,LU,2008-01-01,0.9 b
PC_EMP,C_HTC_MH,LU,2009-01-01,0.9 b
PC_EMP,C_HTC_MH,LU,2010-01-01,1.0 
PC_EMP,C_HTC_MH,LU,2011-01-01,0.7 
PC_EMP,C_HTC_MH,LU,2012-01-01,0.9 
PC_EMP,C_HTC_MH,LU,2013-01-01,0.9 
PC_EMP,C_HTC_MH,LU,2014-01-01,1.3 
PC_EMP,C_HTC_MH,LU,2015-01-01,0.8 b
PC_EMP,C_HTC_MH,LU,2016-01-01,0.8 
PC_EMP,C_HTC_MH,LU,2017-01-01,0.6 
PC_EMP,C_HTC_MH,LV,2008-01-01,1.9 b
PC_EMP,C_HTC_MH,LV,2009-01-01,1.4 
PC_EMP,C_HTC_MH,LV,2010-01-01,1.3 
PC_EMP,C_HTC_MH,LV,2011-01-01,1.3 
PC_EMP,C_HTC_MH,LV,2012-01-01,1.5 
PC_EMP,C_HTC_MH,LV,2013-01-01,1.8 
PC_EMP,C_HTC_MH,LV,2014-01-01,1.6 
PC_EMP,C_HTC_MH,LV,2015-01-01,1.6 
PC_EMP,C_HTC_MH,LV,2016-01-01,1.8 
PC_EMP,C_HTC_MH,LV,2017-01-01,1.7 
PC_EMP,C_HTC_MH,ME,2008-01-01,: 
PC_EMP,C_HTC_MH,ME,2009-01-01,: 
PC_EMP,C_HTC_MH,ME,2010-01-01,: 
PC_EMP,C_HTC_MH,ME,2011-01-01,: u
PC_EMP,C_HTC_MH,ME,2012-01-01,: u
PC_EMP,C_HTC_MH,ME,2013-01-01,: u
PC_EMP,C_HTC_MH,ME,2014-01-01,: u
PC_EMP,C_HTC_MH,ME,2015-01-01,: u
PC_EMP,C_HTC_MH,ME,2016-01-01,: u
PC_EMP,C_HTC_MH,ME,2017-01-01,: u
PC_EMP,C_HTC_MH,MK,2008-01-01,: 
PC_EMP,C_HTC_MH,MK,2009-01-01,: 
PC_EMP,C_HTC_MH,MK,2010-01-01,: 
PC_EMP,C_HTC_MH,MK,2011-01-01,1.7 
PC_EMP,C_HTC_MH,MK,2012-01-01,1.4 
PC_EMP,C_HTC_MH,MK,2013-01-01,1.4 
PC_EMP,C_HTC_MH,MK,2014-01-01,2.1 
PC_EMP,C_HTC_MH,MK,2015-01-01,2.7 
PC_EMP,C_HTC_MH,MK,2016-01-01,2.9 
PC_EMP,C_HTC_MH,MK,2017-01-01,3.6 
PC_EMP,C_HTC_MH,MT,2008-01-01,4.8 b
PC_EMP,C_HTC_MH,MT,2009-01-01,4.3 
PC_EMP,C_HTC_MH,MT,2010-01-01,4.3 
PC_EMP,C_HTC_MH,MT,2011-01-01,4.2 
PC_EMP,C_HTC_MH,MT,2012-01-01,3.8 
PC_EMP,C_HTC_MH,MT,2013-01-01,3.9 
PC_EMP,C_HTC_MH,MT,2014-01-01,4.0 
PC_EMP,C_HTC_MH,MT,2015-01-01,3.4 
PC_EMP,C_HTC_MH,MT,2016-01-01,3.7 
PC_EMP,C_HTC_MH,MT,2017-01-01,3.6 
PC_EMP,C_HTC_MH,NL,2008-01-01,3.1 b
PC_EMP,C_HTC_MH,NL,2009-01-01,2.7 
PC_EMP,C_HTC_MH,NL,2010-01-01,2.5 b
PC_EMP,C_HTC_MH,NL,2011-01-01,2.5 b
PC_EMP,C_HTC_MH,NL,2012-01-01,2.6 
PC_EMP,C_HTC_MH,NL,2013-01-01,2.7 b
PC_EMP,C_HTC_MH,NL,2014-01-01,2.7 
PC_EMP,C_HTC_MH,NL,2015-01-01,2.8 
PC_EMP,C_HTC_MH,NL,2016-01-01,2.9 
PC_EMP,C_HTC_MH,NL,2017-01-01,2.8 
PC_EMP,C_HTC_MH,NO,2008-01-01,3.5 b
PC_EMP,C_HTC_MH,NO,2009-01-01,3.5 
PC_EMP,C_HTC_MH,NO,2010-01-01,3.4 
PC_EMP,C_HTC_MH,NO,2011-01-01,3.2 
PC_EMP,C_HTC_MH,NO,2012-01-01,2.9 
PC_EMP,C_HTC_MH,NO,2013-01-01,2.8 
PC_EMP,C_HTC_MH,NO,2014-01-01,3.0 
PC_EMP,C_HTC_MH,NO,2015-01-01,3.0 
PC_EMP,C_HTC_MH,NO,2016-01-01,2.9 
PC_EMP,C_HTC_MH,NO,2017-01-01,2.7 
PC_EMP,C_HTC_MH,PL,2008-01-01,5.4 b
PC_EMP,C_HTC_MH,PL,2009-01-01,4.8 
PC_EMP,C_HTC_MH,PL,2010-01-01,4.6 b
PC_EMP,C_HTC_MH,PL,2011-01-01,4.8 
PC_EMP,C_HTC_MH,PL,2012-01-01,4.9 
PC_EMP,C_HTC_MH,PL,2013-01-01,5.0 
PC_EMP,C_HTC_MH,PL,2014-01-01,5.2 
PC_EMP,C_HTC_MH,PL,2015-01-01,5.3 
PC_EMP,C_HTC_MH,PL,2016-01-01,5.7 
PC_EMP,C_HTC_MH,PL,2017-01-01,5.9 
PC_EMP,C_HTC_MH,PT,2008-01-01,3.0 b
PC_EMP,C_HTC_MH,PT,2009-01-01,3.0 
PC_EMP,C_HTC_MH,PT,2010-01-01,2.8 
PC_EMP,C_HTC_MH,PT,2011-01-01,2.9 b
PC_EMP,C_HTC_MH,PT,2012-01-01,2.8 
PC_EMP,C_HTC_MH,PT,2013-01-01,2.7 
PC_EMP,C_HTC_MH,PT,2014-01-01,3.0 
PC_EMP,C_HTC_MH,PT,2015-01-01,3.0 
PC_EMP,C_HTC_MH,PT,2016-01-01,3.1 
PC_EMP,C_HTC_MH,PT,2017-01-01,3.3 
PC_EMP,C_HTC_MH,RO,2008-01-01,5.0 b
PC_EMP,C_HTC_MH,RO,2009-01-01,4.6 
PC_EMP,C_HTC_MH,RO,2010-01-01,4.4 b
PC_EMP,C_HTC_MH,RO,2011-01-01,4.7 
PC_EMP,C_HTC_MH,RO,2012-01-01,4.5 
PC_EMP,C_HTC_MH,RO,2013-01-01,4.8 
PC_EMP,C_HTC_MH,RO,2014-01-01,5.3 
PC_EMP,C_HTC_MH,RO,2015-01-01,5.6 
PC_EMP,C_HTC_MH,RO,2016-01-01,5.8 
PC_EMP,C_HTC_MH,RO,2017-01-01,5.9 
PC_EMP,C_HTC_MH,SE,2008-01-01,5.5 b
PC_EMP,C_HTC_MH,SE,2009-01-01,5.0 
PC_EMP,C_HTC_MH,SE,2010-01-01,4.7 
PC_EMP,C_HTC_MH,SE,2011-01-01,4.6 
PC_EMP,C_HTC_MH,SE,2012-01-01,4.5 
PC_EMP,C_HTC_MH,SE,2013-01-01,4.4 
PC_EMP,C_HTC_MH,SE,2014-01-01,4.3 
PC_EMP,C_HTC_MH,SE,2015-01-01,4.4 
PC_EMP,C_HTC_MH,SE,2016-01-01,4.4 
PC_EMP,C_HTC_MH,SE,2017-01-01,4.3 
PC_EMP,C_HTC_MH,SI,2008-01-01,9.1 b
PC_EMP,C_HTC_MH,SI,2009-01-01,8.5 
PC_EMP,C_HTC_MH,SI,2010-01-01,8.6 
PC_EMP,C_HTC_MH,SI,2011-01-01,8.2 
PC_EMP,C_HTC_MH,SI,2012-01-01,7.8 
PC_EMP,C_HTC_MH,SI,2013-01-01,8.3 
PC_EMP,C_HTC_MH,SI,2014-01-01,8.6 
PC_EMP,C_HTC_MH,SI,2015-01-01,9.4 
PC_EMP,C_HTC_MH,SI,2016-01-01,9.6 
PC_EMP,C_HTC_MH,SI,2017-01-01,9.8 
PC_EMP,C_HTC_MH,SK,2008-01-01,10.2 b
PC_EMP,C_HTC_MH,SK,2009-01-01,8.6 b
PC_EMP,C_HTC_MH,SK,2010-01-01,8.6 
PC_EMP,C_HTC_MH,SK,2011-01-01,9.7 b
PC_EMP,C_HTC_MH,SK,2012-01-01,10.2 
PC_EMP,C_HTC_MH,SK,2013-01-01,9.8 
PC_EMP,C_HTC_MH,SK,2014-01-01,9.4 
PC_EMP,C_HTC_MH,SK,2015-01-01,10.6 
PC_EMP,C_HTC_MH,SK,2016-01-01,10.8 
PC_EMP,C_HTC_MH,SK,2017-01-01,11.2 
PC_EMP,C_HTC_MH,TR,2008-01-01,: 
PC_EMP,C_HTC_MH,TR,2009-01-01,3.0 
PC_EMP,C_HTC_MH,TR,2010-01-01,3.0 
PC_EMP,C_HTC_MH,TR,2011-01-01,3.0 
PC_EMP,C_HTC_MH,TR,2012-01-01,3.0 
PC_EMP,C_HTC_MH,TR,2013-01-01,3.1 
PC_EMP,C_HTC_MH,TR,2014-01-01,3.2 b
PC_EMP,C_HTC_MH,TR,2015-01-01,3.3 
PC_EMP,C_HTC_MH,TR,2016-01-01,3.3 
PC_EMP,C_HTC_MH,TR,2017-01-01,3.3 
PC_EMP,C_HTC_MH,UK,2008-01-01,4.7 b
PC_EMP,C_HTC_MH,UK,2009-01-01,3.7 
PC_EMP,C_HTC_MH,UK,2010-01-01,3.7 
PC_EMP,C_HTC_MH,UK,2011-01-01,3.8 
PC_EMP,C_HTC_MH,UK,2012-01-01,3.8 
PC_EMP,C_HTC_MH,UK,2013-01-01,3.7 
PC_EMP,C_HTC_MH,UK,2014-01-01,3.7 
PC_EMP,C_HTC_MH,UK,2015-01-01,3.6 
PC_EMP,C_HTC_MH,UK,2016-01-01,3.6 
PC_EMP,C_HTC_MH,UK,2017-01-01,3.6 
PC_EMP,KIS,AT,2008-01-01,35.0 b
PC_EMP,KIS,AT,2009-01-01,36.6 
PC_EMP,KIS,AT,2010-01-01,37.2 
PC_EMP,KIS,AT,2011-01-01,36.4 
PC_EMP,KIS,AT,2012-01-01,36.7 
PC_EMP,KIS,AT,2013-01-01,37.6 
PC_EMP,KIS,AT,2014-01-01,37.9 
PC_EMP,KIS,AT,2015-01-01,38.3 
PC_EMP,KIS,AT,2016-01-01,38.0 
PC_EMP,KIS,AT,2017-01-01,38.9 
PC_EMP,KIS,BE,2008-01-01,45.3 b
PC_EMP,KIS,BE,2009-01-01,46.1 
PC_EMP,KIS,BE,2010-01-01,46.1 
PC_EMP,KIS,BE,2011-01-01,46.2 b
PC_EMP,KIS,BE,2012-01-01,47.6 
PC_EMP,KIS,BE,2013-01-01,46.7 
PC_EMP,KIS,BE,2014-01-01,47.5 
PC_EMP,KIS,BE,2015-01-01,47.6 
PC_EMP,KIS,BE,2016-01-01,48.2 
PC_EMP,KIS,BE,2017-01-01,48.8 b
PC_EMP,KIS,BG,2008-01-01,27.2 b
PC_EMP,KIS,BG,2009-01-01,28.0 
PC_EMP,KIS,BG,2010-01-01,28.9 b
PC_EMP,KIS,BG,2011-01-01,29.4 b
PC_EMP,KIS,BG,2012-01-01,29.9 
PC_EMP,KIS,BG,2013-01-01,30.4 
PC_EMP,KIS,BG,2014-01-01,30.7 
PC_EMP,KIS,BG,2015-01-01,31.2 
PC_EMP,KIS,BG,2016-01-01,31.0 
PC_EMP,KIS,BG,2017-01-01,30.1 
PC_EMP,KIS,CH,2008-01-01,40.9 b
PC_EMP,KIS,CH,2009-01-01,42.8 
PC_EMP,KIS,CH,2010-01-01,40.8 b
PC_EMP,KIS,CH,2011-01-01,41.0 
PC_EMP,KIS,CH,2012-01-01,42.2 
PC_EMP,KIS,CH,2013-01-01,42.8 
PC_EMP,KIS,CH,2014-01-01,43.8 
PC_EMP,KIS,CH,2015-01-01,44.7 
PC_EMP,KIS,CH,2016-01-01,45.3 
PC_EMP,KIS,CH,2017-01-01,46.0 
PC_EMP,KIS,CY,2008-01-01,34.5 b
PC_EMP,KIS,CY,2009-01-01,33.8 b
PC_EMP,KIS,CY,2010-01-01,35.4 
PC_EMP,KIS,CY,2011-01-01,35.8 
PC_EMP,KIS,CY,2012-01-01,36.1 
PC_EMP,KIS,CY,2013-01-01,38.3 
PC_EMP,KIS,CY,2014-01-01,39.9 
PC_EMP,KIS,CY,2015-01-01,38.6 
PC_EMP,KIS,CY,2016-01-01,38.9 
PC_EMP,KIS,CY,2017-01-01,38.9 
PC_EMP,KIS,CZ,2008-01-01,29.7 b
PC_EMP,KIS,CZ,2009-01-01,30.8 
PC_EMP,KIS,CZ,2010-01-01,31.8 
PC_EMP,KIS,CZ,2011-01-01,31.6 b
PC_EMP,KIS,CZ,2012-01-01,32.0 
PC_EMP,KIS,CZ,2013-01-01,32.6 
PC_EMP,KIS,CZ,2014-01-01,32.6 
PC_EMP,KIS,CZ,2015-01-01,32.0 
PC_EMP,KIS,CZ,2016-01-01,32.9 
PC_EMP,KIS,CZ,2017-01-01,33.3 
PC_EMP,KIS,DE,2008-01-01,38.7 b
PC_EMP,KIS,DE,2009-01-01,39.5 
PC_EMP,KIS,DE,2010-01-01,40.2 b
PC_EMP,KIS,DE,2011-01-01,40.3 b
PC_EMP,KIS,DE,2012-01-01,40.5 
PC_EMP,KIS,DE,2013-01-01,39.6 
PC_EMP,KIS,DE,2014-01-01,39.7 
PC_EMP,KIS,DE,2015-01-01,40.0 
PC_EMP,KIS,DE,2016-01-01,40.4 
PC_EMP,KIS,DE,2017-01-01,40.4 
PC_EMP,KIS,DK,2008-01-01,45.8 b
PC_EMP,KIS,DK,2009-01-01,48.3 
PC_EMP,KIS,DK,2010-01-01,49.6 
PC_EMP,KIS,DK,2011-01-01,49.3 
PC_EMP,KIS,DK,2012-01-01,49.2 
PC_EMP,KIS,DK,2013-01-01,49.3 
PC_EMP,KIS,DK,2014-01-01,49.5 
PC_EMP,KIS,DK,2015-01-01,48.3 
PC_EMP,KIS,DK,2016-01-01,48.0 b
