sex,age,typtrai,wstatus,unit,geo\time,date,value
F,Y15-24,NO_FED_NFE,NEMP,PC,ME,2016-01-01,18.0 
F,Y15-24,NO_FED_NFE,NEMP,PC,ME,2017-01-01,17.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2005-01-01,: 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2006-01-01,43.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2007-01-01,34.6 b
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2008-01-01,33.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2009-01-01,30.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2010-01-01,25.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2011-01-01,25.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2012-01-01,24.2
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2013-01-01,25.2 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2014-01-01,26.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2015-01-01,24.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2016-01-01,25.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,MK,2017-01-01,25.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2005-01-01,12.7 b
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2006-01-01,10.9 b
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2007-01-01,11.2 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2008-01-01,9.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2009-01-01,10.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2010-01-01,10.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2011-01-01,10.7 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2012-01-01,11.5
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2013-01-01,10.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2014-01-01,11.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2015-01-01,11.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2016-01-01,10.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,MT,2017-01-01,8.8 b
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2005-01-01,5.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2006-01-01,4.4 b
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2007-01-01,4.0 
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2008-01-01,3.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2009-01-01,4.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2010-01-01,4.2 b
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2011-01-01,4.2 
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2012-01-01,5.1
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2013-01-01,5.7 b
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2014-01-01,5.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2015-01-01,4.7 
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2016-01-01,4.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,NL,2017-01-01,3.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2005-01-01,8.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2006-01-01,4.7 b
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2007-01-01,4.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2008-01-01,4.0 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2009-01-01,4.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2010-01-01,4.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2011-01-01,5.3 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2012-01-01,5.0
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2013-01-01,5.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2014-01-01,5.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2015-01-01,4.7 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2016-01-01,4.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,NO,2017-01-01,4.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2005-01-01,14.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2006-01-01,13.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2007-01-01,11.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2008-01-01,10.8 b
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2009-01-01,10.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2010-01-01,11.0 b
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2011-01-01,11.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2012-01-01,12.2
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2013-01-01,12.3 b
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2014-01-01,12.0 
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2015-01-01,10.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2016-01-01,11.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,PL,2017-01-01,10.7 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2005-01-01,12.0 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2006-01-01,11.4 b
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2007-01-01,12.6 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2008-01-01,11.6 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2009-01-01,11.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2010-01-01,12.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2011-01-01,12.9 b
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2012-01-01,13.2
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2013-01-01,13.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2014-01-01,12.3 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2015-01-01,12.2 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2016-01-01,10.3 
F,Y15-24,NO_FED_NFE,NEMP,PC,PT,2017-01-01,9.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2005-01-01,18.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2006-01-01,16.6 b
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2007-01-01,15.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2008-01-01,14.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2009-01-01,16.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2010-01-01,19.2 b
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2011-01-01,18.7 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2012-01-01,18.5
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2013-01-01,18.7 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2014-01-01,18.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2015-01-01,21.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2016-01-01,20.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,RO,2017-01-01,18.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2005-01-01,10.1 b
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2006-01-01,9.0 b
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2007-01-01,7.4 b
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2008-01-01,8.2 b
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2009-01-01,9.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2010-01-01,7.6 
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2011-01-01,7.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2012-01-01,7.8
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2013-01-01,7.2 
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2014-01-01,6.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2015-01-01,6.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2016-01-01,6.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,SE,2017-01-01,6.2 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2005-01-01,9.7 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2006-01-01,8.6 b
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2007-01-01,6.6 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2008-01-01,6.2 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2009-01-01,6.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2010-01-01,6.0 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2011-01-01,6.3 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2012-01-01,8.8
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2013-01-01,8.6 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2014-01-01,9.2 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2015-01-01,9.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2016-01-01,6.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,SI,2017-01-01,6.3 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2005-01-01,17.3 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2006-01-01,16.0 b
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2007-01-01,14.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2008-01-01,12.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2009-01-01,12.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2010-01-01,14.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2011-01-01,13.7 b
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2012-01-01,13.1
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2013-01-01,13.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2014-01-01,12.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2015-01-01,14.2 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2016-01-01,13.7 
F,Y15-24,NO_FED_NFE,NEMP,PC,SK,2017-01-01,13.8 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2005-01-01,: 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2006-01-01,53.6 b
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2007-01-01,54.0 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2008-01-01,51.0 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2009-01-01,47.3 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2010-01-01,44.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2011-01-01,41.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2012-01-01,39.7
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2013-01-01,35.9 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2014-01-01,35.0 b
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2015-01-01,33.7 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2016-01-01,33.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,TR,2017-01-01,34.0 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2005-01-01,9.6 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2006-01-01,9.6 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2007-01-01,13.7 b
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2008-01-01,14.1 b
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2009-01-01,14.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2010-01-01,15.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2011-01-01,15.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2012-01-01,15.0
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2013-01-01,14.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2014-01-01,13.1 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2015-01-01,12.4 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2016-01-01,11.5 
F,Y15-24,NO_FED_NFE,NEMP,PC,UK,2017-01-01,10.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2005-01-01,8.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2006-01-01,7.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2007-01-01,7.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2008-01-01,6.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2009-01-01,7.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2010-01-01,7.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2011-01-01,7.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2012-01-01,6.6
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2013-01-01,7.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2014-01-01,8.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2015-01-01,7.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2016-01-01,8.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,AT,2017-01-01,7.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2005-01-01,12.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2006-01-01,10.2 b
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2007-01-01,10.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2008-01-01,9.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2009-01-01,10.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2010-01-01,10.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2011-01-01,11.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2012-01-01,12.5
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2013-01-01,13.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2014-01-01,12.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2015-01-01,12.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2016-01-01,10.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,BE,2017-01-01,10.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2005-01-01,23.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2006-01-01,19.9 b
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2007-01-01,17.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2008-01-01,15.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2009-01-01,18.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2010-01-01,20.3 b
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2011-01-01,21.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2012-01-01,21.6
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2013-01-01,22.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2014-01-01,19.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2015-01-01,18.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2016-01-01,17.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,BG,2017-01-01,13.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2005-01-01,7.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2006-01-01,7.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2007-01-01,6.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2008-01-01,6.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2009-01-01,8.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2010-01-01,6.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2011-01-01,7.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2012-01-01,7.3
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2013-01-01,8.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2014-01-01,8.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2015-01-01,8.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2016-01-01,7.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,CH,2017-01-01,7.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2005-01-01,17.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2006-01-01,10.2 b
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2007-01-01,8.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2008-01-01,8.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2009-01-01,8.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2010-01-01,10.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2011-01-01,15.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2012-01-01,17.8
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2013-01-01,20.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2014-01-01,19.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2015-01-01,15.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2016-01-01,15.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,CY,2017-01-01,16.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2005-01-01,11.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2006-01-01,7.3 b
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2007-01-01,4.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2008-01-01,4.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2009-01-01,7.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2010-01-01,7.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2011-01-01,7.1 b
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2012-01-01,8.1
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2013-01-01,7.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2014-01-01,6.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2015-01-01,5.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2016-01-01,5.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2017-01-01,4.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2005-01-01,10.1 b
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2006-01-01,8.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2007-01-01,8.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2008-01-01,7.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2009-01-01,8.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2010-01-01,7.6 b
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2011-01-01,6.7 b
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2012-01-01,6.3
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2013-01-01,5.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2014-01-01,5.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2015-01-01,5.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2016-01-01,6.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,DE,2017-01-01,5.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2005-01-01,3.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2006-01-01,3.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2007-01-01,4.7 b
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2008-01-01,4.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2009-01-01,5.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2010-01-01,6.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2011-01-01,6.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2012-01-01,6.6
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2013-01-01,6.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2014-01-01,6.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2015-01-01,6.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2016-01-01,6.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,DK,2017-01-01,7.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2005-01-01,11.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2006-01-01,10.2 b
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2007-01-01,9.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2008-01-01,10.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2009-01-01,12.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2010-01-01,12.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2011-01-01,12.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2012-01-01,13.2
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2013-01-01,13.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2014-01-01,12.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2015-01-01,12.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2016-01-01,11.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2017-01-01,11.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2005-01-01,11.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2006-01-01,10.2 b
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2007-01-01,9.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2008-01-01,10.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2009-01-01,12.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2010-01-01,12.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2011-01-01,12.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2012-01-01,13.2
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2013-01-01,13.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2014-01-01,12.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2015-01-01,12.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2016-01-01,11.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2017-01-01,11.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2005-01-01,8.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2006-01-01,6.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2007-01-01,8.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2008-01-01,8.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2009-01-01,14.4 b
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2010-01-01,14.6 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2011-01-01,11.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2012-01-01,11.2
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2013-01-01,10.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2014-01-01,11.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2015-01-01,9.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2016-01-01,6.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EE,2017-01-01,8.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2005-01-01,12.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2006-01-01,8.7 b
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2007-01-01,8.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2008-01-01,8.8 b
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2009-01-01,9.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2010-01-01,12.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2011-01-01,16.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2012-01-01,19.0
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2013-01-01,20.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2014-01-01,18.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2015-01-01,17.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2016-01-01,15.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,EL,2017-01-01,15.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2005-01-01,11.1 b
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2006-01-01,10.3 b
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2007-01-01,10.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2008-01-01,13.9 
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2009-01-01,19.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2010-01-01,18.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2011-01-01,19.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2012-01-01,19.6
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2013-01-01,19.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2014-01-01,18.0 b
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2015-01-01,16.4 
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2016-01-01,15.1 
M,Y15-24,NO_FED_NFE,NEMP,PC,ES,2017-01-01,13.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2005-01-01,11.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2006-01-01,10.5 b
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2007-01-01,9.8 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2008-01-01,9.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2009-01-01,12.0 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2010-01-01,12.3 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2011-01-01,12.5 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2012-01-01,12.9
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2013-01-01,12.7 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2014-01-01,12.2 
M,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2015-01-01,11.7 
