sex,age,typtrai,wstatus,unit,geo\time,date,value
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2005-01-01,25.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2006-01-01,22.2 b
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2007-01-01,19.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2008-01-01,17.4 b
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2009-01-01,19.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2010-01-01,21.0 b
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2011-01-01,21.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2012-01-01,21.5
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2013-01-01,21.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2014-01-01,20.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2015-01-01,19.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2016-01-01,18.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,BG,2017-01-01,15.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2005-01-01,7.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2006-01-01,7.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2007-01-01,6.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2008-01-01,6.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2009-01-01,8.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2010-01-01,6.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2011-01-01,6.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2012-01-01,6.8
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2013-01-01,7.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2014-01-01,7.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2015-01-01,7.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2016-01-01,7.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,CH,2017-01-01,6.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2005-01-01,19.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2006-01-01,10.7 b
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2007-01-01,9.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2008-01-01,9.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2009-01-01,9.9 b
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2010-01-01,11.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2011-01-01,14.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2012-01-01,16.0
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2013-01-01,18.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2014-01-01,17.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2015-01-01,15.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2016-01-01,16.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,CY,2017-01-01,16.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2005-01-01,13.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2006-01-01,9.2 b
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2007-01-01,6.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2008-01-01,6.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2009-01-01,8.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2010-01-01,8.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2011-01-01,8.3 b
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2012-01-01,8.9
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2013-01-01,9.1 b
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2014-01-01,8.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2015-01-01,7.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2016-01-01,7.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,CZ,2017-01-01,6.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2005-01-01,10.9 b
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2006-01-01,9.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2007-01-01,8.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2008-01-01,8.4 b
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2009-01-01,8.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2010-01-01,8.3 b
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2011-01-01,7.5 b
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2012-01-01,7.1
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2013-01-01,6.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2014-01-01,6.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2015-01-01,6.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2016-01-01,6.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,DE,2017-01-01,6.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2005-01-01,4.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2006-01-01,3.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2007-01-01,4.3 b
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2008-01-01,4.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2009-01-01,5.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2010-01-01,6.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2011-01-01,6.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2012-01-01,6.6
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2013-01-01,6.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2014-01-01,5.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2015-01-01,6.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2016-01-01,5.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,DK,2017-01-01,7.0 b
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2005-01-01,12.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2006-01-01,11.3 b
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2007-01-01,10.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2008-01-01,11.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2009-01-01,12.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2010-01-01,12.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2011-01-01,12.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2012-01-01,13.1
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2013-01-01,12.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2014-01-01,12.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2015-01-01,12.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2016-01-01,11.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA18,2017-01-01,11.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2005-01-01,12.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2006-01-01,11.3 b
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2007-01-01,10.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2008-01-01,11.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2009-01-01,12.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2010-01-01,12.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2011-01-01,12.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2012-01-01,13.1
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2013-01-01,12.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2014-01-01,12.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2015-01-01,12.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2016-01-01,11.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,EA19,2017-01-01,11.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2005-01-01,10.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2006-01-01,8.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2007-01-01,8.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2008-01-01,8.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2009-01-01,14.5 b
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2010-01-01,14.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2011-01-01,11.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2012-01-01,12.2
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2013-01-01,11.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2014-01-01,11.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2015-01-01,10.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2016-01-01,9.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,EE,2017-01-01,9.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2005-01-01,15.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2006-01-01,12.0 b
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2007-01-01,11.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2008-01-01,11.4 b
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2009-01-01,12.4 b
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2010-01-01,14.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2011-01-01,17.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2012-01-01,20.2
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2013-01-01,20.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2014-01-01,19.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2015-01-01,17.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2016-01-01,15.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EL,2017-01-01,15.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2005-01-01,13.0 b
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2006-01-01,11.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2007-01-01,12.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2008-01-01,14.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2009-01-01,18.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2010-01-01,17.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2011-01-01,18.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2012-01-01,18.6
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2013-01-01,18.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2014-01-01,17.1 b
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2015-01-01,15.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2016-01-01,14.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,ES,2017-01-01,13.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2005-01-01,12.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2006-01-01,11.7 b
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2007-01-01,10.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2008-01-01,10.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2009-01-01,12.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2010-01-01,12.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2011-01-01,12.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2012-01-01,13.2
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2013-01-01,13.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2014-01-01,12.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2015-01-01,12.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2016-01-01,11.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU27,2017-01-01,10.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2005-01-01,12.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2006-01-01,11.7 b
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2007-01-01,11.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2008-01-01,10.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2009-01-01,12.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2010-01-01,12.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2011-01-01,12.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2012-01-01,13.2
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2013-01-01,13.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2014-01-01,12.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2015-01-01,12.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2016-01-01,11.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,EU28,2017-01-01,10.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2005-01-01,7.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2006-01-01,7.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2007-01-01,7.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2008-01-01,7.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2009-01-01,9.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2010-01-01,9.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2011-01-01,8.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2012-01-01,8.6
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2013-01-01,9.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2014-01-01,10.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2015-01-01,10.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2016-01-01,9.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,FI,2017-01-01,9.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2005-01-01,11.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2006-01-01,11.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2007-01-01,10.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2008-01-01,10.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2009-01-01,12.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2010-01-01,12.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2011-01-01,12.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2012-01-01,12.5
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2013-01-01,11.2 b
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2014-01-01,11.2 b
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2015-01-01,12.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2016-01-01,11.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,FR,2017-01-01,11.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2005-01-01,16.7 b
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2006-01-01,14.2 b
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2007-01-01,12.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2008-01-01,11.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2009-01-01,13.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2010-01-01,15.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2011-01-01,16.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2012-01-01,16.6
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2013-01-01,19.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2014-01-01,19.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2015-01-01,18.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2016-01-01,16.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,HR,2017-01-01,15.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2005-01-01,12.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2006-01-01,12.4 b
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2007-01-01,11.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2008-01-01,11.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2009-01-01,13.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2010-01-01,12.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2011-01-01,13.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2012-01-01,14.8
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2013-01-01,15.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2014-01-01,13.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2015-01-01,11.6 b
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2016-01-01,11.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,HU,2017-01-01,11.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2005-01-01,10.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2006-01-01,10.1 b
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2007-01-01,9.5 b
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2008-01-01,13.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2009-01-01,18.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2010-01-01,19.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2011-01-01,19.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2012-01-01,19.2
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2013-01-01,16.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2014-01-01,15.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2015-01-01,14.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2016-01-01,12.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,IE,2017-01-01,10.9 b
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2005-01-01,4.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2006-01-01,4.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2007-01-01,4.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2008-01-01,4.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2009-01-01,7.7 b
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2010-01-01,7.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2011-01-01,6.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2012-01-01,5.9
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2013-01-01,5.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2014-01-01,5.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2015-01-01,4.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2016-01-01,4.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,IS,2017-01-01,3.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2005-01-01,17.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2006-01-01,16.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2007-01-01,16.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2008-01-01,16.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2009-01-01,17.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2010-01-01,19.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2011-01-01,19.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2012-01-01,21.0
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2013-01-01,22.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2014-01-01,22.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2015-01-01,21.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2016-01-01,19.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,IT,2017-01-01,20.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2005-01-01,8.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2006-01-01,8.3 b
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2007-01-01,7.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2008-01-01,8.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2009-01-01,12.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2010-01-01,13.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2011-01-01,11.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2012-01-01,11.2
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2013-01-01,11.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2014-01-01,9.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2015-01-01,9.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2016-01-01,9.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,LT,2017-01-01,9.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2005-01-01,5.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2006-01-01,6.7 b
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2007-01-01,5.7 b
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2008-01-01,6.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2009-01-01,5.8 b
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2010-01-01,5.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2011-01-01,4.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2012-01-01,5.9
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2013-01-01,5.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2014-01-01,6.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2015-01-01,6.2 b
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2016-01-01,5.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,LU,2017-01-01,5.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2005-01-01,10.6 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2006-01-01,11.5 b
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2007-01-01,11.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2008-01-01,11.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2009-01-01,17.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2010-01-01,17.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2011-01-01,16.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2012-01-01,14.9
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2013-01-01,13.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2014-01-01,12.0 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2015-01-01,10.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2016-01-01,11.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,LV,2017-01-01,10.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2005-01-01,: 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2006-01-01,: 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2007-01-01,: 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2008-01-01,: 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2009-01-01,: 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2010-01-01,: 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2011-01-01,18.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2012-01-01,17.8
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2013-01-01,18.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2014-01-01,17.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2015-01-01,19.1 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2016-01-01,18.4 
T,Y15-24,NO_FED_NFE,NEMP,PC,ME,2017-01-01,16.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2005-01-01,: 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2006-01-01,41.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2007-01-01,33.1 b
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2008-01-01,30.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2009-01-01,27.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2010-01-01,25.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2011-01-01,25.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2012-01-01,24.8
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2013-01-01,24.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2014-01-01,25.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2015-01-01,24.7 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2016-01-01,24.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,MK,2017-01-01,24.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2005-01-01,11.9 b
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2006-01-01,10.3 b
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2007-01-01,11.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2008-01-01,8.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2009-01-01,9.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2010-01-01,9.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2011-01-01,10.2 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2012-01-01,10.8
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2013-01-01,9.9 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2014-01-01,10.3 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2015-01-01,10.5 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2016-01-01,8.8 
T,Y15-24,NO_FED_NFE,NEMP,PC,MT,2017-01-01,8.6 b
T,Y15-24,NO_FED_NFE,NEMP,PC,NL,2005-01-01,5.3 
