stk_flow,sitc06,partner,unit,geotime,date,value
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2017-09-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2017-10-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2017-11-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2017-12-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2018-01-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2018-02-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2018-03-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2018-04-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2018-05-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2018-06-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2018-07-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EA19,2018-08-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2017-09-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2017-10-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2017-11-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2017-12-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2018-01-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2018-02-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2018-03-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2018-04-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2018-05-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2018-06-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2018-07-01,
IMP,SITC3,WRL_REST,PCH_M12_NSA,EU28,2018-08-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2017-09-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2017-10-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2017-11-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2017-12-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2018-01-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2018-02-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2018-03-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2018-04-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2018-05-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2018-06-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2018-07-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EA19,2018-08-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2017-09-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2017-10-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2017-11-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2017-12-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2018-01-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2018-02-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2018-03-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2018-04-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2018-05-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2018-06-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2018-07-01,
IMP,SITC3,WRL_REST,PCH_M1_SA,EU28,2018-08-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2017-09-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2017-10-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2017-11-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2017-12-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2018-01-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2018-02-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2018-03-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2018-04-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2018-05-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2018-06-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2018-07-01,
IMP,SITC3,WRL_REST,TVAL_SA,EA19,2018-08-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2017-09-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2017-10-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2017-11-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2017-12-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2018-01-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2018-02-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2018-03-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2018-04-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2018-05-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2018-06-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2018-07-01,
IMP,SITC3,WRL_REST,TVAL_SA,EU28,2018-08-01,
