indic_bt,nace_r2,unit,geotime,date,value
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2017-10-01,115.3
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2017-11-01,111.5
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2017-12-01,105.0
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2018-01-01,111.7
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2018-02-01,112.5
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2018-03-01,111.2
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2018-04-01,110.8
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2018-05-01,110.2
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2018-06-01,113.8
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2018-07-01,
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2018-08-01,
TOVV,G47_NFOOD_X_G473,I2015_SCA,AL,2018-09-01,
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2017-10-01,100.2
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2017-11-01,103.0
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2017-12-01,100.1
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2018-01-01,102.4
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2018-02-01,100.5
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2018-03-01,101.8
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2018-04-01,103.7
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2018-05-01,101.7
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2018-06-01,101.7
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2018-07-01,101.4
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2018-08-01,101.4
TOVV,G47_NFOOD_X_G473,I2015_SCA,AT,2018-09-01,
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2017-10-01,97.1
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2017-11-01,101.7
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2017-12-01,101.9
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2018-01-01,98.5
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2018-02-01,99.8
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2018-03-01,99.7
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2018-04-01,98.5
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2018-05-01,101.7
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2018-06-01,102.5
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2018-07-01,95.9
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2018-08-01,98.9
TOVV,G47_NFOOD_X_G473,I2015_SCA,BE,2018-09-01,
TOVV,G47_NFOOD_X_G473,I2015_SCA,BG,2017-10-01,118.0
TOVV,G47_NFOOD_X_G473,I2015_SCA,BG,2017-11-01,118.5
TOVV,G47_NFOOD_X_G473,I2015_SCA,BG,2017-12-01,119.0
