s_adj,sex,age,unit,geotime,date,value
SA,T,TOTAL,PC_ACT,FI,1995-01-01,15
SA,T,TOTAL,PC_ACT,FI,1995-04-01,14
SA,T,TOTAL,PC_ACT,FI,1995-07-01,15
SA,T,TOTAL,PC_ACT,FI,1995-10-01,15
SA,T,TOTAL,PC_ACT,FI,1996-01-01,14
SA,T,TOTAL,PC_ACT,FI,1996-04-01,14
SA,T,TOTAL,PC_ACT,FI,1996-07-01,14
SA,T,TOTAL,PC_ACT,FI,1996-10-01,14
SA,T,TOTAL,PC_ACT,FI,1997-01-01,13
SA,T,TOTAL,PC_ACT,FI,1997-04-01,13
SA,T,TOTAL,PC_ACT,FI,1997-07-01,12
SA,T,TOTAL,PC_ACT,FI,1997-10-01,12
SA,T,TOTAL,PC_ACT,FI,1998-01-01,11
SA,T,TOTAL,PC_ACT,FI,1998-04-01,11
SA,T,TOTAL,PC_ACT,FI,1998-07-01,11
SA,T,TOTAL,PC_ACT,FI,1998-10-01,10
SA,T,TOTAL,PC_ACT,FI,1999-01-01,10
SA,T,TOTAL,PC_ACT,FI,1999-04-01,10
SA,T,TOTAL,PC_ACT,FI,1999-07-01,10
SA,T,TOTAL,PC_ACT,FI,1999-10-01,10
SA,T,TOTAL,PC_ACT,FI,2000-01-01,
SA,T,TOTAL,PC_ACT,FI,2000-04-01,
SA,T,TOTAL,PC_ACT,FI,2000-07-01,
SA,T,TOTAL,PC_ACT,FI,2000-10-01,9
SA,T,TOTAL,PC_ACT,FI,2001-01-01,9
SA,T,TOTAL,PC_ACT,FI,2001-04-01,
SA,T,TOTAL,PC_ACT,FI,2001-07-01,9
SA,T,TOTAL,PC_ACT,FI,2001-10-01,
SA,T,TOTAL,PC_ACT,FI,2002-01-01,
SA,T,TOTAL,PC_ACT,FI,2002-04-01,
SA,T,TOTAL,PC_ACT,FI,2002-07-01,
SA,T,TOTAL,PC_ACT,FI,2002-10-01,9
SA,T,TOTAL,PC_ACT,FI,2003-01-01,
SA,T,TOTAL,PC_ACT,FI,2003-04-01,
SA,T,TOTAL,PC_ACT,FI,2003-07-01,
SA,T,TOTAL,PC_ACT,FI,2003-10-01,9
SA,T,TOTAL,PC_ACT,FI,2004-01-01,9
SA,T,TOTAL,PC_ACT,FI,2004-04-01,
SA,T,TOTAL,PC_ACT,FI,2004-07-01,
SA,T,TOTAL,PC_ACT,FI,2004-10-01,
SA,T,TOTAL,PC_ACT,FI,2005-01-01,8
SA,T,TOTAL,PC_ACT,FI,2005-04-01,
SA,T,TOTAL,PC_ACT,FI,2005-07-01,
SA,T,TOTAL,PC_ACT,FI,2005-10-01,
SA,T,TOTAL,PC_ACT,FI,2006-01-01,
SA,T,TOTAL,PC_ACT,FI,2006-04-01,
SA,T,TOTAL,PC_ACT,FI,2006-07-01,7
SA,T,TOTAL,PC_ACT,FI,2006-10-01,7
SA,T,TOTAL,PC_ACT,FI,2007-01-01,
SA,T,TOTAL,PC_ACT,FI,2007-04-01,
SA,T,TOTAL,PC_ACT,FI,2007-07-01,
SA,T,TOTAL,PC_ACT,FI,2007-10-01,
SA,T,TOTAL,PC_ACT,FI,2008-01-01,6
SA,T,TOTAL,PC_ACT,FI,2008-04-01,6
SA,T,TOTAL,PC_ACT,FI,2008-07-01,
SA,T,TOTAL,PC_ACT,FI,2008-10-01,
SA,T,TOTAL,PC_ACT,FI,2009-01-01,
SA,T,TOTAL,PC_ACT,FI,2009-04-01,
SA,T,TOTAL,PC_ACT,FI,2009-07-01,
SA,T,TOTAL,PC_ACT,FI,2009-10-01,8
SA,T,TOTAL,PC_ACT,FI,2010-01-01,
SA,T,TOTAL,PC_ACT,FI,2010-04-01,
SA,T,TOTAL,PC_ACT,FI,2010-07-01,
SA,T,TOTAL,PC_ACT,FI,2010-10-01,8
SA,T,TOTAL,PC_ACT,FI,2011-01-01,
SA,T,TOTAL,PC_ACT,FI,2011-04-01,
SA,T,TOTAL,PC_ACT,FI,2011-07-01,7
SA,T,TOTAL,PC_ACT,FI,2011-10-01,
SA,T,TOTAL,PC_ACT,FI,2012-01-01,
SA,T,TOTAL,PC_ACT,FI,2012-04-01,
SA,T,TOTAL,PC_ACT,FI,2012-07-01,
SA,T,TOTAL,PC_ACT,FI,2012-10-01,
SA,T,TOTAL,PC_ACT,FI,2013-01-01,
SA,T,TOTAL,PC_ACT,FI,2013-04-01,
SA,T,TOTAL,PC_ACT,FI,2013-07-01,
SA,T,TOTAL,PC_ACT,FI,2013-10-01,
SA,T,TOTAL,PC_ACT,FI,2014-01-01,
SA,T,TOTAL,PC_ACT,FI,2014-04-01,
SA,T,TOTAL,PC_ACT,FI,2014-07-01,
SA,T,TOTAL,PC_ACT,FI,2014-10-01,
SA,T,TOTAL,PC_ACT,FI,2015-01-01,
SA,T,TOTAL,PC_ACT,FI,2015-04-01,
SA,T,TOTAL,PC_ACT,FI,2015-07-01,
SA,T,TOTAL,PC_ACT,FI,2015-10-01,
SA,T,TOTAL,PC_ACT,FI,2016-01-01,
SA,T,TOTAL,PC_ACT,FI,2016-04-01,
SA,T,TOTAL,PC_ACT,FI,2016-07-01,
SA,T,TOTAL,PC_ACT,FI,2016-10-01,
SA,T,TOTAL,PC_ACT,FI,2017-01-01,8
SA,T,TOTAL,PC_ACT,FI,2017-04-01,
SA,T,TOTAL,PC_ACT,FI,2017-07-01,
SA,T,TOTAL,PC_ACT,FI,2017-10-01,
SA,T,TOTAL,PC_ACT,FI,2018-01-01,
SA,T,TOTAL,PC_ACT,FI,2018-04-01,
SA,T,TOTAL,PC_ACT,FI,2018-07-01,7
SA,T,TOTAL,PC_ACT,FR,1995-01-01,10
SA,T,TOTAL,PC_ACT,FR,1995-04-01,10
SA,T,TOTAL,PC_ACT,FR,1995-07-01,10
SA,T,TOTAL,PC_ACT,FR,1995-10-01,10
SA,T,TOTAL,PC_ACT,FR,1996-01-01,10
SA,T,TOTAL,PC_ACT,FR,1996-04-01,10
SA,T,TOTAL,PC_ACT,FR,1996-07-01,10
SA,T,TOTAL,PC_ACT,FR,1996-10-01,10
SA,T,TOTAL,PC_ACT,FR,1997-01-01,10
SA,T,TOTAL,PC_ACT,FR,1997-04-01,10
SA,T,TOTAL,PC_ACT,FR,1997-07-01,10
SA,T,TOTAL,PC_ACT,FR,1997-10-01,10
SA,T,TOTAL,PC_ACT,FR,1998-01-01,10
SA,T,TOTAL,PC_ACT,FR,1998-04-01,10
SA,T,TOTAL,PC_ACT,FR,1998-07-01,10
SA,T,TOTAL,PC_ACT,FR,1998-10-01,10
SA,T,TOTAL,PC_ACT,FR,1999-01-01,10
SA,T,TOTAL,PC_ACT,FR,1999-04-01,10
SA,T,TOTAL,PC_ACT,FR,1999-07-01,10
SA,T,TOTAL,PC_ACT,FR,1999-10-01,10
SA,T,TOTAL,PC_ACT,FR,2000-01-01,
SA,T,TOTAL,PC_ACT,FR,2000-04-01,
SA,T,TOTAL,PC_ACT,FR,2000-07-01,
SA,T,TOTAL,PC_ACT,FR,2000-10-01,8
SA,T,TOTAL,PC_ACT,FR,2001-01-01,8
SA,T,TOTAL,PC_ACT,FR,2001-04-01,
SA,T,TOTAL,PC_ACT,FR,2001-07-01,8
SA,T,TOTAL,PC_ACT,FR,2001-10-01,
SA,T,TOTAL,PC_ACT,FR,2002-01-01,
SA,T,TOTAL,PC_ACT,FR,2002-04-01,
SA,T,TOTAL,PC_ACT,FR,2002-07-01,
SA,T,TOTAL,PC_ACT,FR,2002-10-01,8
SA,T,TOTAL,PC_ACT,FR,2003-01-01,
SA,T,TOTAL,PC_ACT,FR,2003-04-01,
SA,T,TOTAL,PC_ACT,FR,2003-07-01,
SA,T,TOTAL,PC_ACT,FR,2003-10-01,8
SA,T,TOTAL,PC_ACT,FR,2004-01-01,8
SA,T,TOTAL,PC_ACT,FR,2004-04-01,
SA,T,TOTAL,PC_ACT,FR,2004-07-01,
SA,T,TOTAL,PC_ACT,FR,2004-10-01,
SA,T,TOTAL,PC_ACT,FR,2005-01-01,8
SA,T,TOTAL,PC_ACT,FR,2005-04-01,
SA,T,TOTAL,PC_ACT,FR,2005-07-01,
SA,T,TOTAL,PC_ACT,FR,2005-10-01,
SA,T,TOTAL,PC_ACT,FR,2006-01-01,
SA,T,TOTAL,PC_ACT,FR,2006-04-01,
SA,T,TOTAL,PC_ACT,FR,2006-07-01,8
SA,T,TOTAL,PC_ACT,FR,2006-10-01,8
SA,T,TOTAL,PC_ACT,FR,2007-01-01,
SA,T,TOTAL,PC_ACT,FR,2007-04-01,
SA,T,TOTAL,PC_ACT,FR,2007-07-01,
SA,T,TOTAL,PC_ACT,FR,2007-10-01,
SA,T,TOTAL,PC_ACT,FR,2008-01-01,7
SA,T,TOTAL,PC_ACT,FR,2008-04-01,7
SA,T,TOTAL,PC_ACT,FR,2008-07-01,
SA,T,TOTAL,PC_ACT,FR,2008-10-01,
SA,T,TOTAL,PC_ACT,FR,2009-01-01,
SA,T,TOTAL,PC_ACT,FR,2009-04-01,
SA,T,TOTAL,PC_ACT,FR,2009-07-01,
SA,T,TOTAL,PC_ACT,FR,2009-10-01,9
SA,T,TOTAL,PC_ACT,FR,2010-01-01,
SA,T,TOTAL,PC_ACT,FR,2010-04-01,
SA,T,TOTAL,PC_ACT,FR,2010-07-01,
SA,T,TOTAL,PC_ACT,FR,2010-10-01,9
SA,T,TOTAL,PC_ACT,FR,2011-01-01,
SA,T,TOTAL,PC_ACT,FR,2011-04-01,
SA,T,TOTAL,PC_ACT,FR,2011-07-01,9
SA,T,TOTAL,PC_ACT,FR,2011-10-01,
SA,T,TOTAL,PC_ACT,FR,2012-01-01,
SA,T,TOTAL,PC_ACT,FR,2012-04-01,
SA,T,TOTAL,PC_ACT,FR,2012-07-01,
SA,T,TOTAL,PC_ACT,FR,2012-10-01,
SA,T,TOTAL,PC_ACT,FR,2013-01-01,
SA,T,TOTAL,PC_ACT,FR,2013-04-01,
SA,T,TOTAL,PC_ACT,FR,2013-07-01,
SA,T,TOTAL,PC_ACT,FR,2013-10-01,
SA,T,TOTAL,PC_ACT,FR,2014-01-01,
SA,T,TOTAL,PC_ACT,FR,2014-04-01,
SA,T,TOTAL,PC_ACT,FR,2014-07-01,
SA,T,TOTAL,PC_ACT,FR,2014-10-01,
SA,T,TOTAL,PC_ACT,FR,2015-01-01,
SA,T,TOTAL,PC_ACT,FR,2015-04-01,
SA,T,TOTAL,PC_ACT,FR,2015-07-01,
SA,T,TOTAL,PC_ACT,FR,2015-10-01,
SA,T,TOTAL,PC_ACT,FR,2016-01-01,
SA,T,TOTAL,PC_ACT,FR,2016-04-01,
SA,T,TOTAL,PC_ACT,FR,2016-07-01,
SA,T,TOTAL,PC_ACT,FR,2016-10-01,
SA,T,TOTAL,PC_ACT,FR,2017-01-01,9
SA,T,TOTAL,PC_ACT,FR,2017-04-01,
SA,T,TOTAL,PC_ACT,FR,2017-07-01,
SA,T,TOTAL,PC_ACT,FR,2017-10-01,
SA,T,TOTAL,PC_ACT,FR,2018-01-01,
SA,T,TOTAL,PC_ACT,FR,2018-04-01,
SA,T,TOTAL,PC_ACT,FR,2018-07-01,
SA,T,TOTAL,PC_ACT,HR,1995-01-01,
SA,T,TOTAL,PC_ACT,HR,1995-04-01,
SA,T,TOTAL,PC_ACT,HR,1995-07-01,
SA,T,TOTAL,PC_ACT,HR,1995-10-01,
SA,T,TOTAL,PC_ACT,HR,1996-01-01,
SA,T,TOTAL,PC_ACT,HR,1996-04-01,
SA,T,TOTAL,PC_ACT,HR,1996-07-01,
SA,T,TOTAL,PC_ACT,HR,1996-10-01,
SA,T,TOTAL,PC_ACT,HR,1997-01-01,
SA,T,TOTAL,PC_ACT,HR,1997-04-01,
SA,T,TOTAL,PC_ACT,HR,1997-07-01,
SA,T,TOTAL,PC_ACT,HR,1997-10-01,
SA,T,TOTAL,PC_ACT,HR,1998-01-01,
SA,T,TOTAL,PC_ACT,HR,1998-04-01,
SA,T,TOTAL,PC_ACT,HR,1998-07-01,
SA,T,TOTAL,PC_ACT,HR,1998-10-01,
SA,T,TOTAL,PC_ACT,HR,1999-01-01,
SA,T,TOTAL,PC_ACT,HR,1999-04-01,
SA,T,TOTAL,PC_ACT,HR,1999-07-01,
SA,T,TOTAL,PC_ACT,HR,1999-10-01,
SA,T,TOTAL,PC_ACT,HR,2000-01-01,
SA,T,TOTAL,PC_ACT,HR,2000-04-01,
SA,T,TOTAL,PC_ACT,HR,2000-07-01,
SA,T,TOTAL,PC_ACT,HR,2000-10-01,16
SA,T,TOTAL,PC_ACT,HR,2001-01-01,16
SA,T,TOTAL,PC_ACT,HR,2001-04-01,
SA,T,TOTAL,PC_ACT,HR,2001-07-01,15
SA,T,TOTAL,PC_ACT,HR,2001-10-01,
SA,T,TOTAL,PC_ACT,HR,2002-01-01,
SA,T,TOTAL,PC_ACT,HR,2002-04-01,
SA,T,TOTAL,PC_ACT,HR,2002-07-01,
SA,T,TOTAL,PC_ACT,HR,2002-10-01,14
SA,T,TOTAL,PC_ACT,HR,2003-01-01,
SA,T,TOTAL,PC_ACT,HR,2003-04-01,
SA,T,TOTAL,PC_ACT,HR,2003-07-01,
SA,T,TOTAL,PC_ACT,HR,2003-10-01,14
SA,T,TOTAL,PC_ACT,HR,2004-01-01,14
SA,T,TOTAL,PC_ACT,HR,2004-04-01,
SA,T,TOTAL,PC_ACT,HR,2004-07-01,
SA,T,TOTAL,PC_ACT,HR,2004-10-01,
SA,T,TOTAL,PC_ACT,HR,2005-01-01,13
SA,T,TOTAL,PC_ACT,HR,2005-04-01,
SA,T,TOTAL,PC_ACT,HR,2005-07-01,
SA,T,TOTAL,PC_ACT,HR,2005-10-01,
SA,T,TOTAL,PC_ACT,HR,2006-01-01,
SA,T,TOTAL,PC_ACT,HR,2006-04-01,
SA,T,TOTAL,PC_ACT,HR,2006-07-01,11
SA,T,TOTAL,PC_ACT,HR,2006-10-01,11
SA,T,TOTAL,PC_ACT,HR,2007-01-01,
SA,T,TOTAL,PC_ACT,HR,2007-04-01,
SA,T,TOTAL,PC_ACT,HR,2007-07-01,
SA,T,TOTAL,PC_ACT,HR,2007-10-01,
SA,T,TOTAL,PC_ACT,HR,2008-01-01,9
SA,T,TOTAL,PC_ACT,HR,2008-04-01,8
SA,T,TOTAL,PC_ACT,HR,2008-07-01,
SA,T,TOTAL,PC_ACT,HR,2008-10-01,
SA,T,TOTAL,PC_ACT,HR,2009-01-01,
SA,T,TOTAL,PC_ACT,HR,2009-04-01,
SA,T,TOTAL,PC_ACT,HR,2009-07-01,
SA,T,TOTAL,PC_ACT,HR,2009-10-01,10
SA,T,TOTAL,PC_ACT,HR,2010-01-01,
SA,T,TOTAL,PC_ACT,HR,2010-04-01,
SA,T,TOTAL,PC_ACT,HR,2010-07-01,
SA,T,TOTAL,PC_ACT,HR,2010-10-01,12
SA,T,TOTAL,PC_ACT,HR,2011-01-01,
SA,T,TOTAL,PC_ACT,HR,2011-04-01,
SA,T,TOTAL,PC_ACT,HR,2011-07-01,14
SA,T,TOTAL,PC_ACT,HR,2011-10-01,
SA,T,TOTAL,PC_ACT,HR,2012-01-01,
SA,T,TOTAL,PC_ACT,HR,2012-04-01,
SA,T,TOTAL,PC_ACT,HR,2012-07-01,
SA,T,TOTAL,PC_ACT,HR,2012-10-01,
SA,T,TOTAL,PC_ACT,HR,2013-01-01,
SA,T,TOTAL,PC_ACT,HR,2013-04-01,
SA,T,TOTAL,PC_ACT,HR,2013-07-01,
SA,T,TOTAL,PC_ACT,HR,2013-10-01,
SA,T,TOTAL,PC_ACT,HR,2014-01-01,
SA,T,TOTAL,PC_ACT,HR,2014-04-01,
SA,T,TOTAL,PC_ACT,HR,2014-07-01,
SA,T,TOTAL,PC_ACT,HR,2014-10-01,
SA,T,TOTAL,PC_ACT,HR,2015-01-01,
SA,T,TOTAL,PC_ACT,HR,2015-04-01,
SA,T,TOTAL,PC_ACT,HR,2015-07-01,
SA,T,TOTAL,PC_ACT,HR,2015-10-01,
SA,T,TOTAL,PC_ACT,HR,2016-01-01,
SA,T,TOTAL,PC_ACT,HR,2016-04-01,
SA,T,TOTAL,PC_ACT,HR,2016-07-01,
SA,T,TOTAL,PC_ACT,HR,2016-10-01,
SA,T,TOTAL,PC_ACT,HR,2017-01-01,12
SA,T,TOTAL,PC_ACT,HR,2017-04-01,
SA,T,TOTAL,PC_ACT,HR,2017-07-01,
SA,T,TOTAL,PC_ACT,HR,2017-10-01,
SA,T,TOTAL,PC_ACT,HR,2018-01-01,
SA,T,TOTAL,PC_ACT,HR,2018-04-01,
SA,T,TOTAL,PC_ACT,HR,2018-07-01,
SA,T,TOTAL,PC_ACT,HU,1995-01-01,
SA,T,TOTAL,PC_ACT,HU,1995-04-01,
SA,T,TOTAL,PC_ACT,HU,1995-07-01,
SA,T,TOTAL,PC_ACT,HU,1995-10-01,
SA,T,TOTAL,PC_ACT,HU,1996-01-01,10
SA,T,TOTAL,PC_ACT,HU,1996-04-01,10
SA,T,TOTAL,PC_ACT,HU,1996-07-01,9
SA,T,TOTAL,PC_ACT,HU,1996-10-01,9
SA,T,TOTAL,PC_ACT,HU,1997-01-01,9
SA,T,TOTAL,PC_ACT,HU,1997-04-01,9
SA,T,TOTAL,PC_ACT,HU,1997-07-01,9
SA,T,TOTAL,PC_ACT,HU,1997-10-01,9
SA,T,TOTAL,PC_ACT,HU,1998-01-01,9
SA,T,TOTAL,PC_ACT,HU,1998-04-01,8
SA,T,TOTAL,PC_ACT,HU,1998-07-01,8
SA,T,TOTAL,PC_ACT,HU,1998-10-01,8
SA,T,TOTAL,PC_ACT,HU,1999-01-01,7
SA,T,TOTAL,PC_ACT,HU,1999-04-01,6
SA,T,TOTAL,PC_ACT,HU,1999-07-01,6
SA,T,TOTAL,PC_ACT,HU,1999-10-01,6
SA,T,TOTAL,PC_ACT,HU,2000-01-01,
SA,T,TOTAL,PC_ACT,HU,2000-04-01,
SA,T,TOTAL,PC_ACT,HU,2000-07-01,
SA,T,TOTAL,PC_ACT,HU,2000-10-01,5
SA,T,TOTAL,PC_ACT,HU,2001-01-01,5
SA,T,TOTAL,PC_ACT,HU,2001-04-01,
SA,T,TOTAL,PC_ACT,HU,2001-07-01,5
SA,T,TOTAL,PC_ACT,HU,2001-10-01,
SA,T,TOTAL,PC_ACT,HU,2002-01-01,
SA,T,TOTAL,PC_ACT,HU,2002-04-01,
SA,T,TOTAL,PC_ACT,HU,2002-07-01,
SA,T,TOTAL,PC_ACT,HU,2002-10-01,5
SA,T,TOTAL,PC_ACT,HU,2003-01-01,
SA,T,TOTAL,PC_ACT,HU,2003-04-01,
SA,T,TOTAL,PC_ACT,HU,2003-07-01,
SA,T,TOTAL,PC_ACT,HU,2003-10-01,5
SA,T,TOTAL,PC_ACT,HU,2004-01-01,5
SA,T,TOTAL,PC_ACT,HU,2004-04-01,
SA,T,TOTAL,PC_ACT,HU,2004-07-01,
SA,T,TOTAL,PC_ACT,HU,2004-10-01,
SA,T,TOTAL,PC_ACT,HU,2005-01-01,6
SA,T,TOTAL,PC_ACT,HU,2005-04-01,
SA,T,TOTAL,PC_ACT,HU,2005-07-01,
SA,T,TOTAL,PC_ACT,HU,2005-10-01,
SA,T,TOTAL,PC_ACT,HU,2006-01-01,
SA,T,TOTAL,PC_ACT,HU,2006-04-01,
SA,T,TOTAL,PC_ACT,HU,2006-07-01,7
SA,T,TOTAL,PC_ACT,HU,2006-10-01,7
SA,T,TOTAL,PC_ACT,HU,2007-01-01,
SA,T,TOTAL,PC_ACT,HU,2007-04-01,
SA,T,TOTAL,PC_ACT,HU,2007-07-01,
SA,T,TOTAL,PC_ACT,HU,2007-10-01,
SA,T,TOTAL,PC_ACT,HU,2008-01-01,7
SA,T,TOTAL,PC_ACT,HU,2008-04-01,7
SA,T,TOTAL,PC_ACT,HU,2008-07-01,
SA,T,TOTAL,PC_ACT,HU,2008-10-01,
SA,T,TOTAL,PC_ACT,HU,2009-01-01,
SA,T,TOTAL,PC_ACT,HU,2009-04-01,
SA,T,TOTAL,PC_ACT,HU,2009-07-01,
SA,T,TOTAL,PC_ACT,HU,2009-10-01,10
SA,T,TOTAL,PC_ACT,HU,2010-01-01,
SA,T,TOTAL,PC_ACT,HU,2010-04-01,
SA,T,TOTAL,PC_ACT,HU,2010-07-01,
SA,T,TOTAL,PC_ACT,HU,2010-10-01,11
SA,T,TOTAL,PC_ACT,HU,2011-01-01,
SA,T,TOTAL,PC_ACT,HU,2011-04-01,
SA,T,TOTAL,PC_ACT,HU,2011-07-01,11
SA,T,TOTAL,PC_ACT,HU,2011-10-01,
SA,T,TOTAL,PC_ACT,HU,2012-01-01,
SA,T,TOTAL,PC_ACT,HU,2012-04-01,
SA,T,TOTAL,PC_ACT,HU,2012-07-01,
SA,T,TOTAL,PC_ACT,HU,2012-10-01,
SA,T,TOTAL,PC_ACT,HU,2013-01-01,
SA,T,TOTAL,PC_ACT,HU,2013-04-01,
SA,T,TOTAL,PC_ACT,HU,2013-07-01,
SA,T,TOTAL,PC_ACT,HU,2013-10-01,
SA,T,TOTAL,PC_ACT,HU,2014-01-01,
SA,T,TOTAL,PC_ACT,HU,2014-04-01,
SA,T,TOTAL,PC_ACT,HU,2014-07-01,
SA,T,TOTAL,PC_ACT,HU,2014-10-01,
SA,T,TOTAL,PC_ACT,HU,2015-01-01,
SA,T,TOTAL,PC_ACT,HU,2015-04-01,
SA,T,TOTAL,PC_ACT,HU,2015-07-01,
SA,T,TOTAL,PC_ACT,HU,2015-10-01,
SA,T,TOTAL,PC_ACT,HU,2016-01-01,
SA,T,TOTAL,PC_ACT,HU,2016-04-01,
SA,T,TOTAL,PC_ACT,HU,2016-07-01,
SA,T,TOTAL,PC_ACT,HU,2016-10-01,
SA,T,TOTAL,PC_ACT,HU,2017-01-01,4
SA,T,TOTAL,PC_ACT,HU,2017-04-01,
SA,T,TOTAL,PC_ACT,HU,2017-07-01,
SA,T,TOTAL,PC_ACT,HU,2017-10-01,
SA,T,TOTAL,PC_ACT,HU,2018-01-01,
SA,T,TOTAL,PC_ACT,HU,2018-04-01,
SA,T,TOTAL,PC_ACT,HU,2018-07-01,
SA,T,TOTAL,PC_ACT,IE,1995-01-01,12
SA,T,TOTAL,PC_ACT,IE,1995-04-01,12
SA,T,TOTAL,PC_ACT,IE,1995-07-01,12
SA,T,TOTAL,PC_ACT,IE,1995-10-01,12
SA,T,TOTAL,PC_ACT,IE,1996-01-01,12
SA,T,TOTAL,PC_ACT,IE,1996-04-01,11
SA,T,TOTAL,PC_ACT,IE,1996-07-01,11
SA,T,TOTAL,PC_ACT,IE,1996-10-01,11
SA,T,TOTAL,PC_ACT,IE,1997-01-01,10
SA,T,TOTAL,PC_ACT,IE,1997-04-01,10
SA,T,TOTAL,PC_ACT,IE,1997-07-01,9
SA,T,TOTAL,PC_ACT,IE,1997-10-01,9
SA,T,TOTAL,PC_ACT,IE,1998-01-01,8
SA,T,TOTAL,PC_ACT,IE,1998-04-01,7
SA,T,TOTAL,PC_ACT,IE,1998-07-01,7
SA,T,TOTAL,PC_ACT,IE,1998-10-01,6
SA,T,TOTAL,PC_ACT,IE,1999-01-01,6
SA,T,TOTAL,PC_ACT,IE,1999-04-01,6
SA,T,TOTAL,PC_ACT,IE,1999-07-01,5
SA,T,TOTAL,PC_ACT,IE,1999-10-01,5
SA,T,TOTAL,PC_ACT,IE,2000-01-01,
SA,T,TOTAL,PC_ACT,IE,2000-04-01,
SA,T,TOTAL,PC_ACT,IE,2000-07-01,
SA,T,TOTAL,PC_ACT,IE,2000-10-01,4
SA,T,TOTAL,PC_ACT,IE,2001-01-01,4
SA,T,TOTAL,PC_ACT,IE,2001-04-01,
SA,T,TOTAL,PC_ACT,IE,2001-07-01,4
SA,T,TOTAL,PC_ACT,IE,2001-10-01,
SA,T,TOTAL,PC_ACT,IE,2002-01-01,
SA,T,TOTAL,PC_ACT,IE,2002-04-01,
SA,T,TOTAL,PC_ACT,IE,2002-07-01,
SA,T,TOTAL,PC_ACT,IE,2002-10-01,5
SA,T,TOTAL,PC_ACT,IE,2003-01-01,
SA,T,TOTAL,PC_ACT,IE,2003-04-01,
SA,T,TOTAL,PC_ACT,IE,2003-07-01,
SA,T,TOTAL,PC_ACT,IE,2003-10-01,4
SA,T,TOTAL,PC_ACT,IE,2004-01-01,5
SA,T,TOTAL,PC_ACT,IE,2004-04-01,
SA,T,TOTAL,PC_ACT,IE,2004-07-01,
SA,T,TOTAL,PC_ACT,IE,2004-10-01,
SA,T,TOTAL,PC_ACT,IE,2005-01-01,4
SA,T,TOTAL,PC_ACT,IE,2005-04-01,
SA,T,TOTAL,PC_ACT,IE,2005-07-01,
SA,T,TOTAL,PC_ACT,IE,2005-10-01,
SA,T,TOTAL,PC_ACT,IE,2006-01-01,
SA,T,TOTAL,PC_ACT,IE,2006-04-01,
SA,T,TOTAL,PC_ACT,IE,2006-07-01,5
SA,T,TOTAL,PC_ACT,IE,2006-10-01,4
SA,T,TOTAL,PC_ACT,IE,2007-01-01,
SA,T,TOTAL,PC_ACT,IE,2007-04-01,
SA,T,TOTAL,PC_ACT,IE,2007-07-01,
SA,T,TOTAL,PC_ACT,IE,2007-10-01,
SA,T,TOTAL,PC_ACT,IE,2008-01-01,5
SA,T,TOTAL,PC_ACT,IE,2008-04-01,5
SA,T,TOTAL,PC_ACT,IE,2008-07-01,
SA,T,TOTAL,PC_ACT,IE,2008-10-01,
SA,T,TOTAL,PC_ACT,IE,2009-01-01,
SA,T,TOTAL,PC_ACT,IE,2009-04-01,
SA,T,TOTAL,PC_ACT,IE,2009-07-01,
SA,T,TOTAL,PC_ACT,IE,2009-10-01,13
SA,T,TOTAL,PC_ACT,IE,2010-01-01,
SA,T,TOTAL,PC_ACT,IE,2010-04-01,
SA,T,TOTAL,PC_ACT,IE,2010-07-01,
SA,T,TOTAL,PC_ACT,IE,2010-10-01,15
SA,T,TOTAL,PC_ACT,IE,2011-01-01,
SA,T,TOTAL,PC_ACT,IE,2011-04-01,
SA,T,TOTAL,PC_ACT,IE,2011-07-01,15
SA,T,TOTAL,PC_ACT,IE,2011-10-01,
SA,T,TOTAL,PC_ACT,IE,2012-01-01,
SA,T,TOTAL,PC_ACT,IE,2012-04-01,
SA,T,TOTAL,PC_ACT,IE,2012-07-01,
SA,T,TOTAL,PC_ACT,IE,2012-10-01,
SA,T,TOTAL,PC_ACT,IE,2013-01-01,
SA,T,TOTAL,PC_ACT,IE,2013-04-01,
SA,T,TOTAL,PC_ACT,IE,2013-07-01,
SA,T,TOTAL,PC_ACT,IE,2013-10-01,
SA,T,TOTAL,PC_ACT,IE,2014-01-01,
SA,T,TOTAL,PC_ACT,IE,2014-04-01,
SA,T,TOTAL,PC_ACT,IE,2014-07-01,
SA,T,TOTAL,PC_ACT,IE,2014-10-01,
SA,T,TOTAL,PC_ACT,IE,2015-01-01,
SA,T,TOTAL,PC_ACT,IE,2015-04-01,
SA,T,TOTAL,PC_ACT,IE,2015-07-01,
SA,T,TOTAL,PC_ACT,IE,2015-10-01,
SA,T,TOTAL,PC_ACT,IE,2016-01-01,
SA,T,TOTAL,PC_ACT,IE,2016-04-01,
SA,T,TOTAL,PC_ACT,IE,2016-07-01,
SA,T,TOTAL,PC_ACT,IE,2016-10-01,
SA,T,TOTAL,PC_ACT,IE,2017-01-01,7
SA,T,TOTAL,PC_ACT,IE,2017-04-01,
SA,T,TOTAL,PC_ACT,IE,2017-07-01,
SA,T,TOTAL,PC_ACT,IE,2017-10-01,
SA,T,TOTAL,PC_ACT,IE,2018-01-01,
SA,T,TOTAL,PC_ACT,IE,2018-04-01,
SA,T,TOTAL,PC_ACT,IE,2018-07-01,5
SA,T,TOTAL,PC_ACT,IT,1995-01-01,11
