na_item,s_adj,unit,geotime,date,value
B1GQ,SCA,PD10_EUR,AT,2015-07-01,110
B1GQ,SCA,PD10_EUR,AT,2015-10-01,111
B1GQ,SCA,PD10_EUR,AT,2016-01-01,111
B1GQ,SCA,PD10_EUR,AT,2016-04-01,111
B1GQ,SCA,PD10_EUR,AT,2016-07-01,111
B1GQ,SCA,PD10_EUR,AT,2016-10-01,112
B1GQ,SCA,PD10_EUR,AT,2017-01-01,112
B1GQ,SCA,PD10_EUR,AT,2017-04-01,113
B1GQ,SCA,PD10_EUR,AT,2017-07-01,113
B1GQ,SCA,PD10_EUR,AT,2017-10-01,113
B1GQ,SCA,PD10_EUR,AT,2018-01-01,114
B1GQ,SCA,PD10_EUR,AT,2018-04-01,114
B1GQ,SCA,PD10_EUR,BE,2015-07-01,107
B1GQ,SCA,PD10_EUR,BE,2015-10-01,107
B1GQ,SCA,PD10_EUR,BE,2016-01-01,107
B1GQ,SCA,PD10_EUR,BE,2016-04-01,108
B1GQ,SCA,PD10_EUR,BE,2016-07-01,109
B1GQ,SCA,PD10_EUR,BE,2016-10-01,109
B1GQ,SCA,PD10_EUR,BE,2017-01-01,109
B1GQ,SCA,PD10_EUR,BE,2017-04-01,110
B1GQ,SCA,PD10_EUR,BE,2017-07-01,110
B1GQ,SCA,PD10_EUR,BE,2017-10-01,110
B1GQ,SCA,PD10_EUR,BE,2018-01-01,111
B1GQ,SCA,PD10_EUR,BE,2018-04-01,111
B1GQ,SCA,PD10_EUR,BG,2015-07-01,108
B1GQ,SCA,PD10_EUR,BG,2015-10-01,110
B1GQ,SCA,PD10_EUR,BG,2016-01-01,112
B1GQ,SCA,PD10_EUR,BG,2016-04-01,110
B1GQ,SCA,PD10_EUR,BG,2016-07-01,112
B1GQ,SCA,PD10_EUR,BG,2016-10-01,113
B1GQ,SCA,PD10_EUR,BG,2017-01-01,114
B1GQ,SCA,PD10_EUR,BG,2017-04-01,115
B1GQ,SCA,PD10_EUR,BG,2017-07-01,116
B1GQ,SCA,PD10_EUR,BG,2017-10-01,117
B1GQ,SCA,PD10_EUR,BG,2018-01-01,117
B1GQ,SCA,PD10_EUR,BG,2018-04-01,119
B1GQ,SCA,PD10_EUR,CH,2015-07-01,127
B1GQ,SCA,PD10_EUR,CH,2015-10-01,125
B1GQ,SCA,PD10_EUR,CH,2016-01-01,123
B1GQ,SCA,PD10_EUR,CH,2016-04-01,123
B1GQ,SCA,PD10_EUR,CH,2016-07-01,124
B1GQ,SCA,PD10_EUR,CH,2016-10-01,125
B1GQ,SCA,PD10_EUR,CH,2017-01-01,126
B1GQ,SCA,PD10_EUR,CH,2017-04-01,124
B1GQ,SCA,PD10_EUR,CH,2017-07-01,119
B1GQ,SCA,PD10_EUR,CH,2017-10-01,116
B1GQ,SCA,PD10_EUR,CH,2018-01-01,116
B1GQ,SCA,PD10_EUR,CH,2018-04-01,115
B1GQ,SCA,PD10_EUR,CY,2015-07-01,99
B1GQ,SCA,PD10_EUR,CY,2015-10-01,99
B1GQ,SCA,PD10_EUR,CY,2016-01-01,98
B1GQ,SCA,PD10_EUR,CY,2016-04-01,98
B1GQ,SCA,PD10_EUR,CY,2016-07-01,99
B1GQ,SCA,PD10_EUR,CY,2016-10-01,99
B1GQ,SCA,PD10_EUR,CY,2017-01-01,100
B1GQ,SCA,PD10_EUR,CY,2017-04-01,100
B1GQ,SCA,PD10_EUR,CY,2017-07-01,100
B1GQ,SCA,PD10_EUR,CY,2017-10-01,101
B1GQ,SCA,PD10_EUR,CY,2018-01-01,101
B1GQ,SCA,PD10_EUR,CY,2018-04-01,102
B1GQ,SCA,PD10_EUR,CZ,2015-07-01,99
B1GQ,SCA,PD10_EUR,CZ,2015-10-01,99
B1GQ,SCA,PD10_EUR,CZ,2016-01-01,100
B1GQ,SCA,PD10_EUR,CZ,2016-04-01,100
B1GQ,SCA,PD10_EUR,CZ,2016-07-01,101
B1GQ,SCA,PD10_EUR,CZ,2016-10-01,101
B1GQ,SCA,PD10_EUR,CZ,2017-01-01,101
B1GQ,SCA,PD10_EUR,CZ,2017-04-01,103
B1GQ,SCA,PD10_EUR,CZ,2017-07-01,106
B1GQ,SCA,PD10_EUR,CZ,2017-10-01,109
B1GQ,SCA,PD10_EUR,CZ,2018-01-01,110
B1GQ,SCA,PD10_EUR,CZ,2018-04-01,110
B1GQ,SCA,PD10_EUR,DE,2015-07-01,108
B1GQ,SCA,PD10_EUR,DE,2015-10-01,109
B1GQ,SCA,PD10_EUR,DE,2016-01-01,109
B1GQ,SCA,PD10_EUR,DE,2016-04-01,109
B1GQ,SCA,PD10_EUR,DE,2016-07-01,110
B1GQ,SCA,PD10_EUR,DE,2016-10-01,110
B1GQ,SCA,PD10_EUR,DE,2017-01-01,110
B1GQ,SCA,PD10_EUR,DE,2017-04-01,111
B1GQ,SCA,PD10_EUR,DE,2017-07-01,112
B1GQ,SCA,PD10_EUR,DE,2017-10-01,112
B1GQ,SCA,PD10_EUR,DE,2018-01-01,112
B1GQ,SCA,PD10_EUR,DE,2018-04-01,113
B1GQ,SCA,PD10_EUR,DK,2015-07-01,105
B1GQ,SCA,PD10_EUR,DK,2015-10-01,105
B1GQ,SCA,PD10_EUR,DK,2016-01-01,105
B1GQ,SCA,PD10_EUR,DK,2016-04-01,105
B1GQ,SCA,PD10_EUR,DK,2016-07-01,105
B1GQ,SCA,PD10_EUR,DK,2016-10-01,106
B1GQ,SCA,PD10_EUR,DK,2017-01-01,106
B1GQ,SCA,PD10_EUR,DK,2017-04-01,107
B1GQ,SCA,PD10_EUR,DK,2017-07-01,107
B1GQ,SCA,PD10_EUR,DK,2017-10-01,108
B1GQ,SCA,PD10_EUR,DK,2018-01-01,107
B1GQ,SCA,PD10_EUR,DK,2018-04-01,107
B1GQ,SCA,PD10_EUR,EA,2015-07-01,106
B1GQ,SCA,PD10_EUR,EA,2015-10-01,106
B1GQ,SCA,PD10_EUR,EA,2016-01-01,106
B1GQ,SCA,PD10_EUR,EA,2016-04-01,106
B1GQ,SCA,PD10_EUR,EA,2016-07-01,106
B1GQ,SCA,PD10_EUR,EA,2016-10-01,107
B1GQ,SCA,PD10_EUR,EA,2017-01-01,107
B1GQ,SCA,PD10_EUR,EA,2017-04-01,107
B1GQ,SCA,PD10_EUR,EA,2017-07-01,108
B1GQ,SCA,PD10_EUR,EA,2017-10-01,108
B1GQ,SCA,PD10_EUR,EA,2018-01-01,108
B1GQ,SCA,PD10_EUR,EA,2018-04-01,109
B1GQ,SCA,PD10_EUR,EA19,2015-07-01,106
B1GQ,SCA,PD10_EUR,EA19,2015-10-01,106
B1GQ,SCA,PD10_EUR,EA19,2016-01-01,106
B1GQ,SCA,PD10_EUR,EA19,2016-04-01,106
B1GQ,SCA,PD10_EUR,EA19,2016-07-01,106
B1GQ,SCA,PD10_EUR,EA19,2016-10-01,107
B1GQ,SCA,PD10_EUR,EA19,2017-01-01,107
B1GQ,SCA,PD10_EUR,EA19,2017-04-01,107
B1GQ,SCA,PD10_EUR,EA19,2017-07-01,108
B1GQ,SCA,PD10_EUR,EA19,2017-10-01,108
B1GQ,SCA,PD10_EUR,EA19,2018-01-01,108
B1GQ,SCA,PD10_EUR,EA19,2018-04-01,109
B1GQ,SCA,PD10_EUR,EE,2015-07-01,117
B1GQ,SCA,PD10_EUR,EE,2015-10-01,117
B1GQ,SCA,PD10_EUR,EE,2016-01-01,117
B1GQ,SCA,PD10_EUR,EE,2016-04-01,117
B1GQ,SCA,PD10_EUR,EE,2016-07-01,118
B1GQ,SCA,PD10_EUR,EE,2016-10-01,120
B1GQ,SCA,PD10_EUR,EE,2017-01-01,121
B1GQ,SCA,PD10_EUR,EE,2017-04-01,122
B1GQ,SCA,PD10_EUR,EE,2017-07-01,124
B1GQ,SCA,PD10_EUR,EE,2017-10-01,124
B1GQ,SCA,PD10_EUR,EE,2018-01-01,126
B1GQ,SCA,PD10_EUR,EE,2018-04-01,127
B1GQ,SCA,PD10_EUR,EL,2015-07-01,95
B1GQ,SCA,PD10_EUR,EL,2015-10-01,94
B1GQ,SCA,PD10_EUR,EL,2016-01-01,94
B1GQ,SCA,PD10_EUR,EL,2016-04-01,94
B1GQ,SCA,PD10_EUR,EL,2016-07-01,94
B1GQ,SCA,PD10_EUR,EL,2016-10-01,94
B1GQ,SCA,PD10_EUR,EL,2017-01-01,94
B1GQ,SCA,PD10_EUR,EL,2017-04-01,94
B1GQ,SCA,PD10_EUR,EL,2017-07-01,94
B1GQ,SCA,PD10_EUR,EL,2017-10-01,94
B1GQ,SCA,PD10_EUR,EL,2018-01-01,95
B1GQ,SCA,PD10_EUR,EL,2018-04-01,95
B1GQ,SCA,PD10_EUR,ES,2015-07-01,100
B1GQ,SCA,PD10_EUR,ES,2015-10-01,100
B1GQ,SCA,PD10_EUR,ES,2016-01-01,100
B1GQ,SCA,PD10_EUR,ES,2016-04-01,100
B1GQ,SCA,PD10_EUR,ES,2016-07-01,101
B1GQ,SCA,PD10_EUR,ES,2016-10-01,101
B1GQ,SCA,PD10_EUR,ES,2017-01-01,101
B1GQ,SCA,PD10_EUR,ES,2017-04-01,102
B1GQ,SCA,PD10_EUR,ES,2017-07-01,102
B1GQ,SCA,PD10_EUR,ES,2017-10-01,103
B1GQ,SCA,PD10_EUR,ES,2018-01-01,102
B1GQ,SCA,PD10_EUR,ES,2018-04-01,103
B1GQ,SCA,PD10_EUR,EU28,2015-07-01,109
B1GQ,SCA,PD10_EUR,EU28,2015-10-01,109
B1GQ,SCA,PD10_EUR,EU28,2016-01-01,108
B1GQ,SCA,PD10_EUR,EU28,2016-04-01,108
B1GQ,SCA,PD10_EUR,EU28,2016-07-01,107
B1GQ,SCA,PD10_EUR,EU28,2016-10-01,107
B1GQ,SCA,PD10_EUR,EU28,2017-01-01,107
B1GQ,SCA,PD10_EUR,EU28,2017-04-01,108
B1GQ,SCA,PD10_EUR,EU28,2017-07-01,108
B1GQ,SCA,PD10_EUR,EU28,2017-10-01,108
B1GQ,SCA,PD10_EUR,EU28,2018-01-01,109
B1GQ,SCA,PD10_EUR,EU28,2018-04-01,109
B1GQ,SCA,PD10_EUR,FI,2015-07-01,112
B1GQ,SCA,PD10_EUR,FI,2015-10-01,112
