unit,co_nco,na_item,finpos,sector,geo\time,date,value
MIO_NAC,CO,F4,LIAB,S11,AT,1995-01-01,: 
MIO_NAC,CO,F4,LIAB,S11,AT,1996-01-01,7726.7 
MIO_NAC,CO,F4,LIAB,S11,AT,1997-01-01,4921.2 
MIO_NAC,CO,F4,LIAB,S11,AT,1998-01-01,8346.3 
MIO_NAC,CO,F4,LIAB,S11,AT,1999-01-01,14549.5 
MIO_NAC,CO,F4,LIAB,S11,AT,2000-01-01,16957.1 
MIO_NAC,CO,F4,LIAB,S11,AT,2001-01-01,11728.3 
MIO_NAC,CO,F4,LIAB,S11,AT,2002-01-01,5846.0 
MIO_NAC,CO,F4,LIAB,S11,AT,2003-01-01,6247.2 
MIO_NAC,CO,F4,LIAB,S11,AT,2004-01-01,-548.5 
MIO_NAC,CO,F4,LIAB,S11,AT,2005-01-01,6529.8 
MIO_NAC,CO,F4,LIAB,S11,AT,2006-01-01,6425.8 
MIO_NAC,CO,F4,LIAB,S11,AT,2007-01-01,12503.5 
MIO_NAC,CO,F4,LIAB,S11,AT,2008-01-01,11632.0 
MIO_NAC,CO,F4,LIAB,S11,AT,2009-01-01,-1299.1 
MIO_NAC,CO,F4,LIAB,S11,AT,2010-01-01,-972.6 
MIO_NAC,CO,F4,LIAB,S11,AT,2011-01-01,2198.1 
MIO_NAC,CO,F4,LIAB,S11,AT,2012-01-01,685.7
MIO_NAC,CO,F4,LIAB,S11,AT,2013-01-01,-423.1
MIO_NAC,CO,F4,LIAB,S11,AT,2014-01-01,1787.6
MIO_NAC,CO,F4,LIAB,S11,AT,2015-01-01,3781.4
MIO_NAC,CO,F4,LIAB,S11,AT,2016-01-01,7815.6
MIO_NAC,CO,F4,LIAB,S11,AT,2017-01-01,12098.1 
MIO_NAC,CO,F4,LIAB,S11,BE,1995-01-01,4957.6 
MIO_NAC,CO,F4,LIAB,S11,BE,1996-01-01,7208.0 
MIO_NAC,CO,F4,LIAB,S11,BE,1997-01-01,10961.7 
MIO_NAC,CO,F4,LIAB,S11,BE,1998-01-01,16604.6 
MIO_NAC,CO,F4,LIAB,S11,BE,1999-01-01,17636.9 
MIO_NAC,CO,F4,LIAB,S11,BE,2000-01-01,17860.2 
MIO_NAC,CO,F4,LIAB,S11,BE,2001-01-01,6257.7 
MIO_NAC,CO,F4,LIAB,S11,BE,2002-01-01,9695.2 
