,coicop,unit,geo\time,date,value
557,CP07,PCH_M1,DE,2018-02-01,0.1 
558,CP07,PCH_M1,DE,2018-03-01,-0.3 
559,CP07,PCH_M1,DE,2018-04-01,0.9 
560,CP07,PCH_M1,DE,2018-05-01,1.3 
561,CP07,PCH_M1,DE,2018-06-01,0.5 
562,CP07,PCH_M1,DE,2018-07-01,0.4 
563,CP07,PCH_M1,DE,2018-08-01,0.3 
564,CP07,PCH_M1,DE,2018-09-01,0.7 
565,CP07,PCH_M1,DK,2017-10-01,-0.3 
566,CP07,PCH_M1,DK,2017-11-01,-0.4 
567,CP07,PCH_M1,DK,2017-12-01,0.3 
568,CP07,PCH_M1,DK,2018-01-01,-0.3 
569,CP07,PCH_M1,DK,2018-02-01,0.2 
570,CP07,PCH_M1,DK,2018-03-01,-0.1 
571,CP07,PCH_M1,DK,2018-04-01,0.8 
572,CP07,PCH_M1,DK,2018-05-01,1.5 
573,CP07,PCH_M1,DK,2018-06-01,0.1 
574,CP07,PCH_M1,DK,2018-07-01,1.0 
575,CP07,PCH_M1,DK,2018-08-01,-0.2 
576,CP07,PCH_M1,DK,2018-09-01,-0.7 
577,CP07,PCH_M1,EA,2017-10-01,-0.1 
578,CP07,PCH_M1,EA,2017-11-01,0.4 
579,CP07,PCH_M1,EA,2017-12-01,0.7 
580,CP07,PCH_M1,EA,2018-01-01,0.0 
581,CP07,PCH_M1,EA,2018-02-01,0.3 
582,CP07,PCH_M1,EA,2018-03-01,0.0 
583,CP07,PCH_M1,EA,2018-04-01,1.0 
584,CP07,PCH_M1,EA,2018-05-01,1.1 
585,CP07,PCH_M1,EA,2018-06-01,0.7 
586,CP07,PCH_M1,EA,2018-07-01,0.6 
587,CP07,PCH_M1,EA,2018-08-01,0.6 
588,CP07,PCH_M1,EA,2018-09-01,-0.8 
589,CP07,PCH_M1,EA18,2017-10-01,0.0 
590,CP07,PCH_M1,EA18,2017-11-01,0.4 
591,CP07,PCH_M1,EA18,2017-12-01,0.7 
592,CP07,PCH_M1,EA18,2018-01-01,0.0 
593,CP07,PCH_M1,EA18,2018-02-01,0.3 
594,CP07,PCH_M1,EA18,2018-03-01,0.0 
595,CP07,PCH_M1,EA18,2018-04-01,1.0 
596,CP07,PCH_M1,EA18,2018-05-01,1.0 
597,CP07,PCH_M1,EA18,2018-06-01,0.7 
598,CP07,PCH_M1,EA18,2018-07-01,0.6 
599,CP07,PCH_M1,EA18,2018-08-01,0.6 
600,CP07,PCH_M1,EA18,2018-09-01,-0.8 
601,CP07,PCH_M1,EA19,2017-10-01,-0.1 
602,CP07,PCH_M1,EA19,2017-11-01,0.4 
603,CP07,PCH_M1,EA19,2017-12-01,0.7 
604,CP07,PCH_M1,EA19,2018-01-01,0.0 
605,CP07,PCH_M1,EA19,2018-02-01,0.3 
606,CP07,PCH_M1,EA19,2018-03-01,0.0 
607,CP07,PCH_M1,EA19,2018-04-01,1.0 
608,CP07,PCH_M1,EA19,2018-05-01,1.1 
609,CP07,PCH_M1,EA19,2018-06-01,0.7 
610,CP07,PCH_M1,EA19,2018-07-01,0.6 
611,CP07,PCH_M1,EA19,2018-08-01,0.6 
612,CP07,PCH_M1,EA19,2018-09-01,-0.8 
613,CP07,PCH_M1,EE,2017-10-01,-1.0 
614,CP07,PCH_M1,EE,2017-11-01,2.5 
615,CP07,PCH_M1,EE,2017-12-01,0.3 
616,CP07,PCH_M1,EE,2018-01-01,0.0 
617,CP07,PCH_M1,EE,2018-02-01,0.7 
618,CP07,PCH_M1,EE,2018-03-01,-1.0 
619,CP07,PCH_M1,EE,2018-04-01,1.3 
620,CP07,PCH_M1,EE,2018-05-01,0.3 
621,CP07,PCH_M1,EE,2018-06-01,1.6 
622,CP07,PCH_M1,EE,2018-07-01,0.7 
623,CP07,PCH_M1,EE,2018-08-01,0.8 
624,CP07,PCH_M1,EE,2018-09-01,-1.2 
625,CP07,PCH_M1,EL,2017-10-01,0.9 
626,CP07,PCH_M1,EL,2017-11-01,-0.8 
627,CP07,PCH_M1,EL,2017-12-01,0.0 
628,CP07,PCH_M1,EL,2018-01-01,-0.8 
629,CP07,PCH_M1,EL,2018-02-01,1.5 
630,CP07,PCH_M1,EL,2018-03-01,0.5 
631,CP07,PCH_M1,EL,2018-04-01,0.0 
632,CP07,PCH_M1,EL,2018-05-01,1.9 
633,CP07,PCH_M1,EL,2018-06-01,1.8 
634,CP07,PCH_M1,EL,2018-07-01,-0.8 
635,CP07,PCH_M1,EL,2018-08-01,-1.0 
636,CP07,PCH_M1,EL,2018-09-01,-0.6 
637,CP07,PCH_M1,ES,2017-10-01,-0.1 
638,CP07,PCH_M1,ES,2017-11-01,0.9 
639,CP07,PCH_M1,ES,2017-12-01,0.1 
640,CP07,PCH_M1,ES,2018-01-01,0.8 
641,CP07,PCH_M1,ES,2018-02-01,-0.6 
642,CP07,PCH_M1,ES,2018-03-01,0.0 
643,CP07,PCH_M1,ES,2018-04-01,1.1 
644,CP07,PCH_M1,ES,2018-05-01,1.8 
645,CP07,PCH_M1,ES,2018-06-01,0.4 
646,CP07,PCH_M1,ES,2018-07-01,-0.2 
647,CP07,PCH_M1,ES,2018-08-01,0.2 
648,CP07,PCH_M1,ES,2018-09-01,0.3 
649,CP07,PCH_M1,EU,2017-10-01,-0.1 
650,CP07,PCH_M1,EU,2017-11-01,0.4 
651,CP07,PCH_M1,EU,2017-12-01,0.9 
652,CP07,PCH_M1,EU,2018-01-01,-0.1 
653,CP07,PCH_M1,EU,2018-02-01,0.2 
654,CP07,PCH_M1,EU,2018-03-01,-0.1 
655,CP07,PCH_M1,EU,2018-04-01,1.0 
656,CP07,PCH_M1,EU,2018-05-01,1.2 
657,CP07,PCH_M1,EU,2018-06-01,0.7 
658,CP07,PCH_M1,EU,2018-07-01,0.7 
659,CP07,PCH_M1,EU,2018-08-01,0.6 r
660,CP07,PCH_M1,EU,2018-09-01,-0.8 
661,CP07,PCH_M1,EU28,2017-10-01,-0.1 
662,CP07,PCH_M1,EU28,2017-11-01,0.4 
663,CP07,PCH_M1,EU28,2017-12-01,0.9 
664,CP07,PCH_M1,EU28,2018-01-01,-0.1 
665,CP07,PCH_M1,EU28,2018-02-01,0.2 
666,CP07,PCH_M1,EU28,2018-03-01,-0.1 
667,CP07,PCH_M1,EU28,2018-04-01,1.0 
668,CP07,PCH_M1,EU28,2018-05-01,1.2 
669,CP07,PCH_M1,EU28,2018-06-01,0.7 
670,CP07,PCH_M1,EU28,2018-07-01,0.7 
671,CP07,PCH_M1,EU28,2018-08-01,0.6 r
672,CP07,PCH_M1,EU28,2018-09-01,-0.8 
673,CP07,PCH_M1,FI,2017-10-01,-0.4 
674,CP07,PCH_M1,FI,2017-11-01,0.2 
675,CP07,PCH_M1,FI,2017-12-01,-0.3 
676,CP07,PCH_M1,FI,2018-01-01,-0.9 
677,CP07,PCH_M1,FI,2018-02-01,0.2 
678,CP07,PCH_M1,FI,2018-03-01,-0.5 
679,CP07,PCH_M1,FI,2018-04-01,1.0 
680,CP07,PCH_M1,FI,2018-05-01,0.7 
681,CP07,PCH_M1,FI,2018-06-01,1.7 
682,CP07,PCH_M1,FI,2018-07-01,0.5 
683,CP07,PCH_M1,FI,2018-08-01,-0.6 
684,CP07,PCH_M1,FI,2018-09-01,-0.1 
685,CP07,PCH_M1,FR,2017-10-01,0.5 
686,CP07,PCH_M1,FR,2017-11-01,0.1 
687,CP07,PCH_M1,FR,2017-12-01,1.1 
688,CP07,PCH_M1,FR,2018-01-01,0.9 
689,CP07,PCH_M1,FR,2018-02-01,0.4 
690,CP07,PCH_M1,FR,2018-03-01,-0.2 
691,CP07,PCH_M1,FR,2018-04-01,1.3 
692,CP07,PCH_M1,FR,2018-05-01,0.5 
693,CP07,PCH_M1,FR,2018-06-01,0.3 
694,CP07,PCH_M1,FR,2018-07-01,1.5 
695,CP07,PCH_M1,FR,2018-08-01,0.1 
696,CP07,PCH_M1,FR,2018-09-01,-1.7 
697,CP07,PCH_M1,HR,2017-10-01,-0.4 
698,CP07,PCH_M1,HR,2017-11-01,0.6 
699,CP07,PCH_M1,HR,2017-12-01,0.6 
700,CP07,PCH_M1,HR,2018-01-01,0.1 
701,CP07,PCH_M1,HR,2018-02-01,-0.6 
702,CP07,PCH_M1,HR,2018-03-01,-0.8 
703,CP07,PCH_M1,HR,2018-04-01,1.3 
704,CP07,PCH_M1,HR,2018-05-01,1.8 
705,CP07,PCH_M1,HR,2018-06-01,2.2 
706,CP07,PCH_M1,HR,2018-07-01,-0.3 
707,CP07,PCH_M1,HR,2018-08-01,0.2 
708,CP07,PCH_M1,HR,2018-09-01,0.7 
709,CP07,PCH_M1,HU,2017-10-01,-0.4 
710,CP07,PCH_M1,HU,2017-11-01,1.3 
711,CP07,PCH_M1,HU,2017-12-01,0.0 
712,CP07,PCH_M1,HU,2018-01-01,0.3 
713,CP07,PCH_M1,HU,2018-02-01,-0.2 
714,CP07,PCH_M1,HU,2018-03-01,-0.5 
715,CP07,PCH_M1,HU,2018-04-01,1.8 
716,CP07,PCH_M1,HU,2018-05-01,2.1 
717,CP07,PCH_M1,HU,2018-06-01,1.8 
718,CP07,PCH_M1,HU,2018-07-01,1.5 
719,CP07,PCH_M1,HU,2018-08-01,0.1 
720,CP07,PCH_M1,HU,2018-09-01,0.3 
721,CP07,PCH_M1,IE,2017-10-01,-1.1 
722,CP07,PCH_M1,IE,2017-11-01,0.5 
723,CP07,PCH_M1,IE,2017-12-01,0.6 
724,CP07,PCH_M1,IE,2018-01-01,-1.2 
725,CP07,PCH_M1,IE,2018-02-01,1.9 
726,CP07,PCH_M1,IE,2018-03-01,1.5 
727,CP07,PCH_M1,IE,2018-04-01,-2.0 
728,CP07,PCH_M1,IE,2018-05-01,1.9 
729,CP07,PCH_M1,IE,2018-06-01,0.6 
730,CP07,PCH_M1,IE,2018-07-01,3.3 
731,CP07,PCH_M1,IE,2018-08-01,-1.2 
732,CP07,PCH_M1,IE,2018-09-01,-2.4 
733,CP07,PCH_M1,IS,2017-10-01,1.5 
734,CP07,PCH_M1,IS,2017-11-01,-4.6 
735,CP07,PCH_M1,IS,2017-12-01,5.3 
736,CP07,PCH_M1,IS,2018-01-01,-2.5 
737,CP07,PCH_M1,IS,2018-02-01,-1.0 
738,CP07,PCH_M1,IS,2018-03-01,1.8 
739,CP07,PCH_M1,IS,2018-04-01,0.3 
740,CP07,PCH_M1,IS,2018-05-01,-2.5 
741,CP07,PCH_M1,IS,2018-06-01,4.9 
742,CP07,PCH_M1,IS,2018-07-01,7.7 
743,CP07,PCH_M1,IS,2018-08-01,-2.5 
744,CP07,PCH_M1,IS,2018-09-01,-8.2 
745,CP07,PCH_M1,IT,2017-10-01,-0.5 
746,CP07,PCH_M1,IT,2017-11-01,-0.1 
747,CP07,PCH_M1,IT,2017-12-01,1.5 
748,CP07,PCH_M1,IT,2018-01-01,-1.3 
749,CP07,PCH_M1,IT,2018-02-01,0.8 
750,CP07,PCH_M1,IT,2018-03-01,0.7 
751,CP07,PCH_M1,IT,2018-04-01,0.3 
752,CP07,PCH_M1,IT,2018-05-01,0.7 
753,CP07,PCH_M1,IT,2018-06-01,1.9 
754,CP07,PCH_M1,IT,2018-07-01,0.2 
755,CP07,PCH_M1,IT,2018-08-01,2.3 
756,CP07,PCH_M1,IT,2018-09-01,-2.4 
757,CP07,PCH_M1,LT,2017-10-01,-0.7 
758,CP07,PCH_M1,LT,2017-11-01,1.0 
759,CP07,PCH_M1,LT,2017-12-01,1.7 
760,CP07,PCH_M1,LT,2018-01-01,-0.7 
761,CP07,PCH_M1,LT,2018-02-01,-0.2 
762,CP07,PCH_M1,LT,2018-03-01,0.0 
763,CP07,PCH_M1,LT,2018-04-01,0.9 
764,CP07,PCH_M1,LT,2018-05-01,3.2 
765,CP07,PCH_M1,LT,2018-06-01,0.8 
766,CP07,PCH_M1,LT,2018-07-01,2.1 
767,CP07,PCH_M1,LT,2018-08-01,-0.9 
768,CP07,PCH_M1,LT,2018-09-01,-0.6 
769,CP07,PCH_M1,LU,2017-10-01,0.6 
770,CP07,PCH_M1,LU,2017-11-01,1.4 
771,CP07,PCH_M1,LU,2017-12-01,0.1 
772,CP07,PCH_M1,LU,2018-01-01,0.7 
773,CP07,PCH_M1,LU,2018-02-01,-1.0 
774,CP07,PCH_M1,LU,2018-03-01,-0.6 
775,CP07,PCH_M1,LU,2018-04-01,1.5 
776,CP07,PCH_M1,LU,2018-05-01,2.0 
777,CP07,PCH_M1,LU,2018-06-01,1.0 
778,CP07,PCH_M1,LU,2018-07-01,0.1 
779,CP07,PCH_M1,LU,2018-08-01,0.1 
780,CP07,PCH_M1,LU,2018-09-01,0.3 
781,CP07,PCH_M1,LV,2017-10-01,0.8 
782,CP07,PCH_M1,LV,2017-11-01,0.5 
783,CP07,PCH_M1,LV,2017-12-01,1.5 
784,CP07,PCH_M1,LV,2018-01-01,0.5 
785,CP07,PCH_M1,LV,2018-02-01,0.2 
786,CP07,PCH_M1,LV,2018-03-01,0.6 
787,CP07,PCH_M1,LV,2018-04-01,-0.9 
788,CP07,PCH_M1,LV,2018-05-01,0.9 
789,CP07,PCH_M1,LV,2018-06-01,2.9 
790,CP07,PCH_M1,LV,2018-07-01,0.0 
791,CP07,PCH_M1,LV,2018-08-01,-0.7 
792,CP07,PCH_M1,LV,2018-09-01,-0.2 
793,CP07,PCH_M1,MK,2017-10-01,1.7 d
794,CP07,PCH_M1,MK,2017-11-01,1.0 d
795,CP07,PCH_M1,MK,2017-12-01,1.2 d
796,CP07,PCH_M1,MK,2018-01-01,1.1 d
797,CP07,PCH_M1,MK,2018-02-01,0.5 d
798,CP07,PCH_M1,MK,2018-03-01,-1.0 d
799,CP07,PCH_M1,MK,2018-04-01,0.7 d
800,CP07,PCH_M1,MK,2018-05-01,0.9 d
801,CP07,PCH_M1,MK,2018-06-01,0.6 d
802,CP07,PCH_M1,MK,2018-07-01,1.6 d
803,CP07,PCH_M1,MK,2018-08-01,2.2 d
804,CP07,PCH_M1,MK,2018-09-01,-1.6 d
805,CP07,PCH_M1,MT,2017-10-01,-1.4 
806,CP07,PCH_M1,MT,2017-11-01,-1.0 
807,CP07,PCH_M1,MT,2017-12-01,0.3 
808,CP07,PCH_M1,MT,2018-01-01,-2.2 
809,CP07,PCH_M1,MT,2018-02-01,0.5 
810,CP07,PCH_M1,MT,2018-03-01,1.0 
811,CP07,PCH_M1,MT,2018-04-01,0.3 
812,CP07,PCH_M1,MT,2018-05-01,0.1 
813,CP07,PCH_M1,MT,2018-06-01,1.9 
814,CP07,PCH_M1,MT,2018-07-01,1.8 
815,CP07,PCH_M1,MT,2018-08-01,2.4 
816,CP07,PCH_M1,MT,2018-09-01,0.2 
817,CP07,PCH_M1,NL,2017-10-01,0.1 
818,CP07,PCH_M1,NL,2017-11-01,0.4 
819,CP07,PCH_M1,NL,2017-12-01,0.5 
820,CP07,PCH_M1,NL,2018-01-01,0.2 
821,CP07,PCH_M1,NL,2018-02-01,-0.8 
822,CP07,PCH_M1,NL,2018-03-01,0.4 
823,CP07,PCH_M1,NL,2018-04-01,2.0 
824,CP07,PCH_M1,NL,2018-05-01,1.8 
825,CP07,PCH_M1,NL,2018-06-01,-0.9 
826,CP07,PCH_M1,NL,2018-07-01,1.7 
827,CP07,PCH_M1,NL,2018-08-01,0.6 
828,CP07,PCH_M1,NL,2018-09-01,-2.1 
829,CP07,PCH_M1,NO,2017-10-01,-0.1 
830,CP07,PCH_M1,NO,2017-11-01,-0.5 
831,CP07,PCH_M1,NO,2017-12-01,0.6 
832,CP07,PCH_M1,NO,2018-01-01,0.3 
833,CP07,PCH_M1,NO,2018-02-01,1.3 
834,CP07,PCH_M1,NO,2018-03-01,-0.2 
835,CP07,PCH_M1,NO,2018-04-01,0.9 
836,CP07,PCH_M1,NO,2018-05-01,0.6 
837,CP07,PCH_M1,NO,2018-06-01,0.9 
838,CP07,PCH_M1,NO,2018-07-01,1.4 
839,CP07,PCH_M1,NO,2018-08-01,-1.9 
840,CP07,PCH_M1,NO,2018-09-01,0.0 
841,CP07,PCH_M1,PL,2017-10-01,0.0 
842,CP07,PCH_M1,PL,2017-11-01,0.8 
843,CP07,PCH_M1,PL,2017-12-01,0.6 
844,CP07,PCH_M1,PL,2018-01-01,-0.7 
845,CP07,PCH_M1,PL,2018-02-01,-0.1 
846,CP07,PCH_M1,PL,2018-03-01,-0.2 
847,CP07,PCH_M1,PL,2018-04-01,2.0 
848,CP07,PCH_M1,PL,2018-05-01,1.7 
849,CP07,PCH_M1,PL,2018-06-01,0.8 
850,CP07,PCH_M1,PL,2018-07-01,0.2 
851,CP07,PCH_M1,PL,2018-08-01,0.5 
852,CP07,PCH_M1,PL,2018-09-01,-0.4 
853,CP07,PCH_M1,PT,2017-10-01,0.0 
854,CP07,PCH_M1,PT,2017-11-01,0.3 
855,CP07,PCH_M1,PT,2017-12-01,1.6 
856,CP07,PCH_M1,PT,2018-01-01,0.4 
857,CP07,PCH_M1,PT,2018-02-01,-1.1 
858,CP07,PCH_M1,PT,2018-03-01,0.3 
859,CP07,PCH_M1,PT,2018-04-01,1.1 
860,CP07,PCH_M1,PT,2018-05-01,0.6 
861,CP07,PCH_M1,PT,2018-06-01,0.7 
862,CP07,PCH_M1,PT,2018-07-01,0.9 
863,CP07,PCH_M1,PT,2018-08-01,0.6 
864,CP07,PCH_M1,PT,2018-09-01,-0.8 
865,CP07,PCH_M1,RO,2017-10-01,1.8 
866,CP07,PCH_M1,RO,2017-11-01,1.6 
867,CP07,PCH_M1,RO,2017-12-01,0.0 
868,CP07,PCH_M1,RO,2018-01-01,1.3 
869,CP07,PCH_M1,RO,2018-02-01,-0.5 
870,CP07,PCH_M1,RO,2018-03-01,0.2 
871,CP07,PCH_M1,RO,2018-04-01,1.1 
872,CP07,PCH_M1,RO,2018-05-01,1.5 
873,CP07,PCH_M1,RO,2018-06-01,0.6 
874,CP07,PCH_M1,RO,2018-07-01,-0.1 
875,CP07,PCH_M1,RO,2018-08-01,-0.1 
876,CP07,PCH_M1,RO,2018-09-01,0.8 
877,CP07,PCH_M1,RS,2017-10-01,0.2 d
878,CP07,PCH_M1,RS,2017-11-01,0.4 d
879,CP07,PCH_M1,RS,2017-12-01,0.3 d
880,CP07,PCH_M1,RS,2018-01-01,0.3 d
881,CP07,PCH_M1,RS,2018-02-01,0.4 d
882,CP07,PCH_M1,RS,2018-03-01,-0.2 d
883,CP07,PCH_M1,RS,2018-04-01,0.6 d
884,CP07,PCH_M1,RS,2018-05-01,1.3 d
885,CP07,PCH_M1,RS,2018-06-01,1.1 d
886,CP07,PCH_M1,RS,2018-07-01,0.3 d
887,CP07,PCH_M1,RS,2018-08-01,0.3 d
888,CP07,PCH_M1,RS,2018-09-01,0.5 d
889,CP07,PCH_M1,SE,2017-10-01,-0.3 
890,CP07,PCH_M1,SE,2017-11-01,0.4 
891,CP07,PCH_M1,SE,2017-12-01,1.2 
892,CP07,PCH_M1,SE,2018-01-01,-1.2 
893,CP07,PCH_M1,SE,2018-02-01,0.3 
894,CP07,PCH_M1,SE,2018-03-01,0.5 
895,CP07,PCH_M1,SE,2018-04-01,1.2 
896,CP07,PCH_M1,SE,2018-05-01,0.6 
897,CP07,PCH_M1,SE,2018-06-01,1.1 
898,CP07,PCH_M1,SE,2018-07-01,2.0 
899,CP07,PCH_M1,SE,2018-08-01,-1.7 
900,CP07,PCH_M1,SE,2018-09-01,-0.3 
901,CP07,PCH_M1,SI,2017-10-01,-0.2 
902,CP07,PCH_M1,SI,2017-11-01,0.8 
903,CP07,PCH_M1,SI,2017-12-01,0.3 
904,CP07,PCH_M1,SI,2018-01-01,-0.2 
905,CP07,PCH_M1,SI,2018-02-01,0.4 
906,CP07,PCH_M1,SI,2018-03-01,-0.6 
907,CP07,PCH_M1,SI,2018-04-01,0.1 
908,CP07,PCH_M1,SI,2018-05-01,1.3 
909,CP07,PCH_M1,SI,2018-06-01,0.9 
910,CP07,PCH_M1,SI,2018-07-01,0.0 
911,CP07,PCH_M1,SI,2018-08-01,-0.3 
912,CP07,PCH_M1,SI,2018-09-01,-0.1 
913,CP07,PCH_M1,SK,2017-10-01,-0.3 
914,CP07,PCH_M1,SK,2017-11-01,0.9 
915,CP07,PCH_M1,SK,2017-12-01,-0.6 
916,CP07,PCH_M1,SK,2018-01-01,2.1 
917,CP07,PCH_M1,SK,2018-02-01,1.4 
918,CP07,PCH_M1,SK,2018-03-01,-0.6 
919,CP07,PCH_M1,SK,2018-04-01,3.1 
920,CP07,PCH_M1,SK,2018-05-01,-0.4 
921,CP07,PCH_M1,SK,2018-06-01,0.3 
922,CP07,PCH_M1,SK,2018-07-01,-0.1 
923,CP07,PCH_M1,SK,2018-08-01,2.0 
924,CP07,PCH_M1,SK,2018-09-01,-1.5 
925,CP07,PCH_M1,TR,2017-10-01,2.6 d
926,CP07,PCH_M1,TR,2017-11-01,2.0 d
927,CP07,PCH_M1,TR,2017-12-01,1.7 d
928,CP07,PCH_M1,TR,2018-01-01,1.3 d
929,CP07,PCH_M1,TR,2018-02-01,0.3 d
930,CP07,PCH_M1,TR,2018-03-01,0.8 d
931,CP07,PCH_M1,TR,2018-04-01,3.6 d
932,CP07,PCH_M1,TR,2018-05-01,2.3 d
933,CP07,PCH_M1,TR,2018-06-01,2.7 d
934,CP07,PCH_M1,TR,2018-07-01,1.1 d
935,CP07,PCH_M1,TR,2018-08-01,4.5 d
936,CP07,PCH_M1,TR,2018-09-01,9.1 d
937,CP07,PCH_M1,UK,2017-10-01,-0.2 
938,CP07,PCH_M1,UK,2017-11-01,0.1 
939,CP07,PCH_M1,UK,2017-12-01,2.2 
940,CP07,PCH_M1,UK,2018-01-01,-1.0 
941,CP07,PCH_M1,UK,2018-02-01,0.5 
942,CP07,PCH_M1,UK,2018-03-01,-0.3 
943,CP07,PCH_M1,UK,2018-04-01,1.0 
944,CP07,PCH_M1,UK,2018-05-01,1.5 
945,CP07,PCH_M1,UK,2018-06-01,0.8 
946,CP07,PCH_M1,UK,2018-07-01,1.3 
947,CP07,PCH_M1,UK,2018-08-01,1.3 
948,CP07,PCH_M1,UK,2018-09-01,: 
949,CP07,PCH_M1,US,2017-10-01,-1.6 d
950,CP07,PCH_M1,US,2017-11-01,0.6 d
951,CP07,PCH_M1,US,2017-12-01,-0.7 d
952,CP07,PCH_M1,US,2018-01-01,1.2 d
953,CP07,PCH_M1,US,2018-02-01,0.9 d
954,CP07,PCH_M1,US,2018-03-01,0.3 d
955,CP07,PCH_M1,US,2018-04-01,1.7 d
956,CP07,PCH_M1,US,2018-05-01,1.8 d
957,CP07,PCH_M1,US,2018-06-01,0.3 d
958,CP07,PCH_M1,US,2018-07-01,-0.3 d
959,CP07,PCH_M1,US,2018-08-01,-0.3 d
960,CP07,PCH_M1,US,2018-09-01,-0.7 d
961,CP07,PCH_M12,AT,2017-10-01,2.4 
962,CP07,PCH_M12,AT,2017-11-01,3.3 
963,CP07,PCH_M12,AT,2017-12-01,2.8 
964,CP07,PCH_M12,AT,2018-01-01,1.0 
965,CP07,PCH_M12,AT,2018-02-01,1.4 
966,CP07,PCH_M12,AT,2018-03-01,1.8 
967,CP07,PCH_M12,AT,2018-04-01,1.2 
968,CP07,PCH_M12,AT,2018-05-01,3.2 
969,CP07,PCH_M12,AT,2018-06-01,4.2 
970,CP07,PCH_M12,AT,2018-07-01,3.7 
971,CP07,PCH_M12,AT,2018-08-01,4.1 
972,CP07,PCH_M12,AT,2018-09-01,3.8 
973,CP07,PCH_M12,BE,2017-10-01,2.4 
974,CP07,PCH_M12,BE,2017-11-01,3.6 
975,CP07,PCH_M12,BE,2017-12-01,2.5 
976,CP07,PCH_M12,BE,2018-01-01,2.0 
977,CP07,PCH_M12,BE,2018-02-01,1.9 
978,CP07,PCH_M12,BE,2018-03-01,1.8 
979,CP07,PCH_M12,BE,2018-04-01,2.6 
980,CP07,PCH_M12,BE,2018-05-01,4.3 
981,CP07,PCH_M12,BE,2018-06-01,5.4 
982,CP07,PCH_M12,BE,2018-07-01,5.8 
983,CP07,PCH_M12,BE,2018-08-01,6.0 
984,CP07,PCH_M12,BE,2018-09-01,5.7 
985,CP07,PCH_M12,BG,2017-10-01,-0.1 
986,CP07,PCH_M12,BG,2017-11-01,1.1 
987,CP07,PCH_M12,BG,2017-12-01,1.2 
988,CP07,PCH_M12,BG,2018-01-01,0.7 
989,CP07,PCH_M12,BG,2018-02-01,0.2 
990,CP07,PCH_M12,BG,2018-03-01,0.7 
991,CP07,PCH_M12,BG,2018-04-01,-0.3 
992,CP07,PCH_M12,BG,2018-05-01,2.8 
993,CP07,PCH_M12,BG,2018-06-01,5.9 
994,CP07,PCH_M12,BG,2018-07-01,6.5 
995,CP07,PCH_M12,BG,2018-08-01,6.2 
996,CP07,PCH_M12,BG,2018-09-01,6.1 
997,CP07,PCH_M12,CH,2017-10-01,1.7 
998,CP07,PCH_M12,CH,2017-11-01,1.7 
999,CP07,PCH_M12,CH,2017-12-01,1.6 
1000,CP07,PCH_M12,CH,2018-01-01,0.4 
1001,CP07,PCH_M12,CH,2018-02-01,0.8 
1002,CP07,PCH_M12,CH,2018-03-01,1.8 
1003,CP07,PCH_M12,CH,2018-04-01,1.4 
1004,CP07,PCH_M12,CH,2018-05-01,4.1 
1005,CP07,PCH_M12,CH,2018-06-01,3.3 
1006,CP07,PCH_M12,CH,2018-07-01,3.9 
1007,CP07,PCH_M12,CH,2018-08-01,3.7 
1008,CP07,PCH_M12,CH,2018-09-01,2.9 
1009,CP07,PCH_M12,CY,2017-10-01,2.0 
1010,CP07,PCH_M12,CY,2017-11-01,2.6 
1011,CP07,PCH_M12,CY,2017-12-01,2.0 
1012,CP07,PCH_M12,CY,2018-01-01,-1.0 
1013,CP07,PCH_M12,CY,2018-02-01,3.8 
1014,CP07,PCH_M12,CY,2018-03-01,2.4 
1015,CP07,PCH_M12,CY,2018-04-01,-0.5 
1016,CP07,PCH_M12,CY,2018-05-01,3.4 
1017,CP07,PCH_M12,CY,2018-06-01,6.8 
1018,CP07,PCH_M12,CY,2018-07-01,4.4 
1019,CP07,PCH_M12,CY,2018-08-01,6.1 
1020,CP07,PCH_M12,CY,2018-09-01,2.9 
1021,CP07,PCH_M12,CZ,2017-10-01,2.5 
1022,CP07,PCH_M12,CZ,2017-11-01,2.7 
1023,CP07,PCH_M12,CZ,2017-12-01,2.1 
1024,CP07,PCH_M12,CZ,2018-01-01,1.0 
1025,CP07,PCH_M12,CZ,2018-02-01,1.1 
1026,CP07,PCH_M12,CZ,2018-03-01,1.1 
1027,CP07,PCH_M12,CZ,2018-04-01,1.5 
1028,CP07,PCH_M12,CZ,2018-05-01,2.9 
1029,CP07,PCH_M12,CZ,2018-06-01,4.9 
1030,CP07,PCH_M12,CZ,2018-07-01,5.5 
1031,CP07,PCH_M12,CZ,2018-08-01,5.1 
1032,CP07,PCH_M12,CZ,2018-09-01,3.3 
1033,CP07,PCH_M12,DE,2017-10-01,1.8 
1034,CP07,PCH_M12,DE,2017-11-01,3.0 
1035,CP07,PCH_M12,DE,2017-12-01,2.0 
1036,CP07,PCH_M12,DE,2018-01-01,1.5 
1037,CP07,PCH_M12,DE,2018-02-01,1.2 
1038,CP07,PCH_M12,DE,2018-03-01,1.3 
1039,CP07,PCH_M12,DE,2018-04-01,1.5 
1040,CP07,PCH_M12,DE,2018-05-01,3.3 
1041,CP07,PCH_M12,DE,2018-06-01,3.9 
1042,CP07,PCH_M12,DE,2018-07-01,4.1 
1043,CP07,PCH_M12,DE,2018-08-01,4.2 
1044,CP07,PCH_M12,DE,2018-09-01,4.5 
1045,CP07,PCH_M12,DK,2017-10-01,1.4 
1046,CP07,PCH_M12,DK,2017-11-01,2.2 
