indic_bt,nace_r2,unit,geotime,date,value
PROD,F,I2015_SCA,AT,2017-09-01,108.7
PROD,F,I2015_SCA,AT,2017-10-01,111.2
PROD,F,I2015_SCA,AT,2017-11-01,112.0
PROD,F,I2015_SCA,AT,2017-12-01,112.7
PROD,F,I2015_SCA,AT,2018-01-01,110.9
PROD,F,I2015_SCA,AT,2018-02-01,113.2
PROD,F,I2015_SCA,AT,2018-03-01,110.7
PROD,F,I2015_SCA,AT,2018-04-01,113.5
PROD,F,I2015_SCA,AT,2018-05-01,117.2
PROD,F,I2015_SCA,AT,2018-06-01,117.7
PROD,F,I2015_SCA,AT,2018-07-01,118.7
PROD,F,I2015_SCA,AT,2018-08-01,
PROD,F,I2015_SCA,BE,2017-09-01,101.4
PROD,F,I2015_SCA,BE,2017-10-01,102.5
PROD,F,I2015_SCA,BE,2017-11-01,102.6
PROD,F,I2015_SCA,BE,2017-12-01,102.2
PROD,F,I2015_SCA,BE,2018-01-01,101.6
PROD,F,I2015_SCA,BE,2018-02-01,101.5
PROD,F,I2015_SCA,BE,2018-03-01,102.6
PROD,F,I2015_SCA,BE,2018-04-01,101.0
PROD,F,I2015_SCA,BE,2018-05-01,102.6
PROD,F,I2015_SCA,BE,2018-06-01,102.5
PROD,F,I2015_SCA,BE,2018-07-01,103.2
PROD,F,I2015_SCA,BE,2018-08-01,102.3
PROD,F,I2015_SCA,BG,2017-09-01,89.7
PROD,F,I2015_SCA,BG,2017-10-01,91.6
PROD,F,I2015_SCA,BG,2017-11-01,93.0
PROD,F,I2015_SCA,BG,2017-12-01,91.3
PROD,F,I2015_SCA,BG,2018-01-01,102.8
PROD,F,I2015_SCA,BG,2018-02-01,88.8
PROD,F,I2015_SCA,BG,2018-03-01,87.0
PROD,F,I2015_SCA,BG,2018-04-01,87.6
PROD,F,I2015_SCA,BG,2018-05-01,87.9
PROD,F,I2015_SCA,BG,2018-06-01,87.5
PROD,F,I2015_SCA,BG,2018-07-01,88.7
PROD,F,I2015_SCA,BG,2018-08-01,88.2
PROD,F,I2015_SCA,CZ,2017-09-01,96.4
PROD,F,I2015_SCA,CZ,2017-10-01,97.4
PROD,F,I2015_SCA,CZ,2017-11-01,99.5
PROD,F,I2015_SCA,CZ,2017-12-01,99.0
PROD,F,I2015_SCA,CZ,2018-01-01,100.2
PROD,F,I2015_SCA,CZ,2018-02-01,101.5
PROD,F,I2015_SCA,CZ,2018-03-01,100.9
PROD,F,I2015_SCA,CZ,2018-04-01,102.2
PROD,F,I2015_SCA,CZ,2018-05-01,105.2
PROD,F,I2015_SCA,CZ,2018-06-01,105.3
PROD,F,I2015_SCA,CZ,2018-07-01,108.2
PROD,F,I2015_SCA,CZ,2018-08-01,108.1
PROD,F,I2015_SCA,DE,2017-09-01,109.7
PROD,F,I2015_SCA,DE,2017-10-01,108.8
PROD,F,I2015_SCA,DE,2017-11-01,109.7
PROD,F,I2015_SCA,DE,2017-12-01,109.3
PROD,F,I2015_SCA,DE,2018-01-01,111.2
