na_item,unit,geotime,date,value
P51G,CP_MNAC,IT,2012-01-01,296165
P51G,CP_MNAC,IT,2013-01-01,276667
P51G,CP_MNAC,IT,2014-01-01,271516
P51G,CP_MNAC,IT,2015-01-01,279676
P51G,CP_MNAC,IT,2016-01-01,290116
P51G,CP_MNAC,IT,2017-01-01,303856
P51G,CP_MNAC,LT,1995-01-01,
P51G,CP_MNAC,LT,1996-01-01,
P51G,CP_MNAC,LT,1997-01-01,
P51G,CP_MNAC,LT,1998-01-01,
P51G,CP_MNAC,LT,1999-01-01,
P51G,CP_MNAC,LT,2000-01-01,
P51G,CP_MNAC,LT,2001-01-01,
P51G,CP_MNAC,LT,2002-01-01,
P51G,CP_MNAC,LT,2003-01-01,
P51G,CP_MNAC,LT,2004-01-01,
P51G,CP_MNAC,LT,2005-01-01,
P51G,CP_MNAC,LT,2006-01-01,
P51G,CP_MNAC,LT,2007-01-01,
P51G,CP_MNAC,LT,2008-01-01,
P51G,CP_MNAC,LT,2009-01-01,
P51G,CP_MNAC,LT,2010-01-01,
P51G,CP_MNAC,LT,2011-01-01,5781
P51G,CP_MNAC,LT,2012-01-01,5788
P51G,CP_MNAC,LT,2013-01-01,6454
P51G,CP_MNAC,LT,2014-01-01,6905
P51G,CP_MNAC,LT,2015-01-01,7329
P51G,CP_MNAC,LT,2016-01-01,7505
P51G,CP_MNAC,LT,2017-01-01,8097
P51G,CP_MNAC,LU,1995-01-01,
P51G,CP_MNAC,LU,1996-01-01,
P51G,CP_MNAC,LU,1997-01-01,
P51G,CP_MNAC,LU,1998-01-01,
P51G,CP_MNAC,LU,1999-01-01,
P51G,CP_MNAC,LU,2000-01-01,
P51G,CP_MNAC,LU,2001-01-01,
P51G,CP_MNAC,LU,2002-01-01,
P51G,CP_MNAC,LU,2003-01-01,
P51G,CP_MNAC,LU,2004-01-01,
P51G,CP_MNAC,LU,2005-01-01,
P51G,CP_MNAC,LU,2006-01-01,
P51G,CP_MNAC,LU,2007-01-01,
P51G,CP_MNAC,LU,2008-01-01,
P51G,CP_MNAC,LU,2009-01-01,
P51G,CP_MNAC,LU,2010-01-01,
P51G,CP_MNAC,LU,2011-01-01,8278
P51G,CP_MNAC,LU,2012-01-01,8894
P51G,CP_MNAC,LU,2013-01-01,9073
P51G,CP_MNAC,LU,2014-01-01,9948
P51G,CP_MNAC,LU,2015-01-01,9318
P51G,CP_MNAC,LU,2016-01-01,9925
P51G,CP_MNAC,LU,2017-01-01,10459
P51G,CP_MNAC,LV,1995-01-01,
P51G,CP_MNAC,LV,1996-01-01,
P51G,CP_MNAC,LV,1997-01-01,
P51G,CP_MNAC,LV,1998-01-01,
P51G,CP_MNAC,LV,1999-01-01,
P51G,CP_MNAC,LV,2000-01-01,
P51G,CP_MNAC,LV,2001-01-01,
P51G,CP_MNAC,LV,2002-01-01,
P51G,CP_MNAC,LV,2003-01-01,
P51G,CP_MNAC,LV,2004-01-01,
P51G,CP_MNAC,LV,2005-01-01,
P51G,CP_MNAC,LV,2006-01-01,
P51G,CP_MNAC,LV,2007-01-01,
P51G,CP_MNAC,LV,2008-01-01,
P51G,CP_MNAC,LV,2009-01-01,
P51G,CP_MNAC,LV,2010-01-01,
P51G,CP_MNAC,LV,2011-01-01,4502
P51G,CP_MNAC,LV,2012-01-01,5551
P51G,CP_MNAC,LV,2013-01-01,5291
P51G,CP_MNAC,LV,2014-01-01,5337
P51G,CP_MNAC,LV,2015-01-01,5384
P51G,CP_MNAC,LV,2016-01-01,4915
P51G,CP_MNAC,LV,2017-01-01,5650
P51G,CP_MNAC,MT,1995-01-01,
P51G,CP_MNAC,MT,1996-01-01,
P51G,CP_MNAC,MT,1997-01-01,
P51G,CP_MNAC,MT,1998-01-01,
P51G,CP_MNAC,MT,1999-01-01,
P51G,CP_MNAC,MT,2000-01-01,
P51G,CP_MNAC,MT,2001-01-01,
P51G,CP_MNAC,MT,2002-01-01,
P51G,CP_MNAC,MT,2003-01-01,
P51G,CP_MNAC,MT,2004-01-01,
P51G,CP_MNAC,MT,2005-01-01,
P51G,CP_MNAC,MT,2006-01-01,
P51G,CP_MNAC,MT,2007-01-01,
P51G,CP_MNAC,MT,2008-01-01,
P51G,CP_MNAC,MT,2009-01-01,
P51G,CP_MNAC,MT,2010-01-01,
P51G,CP_MNAC,MT,2011-01-01,1228
P51G,CP_MNAC,MT,2012-01-01,1299
P51G,CP_MNAC,MT,2013-01-01,1334
P51G,CP_MNAC,MT,2014-01-01,1465
P51G,CP_MNAC,MT,2015-01-01,2409
P51G,CP_MNAC,MT,2016-01-01,2483
P51G,CP_MNAC,MT,2017-01-01,2351
P51G,CP_MNAC,NL,1995-01-01,
P51G,CP_MNAC,NL,1996-01-01,
P51G,CP_MNAC,NL,1997-01-01,
P51G,CP_MNAC,NL,1998-01-01,
P51G,CP_MNAC,NL,1999-01-01,
P51G,CP_MNAC,NL,2000-01-01,
P51G,CP_MNAC,NL,2001-01-01,
P51G,CP_MNAC,NL,2002-01-01,
P51G,CP_MNAC,NL,2003-01-01,
P51G,CP_MNAC,NL,2004-01-01,
P51G,CP_MNAC,NL,2005-01-01,
P51G,CP_MNAC,NL,2006-01-01,
P51G,CP_MNAC,NL,2007-01-01,
