indic_em,age,unit,sex,geotime,date,value
LTU,Y15-74,PC_ACT,F,LV,2017-01-01,2
LTU,Y15-74,PC_ACT,F,ME,2000-01-01,
LTU,Y15-74,PC_ACT,F,ME,2001-01-01,
LTU,Y15-74,PC_ACT,F,ME,2002-01-01,
LTU,Y15-74,PC_ACT,F,ME,2003-01-01,
LTU,Y15-74,PC_ACT,F,ME,2004-01-01,
LTU,Y15-74,PC_ACT,F,ME,2005-01-01,
LTU,Y15-74,PC_ACT,F,ME,2006-01-01,
LTU,Y15-74,PC_ACT,F,ME,2007-01-01,
LTU,Y15-74,PC_ACT,F,ME,2008-01-01,
LTU,Y15-74,PC_ACT,F,ME,2009-01-01,
LTU,Y15-74,PC_ACT,F,ME,2010-01-01,
LTU,Y15-74,PC_ACT,F,ME,2011-01-01,16
LTU,Y15-74,PC_ACT,F,ME,2012-01-01,15
LTU,Y15-74,PC_ACT,F,ME,2013-01-01,15
LTU,Y15-74,PC_ACT,F,ME,2014-01-01,14
LTU,Y15-74,PC_ACT,F,ME,2015-01-01,13
LTU,Y15-74,PC_ACT,F,ME,2016-01-01,12
LTU,Y15-74,PC_ACT,F,ME,2017-01-01,12
LTU,Y15-74,PC_ACT,F,MK,2000-01-01,
LTU,Y15-74,PC_ACT,F,MK,2001-01-01,
LTU,Y15-74,PC_ACT,F,MK,2002-01-01,
LTU,Y15-74,PC_ACT,F,MK,2003-01-01,
LTU,Y15-74,PC_ACT,F,MK,2004-01-01,
LTU,Y15-74,PC_ACT,F,MK,2005-01-01,
LTU,Y15-74,PC_ACT,F,MK,2006-01-01,31
LTU,Y15-74,PC_ACT,F,MK,2007-01-01,30
LTU,Y15-74,PC_ACT,F,MK,2008-01-01,28
LTU,Y15-74,PC_ACT,F,MK,2009-01-01,26
LTU,Y15-74,PC_ACT,F,MK,2010-01-01,26
LTU,Y15-74,PC_ACT,F,MK,2011-01-01,24
LTU,Y15-74,PC_ACT,F,MK,2012-01-01,24
LTU,Y15-74,PC_ACT,F,MK,2013-01-01,23
LTU,Y15-74,PC_ACT,F,MK,2014-01-01,23
LTU,Y15-74,PC_ACT,F,MK,2015-01-01,20
LTU,Y15-74,PC_ACT,F,MK,2016-01-01,17
LTU,Y15-74,PC_ACT,F,MK,2017-01-01,17
LTU,Y15-74,PC_ACT,F,MT,2000-01-01,
LTU,Y15-74,PC_ACT,F,MT,2001-01-01,
LTU,Y15-74,PC_ACT,F,MT,2002-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2003-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2004-01-01,3
LTU,Y15-74,PC_ACT,F,MT,2005-01-01,3
LTU,Y15-74,PC_ACT,F,MT,2006-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2007-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2008-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2009-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2010-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2011-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2012-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2013-01-01,2
LTU,Y15-74,PC_ACT,F,MT,2014-01-01,1
LTU,Y15-74,PC_ACT,F,MT,2015-01-01,1
LTU,Y15-74,PC_ACT,F,MT,2016-01-01,1
LTU,Y15-74,PC_ACT,F,MT,2017-01-01,1
LTU,Y15-74,PC_ACT,F,NL,2000-01-01,
LTU,Y15-74,PC_ACT,F,NL,2001-01-01,
LTU,Y15-74,PC_ACT,F,NL,2002-01-01,
LTU,Y15-74,PC_ACT,F,NL,2003-01-01,1
LTU,Y15-74,PC_ACT,F,NL,2004-01-01,1
LTU,Y15-74,PC_ACT,F,NL,2005-01-01,1
LTU,Y15-74,PC_ACT,F,NL,2006-01-01,1
LTU,Y15-74,PC_ACT,F,NL,2007-01-01,1
LTU,Y15-74,PC_ACT,F,NL,2008-01-01,0
LTU,Y15-74,PC_ACT,F,NL,2009-01-01,0
LTU,Y15-74,PC_ACT,F,NL,2010-01-01,1
LTU,Y15-74,PC_ACT,F,NL,2011-01-01,1
LTU,Y15-74,PC_ACT,F,NL,2012-01-01,2
LTU,Y15-74,PC_ACT,F,NL,2013-01-01,2
LTU,Y15-74,PC_ACT,F,NL,2014-01-01,3
LTU,Y15-74,PC_ACT,F,NL,2015-01-01,2
LTU,Y15-74,PC_ACT,F,NL,2016-01-01,2
LTU,Y15-74,PC_ACT,F,NL,2017-01-01,2
LTU,Y15-74,PC_ACT,F,NO,2000-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2001-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2002-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2003-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2004-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2005-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2006-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2007-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2008-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2009-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2010-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2011-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2012-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2013-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2014-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2015-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2016-01-01,0
LTU,Y15-74,PC_ACT,F,NO,2017-01-01,0
LTU,Y15-74,PC_ACT,F,PL,2000-01-01,9
LTU,Y15-74,PC_ACT,F,PL,2001-01-01,10
LTU,Y15-74,PC_ACT,F,PL,2002-01-01,12
LTU,Y15-74,PC_ACT,F,PL,2003-01-01,11
LTU,Y15-74,PC_ACT,F,PL,2004-01-01,11
LTU,Y15-74,PC_ACT,F,PL,2005-01-01,11
LTU,Y15-74,PC_ACT,F,PL,2006-01-01,8
LTU,Y15-74,PC_ACT,F,PL,2007-01-01,5
LTU,Y15-74,PC_ACT,F,PL,2008-01-01,2
LTU,Y15-74,PC_ACT,F,PL,2009-01-01,2
LTU,Y15-74,PC_ACT,F,PL,2010-01-01,3
LTU,Y15-74,PC_ACT,F,PL,2011-01-01,4
LTU,Y15-74,PC_ACT,F,PL,2012-01-01,4
LTU,Y15-74,PC_ACT,F,PL,2013-01-01,4
LTU,Y15-74,PC_ACT,F,PL,2014-01-01,4
LTU,Y15-74,PC_ACT,F,PL,2015-01-01,3
LTU,Y15-74,PC_ACT,F,PL,2016-01-01,2
LTU,Y15-74,PC_ACT,F,PL,2017-01-01,1
LTU,Y15-74,PC_ACT,F,PT,2000-01-01,2
LTU,Y15-74,PC_ACT,F,PT,2001-01-01,1
LTU,Y15-74,PC_ACT,F,PT,2002-01-01,2
LTU,Y15-74,PC_ACT,F,PT,2003-01-01,2
LTU,Y15-74,PC_ACT,F,PT,2004-01-01,3
LTU,Y15-74,PC_ACT,F,PT,2005-01-01,4
LTU,Y15-74,PC_ACT,F,PT,2006-01-01,4
LTU,Y15-74,PC_ACT,F,PT,2007-01-01,4
LTU,Y15-74,PC_ACT,F,PT,2008-01-01,4
LTU,Y15-74,PC_ACT,F,PT,2009-01-01,4
LTU,Y15-74,PC_ACT,F,PT,2010-01-01,6
LTU,Y15-74,PC_ACT,F,PT,2011-01-01,6
LTU,Y15-74,PC_ACT,F,PT,2012-01-01,7
LTU,Y15-74,PC_ACT,F,PT,2013-01-01,9
LTU,Y15-74,PC_ACT,F,PT,2014-01-01,8
LTU,Y15-74,PC_ACT,F,PT,2015-01-01,7
LTU,Y15-74,PC_ACT,F,PT,2016-01-01,6
LTU,Y15-74,PC_ACT,F,PT,2017-01-01,4
LTU,Y15-74,PC_ACT,F,RO,2000-01-01,3
LTU,Y15-74,PC_ACT,F,RO,2001-01-01,3
LTU,Y15-74,PC_ACT,F,RO,2002-01-01,4
LTU,Y15-74,PC_ACT,F,RO,2003-01-01,4
LTU,Y15-74,PC_ACT,F,RO,2004-01-01,3
LTU,Y15-74,PC_ACT,F,RO,2005-01-01,3
LTU,Y15-74,PC_ACT,F,RO,2006-01-01,3
LTU,Y15-74,PC_ACT,F,RO,2007-01-01,2
LTU,Y15-74,PC_ACT,F,RO,2008-01-01,1
LTU,Y15-74,PC_ACT,F,RO,2009-01-01,1
LTU,Y15-74,PC_ACT,F,RO,2010-01-01,1
LTU,Y15-74,PC_ACT,F,RO,2011-01-01,2
LTU,Y15-74,PC_ACT,F,RO,2012-01-01,2
LTU,Y15-74,PC_ACT,F,RO,2013-01-01,3
LTU,Y15-74,PC_ACT,F,RO,2014-01-01,2
LTU,Y15-74,PC_ACT,F,RO,2015-01-01,2
LTU,Y15-74,PC_ACT,F,RO,2016-01-01,2
LTU,Y15-74,PC_ACT,F,RO,2017-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2000-01-01,
LTU,Y15-74,PC_ACT,F,SE,2001-01-01,0
LTU,Y15-74,PC_ACT,F,SE,2002-01-01,0
LTU,Y15-74,PC_ACT,F,SE,2003-01-01,0
LTU,Y15-74,PC_ACT,F,SE,2004-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2005-01-01,
LTU,Y15-74,PC_ACT,F,SE,2006-01-01,
LTU,Y15-74,PC_ACT,F,SE,2007-01-01,0
LTU,Y15-74,PC_ACT,F,SE,2008-01-01,0
LTU,Y15-74,PC_ACT,F,SE,2009-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2010-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2011-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2012-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2013-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2014-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2015-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2016-01-01,1
LTU,Y15-74,PC_ACT,F,SE,2017-01-01,1
LTU,Y15-74,PC_ACT,F,SI,2000-01-01,4
LTU,Y15-74,PC_ACT,F,SI,2001-01-01,4
LTU,Y15-74,PC_ACT,F,SI,2002-01-01,3
LTU,Y15-74,PC_ACT,F,SI,2003-01-01,3
LTU,Y15-74,PC_ACT,F,SI,2004-01-01,3
LTU,Y15-74,PC_ACT,F,SI,2005-01-01,3
LTU,Y15-74,PC_ACT,F,SI,2006-01-01,3
LTU,Y15-74,PC_ACT,F,SI,2007-01-01,2
LTU,Y15-74,PC_ACT,F,SI,2008-01-01,2
LTU,Y15-74,PC_ACT,F,SI,2009-01-01,1
LTU,Y15-74,PC_ACT,F,SI,2010-01-01,2
LTU,Y15-74,PC_ACT,F,SI,2011-01-01,3
LTU,Y15-74,PC_ACT,F,SI,2012-01-01,4
LTU,Y15-74,PC_ACT,F,SI,2013-01-01,5
LTU,Y15-74,PC_ACT,F,SI,2014-01-01,5
LTU,Y15-74,PC_ACT,F,SI,2015-01-01,5
LTU,Y15-74,PC_ACT,F,SI,2016-01-01,4
LTU,Y15-74,PC_ACT,F,SI,2017-01-01,3
LTU,Y15-74,PC_ACT,F,SK,2000-01-01,10
LTU,Y15-74,PC_ACT,F,SK,2001-01-01,11
LTU,Y15-74,PC_ACT,F,SK,2002-01-01,12
LTU,Y15-74,PC_ACT,F,SK,2003-01-01,11
LTU,Y15-74,PC_ACT,F,SK,2004-01-01,12
LTU,Y15-74,PC_ACT,F,SK,2005-01-01,12
LTU,Y15-74,PC_ACT,F,SK,2006-01-01,11
LTU,Y15-74,PC_ACT,F,SK,2007-01-01,9
LTU,Y15-74,PC_ACT,F,SK,2008-01-01,7
LTU,Y15-74,PC_ACT,F,SK,2009-01-01,7
LTU,Y15-74,PC_ACT,F,SK,2010-01-01,9
LTU,Y15-74,PC_ACT,F,SK,2011-01-01,9
LTU,Y15-74,PC_ACT,F,SK,2012-01-01,9
LTU,Y15-74,PC_ACT,F,SK,2013-01-01,10
LTU,Y15-74,PC_ACT,F,SK,2014-01-01,9
LTU,Y15-74,PC_ACT,F,SK,2015-01-01,8
LTU,Y15-74,PC_ACT,F,SK,2016-01-01,6
LTU,Y15-74,PC_ACT,F,SK,2017-01-01,4
LTU,Y15-74,PC_ACT,F,TR,2000-01-01,
LTU,Y15-74,PC_ACT,F,TR,2001-01-01,
LTU,Y15-74,PC_ACT,F,TR,2002-01-01,
LTU,Y15-74,PC_ACT,F,TR,2003-01-01,
LTU,Y15-74,PC_ACT,F,TR,2004-01-01,
LTU,Y15-74,PC_ACT,F,TR,2005-01-01,
LTU,Y15-74,PC_ACT,F,TR,2006-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2007-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2008-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2009-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2010-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2011-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2012-01-01,2
LTU,Y15-74,PC_ACT,F,TR,2013-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2014-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2015-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2016-01-01,3
LTU,Y15-74,PC_ACT,F,TR,2017-01-01,3
LTU,Y15-74,PC_ACT,F,UK,2000-01-01,0
LTU,Y15-74,PC_ACT,F,UK,2001-01-01,0
LTU,Y15-74,PC_ACT,F,UK,2002-01-01,0
LTU,Y15-74,PC_ACT,F,UK,2003-01-01,0
LTU,Y15-74,PC_ACT,F,UK,2004-01-01,0
LTU,Y15-74,PC_ACT,F,UK,2005-01-01,0
LTU,Y15-74,PC_ACT,F,UK,2006-01-01,0
LTU,Y15-74,PC_ACT,F,UK,2007-01-01,0
LTU,Y15-74,PC_ACT,F,UK,2008-01-01,0
LTU,Y15-74,PC_ACT,F,UK,2009-01-01,1
LTU,Y15-74,PC_ACT,F,UK,2010-01-01,1
LTU,Y15-74,PC_ACT,F,UK,2011-01-01,2
LTU,Y15-74,PC_ACT,F,UK,2012-01-01,2
LTU,Y15-74,PC_ACT,F,UK,2013-01-01,2
LTU,Y15-74,PC_ACT,F,UK,2014-01-01,1
LTU,Y15-74,PC_ACT,F,UK,2015-01-01,1
LTU,Y15-74,PC_ACT,F,UK,2016-01-01,1
LTU,Y15-74,PC_ACT,F,UK,2017-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2000-01-01,
LTU,Y15-74,PC_ACT,M,AT,2001-01-01,
LTU,Y15-74,PC_ACT,M,AT,2002-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2003-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2004-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2005-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2006-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2007-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2008-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2009-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2010-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2011-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2012-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2013-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2014-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2015-01-01,1
LTU,Y15-74,PC_ACT,M,AT,2016-01-01,2
LTU,Y15-74,PC_ACT,M,AT,2017-01-01,2
LTU,Y15-74,PC_ACT,M,BE,2000-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2001-01-01,2
LTU,Y15-74,PC_ACT,M,BE,2002-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2003-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2004-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2005-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2006-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2007-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2008-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2009-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2010-01-01,4
LTU,Y15-74,PC_ACT,M,BE,2011-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2012-01-01,3
LTU,Y15-74,PC_ACT,M,BE,2013-01-01,4
LTU,Y15-74,PC_ACT,M,BE,2014-01-01,4
LTU,Y15-74,PC_ACT,M,BE,2015-01-01,4
LTU,Y15-74,PC_ACT,M,BE,2016-01-01,4
LTU,Y15-74,PC_ACT,M,BE,2017-01-01,3
LTU,Y15-74,PC_ACT,M,BG,2000-01-01,9
LTU,Y15-74,PC_ACT,M,BG,2001-01-01,13
LTU,Y15-74,PC_ACT,M,BG,2002-01-01,12
LTU,Y15-74,PC_ACT,M,BG,2003-01-01,9
LTU,Y15-74,PC_ACT,M,BG,2004-01-01,7
LTU,Y15-74,PC_ACT,M,BG,2005-01-01,6
LTU,Y15-74,PC_ACT,M,BG,2006-01-01,4
LTU,Y15-74,PC_ACT,M,BG,2007-01-01,3
LTU,Y15-74,PC_ACT,M,BG,2008-01-01,2
LTU,Y15-74,PC_ACT,M,BG,2009-01-01,2
LTU,Y15-74,PC_ACT,M,BG,2010-01-01,5
LTU,Y15-74,PC_ACT,M,BG,2011-01-01,7
LTU,Y15-74,PC_ACT,M,BG,2012-01-01,7
LTU,Y15-74,PC_ACT,M,BG,2013-01-01,8
LTU,Y15-74,PC_ACT,M,BG,2014-01-01,7
LTU,Y15-74,PC_ACT,M,BG,2015-01-01,6
LTU,Y15-74,PC_ACT,M,BG,2016-01-01,4
LTU,Y15-74,PC_ACT,M,BG,2017-01-01,3
LTU,Y15-74,PC_ACT,M,CH,2000-01-01,
LTU,Y15-74,PC_ACT,M,CH,2001-01-01,
LTU,Y15-74,PC_ACT,M,CH,2002-01-01,
LTU,Y15-74,PC_ACT,M,CH,2003-01-01,
LTU,Y15-74,PC_ACT,M,CH,2004-01-01,
LTU,Y15-74,PC_ACT,M,CH,2005-01-01,
LTU,Y15-74,PC_ACT,M,CH,2006-01-01,
LTU,Y15-74,PC_ACT,M,CH,2007-01-01,
LTU,Y15-74,PC_ACT,M,CH,2008-01-01,
LTU,Y15-74,PC_ACT,M,CH,2009-01-01,
LTU,Y15-74,PC_ACT,M,CH,2010-01-01,1
LTU,Y15-74,PC_ACT,M,CH,2011-01-01,1
LTU,Y15-74,PC_ACT,M,CH,2012-01-01,1
LTU,Y15-74,PC_ACT,M,CH,2013-01-01,1
LTU,Y15-74,PC_ACT,M,CH,2014-01-01,1
LTU,Y15-74,PC_ACT,M,CH,2015-01-01,1
LTU,Y15-74,PC_ACT,M,CH,2016-01-01,1
LTU,Y15-74,PC_ACT,M,CH,2017-01-01,1
LTU,Y15-74,PC_ACT,M,CY,2000-01-01,
LTU,Y15-74,PC_ACT,M,CY,2001-01-01,
LTU,Y15-74,PC_ACT,M,CY,2002-01-01,
LTU,Y15-74,PC_ACT,M,CY,2003-01-01,
LTU,Y15-74,PC_ACT,M,CY,2004-01-01,
LTU,Y15-74,PC_ACT,M,CY,2005-01-01,0
LTU,Y15-74,PC_ACT,M,CY,2006-01-01,0
LTU,Y15-74,PC_ACT,M,CY,2007-01-01,0
LTU,Y15-74,PC_ACT,M,CY,2008-01-01,0
LTU,Y15-74,PC_ACT,M,CY,2009-01-01,0
LTU,Y15-74,PC_ACT,M,CY,2010-01-01,1
LTU,Y15-74,PC_ACT,M,CY,2011-01-01,1
LTU,Y15-74,PC_ACT,M,CY,2012-01-01,3
LTU,Y15-74,PC_ACT,M,CY,2013-01-01,6
LTU,Y15-74,PC_ACT,M,CY,2014-01-01,8
LTU,Y15-74,PC_ACT,M,CY,2015-01-01,7
LTU,Y15-74,PC_ACT,M,CY,2016-01-01,6
LTU,Y15-74,PC_ACT,M,CY,2017-01-01,5
LTU,Y15-74,PC_ACT,M,CZ,2000-01-01,3
LTU,Y15-74,PC_ACT,M,CZ,2001-01-01,3
LTU,Y15-74,PC_ACT,M,CZ,2002-01-01,3
LTU,Y15-74,PC_ACT,M,CZ,2003-01-01,2
LTU,Y15-74,PC_ACT,M,CZ,2004-01-01,3
LTU,Y15-74,PC_ACT,M,CZ,2005-01-01,3
LTU,Y15-74,PC_ACT,M,CZ,2006-01-01,3
LTU,Y15-74,PC_ACT,M,CZ,2007-01-01,2
LTU,Y15-74,PC_ACT,M,CZ,2008-01-01,1
LTU,Y15-74,PC_ACT,M,CZ,2009-01-01,1
LTU,Y15-74,PC_ACT,M,CZ,2010-01-01,2
LTU,Y15-74,PC_ACT,M,CZ,2011-01-01,2
LTU,Y15-74,PC_ACT,M,CZ,2012-01-01,2
LTU,Y15-74,PC_ACT,M,CZ,2013-01-01,2
LTU,Y15-74,PC_ACT,M,CZ,2014-01-01,2
LTU,Y15-74,PC_ACT,M,CZ,2015-01-01,2
LTU,Y15-74,PC_ACT,M,CZ,2016-01-01,1
LTU,Y15-74,PC_ACT,M,CZ,2017-01-01,0
LTU,Y15-74,PC_ACT,M,DE,2000-01-01,
LTU,Y15-74,PC_ACT,M,DE,2001-01-01,
LTU,Y15-74,PC_ACT,M,DE,2002-01-01,
LTU,Y15-74,PC_ACT,M,DE,2003-01-01,
LTU,Y15-74,PC_ACT,M,DE,2004-01-01,
LTU,Y15-74,PC_ACT,M,DE,2005-01-01,6
LTU,Y15-74,PC_ACT,M,DE,2006-01-01,5
LTU,Y15-74,PC_ACT,M,DE,2007-01-01,4
LTU,Y15-74,PC_ACT,M,DE,2008-01-01,3
LTU,Y15-74,PC_ACT,M,DE,2009-01-01,3
LTU,Y15-74,PC_ACT,M,DE,2010-01-01,3
LTU,Y15-74,PC_ACT,M,DE,2011-01-01,3
LTU,Y15-74,PC_ACT,M,DE,2012-01-01,2
LTU,Y15-74,PC_ACT,M,DE,2013-01-01,2
LTU,Y15-74,PC_ACT,M,DE,2014-01-01,2
LTU,Y15-74,PC_ACT,M,DE,2015-01-01,2
LTU,Y15-74,PC_ACT,M,DE,2016-01-01,1
LTU,Y15-74,PC_ACT,M,DE,2017-01-01,1
LTU,Y15-74,PC_ACT,M,DK,2000-01-01,0
LTU,Y15-74,PC_ACT,M,DK,2001-01-01,0
LTU,Y15-74,PC_ACT,M,DK,2002-01-01,0
LTU,Y15-74,PC_ACT,M,DK,2003-01-01,1
LTU,Y15-74,PC_ACT,M,DK,2004-01-01,1
LTU,Y15-74,PC_ACT,M,DK,2005-01-01,1
LTU,Y15-74,PC_ACT,M,DK,2006-01-01,0
LTU,Y15-74,PC_ACT,M,DK,2007-01-01,0
LTU,Y15-74,PC_ACT,M,DK,2008-01-01,0
LTU,Y15-74,PC_ACT,M,DK,2009-01-01,0
LTU,Y15-74,PC_ACT,M,DK,2010-01-01,1
LTU,Y15-74,PC_ACT,M,DK,2011-01-01,2
LTU,Y15-74,PC_ACT,M,DK,2012-01-01,2
LTU,Y15-74,PC_ACT,M,DK,2013-01-01,1
LTU,Y15-74,PC_ACT,M,DK,2014-01-01,1
LTU,Y15-74,PC_ACT,M,DK,2015-01-01,1
LTU,Y15-74,PC_ACT,M,DK,2016-01-01,1
LTU,Y15-74,PC_ACT,M,DK,2017-01-01,1
LTU,Y15-74,PC_ACT,M,EA18,2000-01-01,
LTU,Y15-74,PC_ACT,M,EA18,2001-01-01,
LTU,Y15-74,PC_ACT,M,EA18,2002-01-01,
LTU,Y15-74,PC_ACT,M,EA18,2003-01-01,
LTU,Y15-74,PC_ACT,M,EA18,2004-01-01,
LTU,Y15-74,PC_ACT,M,EA18,2005-01-01,3
LTU,Y15-74,PC_ACT,M,EA18,2006-01-01,3
LTU,Y15-74,PC_ACT,M,EA18,2007-01-01,2
LTU,Y15-74,PC_ACT,M,EA18,2008-01-01,2
LTU,Y15-74,PC_ACT,M,EA18,2009-01-01,3
LTU,Y15-74,PC_ACT,M,EA18,2010-01-01,4
LTU,Y15-74,PC_ACT,M,EA18,2011-01-01,4
LTU,Y15-74,PC_ACT,M,EA18,2012-01-01,5
LTU,Y15-74,PC_ACT,M,EA18,2013-01-01,5
LTU,Y15-74,PC_ACT,M,EA18,2014-01-01,6
LTU,Y15-74,PC_ACT,M,EA18,2015-01-01,5
LTU,Y15-74,PC_ACT,M,EA18,2016-01-01,4
LTU,Y15-74,PC_ACT,M,EA18,2017-01-01,4
LTU,Y15-74,PC_ACT,M,EA19,2000-01-01,
LTU,Y15-74,PC_ACT,M,EA19,2001-01-01,
LTU,Y15-74,PC_ACT,M,EA19,2002-01-01,
LTU,Y15-74,PC_ACT,M,EA19,2003-01-01,
LTU,Y15-74,PC_ACT,M,EA19,2004-01-01,
LTU,Y15-74,PC_ACT,M,EA19,2005-01-01,3
LTU,Y15-74,PC_ACT,M,EA19,2006-01-01,3
LTU,Y15-74,PC_ACT,M,EA19,2007-01-01,2
LTU,Y15-74,PC_ACT,M,EA19,2008-01-01,2
LTU,Y15-74,PC_ACT,M,EA19,2009-01-01,3
LTU,Y15-74,PC_ACT,M,EA19,2010-01-01,4
LTU,Y15-74,PC_ACT,M,EA19,2011-01-01,4
LTU,Y15-74,PC_ACT,M,EA19,2012-01-01,5
LTU,Y15-74,PC_ACT,M,EA19,2013-01-01,5
LTU,Y15-74,PC_ACT,M,EA19,2014-01-01,6
LTU,Y15-74,PC_ACT,M,EA19,2015-01-01,5
LTU,Y15-74,PC_ACT,M,EA19,2016-01-01,4
LTU,Y15-74,PC_ACT,M,EA19,2017-01-01,4
LTU,Y15-74,PC_ACT,M,EE,2000-01-01,7
LTU,Y15-74,PC_ACT,M,EE,2001-01-01,7
LTU,Y15-74,PC_ACT,M,EE,2002-01-01,7
LTU,Y15-74,PC_ACT,M,EE,2003-01-01,5
LTU,Y15-74,PC_ACT,M,EE,2004-01-01,5
LTU,Y15-74,PC_ACT,M,EE,2005-01-01,4
LTU,Y15-74,PC_ACT,M,EE,2006-01-01,3
LTU,Y15-74,PC_ACT,M,EE,2007-01-01,2
LTU,Y15-74,PC_ACT,M,EE,2008-01-01,2
LTU,Y15-74,PC_ACT,M,EE,2009-01-01,4
LTU,Y15-74,PC_ACT,M,EE,2010-01-01,9
LTU,Y15-74,PC_ACT,M,EE,2011-01-01,7
LTU,Y15-74,PC_ACT,M,EE,2012-01-01,6
LTU,Y15-74,PC_ACT,M,EE,2013-01-01,4
LTU,Y15-74,PC_ACT,M,EE,2014-01-01,3
LTU,Y15-74,PC_ACT,M,EE,2015-01-01,2
LTU,Y15-74,PC_ACT,M,EE,2016-01-01,2
LTU,Y15-74,PC_ACT,M,EE,2017-01-01,2
LTU,Y15-74,PC_ACT,M,EL,2000-01-01,3
LTU,Y15-74,PC_ACT,M,EL,2001-01-01,3
LTU,Y15-74,PC_ACT,M,EL,2002-01-01,3
LTU,Y15-74,PC_ACT,M,EL,2003-01-01,3
LTU,Y15-74,PC_ACT,M,EL,2004-01-01,3
LTU,Y15-74,PC_ACT,M,EL,2005-01-01,2
LTU,Y15-74,PC_ACT,M,EL,2006-01-01,2
LTU,Y15-74,PC_ACT,M,EL,2007-01-01,2
LTU,Y15-74,PC_ACT,M,EL,2008-01-01,2
LTU,Y15-74,PC_ACT,M,EL,2009-01-01,2
LTU,Y15-74,PC_ACT,M,EL,2010-01-01,3
LTU,Y15-74,PC_ACT,M,EL,2011-01-01,6
LTU,Y15-74,PC_ACT,M,EL,2012-01-01,12
LTU,Y15-74,PC_ACT,M,EL,2013-01-01,16
LTU,Y15-74,PC_ACT,M,EL,2014-01-01,17
LTU,Y15-74,PC_ACT,M,EL,2015-01-01,15
LTU,Y15-74,PC_ACT,M,EL,2016-01-01,14
LTU,Y15-74,PC_ACT,M,EL,2017-01-01,12
