stk_flow,sitc06,partner,unit,geotime,date,value
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2017-09-01,2.4
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2017-10-01,8.2
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2017-11-01,8.5
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2017-12-01,0.5
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-01-01,7.3
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-02-01,3.1
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-03-01,-4.1
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-04-01,8.0
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-05-01,-3.1
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-06-01,3.3
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-07-01,9.9
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-08-01,3.1
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2017-09-01,0.7
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2017-10-01,8.0
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2017-11-01,8.2
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2017-12-01,-2.4
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-01-01,8.0
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-02-01,1.3
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-03-01,-5.5
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-04-01,5.5
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-05-01,-5.5
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-06-01,1.7
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-07-01,9.8
IMP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-08-01,3.9
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2017-09-01,-0.6
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2017-10-01,2.0
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2017-11-01,2.3
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2017-12-01,-1.3
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2018-01-01,0.5
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2018-02-01,-2.6
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2018-03-01,0.5
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2018-04-01,2.5
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2018-05-01,-0.4
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2018-06-01,0.7
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2018-07-01,1.6
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EA19,2018-08-01,-2.0
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2017-09-01,-1.0
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2017-10-01,1.6
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2017-11-01,2.3
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2017-12-01,-2.2
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2018-01-01,2.8
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2018-02-01,-4.3
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2018-03-01,0.6
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2018-04-01,2.2
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2018-05-01,-0.5
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2018-06-01,1.3
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2018-07-01,2.7
IMP,SITC6_8,WRL_REST,PCH_M1_SA,EU28,2018-08-01,-1.4
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2017-09-01,41877.4
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2017-10-01,42725.8
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2017-11-01,43702.1
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2017-12-01,43124.9
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2018-01-01,43356.5
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2018-02-01,42222.0
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2018-03-01,42422.6
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2018-04-01,43493.8
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2018-05-01,43311.9
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2018-06-01,43620.2
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2018-07-01,44322.0
IMP,SITC6_8,WRL_REST,TVAL_SA,EA19,2018-08-01,43451.2
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2017-09-01,39266.6
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2017-10-01,39894.9
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2017-11-01,40828.2
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2017-12-01,39948.8
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2018-01-01,41079.1
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2018-02-01,39319.7
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2018-03-01,39564.3
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2018-04-01,40422.7
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2018-05-01,40238.8
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2018-06-01,40760.6
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2018-07-01,41854.1
IMP,SITC6_8,WRL_REST,TVAL_SA,EU28,2018-08-01,41257.0
